FlowCell Text Data File: 20241104_i287_4.csv
Software Version: 1.56A
Date: 2024-11-05
Time: 15:27:29
User: subramaniam_lab

Experiment name: 20241104_i287_polysomes

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 40 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 1:45
w2t:  x 10^0
Number of Tubes: 6
Sample Volume: 0.4 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 1
Distance/fraction: 78.30 mm
Start Distance: 0.00 mm
Volume/fraction: 11.166 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
Sample A Zero: 794270
Source A Zero: 325212.3

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
831766, 328830, 53.74, -0.078911, , 
831913, 328752, 53.84, -0.079842, , 
831912, 328854, 53.93, -0.079141, , 
832228, 328975, 54.04, -0.079168, , 
831639, 328855, 54.13, -0.078396, , 
832021, 329021, 54.23, -0.078294, , 
831224, 328894, 54.33, -0.077006, , 
831866, 329089, 54.43, -0.077409, , 
831197, 329177, 54.53, -0.074997, , 
830795, 329141, 54.63, -0.074155, , 
830392, 329116, 54.72, -0.073234, , 
830786, 329252, 54.82, -0.073371, , 
829974, 329160, 54.92, -0.071800, , 
829630, 329122, 55.02, -0.071127, , 
829432, 329160, 55.12, -0.070330, , 
830109, 329285, 55.22, -0.071311, , 
829818, 329407, 55.32, -0.069689, , 
829778, 329436, 55.42, -0.069382, , 
829929, 329551, 55.52, -0.069006, , 
829830, 329476, 55.62, -0.069250, , 
829714, 329352, 55.72, -0.069782, , 
830049, 329368, 55.81, -0.070581, , 
830184, 329443, 55.91, -0.070435, , 
830580, 329402, 56.01, -0.071788, , 
830742, 329447, 56.11, -0.071920, , 
831492, 329602, 56.21, -0.072892, , 
831634, 329625, 56.30, -0.073119, , 
831887, 329609, 56.40, -0.073913, , 
831831, 329465, 56.51, -0.074745, , 
831921, 329504, 56.60, -0.074722, , 
832597, 329533, 56.70, -0.076352, , 
832766, 329601, 56.80, -0.076344, , 
832823, 329482, 56.90, -0.077311, , 
832803, 329449, 57.00, -0.077482, , 
833183, 329400, 57.10, -0.078844, , 
833602, 329606, 57.20, -0.078568, , 
834425, 329683, 57.30, -0.080263, , 
834243, 329830, 57.40, -0.078769, , 
833925, 329676, 57.49, -0.078962, , 
834223, 329813, 57.59, -0.078831, , 
834446, 329711, 57.69, -0.080129, , 
834362, 329816, 57.79, -0.079186, , 
833889, 329668, 57.89, -0.078920, , 
833645, 329654, 57.99, -0.078357, , 
834274, 329724, 58.09, -0.079576, , 
833258, 329531, 58.18, -0.078151, , 
832759, 329433, 58.28, -0.077473, , 
832561, 329458, 58.38, -0.076767, , 
832175, 329358, 58.48, -0.076406, , 
831986, 329336, 58.58, -0.076046, , 
832249, 329436, 58.68, -0.076074, , 
832326, 329563, 58.78, -0.075414, , 
832359, 329523, 58.88, -0.075777, , 
832077, 329548, 58.97, -0.074844, , 
832616, 329619, 59.07, -0.075816, , 
832367, 329636, 59.17, -0.075027, , 
832061, 329490, 59.27, -0.075196, , 
832039, 329465, 59.37, -0.075308, , 
831730, 329385, 59.47, -0.075018, , 
832310, 329459, 59.57, -0.076081, , 
832488, 329546, 59.67, -0.075969, , 
832320, 329385, 59.76, -0.076614, , 
832773, 329532, 59.87, -0.076834, , 
833155, 329579, 59.96, -0.077546, , 
832730, 329376, 60.06, -0.077784, , 
833539, 329482, 60.16, -0.079245, , 
833297, 329498, 60.26, -0.078482, , 
833237, 329424, 60.36, -0.078826, , 
833642, 329546, 60.45, -0.079086, , 
834505, 329612, 60.56, -0.080964, , 
834604, 329678, 60.66, -0.080780, , 
834691, 329679, 60.75, -0.081008, , 
834509, 329592, 60.85, -0.081111, , 
835159, 329616, 60.95, -0.082699, , 
834828, 329596, 61.05, -0.081944, , 
834628, 329527, 61.15, -0.081876, , 
834806, 329643, 61.25, -0.081564, , 
835145, 329781, 61.34, -0.081535, , 
835362, 329833, 61.44, -0.081765, , 
835523, 329834, 61.54, -0.082192, , 
835038, 329737, 61.64, -0.081547, , 
835273, 329794, 61.74, -0.081792, , 
835779, 330033, 61.84, -0.081524, , 
835511, 329905, 61.94, -0.081675, , 
835151, 329874, 62.04, -0.080917, , 
834775, 329755, 62.13, -0.080716, , 
834808, 329767, 62.24, -0.080723, , 
834507, 329756, 62.33, -0.079986, , 
834793, 329751, 62.43, -0.080791, , 
834559, 329760, 62.53, -0.080099, , 
834812, 329813, 62.63, -0.080420, , 
834721, 329802, 62.73, -0.080249, , 
834617, 329682, 62.83, -0.080788, , 
834406, 329623, 62.93, -0.080622, , 
834690, 329564, 63.02, -0.081790, , 
834588, 329657, 63.12, -0.080880, , 
834820, 329702, 63.22, -0.081199, , 
835196, 329663, 63.32, -0.082478, , 
835416, 329594, 63.42, -0.083542, , 
835438, 329637, 63.52, -0.083308, , 
835534, 329584, 63.62, -0.083928, , 
835935, 329603, 63.72, -0.084878, , 
836993, 329833, 63.82, -0.086155, , 
836762, 329781, 63.91, -0.085888, , 
837053, 329871, 64.01, -0.086057, , 
837072, 329845, 64.11, -0.086285, , 
837160, 329864, 64.21, -0.086392, , 
837556, 329906, 64.31, -0.087170, , 
837744, 329865, 64.41, -0.087955, , 
837503, 329840, 64.51, -0.087478, , 
838141, 329986, 64.61, -0.088196, , 
838119, 330024, 64.70, -0.087877, , 
837889, 329862, 64.80, -0.088365, , 
837606, 329878, 64.90, -0.087495, , 
837283, 329755, 65.00, -0.087467, , 
837226, 329719, 65.10, -0.087559, , 
837078, 329804, 65.20, -0.086581, , 
837653, 329882, 65.30, -0.087594, , 
837352, 329901, 65.40, -0.086656, , 
837234, 329799, 65.49, -0.087035, , 
836985, 329746, 65.60, -0.086727, , 
837191, 329724, 65.69, -0.087431, , 
837170, 329806, 65.79, -0.086815, , 
837655, 329871, 65.89, -0.087675, , 
837031, 329865, 65.99, -0.086039, , 
837118, 329864, 66.09, -0.086279, , 
837038, 329693, 66.19, -0.087231, , 
837465, 329712, 66.28, -0.088249, , 
837313, 329790, 66.39, -0.087308, , 
837685, 329860, 66.48, -0.087830, , 
838010, 329869, 66.58, -0.088642, , 
838500, 329778, 66.68, -0.090578, , 
838024, 329777, 66.78, -0.089307, , 
838088, 329822, 66.88, -0.089172, , 
838130, 329848, 66.98, -0.089107, , 
838231, 329809, 67.08, -0.089645, , 
838592, 329822, 67.18, -0.090525, , 
839220, 329984, 67.28, -0.091105, , 
839106, 330027, 67.37, -0.090506, , 
839393, 330021, 67.47, -0.091316, , 
839083, 329908, 67.57, -0.091256, , 
838871, 329786, 67.67, -0.091519, , 
838538, 329787, 67.77, -0.090619, , 
838319, 329751, 67.87, -0.090277, , 
838531, 329766, 67.96, -0.090743, , 
838025, 329749, 68.07, -0.089501, , 
837999, 329550, 68.16, -0.090790, , 
837583, 329582, 68.26, -0.089454, , 
837474, 329480, 68.36, -0.089858, , 
837363, 329544, 68.46, -0.089122, , 
837939, 329629, 68.56, -0.090089, , 
837867, 329751, 68.66, -0.089063, , 
838477, 329728, 68.76, -0.090858, , 
837687, 329772, 68.86, -0.088436, , 
837359, 329663, 68.96, -0.088299, , 
837307, 329627, 69.05, -0.088405, , 
837597, 329567, 69.15, -0.089594, , 
837657, 329698, 69.25, -0.088861, , 
838093, 329835, 69.35, -0.089097, , 
837671, 329622, 69.45, -0.089417, , 
838660, 329725, 69.55, -0.091369, , 
837964, 329654, 69.65, -0.089986, , 
837972, 329663, 69.74, -0.089946, , 
838288, 329854, 69.84, -0.089491, , 
838113, 329714, 69.94, -0.089976, , 
838305, 329706, 70.04, -0.090546, , 
838231, 329549, 70.14, -0.091420, , 
837944, 329522, 70.24, -0.090833, , 
838350, 329614, 70.34, -0.091295, , 
838866, 329883, 70.43, -0.090844, , 
838963, 329933, 70.53, -0.090763, , 
838508, 329851, 70.63, -0.090102, , 
838295, 329802, 70.73, -0.089864, , 
838491, 329845, 70.83, -0.090097, , 
838245, 329873, 70.93, -0.089246, , 
838690, 329895, 71.03, -0.090290, , 
838471, 329942, 71.13, -0.089382, , 
838636, 329933, 71.23, -0.089886, , 
837962, 329725, 71.32, -0.089496, , 
839023, 330001, 71.43, -0.090460, , 
838131, 329713, 71.52, -0.090031, , 
838301, 329696, 71.62, -0.090604, , 
837819, 329707, 71.72, -0.089234, , 
838076, 329849, 71.82, -0.088956, , 
838569, 329843, 71.92, -0.090320, , 
838723, 329833, 72.02, -0.090802, , 
838525, 329809, 72.12, -0.090434, , 
838823, 329937, 72.21, -0.090360, , 
839526, 329968, 72.31, -0.092034, , 
839396, 329920, 72.41, -0.092013, , 
839189, 329872, 72.51, -0.091785, , 
839323, 329951, 72.61, -0.091606, , 
839592, 329992, 72.71, -0.092047, , 
839242, 329905, 72.81, -0.091702, , 
840293, 330078, 72.90, -0.093339, , 
840426, 330133, 73.01, -0.093320, , 
840681, 330156, 73.10, -0.093846, , 
840478, 330073, 73.20, -0.093869, , 
840787, 330089, 73.30, -0.094587, , 
840723, 330090, 73.40, -0.094409, , 
840230, 329938, 73.50, -0.094125, , 
840185, 329875, 73.60, -0.094434, , 
840462, 329932, 73.70, -0.094787, , 
840208, 329943, 73.80, -0.094032, , 
840653, 329954, 73.89, -0.095149, , 
840289, 329924, 73.99, -0.094379, , 
840652, 329894, 74.09, -0.095555, , 
840904, 330039, 74.19, -0.095241, , 
841314, 330029, 74.29, -0.096406, , 
841510, 330091, 74.39, -0.096507, , 
841287, 329978, 74.48, -0.096682, , 
841058, 330098, 74.58, -0.095251, , 
840880, 330053, 74.69, -0.095081, , 
841468, 329937, 74.78, -0.097445, , 
841793, 330029, 74.88, -0.097687, , 
841690, 330015, 74.98, -0.097507, , 
841600, 329965, 75.08, -0.097607, , 
843112, 330116, 75.18, -0.100617, , 
843216, 330067, 75.28, -0.101229, , 
842969, 330124, 75.37, -0.100181, , 
843034, 330160, 75.47, -0.100109, , 
843087, 330175, 75.57, -0.100148, , 
842745, 330048, 75.67, -0.100101, , 
843685, 330139, 75.77, -0.101989, , 
844304, 330292, 75.87, -0.102597, , 
844479, 330336, 75.97, -0.102764, , 
844296, 330188, 76.07, -0.103285, 1, 10.830
844498, 330195, 76.16, -0.103775, , 
845428, 330398, 76.27, -0.104869, , 
844946, 330365, 76.36, -0.103810, , 
844244, 330066, 76.46, -0.103978, , 
844671, 330033, 76.56, -0.105341, , 
844648, 330167, 76.66, -0.104366, , 
845359, 330218, 76.76, -0.105912, , 
844969, 330232, 76.86, -0.104778, , 
844549, 330079, 76.96, -0.104702, , 
843889, 329989, 77.05, -0.103556, , 
844132, 329958, 77.16, -0.104415, , 
844039, 330139, 77.25, -0.102933, , 
842575, 329903, 77.35, -0.100636, , 
843543, 329923, 77.45, -0.103083, , 
844266, 329895, 77.55, -0.105202, , 
843543, 329923, 79.65, -0.103083, A, 0.299
