FlowCell Text Data File: 20241104_i287_2.csv
Software Version: 1.56A
Date: 2024-11-05
Time: 15:34:01
User: subramaniam_lab

Experiment name: 20241104_i287_polysomes

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 40 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 1:45
w2t:  x 10^0
Number of Tubes: 6
Sample Volume: 0.4 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 1
Distance/fraction: 78.30 mm
Start Distance: 0.00 mm
Volume/fraction: 11.166 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
Sample A Zero: 794270
Source A Zero: 325212.3

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
43866, 329810, 3.45, 6.549493, , 
44971, 329588, 3.54, 6.491991, , 
46248, 329743, 3.64, 6.430036, , 
47978, 329761, 3.74, 6.347513, , 
50537, 329822, 3.84, 6.230990, , 
53639, 329721, 3.94, 6.096241, , 
57726, 329585, 4.04, 5.930060, , 
62295, 329792, 4.14, 5.760049, , 
67925, 329633, 4.24, 5.564250, , 
75211, 329655, 4.34, 5.335095, , 
83467, 329757, 4.43, 5.101400, , 
92007, 329913, 4.53, 4.883242, , 
103870, 329731, 4.63, 4.609078, , 
117163, 329787, 4.73, 4.338449, , 
125370, 329677, 4.83, 4.185336, , 
138366, 329842, 4.93, 3.964495, , 
153172, 329769, 5.03, 3.735220, , 
170158, 329720, 5.13, 3.498216, , 
185876, 329765, 5.23, 3.299692, , 
207600, 329745, 5.33, 3.050807, , 
226990, 329753, 5.42, 2.849914, , 
251755, 329791, 5.52, 2.617140, , 
272950, 329653, 5.62, 2.434290, , 
298761, 329619, 5.72, 2.230720, , 
325106, 329664, 5.82, 2.040848, , 
354193, 329564, 5.92, 1.847324, , 
373163, 329587, 6.02, 1.730069, , 
394170, 329536, 6.12, 1.606471, , 
426993, 329566, 6.21, 1.426674, , 
454897, 329576, 6.31, 1.284282, , 
468524, 329523, 6.41, 1.217496, , 
472836, 329540, 6.51, 1.196995, , 
500958, 329525, 6.61, 1.066876, , 
520140, 329497, 6.71, 0.982123, , 
538860, 329501, 6.80, 0.902580, , 
555956, 329614, 6.91, 0.833063, , 
572053, 329439, 7.00, 0.767635, , 
585872, 329682, 7.10, 0.715577, , 
603571, 329566, 7.20, 0.647807, , 
620198, 329602, 7.30, 0.586897, , 
632274, 329662, 7.40, 0.543909, , 
646780, 329506, 7.50, 0.491797, , 
659176, 329593, 7.60, 0.449668, , 
669078, 329524, 7.69, 0.415642, , 
683794, 329646, 7.79, 0.367515, , 
690881, 329518, 7.89, 0.343437, , 
702593, 329651, 7.99, 0.306515, , 
705619, 329608, 8.09, 0.296549, , 
720216, 329749, 8.19, 0.251433, , 
723576, 329443, 8.29, 0.238869, , 
732897, 329353, 8.39, 0.209449, , 
735776, 329291, 8.49, 0.200203, , 
742879, 329330, 8.59, 0.178848, , 
746850, 329587, 8.68, 0.168606, , 
756352, 329698, 8.78, 0.140913, , 
758427, 329736, 8.88, 0.135007, , 
760777, 329674, 8.98, 0.127621, , 
765197, 329643, 9.08, 0.114373, , 
770926, 329732, 9.17, 0.098194, , 
772294, 329582, 9.28, 0.093180, , 
773932, 329570, 9.38, 0.088330, , 
776897, 329678, 9.47, 0.080463, , 
781156, 329607, 9.57, 0.067675, , 
784108, 329579, 9.67, 0.058995, , 
787498, 329789, 9.77, 0.050720, , 
789065, 329627, 9.87, 0.045141, , 
790959, 329667, 9.97, 0.040018, , 
794203, 329558, 10.07, 0.030063, , 
796964, 329602, 10.17, 0.022554, , 
799040, 329596, 10.26, 0.016658, , 
801276, 329557, 10.36, 0.010103, , 
803131, 329518, 10.46, 0.004633, , 
804744, 329515, 10.56, 0.000097, , 
807044, 329572, 10.66, -0.005936, , 
807676, 329530, 10.76, -0.007985, , 
809031, 329478, 10.86, -0.012112, , 
808762, 329528, 10.96, -0.011022, , 
810208, 329470, 11.06, -0.015438, , 
810290, 329546, 11.15, -0.015147, , 
810840, 329540, 11.25, -0.016715, , 
809769, 329572, 11.35, -0.013522, , 
809883, 329562, 11.45, -0.013907, , 
807832, 329595, 11.55, -0.007975, , 
809414, 329613, 11.64, -0.012255, , 
807994, 329515, 11.75, -0.008973, , 
805556, 329514, 11.84, -0.002179, , 
805527, 329519, 11.95, -0.002064, , 
805475, 329715, 12.04, -0.000580, , 
804380, 329690, 12.14, 0.002310, , 
803133, 329714, 12.24, 0.005966, , 
802679, 329775, 12.34, 0.007654, , 
802773, 329651, 12.44, 0.006545, , 
802730, 329639, 12.54, 0.006583, , 
803004, 329692, 12.64, 0.006177, , 
803165, 329703, 12.73, 0.005801, , 
803530, 329761, 12.83, 0.005174, , 
804288, 329758, 12.93, 0.003032, , 
805239, 329766, 13.03, 0.000427, , 
805813, 329727, 13.13, -0.001443, , 
806878, 329669, 13.23, -0.004811, , 
807987, 329568, 13.33, -0.008591, , 
808315, 329436, 13.42, -0.010406, , 
809610, 329541, 13.52, -0.013292, , 
809678, 329451, 13.62, -0.014095, , 
812279, 329611, 13.72, -0.020220, , 
813262, 329520, 13.82, -0.023564, , 
815263, 329385, 13.92, -0.030016, , 
816512, 329410, 14.02, -0.033290, , 
817779, 329376, 14.12, -0.037012, , 
819529, 329566, 14.21, -0.040525, , 
819781, 329523, 14.31, -0.041510, , 
821568, 329482, 14.42, -0.046691, , 
822597, 329499, 14.51, -0.049391, , 
823262, 329466, 14.61, -0.051435, , 
822671, 329495, 14.71, -0.049621, , 
825129, 329574, 14.81, -0.055796, , 
825662, 329492, 14.91, -0.057809, , 
826249, 329634, 15.01, -0.058438, , 
826457, 329467, 15.11, -0.060145, , 
825755, 329497, 15.20, -0.058028, , 
827760, 329559, 15.30, -0.063062, , 
828547, 329462, 15.40, -0.065863, , 
828528, 329502, 15.50, -0.065539, , 
828965, 329580, 15.60, -0.066193, , 
827719, 329456, 15.70, -0.063654, , 
829174, 329613, 15.80, -0.066535, , 
828510, 329602, 15.90, -0.064807, , 
828411, 329567, 16.00, -0.064777, , 
827949, 329678, 16.09, -0.062764, , 
827412, 329477, 16.19, -0.062676, , 
826368, 329390, 16.29, -0.060429, , 
826208, 329417, 16.39, -0.059809, , 
825344, 329505, 16.49, -0.056853, , 
825341, 329479, 16.59, -0.057022, , 
825398, 329578, 16.68, -0.056502, , 
825839, 329676, 16.79, -0.057035, , 
826233, 329878, 16.88, -0.056730, , 
826477, 329875, 16.98, -0.057415, , 
825931, 329693, 17.08, -0.057169, , 
825727, 329797, 17.18, -0.055904, , 
826653, 329766, 17.28, -0.058638, , 
826841, 329827, 17.38, -0.058733, , 
827187, 329843, 17.48, -0.059565, , 
826733, 329840, 17.57, -0.058350, , 
828600, 329919, 17.67, -0.062888, , 
828363, 329632, 17.77, -0.064203, , 
828915, 329624, 17.87, -0.065756, , 
828443, 329609, 17.97, -0.064577, , 
829806, 329464, 18.07, -0.069267, , 
829829, 329633, 18.17, -0.068175, , 
830489, 329609, 18.27, -0.070128, , 
829973, 329562, 18.37, -0.069050, , 
829911, 329593, 18.46, -0.068670, , 
828114, 329711, 18.56, -0.062987, , 
826824, 329729, 18.66, -0.059356, , 
823232, 329879, 18.76, -0.048534, , 
818005, 329746, 18.86, -0.035107, , 
810535, 329676, 18.96, -0.014940, , 
802223, 329845, 19.05, 0.009411, , 
793243, 329751, 19.16, 0.034103, , 
782816, 329658, 19.26, 0.063246, , 
773011, 329655, 19.35, 0.091590, , 
764568, 329671, 19.45, 0.116415, , 
755286, 329740, 19.55, 0.144374, , 
748020, 329690, 19.65, 0.165787, , 
741694, 329824, 19.75, 0.185814, , 
736659, 329780, 19.85, 0.200843, , 
731901, 329763, 19.94, 0.215309, , 
728558, 329755, 20.04, 0.225557, , 
724647, 329724, 20.14, 0.237459, , 
724189, 329757, 20.24, 0.239107, , 
723726, 329692, 20.34, 0.240103, , 
724310, 329724, 20.44, 0.238506, , 
724830, 329673, 20.54, 0.236543, , 
726721, 329574, 20.64, 0.230003, , 
729893, 329496, 20.74, 0.219669, , 
734036, 329706, 20.83, 0.208365, , 
739585, 329778, 20.93, 0.191908, , 
743290, 329636, 21.03, 0.179694, , 
749282, 329646, 21.13, 0.161693, , 
753858, 329633, 21.23, 0.147902, , 
760347, 329715, 21.33, 0.129174, , 
765131, 329701, 21.43, 0.114963, , 
771481, 329554, 21.53, 0.095359, , 
775075, 329712, 21.63, 0.085979, , 
781303, 329786, 21.72, 0.068473, , 
784658, 329802, 21.82, 0.058939, , 
790156, 329830, 21.92, 0.043417, , 
792705, 329973, 22.02, 0.037144, , 
796348, 329734, 22.12, 0.025195, , 
798692, 329501, 22.22, 0.016990, , 
800811, 329420, 22.32, 0.010474, , 
804212, 329372, 22.41, 0.000609, , 
806291, 329435, 22.52, -0.004771, , 
808843, 329490, 22.61, -0.011507, , 
810761, 329533, 22.71, -0.016543, , 
813470, 329749, 22.81, -0.022576, , 
813958, 329506, 22.91, -0.025584, , 
817420, 329672, 23.01, -0.034002, , 
818082, 329677, 23.11, -0.035790, , 
819710, 329776, 23.21, -0.039588, , 
820180, 329691, 23.30, -0.041458, , 
822340, 329561, 23.40, -0.048265, , 
823427, 329677, 23.50, -0.050446, , 
823792, 329495, 23.60, -0.052686, , 
824447, 329594, 23.70, -0.053798, , 
826728, 329566, 23.80, -0.060207, , 
827069, 329633, 23.90, -0.060678, , 
828399, 329731, 24.00, -0.063625, , 
828856, 329697, 24.10, -0.065098, , 
829461, 329735, 24.20, -0.066481, , 
830358, 329748, 24.30, -0.068824, , 
831331, 329773, 24.39, -0.071289, , 
831704, 329836, 24.49, -0.071869, , 
831992, 329652, 24.59, -0.073904, , 
832644, 329682, 24.69, -0.075462, , 
833086, 329721, 24.79, -0.076390, , 
833406, 329714, 24.89, -0.077302, , 
833581, 329619, 24.99, -0.078423, , 
833918, 329615, 25.08, -0.079360, , 
833263, 329575, 25.18, -0.077865, , 
834481, 329614, 25.28, -0.080885, , 
834753, 329618, 25.38, -0.081591, , 
835537, 329684, 25.48, -0.083254, , 
835420, 329565, 25.58, -0.083751, , 
835926, 329552, 25.67, -0.085202, , 
835339, 329476, 25.77, -0.084140, , 
836854, 329599, 25.88, -0.087378, , 
836773, 329603, 25.97, -0.087133, , 
837221, 329666, 26.07, -0.087908, , 
836936, 329605, 26.17, -0.087558, , 
837884, 329672, 26.27, -0.089648, , 
837842, 329693, 26.37, -0.089392, , 
837884, 329636, 26.47, -0.089894, , 
837627, 329673, 26.57, -0.088951, , 
838521, 329634, 26.66, -0.091618, , 
837780, 329473, 26.76, -0.090727, , 
838565, 329735, 26.86, -0.091046, , 
838491, 329717, 26.96, -0.090971, , 
838959, 329837, 27.06, -0.091407, , 
838960, 329653, 27.16, -0.092666, , 
839561, 329766, 27.26, -0.093506, , 
839388, 329761, 27.35, -0.093076, , 
839301, 329593, 27.45, -0.093990, , 
839248, 329628, 27.55, -0.093609, , 
839555, 329548, 27.65, -0.094978, , 
840065, 329666, 27.75, -0.095539, , 
840452, 329643, 27.85, -0.096733, , 
840855, 329730, 27.95, -0.097218, , 
840616, 329749, 28.05, -0.096448, , 
840734, 329559, 28.15, -0.098061, , 
840693, 329596, 28.25, -0.097699, , 
841205, 329650, 28.34, -0.098700, , 
841473, 329800, 28.44, -0.098393, , 
841395, 329651, 28.54, -0.099202, , 
841124, 329727, 28.64, -0.097958, , 
841300, 329593, 28.74, -0.099344, , 
841349, 329818, 28.84, -0.097939, , 
841879, 329933, 28.94, -0.098572, , 
841483, 329898, 29.04, -0.097751, , 
841866, 329867, 29.14, -0.098987, , 
841642, 329928, 29.23, -0.097972, , 
841578, 329872, 29.33, -0.098183, , 
841136, 329863, 29.43, -0.097062, , 
842051, 329947, 29.53, -0.098936, , 
841291, 329835, 29.63, -0.097668, , 
841334, 329799, 29.73, -0.098028, , 
841394, 329898, 29.82, -0.097513, , 
841692, 329976, 29.93, -0.097778, , 
841936, 329981, 30.03, -0.098396, , 
842159, 329972, 30.12, -0.099054, , 
841681, 329872, 30.22, -0.098458, , 
842455, 329988, 30.32, -0.099736, , 
841924, 329828, 30.42, -0.099408, , 
842404, 329834, 30.52, -0.100650, , 
842441, 329914, 30.62, -0.100203, , 
842812, 329997, 30.72, -0.100628, , 
843069, 329987, 30.81, -0.101382, , 
842612, 329963, 30.92, -0.100325, , 
843498, 330010, 31.01, -0.102370, , 
842926, 329919, 31.11, -0.101464, , 
843328, 329905, 31.21, -0.102633, , 
843434, 330027, 31.31, -0.102083, , 
843437, 329860, 31.41, -0.103230, , 
843002, 329876, 31.51, -0.101960, , 
843828, 329920, 31.61, -0.103864, , 
843163, 329869, 31.70, -0.102438, , 
843418, 329786, 31.80, -0.103685, , 
843850, 329997, 31.90, -0.103398, , 
844652, 330078, 32.00, -0.104983, , 
844215, 329963, 32.10, -0.104603, , 
844312, 329919, 32.20, -0.105161, , 
844511, 330070, 32.30, -0.104662, , 
845079, 330042, 32.40, -0.106366, , 
844420, 329888, 32.49, -0.105661, , 
844536, 329870, 32.59, -0.106093, , 
844664, 329941, 32.69, -0.105949, , 
845101, 330032, 32.79, -0.106493, , 
845199, 329914, 32.89, -0.107558, , 
845430, 329951, 32.99, -0.107921, , 
845533, 329998, 33.09, -0.107875, , 
845541, 329887, 33.18, -0.108653, , 
845580, 329924, 33.28, -0.108504, , 
845510, 329848, 33.38, -0.108837, , 
845942, 329978, 33.48, -0.109099, , 
845868, 329954, 33.58, -0.109066, , 
846424, 330008, 33.68, -0.110177, , 
845944, 329983, 33.78, -0.109071, , 
846358, 329918, 33.88, -0.110615, , 
846412, 330077, 33.98, -0.109674, , 
846726, 330085, 34.07, -0.110454, , 
846529, 330097, 34.17, -0.109849, , 
846777, 330082, 34.27, -0.110610, , 
846209, 329961, 34.37, -0.109925, , 
846350, 329922, 34.47, -0.110566, , 
846061, 329858, 34.57, -0.110234, , 
845653, 329712, 34.67, -0.110145, , 
846998, 330049, 34.76, -0.111423, , 
846747, 330056, 34.87, -0.110708, , 
846672, 330121, 34.97, -0.110065, , 
846541, 330179, 35.06, -0.109322, , 
846353, 330053, 35.16, -0.109681, , 
845865, 330016, 35.26, -0.108635, , 
846005, 330145, 35.36, -0.108128, , 
845588, 330145, 35.46, -0.107019, , 
845177, 330038, 35.56, -0.106654, , 
844805, 330115, 35.66, -0.105138, , 
845244, 330227, 35.75, -0.105544, , 
844479, 330137, 35.86, -0.104120, , 
844633, 330243, 35.95, -0.103808, , 
844198, 330230, 36.05, -0.102737, , 
843622, 330055, 36.15, -0.102394, , 
843340, 330115, 36.25, -0.101232, , 
843230, 330089, 36.35, -0.101116, , 
843085, 330182, 36.45, -0.100095, , 
843299, 330197, 36.55, -0.100564, , 
842653, 330104, 36.64, -0.099473, , 
842809, 330008, 36.74, -0.100545, , 
842719, 330135, 36.84, -0.099438, , 
842854, 330088, 36.94, -0.100119, , 
842590, 330055, 37.04, -0.099639, , 
842935, 330050, 37.14, -0.100595, , 
842421, 329929, 37.23, -0.100047, , 
842998, 330132, 37.34, -0.100204, , 
842633, 330069, 37.44, -0.099659, , 
842691, 330065, 37.54, -0.099841, , 
844025, 330278, 37.63, -0.101949, , 
843357, 330074, 37.73, -0.101557, , 
843646, 330197, 37.83, -0.101490, , 
843347, 330114, 37.93, -0.101258, , 
843916, 330127, 38.03, -0.102687, , 
843738, 330098, 38.13, -0.102410, , 
843956, 330167, 38.22, -0.102521, , 
843842, 330183, 38.33, -0.102108, , 
844442, 330279, 38.42, -0.103053, , 
843812, 330100, 38.52, -0.102594, , 
844533, 330135, 38.62, -0.104277, , 
844101, 330031, 38.72, -0.103835, , 
844461, 330076, 38.82, -0.104488, , 
844784, 330216, 38.92, -0.104394, , 
845163, 330220, 39.01, -0.105376, , 
844974, 330200, 39.11, -0.105009, , 
845061, 330201, 39.21, -0.105234, , 
845099, 330215, 39.31, -0.105240, , 
845348, 330163, 39.41, -0.106257, , 
845025, 330131, 39.51, -0.105615, , 
845565, 330138, 39.61, -0.107005, , 
845089, 330067, 39.71, -0.106222, , 
845561, 330109, 39.80, -0.107192, , 
845971, 330299, 39.91, -0.106988, , 
845915, 330101, 40.01, -0.108189, , 
845422, 330016, 40.10, -0.107456, , 
845472, 329969, 40.20, -0.107910, , 
845210, 330026, 40.30, -0.106824, , 
845415, 330086, 40.40, -0.106960, , 
846128, 330147, 40.50, -0.108442, , 
846043, 330214, 40.59, -0.107759, , 
845224, 330082, 40.69, -0.106479, , 
845161, 330163, 40.80, -0.105759, , 
845317, 330085, 40.89, -0.106706, , 
845049, 330099, 40.99, -0.105897, , 
844693, 330122, 41.09, -0.104792, , 
844449, 330222, 41.19, -0.103461, , 
844308, 330253, 41.29, -0.102874, , 
843693, 330167, 41.39, -0.101820, , 
844098, 330291, 41.49, -0.102055, , 
843328, 330253, 41.58, -0.100260, , 
842361, 330088, 41.68, -0.098803, , 
842030, 330147, 41.78, -0.097516, , 
841830, 330210, 41.88, -0.096552, , 
841443, 330240, 41.98, -0.095313, , 
840567, 330086, 42.08, -0.094018, , 
839804, 329945, 42.18, -0.092936, , 
839857, 330014, 42.28, -0.092608, , 
839612, 330083, 42.38, -0.091481, , 
840118, 330241, 42.47, -0.091759, , 
839360, 330132, 42.57, -0.090471, , 
839856, 330311, 42.67, -0.090580, , 
839578, 330305, 42.77, -0.089876, , 
839669, 330257, 42.87, -0.090447, , 
839606, 330206, 42.97, -0.090626, , 
839656, 330341, 43.07, -0.089840, , 
839690, 330368, 43.16, -0.089747, , 
839716, 330338, 43.26, -0.090021, , 
840476, 330303, 43.36, -0.092296, , 
839992, 330212, 43.46, -0.091619, , 
840033, 330207, 43.56, -0.091763, , 
839799, 330100, 43.66, -0.091866, , 
840785, 329993, 43.76, -0.095236, , 
840416, 330043, 43.86, -0.093907, , 
840444, 330006, 43.96, -0.094234, , 
840771, 330068, 44.05, -0.094687, , 
841240, 330067, 44.15, -0.095949, , 
841288, 330118, 44.25, -0.095730, , 
842053, 329964, 44.35, -0.098825, , 
841669, 330016, 44.45, -0.097444, , 
842662, 330126, 44.55, -0.099348, , 
842381, 330095, 44.65, -0.098808, , 
842733, 329984, 44.75, -0.100505, , 
842325, 329965, 44.84, -0.099545, , 
843075, 330034, 44.94, -0.101077, , 
843156, 330069, 45.04, -0.101055, , 
843481, 330168, 45.14, -0.101247, , 
843512, 330085, 45.24, -0.101896, , 
843540, 329974, 45.34, -0.102728, , 
843783, 330085, 45.44, -0.102619, , 
844610, 330315, 45.54, -0.103256, , 
845009, 330489, 45.64, -0.103134, , 
844840, 330444, 45.73, -0.102990, , 
844988, 330357, 45.83, -0.103977, , 
844089, 330316, 45.93, -0.101860, , 
843985, 330330, 46.03, -0.101488, , 
843998, 330444, 46.13, -0.100746, , 
844621, 330443, 46.23, -0.102413, , 
843626, 330429, 46.32, -0.099856, , 
843746, 330608, 46.43, -0.098957, , 
843056, 330590, 46.52, -0.097239, , 
843798, 330640, 46.62, -0.098878, , 
842203, 330576, 46.72, -0.095056, , 
841670, 330559, 46.82, -0.093747, , 
840824, 330554, 46.92, -0.091518, , 
840578, 330542, 47.02, -0.090941, , 
840070, 330592, 47.12, -0.089240, , 
840124, 330533, 47.22, -0.089786, , 
839119, 330508, 47.32, -0.087263, , 
839012, 330474, 47.41, -0.087208, , 
838170, 330357, 47.51, -0.085745, , 
838599, 330450, 47.61, -0.086263, , 
837578, 330322, 47.71, -0.084393, , 
837692, 330368, 47.81, -0.084386, , 
837853, 330544, 47.91, -0.083620, , 
837698, 330421, 48.01, -0.084041, , 
837849, 330438, 48.11, -0.084331, , 
838556, 330647, 48.20, -0.084806, , 
838280, 330610, 48.30, -0.084317, , 
838273, 330462, 48.40, -0.085306, , 
838102, 330400, 48.50, -0.085269, , 
838828, 330528, 48.60, -0.086346, , 
839145, 330499, 48.70, -0.087394, , 
839084, 330610, 48.79, -0.086475, , 
838855, 330532, 48.89, -0.086391, , 
839108, 330553, 49.00, -0.086927, , 
840340, 330629, 49.09, -0.089711, , 
839839, 330478, 49.19, -0.089397, , 
839938, 330449, 49.29, -0.089860, , 
840277, 330571, 49.39, -0.089938, , 
841362, 330499, 49.49, -0.093332, , 
841173, 330587, 49.59, -0.092227, , 
841384, 330659, 49.68, -0.092301, , 
841275, 330668, 49.79, -0.091949, , 
841347, 330606, 49.88, -0.092563, , 
841420, 330613, 49.98, -0.092711, , 
841829, 330563, 50.08, -0.094145, , 
841347, 330478, 50.18, -0.093435, , 
841683, 330588, 50.28, -0.093584, , 
841011, 330377, 50.38, -0.093224, , 
841005, 330379, 50.47, -0.093194, , 
840494, 330324, 50.57, -0.092201, , 
840429, 330407, 50.67, -0.091461, , 
840236, 330452, 50.77, -0.090638, , 
840082, 330481, 50.87, -0.090028, , 
839621, 330425, 50.97, -0.089174, , 
839548, 330427, 51.07, -0.088965, , 
839436, 330594, 51.17, -0.087528, , 
838749, 330471, 51.27, -0.086522, , 
838308, 330437, 51.36, -0.085570, , 
837808, 330324, 51.46, -0.084998, , 
837892, 330419, 51.56, -0.084576, , 
837275, 330411, 51.66, -0.082973, , 
837076, 330479, 51.76, -0.081975, , 
836916, 330502, 51.86, -0.081388, , 
836874, 330347, 51.96, -0.082331, , 
836778, 330440, 52.06, -0.081439, , 
836853, 330516, 52.15, -0.081123, , 
836729, 330518, 52.26, -0.080776, , 
837364, 330534, 52.36, -0.082374, , 
837142, 330619, 52.45, -0.081199, , 
836436, 330334, 52.55, -0.081241, , 
836600, 330431, 52.65, -0.081021, , 
836779, 330436, 52.75, -0.081469, , 
836792, 330356, 52.85, -0.082049, , 
837155, 330370, 52.94, -0.082929, , 
836920, 330281, 53.05, -0.082904, , 
837421, 330368, 53.14, -0.083658, , 
837874, 330496, 53.24, -0.084003, , 
838203, 330528, 53.34, -0.084669, , 
837917, 330371, 53.44, -0.084970, , 
837804, 330250, 53.54, -0.085491, , 
838067, 330225, 53.64, -0.086368, , 
837806, 330158, 53.74, -0.086123, , 
838106, 330108, 53.84, -0.087270, , 
838772, 330395, 53.93, -0.087102, , 
838484, 330213, 54.03, -0.087569, , 
838804, 330298, 54.13, -0.087848, , 
838569, 330183, 54.23, -0.088002, , 
838803, 330304, 54.33, -0.087805, , 
839974, 330620, 54.43, -0.088792, , 
839654, 330665, 54.53, -0.087629, , 
839472, 330646, 54.62, -0.087270, , 
839271, 330613, 54.72, -0.086956, , 
839570, 330607, 54.83, -0.087798, , 
839215, 330595, 54.92, -0.086928, , 
839348, 330701, 55.02, -0.086563, , 
839115, 330662, 55.12, -0.086204, , 
839782, 330782, 55.22, -0.087176, , 
839105, 330716, 55.32, -0.085810, , 
838984, 330739, 55.42, -0.085329, , 
838835, 330799, 55.52, -0.084521, , 
839032, 330904, 55.61, -0.084335, , 
839026, 330909, 55.71, -0.084285, , 
838476, 330659, 55.81, -0.084510, , 
838529, 330791, 55.91, -0.083754, , 
838404, 330676, 56.01, -0.084201, , 
838370, 330712, 56.11, -0.083865, , 
838633, 330752, 56.21, -0.084298, , 
838696, 330884, 56.30, -0.083570, , 
838573, 330813, 56.41, -0.083722, , 
838173, 330649, 56.50, -0.083765, , 
838110, 330656, 56.60, -0.083548, , 
838106, 330544, 56.70, -0.084299, , 
838278, 330631, 56.80, -0.084169, , 
838412, 330624, 56.90, -0.084576, , 
838643, 330711, 57.00, -0.084604, , 
838484, 330536, 57.09, -0.085369, , 
838556, 330574, 57.19, -0.085303, , 
839179, 330619, 57.30, -0.086668, , 
838891, 330666, 57.39, -0.085576, , 
838780, 330583, 57.49, -0.085843, , 
838818, 330594, 57.59, -0.085870, , 
839762, 330735, 57.69, -0.087442, , 
839584, 330704, 57.79, -0.087176, , 
839773, 330756, 57.89, -0.087328, , 
840011, 330850, 57.98, -0.087327, , 
840656, 330849, 58.08, -0.089061, , 
840053, 330724, 58.18, -0.088296, , 
839825, 330622, 58.28, -0.088380, , 
839687, 330627, 58.38, -0.087976, , 
839742, 330627, 58.48, -0.088123, , 
840027, 330743, 58.58, -0.088097, , 
840257, 330773, 58.68, -0.088509, , 
840272, 330847, 58.77, -0.088046, , 
840481, 330857, 58.87, -0.088538, , 
840183, 330794, 58.97, -0.088168, , 
839813, 330608, 59.07, -0.088443, , 
839788, 330696, 59.17, -0.087777, , 
839537, 330602, 59.27, -0.087744, , 
839650, 330690, 59.37, -0.087448, , 
839847, 330827, 59.47, -0.087044, , 
839754, 330726, 59.56, -0.087482, , 
839872, 330831, 59.66, -0.087083, , 
