FlowCell Text Data File: 20241104_i287_1.csv
Software Version: 1.56A
Date: 2024-11-05
Time: 15:20:32
User: subramaniam_lab

Experiment name: 20241104_i287_polysomes

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 40 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 1:45
w2t:  x 10^0
Number of Tubes: 6
Sample Volume: 0.4 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 1
Distance/fraction: 78.30 mm
Start Distance: 0.00 mm
Volume/fraction: 11.166 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
Sample A Zero: 794270
Source A Zero: 325212.3

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
811014, 327012, 59.77, -0.034528, , 
811147, 327009, 59.87, -0.034918, , 
811275, 326986, 59.97, -0.035431, , 
811619, 327059, 60.07, -0.035883, , 
811866, 327034, 60.16, -0.036740, , 
812102, 327113, 60.26, -0.036850, , 
812378, 327153, 60.36, -0.037340, , 
812581, 327181, 60.46, -0.037709, , 
813331, 327303, 60.56, -0.038946, , 
813528, 327267, 60.66, -0.039739, , 
814387, 327544, 60.76, -0.040210, , 
814136, 327354, 60.86, -0.040822, , 
813927, 327097, 60.95, -0.042012, , 
814118, 327119, 61.05, -0.042389, , 
814111, 327054, 61.15, -0.042816, , 
814352, 327134, 61.25, -0.042932, , 
814329, 327057, 61.35, -0.043398, , 
814294, 327015, 61.45, -0.043591, , 
814560, 327030, 61.55, -0.044222, , 
814848, 327167, 61.64, -0.044075, , 
815080, 327210, 61.75, -0.044420, , 
815116, 327237, 61.84, -0.044334, , 
814897, 327125, 61.94, -0.044500, , 
815094, 327266, 62.04, -0.044074, , 
814803, 327161, 62.14, -0.043992, , 
814680, 327131, 62.24, -0.043859, , 
814210, 327023, 62.34, -0.043303, , 
814326, 327052, 62.43, -0.043424, , 
813953, 326959, 62.54, -0.043033, , 
814610, 327239, 62.63, -0.042923, , 
814376, 327186, 62.73, -0.042641, , 
814281, 327139, 62.83, -0.042701, , 
814346, 327181, 62.93, -0.042592, , 
814751, 327272, 63.03, -0.043085, , 
814085, 327082, 63.13, -0.042552, , 
814432, 327180, 63.23, -0.042837, , 
814755, 327270, 63.33, -0.043110, , 
815521, 327436, 63.42, -0.044084, , 
815484, 327432, 63.53, -0.044009, , 
815799, 327465, 63.62, -0.044651, , 
815689, 327351, 63.72, -0.045131, , 
816095, 327305, 63.82, -0.046568, , 
815745, 327158, 63.92, -0.046613, , 
815531, 326962, 64.02, -0.047371, , 
815829, 327041, 64.12, -0.047650, , 
815806, 326957, 64.22, -0.048165, , 
815717, 326838, 64.31, -0.048738, , 
815713, 326705, 64.41, -0.049643, , 
815969, 326798, 64.51, -0.049709, , 
817379, 327234, 64.61, -0.050594, , 
817332, 327181, 64.71, -0.050829, , 
817384, 327143, 64.81, -0.051233, , 
817392, 327185, 64.91, -0.050967, , 
817356, 327164, 65.01, -0.051012, , 
817012, 327021, 65.10, -0.051048, , 
817100, 327154, 65.20, -0.050376, , 
817072, 327089, 65.30, -0.050746, , 
816784, 327031, 65.40, -0.050351, , 
817019, 327144, 65.50, -0.050221, , 
816769, 327096, 65.60, -0.049863, , 
816848, 327104, 65.70, -0.050026, , 
816956, 327232, 65.80, -0.049443, , 
816819, 327155, 65.90, -0.049595, , 
816365, 327107, 65.99, -0.048674, , 
816600, 327219, 66.09, -0.048551, , 
816944, 327371, 66.19, -0.048454, , 
817282, 327422, 66.29, -0.049034, , 
817440, 327565, 66.39, -0.048487, , 
817166, 327411, 66.49, -0.048790, , 
817152, 327376, 66.59, -0.048992, , 
817242, 327227, 66.69, -0.050265, , 
817085, 327207, 66.78, -0.049970, , 
817157, 327222, 66.88, -0.050065, , 
817293, 327275, 66.98, -0.050075, , 
817517, 327299, 67.08, -0.050527, , 
817565, 327255, 67.18, -0.050961, , 
818626, 327583, 67.28, -0.051626, , 
818423, 327527, 67.38, -0.051452, , 
818676, 327521, 67.48, -0.052189, , 
818722, 327509, 67.57, -0.052398, , 
818846, 327503, 67.67, -0.052780, , 
818567, 327447, 67.77, -0.052398, , 
818453, 327408, 67.87, -0.052352, , 
818546, 327454, 67.97, -0.052292, , 
818296, 327437, 68.07, -0.051721, , 
818058, 327328, 68.17, -0.051816, , 
817983, 327348, 68.26, -0.051472, , 
818080, 327421, 68.36, -0.051237, , 
817721, 327320, 68.46, -0.050944, , 
818160, 327493, 68.56, -0.050963, , 
817877, 327427, 68.66, -0.050638, , 
818102, 327489, 68.76, -0.050830, , 
817671, 327444, 68.86, -0.049954, , 
817884, 327585, 68.96, -0.049571, , 
818129, 327726, 69.06, -0.049277, , 
818133, 327642, 69.15, -0.049865, , 
817608, 327456, 69.25, -0.049698, , 
818078, 327633, 69.35, -0.049775, , 
818450, 327780, 69.45, -0.049789, , 
818574, 327689, 69.55, -0.050755, , 
818429, 327653, 69.65, -0.050603, , 
818508, 327685, 69.75, -0.050601, , 
818634, 327747, 69.84, -0.050521, , 
818626, 327712, 69.94, -0.050740, , 
818514, 327629, 70.04, -0.051002, , 
818612, 327563, 70.15, -0.051724, , 
818866, 327645, 70.24, -0.051859, , 
819017, 327644, 70.34, -0.052281, , 
818753, 327548, 70.44, -0.052215, , 
818923, 327601, 70.54, -0.052318, , 
819184, 327749, 70.64, -0.052019, , 
819116, 327763, 70.74, -0.051736, , 
818964, 327720, 70.83, -0.051614, , 
818970, 327812, 70.94, -0.050998, , 
818862, 327732, 71.03, -0.051251, , 
818883, 327765, 71.13, -0.051082, , 
819130, 327853, 71.23, -0.051157, , 
819076, 327839, 71.33, -0.051104, , 
818991, 327775, 71.43, -0.051310, , 
818626, 327652, 71.53, -0.051152, , 
819122, 327820, 71.62, -0.051361, , 
818941, 327828, 71.73, -0.050809, , 
819111, 327913, 71.82, -0.050693, , 
819394, 327989, 71.92, -0.050948, , 
819497, 327938, 72.02, -0.051581, , 
819285, 327852, 72.12, -0.051589, , 
819367, 327882, 72.22, -0.051609, , 
819895, 327985, 72.32, -0.052351, , 
819881, 327930, 72.41, -0.052690, , 
819531, 327742, 72.51, -0.053020, , 
819913, 327884, 72.61, -0.053094, , 
820185, 327937, 72.71, -0.053477, , 
820228, 327981, 72.81, -0.053293, , 
820114, 327797, 72.91, -0.054243, , 
820028, 327728, 73.01, -0.054481, , 
820507, 327882, 73.11, -0.054737, , 
820587, 327853, 73.21, -0.055156, , 
820623, 327832, 73.30, -0.055399, , 
820960, 327934, 73.40, -0.055623, , 
821068, 328024, 73.50, -0.055301, , 
821305, 328119, 73.60, -0.055299, , 
821189, 328024, 73.70, -0.055633, , 
821068, 328086, 73.80, -0.054876, , 
821356, 328078, 73.90, -0.055720, , 
821369, 328148, 74.00, -0.055275, , 
821312, 328048, 74.10, -0.055805, , 
821203, 328022, 74.19, -0.055685, , 
821207, 327906, 74.29, -0.056492, , 
820513, 327649, 74.39, -0.056354, , 
820785, 327702, 74.49, -0.056736, , 
820759, 327797, 74.59, -0.056012, , 
821147, 327960, 74.69, -0.055957, , 
821226, 327844, 74.79, -0.056969, , 
821226, 327743, 74.88, -0.057663, , 
821392, 327810, 74.99, -0.057658, , 
821240, 327694, 75.08, -0.058038, , 
821418, 327635, 75.18, -0.058931, , 
822139, 327747, 75.28, -0.060136, , 
822441, 327874, 75.38, -0.060091, , 
822383, 327848, 75.48, -0.060110, , 
822481, 327866, 75.58, -0.060255, , 
822478, 327896, 75.67, -0.060041, , 
822905, 327968, 75.77, -0.060715, , 
823115, 327966, 75.87, -0.061303, , 
823187, 328008, 75.97, -0.061211, 1, 10.817
823213, 327960, 76.07, -0.061612, , 
823546, 328011, 76.17, -0.062172, , 
823798, 328053, 76.27, -0.062572, , 
823752, 328118, 76.37, -0.062001, , 
823366, 327968, 76.46, -0.061975, , 
823656, 327945, 76.57, -0.062925, , 
822933, 327783, 76.67, -0.062061, , 
823283, 327713, 76.76, -0.063499, , 
823379, 327855, 76.86, -0.062786, , 
823638, 327914, 76.96, -0.063089, , 
823596, 327985, 77.06, -0.062487, , 
823957, 328057, 77.16, -0.062979, , 
823732, 328088, 77.26, -0.062152, , 
823038, 327948, 77.35, -0.061216, , 
823166, 327968, 77.46, -0.061428, , 
823038, 327948, 79.55, -0.061216, A, 0.299
