FlowCell Text Data File: 20241104_i287_1.csv
Software Version: 1.56A
Date: 2024-11-05
Time: 15:20:32
User: subramaniam_lab

Experiment name: 20241104_i287_polysomes

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 40 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 1:45
w2t:  x 10^0
Number of Tubes: 6
Sample Volume: 0.4 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 1
Distance/fraction: 78.30 mm
Start Distance: 0.00 mm
Volume/fraction: 11.166 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
Sample A Zero: 794270
Source A Zero: 325212.3

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
802571, 324868, 16.10, -0.025780, , 
803267, 324921, 16.20, -0.027364, , 
803759, 325049, 16.29, -0.027856, , 
803831, 324981, 16.40, -0.028528, , 
803342, 324800, 16.50, -0.028412, , 
803096, 324802, 16.59, -0.027709, , 
802920, 324890, 16.69, -0.026606, , 
802520, 324958, 16.79, -0.025014, , 
801677, 324869, 16.89, -0.023265, , 
801255, 324982, 16.99, -0.021298, , 
800185, 324855, 17.09, -0.019170, , 
799529, 324865, 17.18, -0.017255, , 
798797, 324828, 17.29, -0.015450, , 
798251, 324877, 17.39, -0.013572, , 
796287, 324762, 17.48, -0.008825, , 
796991, 324754, 17.58, -0.010869, , 
797178, 324755, 17.68, -0.011390, , 
797471, 324867, 17.78, -0.011441, , 
797478, 324828, 17.88, -0.011731, , 
797673, 324800, 17.97, -0.012475, , 
798150, 324838, 18.08, -0.013557, , 
798689, 324820, 18.17, -0.015201, , 
799201, 324746, 18.27, -0.017156, , 
800079, 324859, 18.37, -0.018844, , 
800872, 324856, 18.47, -0.021094, , 
801576, 324855, 18.57, -0.023079, , 
802392, 324756, 18.67, -0.026054, , 
803265, 324868, 18.77, -0.027726, , 
804273, 324938, 18.86, -0.030063, , 
804600, 324834, 18.96, -0.031698, , 
805384, 324972, 19.06, -0.032934, , 
805244, 325007, 19.16, -0.032301, , 
804125, 324813, 19.26, -0.030515, , 
802742, 324882, 19.36, -0.026163, , 
799944, 324867, 19.46, -0.018409, , 
796130, 324800, 19.56, -0.008118, , 
791084, 324950, 19.66, 0.007230, , 
784787, 324786, 19.75, 0.024079, , 
777785, 324920, 19.85, 0.045176, , 
770934, 325012, 19.95, 0.065724, , 
763144, 324974, 20.05, 0.088316, , 
754910, 324837, 20.15, 0.111780, , 
748764, 324823, 20.25, 0.130080, , 
743575, 324838, 20.35, 0.145834, , 
738411, 324783, 20.44, 0.161136, , 
732694, 324768, 20.55, 0.178524, , 
729296, 324782, 20.64, 0.189082, , 
727320, 324805, 20.74, 0.195347, , 
725644, 324765, 20.84, 0.200262, , 
724707, 324807, 20.94, 0.203460, , 
725659, 324847, 21.04, 0.200783, , 
727285, 324876, 21.14, 0.195947, , 
729936, 324928, 21.24, 0.188119, , 
733393, 324910, 21.33, 0.177362, , 
737081, 324838, 21.43, 0.165574, , 
742080, 324799, 21.53, 0.150093, , 
746841, 324923, 21.63, 0.136560, , 
752465, 325130, 21.73, 0.121110, , 
756920, 324942, 21.83, 0.106524, , 
761954, 325012, 21.93, 0.092091, , 
765479, 324996, 22.03, 0.081593, , 
769872, 324987, 22.13, 0.068653, , 
772978, 324929, 22.23, 0.059190, , 
775966, 324829, 22.32, 0.049815, , 
779598, 324947, 22.42, 0.040124, , 
782400, 324975, 22.52, 0.032244, , 
784895, 325000, 22.62, 0.025252, , 
787145, 324993, 22.72, 0.018761, , 
789351, 325086, 22.82, 0.013107, , 
791206, 325056, 22.91, 0.007617, , 
793434, 325015, 23.01, 0.001005, , 
794480, 324950, 23.12, -0.002410, , 
795560, 324926, 23.21, -0.005633, , 
796486, 324848, 23.31, -0.008791, , 
798736, 324866, 23.41, -0.015015, , 
799905, 324949, 23.51, -0.017731, , 
801008, 325025, 23.61, -0.020306, , 
801870, 324962, 23.71, -0.023163, , 
803337, 324946, 23.80, -0.027387, , 
804400, 325140, 23.91, -0.029020, , 
805342, 325064, 24.00, -0.032180, , 
806067, 325122, 24.10, -0.033803, , 
806441, 324961, 24.20, -0.035962, , 
807263, 325009, 24.30, -0.037922, , 
808614, 325199, 24.40, -0.040370, , 
808697, 325081, 24.50, -0.041418, , 
809584, 325152, 24.59, -0.043393, , 
810186, 325173, 24.70, -0.044921, , 
810806, 325197, 24.80, -0.046476, , 
810859, 325086, 24.89, -0.047391, , 
811068, 324932, 24.99, -0.049038, , 
811271, 324841, 25.09, -0.050231, , 
811313, 324762, 25.19, -0.050895, , 
812283, 324916, 25.29, -0.052517, , 
812680, 324966, 25.39, -0.053271, , 
812918, 324885, 25.49, -0.054491, , 
812983, 324758, 25.59, -0.055550, , 
813587, 324851, 25.68, -0.056577, , 
814142, 324942, 25.78, -0.057482, , 
814227, 324900, 25.88, -0.058008, , 
814627, 324861, 25.98, -0.059383, , 
815376, 325041, 26.08, -0.060205, , 
816095, 325216, 26.18, -0.060977, , 
816254, 325078, 26.27, -0.062370, , 
816361, 324992, 26.38, -0.063261, , 
816821, 325084, 26.47, -0.063892, , 
817067, 325036, 26.57, -0.064902, , 
817499, 325014, 26.67, -0.066243, , 
817724, 325032, 26.77, -0.066738, , 
818178, 325094, 26.87, -0.067558, , 
818432, 325121, 26.97, -0.068070, , 
818704, 325132, 27.06, -0.068741, , 
819020, 325121, 27.17, -0.069686, , 
819371, 325130, 27.26, -0.070588, , 
819470, 325108, 27.36, -0.071012, , 
819918, 325158, 27.46, -0.071896, , 
820255, 325166, 27.56, -0.072765, , 
820294, 325100, 27.66, -0.073329, , 
820245, 325171, 27.76, -0.072703, , 
821164, 325269, 27.85, -0.074545, , 
821501, 325313, 27.95, -0.075164, , 
821309, 325219, 28.05, -0.075288, , 
821755, 325245, 28.15, -0.076330, , 
822253, 325432, 28.25, -0.076400, , 
822260, 325325, 28.35, -0.077159, , 
822580, 325419, 28.45, -0.077385, , 
822602, 325347, 28.55, -0.077943, , 
822906, 325452, 28.65, -0.078048, , 
823169, 325443, 28.75, -0.078830, , 
823103, 325497, 28.84, -0.078276, , 
822861, 325361, 28.94, -0.078554, , 
822703, 325321, 29.04, -0.078399, , 
822850, 325344, 29.14, -0.078642, , 
822794, 325426, 29.24, -0.077922, , 
822502, 325380, 29.34, -0.077441, , 
822315, 325397, 29.44, -0.076812, , 
822628, 325598, 29.54, -0.076278, , 
821615, 325387, 29.63, -0.074964, , 
821308, 325388, 29.73, -0.074116, , 
821552, 325654, 29.83, -0.072946, , 
821022, 325577, 29.93, -0.072026, , 
820067, 325338, 30.03, -0.071059, , 
819636, 325279, 30.13, -0.070284, , 
819425, 325329, 30.23, -0.069359, , 
818680, 325081, 30.33, -0.069028, , 
818410, 325044, 30.43, -0.068542, , 
818576, 325137, 30.52, -0.068355, , 
818778, 325259, 30.62, -0.068066, , 
818704, 325201, 30.72, -0.068264, , 
818519, 325108, 30.82, -0.068399, , 
818410, 325086, 30.92, -0.068251, , 
818683, 325071, 31.02, -0.069106, , 
818711, 325105, 31.12, -0.068947, , 
819324, 325246, 31.21, -0.069656, , 
819348, 325240, 31.31, -0.069763, , 
819600, 325238, 31.41, -0.070469, , 
819371, 325135, 31.51, -0.070553, , 
819594, 325092, 31.61, -0.071463, , 
819834, 325224, 31.71, -0.071208, , 
820044, 325218, 31.81, -0.071826, , 
820167, 325236, 31.90, -0.072039, , 
820519, 325244, 32.00, -0.072950, , 
820421, 325238, 32.10, -0.072722, , 
820600, 325246, 32.20, -0.073158, , 
820837, 325300, 32.30, -0.073434, , 
821458, 325437, 32.40, -0.074189, , 
821600, 325536, 32.50, -0.073893, , 
821718, 325513, 32.60, -0.074375, , 
822175, 325674, 32.70, -0.074514, , 
821859, 325487, 32.79, -0.074941, , 
822072, 325493, 32.89, -0.075483, , 
822377, 325542, 32.99, -0.075979, , 
822403, 325527, 33.09, -0.076154, , 
822633, 325536, 33.19, -0.076721, , 
822970, 325598, 33.29, -0.077214, , 
823075, 325573, 33.39, -0.077674, , 
823071, 325497, 33.49, -0.078188, , 
823352, 325526, 33.59, -0.078756, , 
823950, 325662, 33.69, -0.079450, , 
823619, 325515, 33.78, -0.079562, , 
823713, 325379, 33.89, -0.080759, , 
823971, 325458, 33.98, -0.080917, , 
824343, 325472, 34.08, -0.081836, , 
823969, 325291, 34.18, -0.082067, , 
824215, 325254, 34.28, -0.082995, , 
824453, 325301, 34.38, -0.083319, , 
824739, 325303, 34.48, -0.084086, , 
824719, 325309, 34.58, -0.083990, , 
825135, 325369, 34.67, -0.084710, , 
825143, 325289, 34.77, -0.085285, , 
825187, 325256, 34.87, -0.085633, , 
825012, 325207, 34.97, -0.085495, , 
825797, 325474, 35.07, -0.085788, , 
826118, 325589, 35.17, -0.085868, , 
826127, 325622, 35.27, -0.085664, , 
825661, 325541, 35.37, -0.084955, , 
825420, 325523, 35.46, -0.084422, , 
825502, 325696, 35.56, -0.083450, , 
824925, 325654, 35.66, -0.082167, , 
824550, 325671, 35.76, -0.081026, , 
823905, 325689, 35.86, -0.079140, , 
823075, 325656, 35.96, -0.077100, , 
822392, 325696, 36.06, -0.074956, , 
821675, 325768, 36.15, -0.072495, , 
820854, 325816, 36.25, -0.069914, , 
819937, 325828, 36.35, -0.067316, , 
818870, 325717, 36.45, -0.065152, , 
817960, 325665, 36.55, -0.063009, , 
817596, 325844, 36.65, -0.060771, , 
816480, 325623, 36.75, -0.059224, , 
816259, 325782, 36.84, -0.057516, , 
815793, 325759, 36.94, -0.056390, , 
815328, 325704, 37.04, -0.055486, , 
815301, 325769, 37.15, -0.054963, , 
815241, 325820, 37.24, -0.054445, , 
815342, 325868, 37.34, -0.054392, , 
815237, 325851, 37.44, -0.054220, , 
815624, 325921, 37.54, -0.054804, , 
815612, 325779, 37.64, -0.055752, , 
815824, 325790, 37.73, -0.056261, , 
816273, 325931, 37.83, -0.056525, , 
816107, 325762, 37.94, -0.057235, , 
816701, 325848, 38.03, -0.058278, , 
816638, 325758, 38.13, -0.058726, , 
816536, 325692, 38.23, -0.058901, , 
816652, 325697, 38.33, -0.059186, , 
816877, 325720, 38.43, -0.059647, , 
816734, 325636, 38.53, -0.059834, , 
817065, 325645, 38.63, -0.060683, , 
817041, 325656, 38.72, -0.060541, , 
816849, 325528, 38.82, -0.060897, , 
817002, 325546, 38.92, -0.061194, , 
816959, 325461, 39.02, -0.061663, , 
817058, 325494, 39.12, -0.061708, , 
817833, 325750, 39.22, -0.062072, , 
818369, 325903, 39.32, -0.062490, , 
818970, 326002, 39.42, -0.063459, , 
818769, 325898, 39.51, -0.063624, , 
819329, 325919, 39.61, -0.065018, , 
819343, 325881, 39.71, -0.065319, , 
819487, 325741, 39.81, -0.066681, , 
819951, 325834, 39.91, -0.067313, , 
820793, 325961, 40.01, -0.068745, , 
821047, 325999, 40.11, -0.069179, , 
821097, 325831, 40.21, -0.070476, , 
821526, 326014, 40.31, -0.070388, , 
822044, 326034, 40.40, -0.071669, , 
822301, 325970, 40.50, -0.072814, , 
822588, 325962, 40.60, -0.073655, , 
822309, 325865, 40.70, -0.073561, , 
822783, 325986, 40.80, -0.074022, , 
822590, 325860, 40.90, -0.074364, , 
822276, 325746, 41.00, -0.074293, , 
822153, 325857, 41.10, -0.073189, , 
821977, 325902, 41.20, -0.072397, , 
821457, 325863, 41.29, -0.071242, , 
821371, 326049, 41.39, -0.069722, , 
820633, 325971, 41.49, -0.068238, , 
819445, 325909, 41.59, -0.065405, , 
818560, 325976, 41.69, -0.062511, , 
817398, 325964, 41.79, -0.059397, , 
816156, 325976, 41.89, -0.055892, , 
814953, 326006, 41.99, -0.052365, , 
813715, 326054, 42.08, -0.048613, , 
812197, 325968, 42.18, -0.045004, , 
811488, 326125, 42.28, -0.041955, , 
809849, 325956, 42.38, -0.038572, , 
808826, 325936, 42.48, -0.035866, , 
808137, 326084, 42.58, -0.032926, , 
807424, 326093, 42.68, -0.030878, , 
806773, 326112, 42.77, -0.028931, , 
806309, 326083, 42.87, -0.027837, , 
806001, 326157, 42.97, -0.026466, , 
805852, 326184, 43.07, -0.025864, , 
805678, 326212, 43.17, -0.025185, , 
805714, 326133, 43.27, -0.025830, , 
806294, 326202, 43.37, -0.026974, , 
806578, 326263, 43.47, -0.027345, , 
806505, 326181, 43.57, -0.027707, , 
806769, 326138, 43.67, -0.028741, , 
807285, 326067, 43.76, -0.030670, , 
807165, 325934, 43.86, -0.031253, , 
808059, 326172, 43.96, -0.032102, , 
808607, 326233, 44.06, -0.033206, , 
808893, 326169, 44.16, -0.034444, , 
808732, 325978, 44.26, -0.035314, , 
809575, 326062, 44.35, -0.037079, , 
809608, 326013, 44.45, -0.037509, , 
810854, 326241, 44.56, -0.039396, , 
810691, 325960, 44.65, -0.040883, , 
810973, 325878, 44.75, -0.042232, , 
811488, 325933, 44.85, -0.043281, , 
811819, 325853, 44.95, -0.044751, , 
812728, 326000, 45.05, -0.046254, , 
813197, 325979, 45.15, -0.047698, , 
813827, 326058, 45.25, -0.048895, , 
814366, 326034, 45.34, -0.050551, , 
814569, 325955, 45.44, -0.051657, , 
815117, 326002, 45.54, -0.052846, , 
815176, 325934, 45.64, -0.053478, , 
815348, 325918, 45.74, -0.054064, , 
815399, 325925, 45.84, -0.054156, , 
815069, 325909, 45.94, -0.053355, , 
815015, 326058, 46.03, -0.052178, , 
814589, 326048, 46.14, -0.051070, , 
814334, 326136, 46.23, -0.049758, , 
813116, 326101, 46.33, -0.046631, , 
812013, 326096, 46.43, -0.043611, , 
811212, 326255, 46.53, -0.040293, , 
809861, 326252, 46.63, -0.036563, , 
808622, 326414, 46.73, -0.032000, , 
806943, 326339, 46.83, -0.027839, , 
805263, 326264, 46.92, -0.023667, , 
804035, 326247, 47.02, -0.020349, , 
803068, 326304, 47.12, -0.017248, , 
802115, 326286, 47.22, -0.014700, , 
801217, 326286, 47.32, -0.012179, , 
800873, 326373, 47.42, -0.010613, , 
800159, 326261, 47.52, -0.009378, , 
799954, 326251, 47.62, -0.008870, , 
799705, 326213, 47.72, -0.008432, , 
799979, 326325, 47.81, -0.008430, , 
800270, 326408, 47.91, -0.008676, , 
800862, 326527, 48.01, -0.009520, , 
800669, 326346, 48.11, -0.010226, , 
801117, 326307, 48.21, -0.011753, , 
801603, 326381, 48.31, -0.012608, , 
802079, 326325, 48.41, -0.014330, , 
802302, 326233, 48.50, -0.015590, , 
803114, 326268, 48.61, -0.017625, , 
803965, 326387, 48.70, -0.019188, , 
804727, 326456, 48.80, -0.020844, , 
805164, 326455, 48.90, -0.022073, , 
805744, 326407, 49.00, -0.024024, , 
806605, 326411, 49.10, -0.026400, , 
807343, 326442, 49.20, -0.028245, , 
808123, 326534, 49.30, -0.029784, , 
808405, 326370, 49.39, -0.031699, , 
809174, 326370, 49.49, -0.033839, , 
809879, 326442, 49.59, -0.035302, , 
810648, 326608, 49.69, -0.036294, , 
810935, 326637, 49.79, -0.036891, , 
810902, 326556, 49.89, -0.037358, , 
810598, 326404, 49.99, -0.037561, , 
810978, 326547, 50.09, -0.037630, , 
810945, 326606, 50.19, -0.037132, , 
810752, 326655, 50.28, -0.036259, , 
810162, 326573, 50.38, -0.035186, , 
809674, 326617, 50.48, -0.033527, , 
808702, 326499, 50.58, -0.031637, , 
807867, 326454, 50.68, -0.029622, , 
807576, 326636, 50.78, -0.027557, , 
806874, 326657, 50.88, -0.025455, , 
805984, 326583, 50.98, -0.023481, , 
804966, 326451, 51.07, -0.021547, , 
804248, 326424, 51.17, -0.019725, , 
803743, 326456, 51.27, -0.018091, , 
803238, 326437, 51.37, -0.016807, , 
802951, 326482, 51.47, -0.015693, , 
802734, 326538, 51.57, -0.014699, , 
802420, 326548, 51.67, -0.013749, , 
802503, 326654, 51.77, -0.013252, , 
802874, 326837, 51.87, -0.013031, , 
802429, 326592, 51.96, -0.013471, , 
802713, 326683, 52.06, -0.013641, , 
802775, 326647, 52.16, -0.014062, , 
802748, 326561, 52.26, -0.014579, , 
803650, 326745, 52.36, -0.015839, , 
803860, 326727, 52.46, -0.016551, , 
804261, 326729, 52.56, -0.017660, , 
804666, 326762, 52.66, -0.018565, , 
805125, 326748, 52.75, -0.019945, , 
805749, 326827, 52.85, -0.021144, , 
806480, 326834, 52.95, -0.023137, , 
806816, 326763, 53.05, -0.024563, , 
807500, 326797, 53.15, -0.026236, , 
807738, 326689, 53.25, -0.027643, , 
808299, 326685, 53.35, -0.029233, , 
808801, 326731, 53.45, -0.030314, , 
809292, 326733, 53.55, -0.031666, , 
809594, 326705, 53.64, -0.032698, , 
809903, 326731, 53.74, -0.033378, , 
810425, 326817, 53.84, -0.034235, , 
810502, 326789, 53.94, -0.034642, , 
810589, 326792, 54.04, -0.034863, , 
810853, 326893, 54.14, -0.034900, , 
810726, 326888, 54.24, -0.034582, , 
810092, 326694, 54.33, -0.034158, , 
810324, 326867, 54.44, -0.033611, , 
809820, 326822, 54.53, -0.032520, , 
809355, 326794, 54.63, -0.031421, , 
808900, 326746, 54.73, -0.030486, , 
808635, 326772, 54.83, -0.029569, , 
808474, 326877, 54.93, -0.028398, , 
807936, 326790, 55.03, -0.027499, , 
807429, 326706, 55.13, -0.026665, , 
807334, 326762, 55.22, -0.026015, , 
806696, 326627, 55.32, -0.025165, , 
806422, 326591, 55.42, -0.024649, , 
806178, 326573, 55.52, -0.024092, , 
806544, 326745, 55.62, -0.023928, , 
806218, 326643, 55.72, -0.023721, , 
806324, 326632, 55.82, -0.024093, , 
806998, 326902, 55.92, -0.024114, , 
806753, 326708, 56.02, -0.024766, , 
806851, 326690, 56.12, -0.025164, , 
807329, 326760, 56.21, -0.026014, , 
807523, 326777, 56.31, -0.026438, , 
807789, 326753, 56.41, -0.027344, , 
808323, 326860, 56.51, -0.028095, , 
808446, 326795, 56.61, -0.028885, , 
808656, 326729, 56.71, -0.029924, , 
809282, 326841, 56.80, -0.030894, , 
809508, 326784, 56.90, -0.031915, , 
809862, 326770, 57.00, -0.032995, , 
810330, 326811, 57.10, -0.034013, , 
810791, 326860, 57.20, -0.034955, , 
811291, 326910, 57.30, -0.035999, , 
811171, 326829, 57.40, -0.036223, , 
811036, 326710, 57.50, -0.036668, , 
811478, 326857, 57.60, -0.036882, , 
811987, 326930, 57.69, -0.037791, , 
811772, 326834, 57.80, -0.037856, , 
811574, 326741, 57.89, -0.037947, , 
811681, 326781, 57.99, -0.037968, , 
812320, 326992, 58.09, -0.038287, , 
812011, 326930, 58.19, -0.037857, , 
811557, 326799, 58.29, -0.037501, , 
811518, 326859, 58.39, -0.036979, , 
811219, 326790, 58.49, -0.036625, , 
810904, 326748, 58.58, -0.036040, , 
810847, 326773, 58.68, -0.035710, , 
810704, 326797, 58.78, -0.035148, , 
810853, 326884, 58.88, -0.034962, , 
810923, 326971, 58.98, -0.034558, , 
810999, 327015, 59.08, -0.034466, , 
810677, 326933, 59.18, -0.034136, , 
810538, 326892, 59.27, -0.034033, , 
810732, 326984, 59.37, -0.033938, , 
810347, 326848, 59.47, -0.033805, , 
810792, 326997, 59.57, -0.034015, , 
810951, 327039, 59.67, -0.034167, , 
