FlowCell Text Data File: 20241104_i287_5.csv
Software Version: 1.56A
Date: 2024-11-05
Time: 15:40:42
User: subramaniam_lab

Experiment name: 20241104_i287_polysomes

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 40 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 1:45
w2t:  x 10^0
Number of Tubes: 6
Sample Volume: 0.4 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 1
Distance/fraction: 78.30 mm
Start Distance: 0.00 mm
Volume/fraction: 11.166 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
Sample A Zero: 794270
Source A Zero: 325212.3

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
825066, 332356, 59.77, -0.036707, , 
825479, 332437, 59.86, -0.037285, , 
825974, 332493, 59.96, -0.038255, , 
826317, 332483, 60.06, -0.039257, , 
827071, 332548, 60.16, -0.040870, , 
826791, 332433, 60.26, -0.040886, , 
826897, 332408, 60.36, -0.041344, , 
826926, 332315, 60.45, -0.042052, , 
827551, 332318, 60.55, -0.043732, , 
828119, 332432, 60.66, -0.044504, , 
828386, 332482, 60.75, -0.044891, , 
828583, 332504, 60.85, -0.045278, , 
829031, 332410, 60.95, -0.047130, , 
828925, 332397, 61.05, -0.046931, , 
828989, 332421, 61.15, -0.046942, , 
829104, 332526, 61.25, -0.046543, , 
828966, 332481, 61.35, -0.046473, , 
828794, 332428, 61.44, -0.046365, , 
828876, 332408, 61.55, -0.046723, , 
828638, 332412, 61.64, -0.046050, , 
828633, 332409, 61.74, -0.046057, , 
828026, 332252, 61.84, -0.045471, , 
828204, 332345, 61.94, -0.045324, , 
827888, 332345, 62.04, -0.044466, , 
827290, 332171, 62.14, -0.044018, , 
826982, 332109, 62.24, -0.043600, , 
826966, 332213, 62.33, -0.042852, , 
827487, 332430, 62.43, -0.042800, , 
827640, 332575, 62.53, -0.042235, , 
827229, 332429, 62.63, -0.042105, , 
826903, 332329, 62.73, -0.041895, , 
827296, 332443, 62.83, -0.042192, , 
827180, 332369, 62.92, -0.042378, , 
827766, 332476, 63.03, -0.043247, , 
827392, 332416, 63.12, -0.042636, , 
827264, 332291, 63.22, -0.043134, , 
827510, 332277, 63.32, -0.043898, , 
828415, 332405, 63.42, -0.045491, , 
828549, 332451, 63.52, -0.045544, , 
828761, 332402, 63.62, -0.046452, , 
829305, 332466, 63.72, -0.047495, , 
830223, 332572, 63.81, -0.049267, , 
830640, 332752, 63.91, -0.049180, , 
830625, 332623, 64.01, -0.050012, , 
830815, 332689, 64.11, -0.050080, , 
830787, 332608, 64.21, -0.050552, , 
831338, 332766, 64.31, -0.050975, , 
831383, 332633, 64.41, -0.051997, , 
831234, 332594, 64.51, -0.051857, , 
831066, 332430, 64.61, -0.052512, , 
831296, 332551, 64.71, -0.052316, , 
831671, 332669, 64.80, -0.052533, , 
830917, 332499, 64.90, -0.051642, , 
830557, 332434, 65.00, -0.051107, , 
830708, 332554, 65.10, -0.050703, , 
830428, 332605, 65.20, -0.049600, , 
830592, 332616, 65.30, -0.049970, , 
829855, 332469, 65.40, -0.048967, , 
830036, 332586, 65.50, -0.048666, , 
829878, 332615, 65.59, -0.048041, , 
829587, 332444, 65.69, -0.048409, , 
829499, 332497, 65.79, -0.047812, , 
829903, 332580, 65.89, -0.048346, , 
829075, 332454, 65.99, -0.046952, , 
828750, 332354, 66.09, -0.046747, , 
829220, 332497, 66.19, -0.047054, , 
829494, 332465, 66.29, -0.048015, , 
829800, 332658, 66.38, -0.047539, , 
829761, 332590, 66.48, -0.047893, , 
829896, 332515, 66.58, -0.048767, , 
830971, 332648, 66.68, -0.050780, , 
830936, 332737, 66.78, -0.050083, , 
830910, 332684, 66.88, -0.050371, , 
830891, 332685, 66.98, -0.050313, , 
831189, 332743, 67.08, -0.050727, , 
831406, 332749, 67.18, -0.051274, , 
831593, 332685, 67.27, -0.052213, , 
831288, 332630, 67.37, -0.051760, , 
831444, 332552, 67.47, -0.052710, , 
831505, 332597, 67.57, -0.052571, , 
832181, 332801, 67.67, -0.053019, , 
831127, 332526, 67.77, -0.052028, , 
831007, 332551, 67.87, -0.051534, , 
831548, 332808, 67.96, -0.051260, , 
830962, 332743, 68.07, -0.050113, , 
830913, 332711, 68.16, -0.050197, , 
830350, 332634, 68.26, -0.049192, , 
830264, 332612, 68.36, -0.049108, , 
830183, 332713, 68.46, -0.048205, , 
830331, 332713, 68.56, -0.048606, , 
829960, 332673, 68.66, -0.047871, , 
830107, 332625, 68.76, -0.048594, , 
829316, 332526, 68.85, -0.047119, , 
829003, 332446, 68.95, -0.046811, , 
828906, 332429, 69.05, -0.046662, , 
829365, 332501, 69.15, -0.047421, , 
829578, 332632, 69.25, -0.047112, , 
829630, 332608, 69.35, -0.047416, , 
829994, 332708, 69.45, -0.047726, , 
830618, 332736, 69.55, -0.049228, , 
830355, 332706, 69.65, -0.048719, , 
830168, 332600, 69.75, -0.048929, , 
830362, 332715, 69.84, -0.048677, , 
830268, 332614, 69.94, -0.049105, , 
830083, 332491, 70.04, -0.049436, , 
830668, 332540, 70.14, -0.050690, , 
830537, 332593, 70.24, -0.049976, , 
831014, 332716, 70.34, -0.050436, , 
830706, 332649, 70.43, -0.050055, , 
830838, 332689, 70.53, -0.050142, , 
830728, 332734, 70.64, -0.049540, , 
830045, 332551, 70.73, -0.048927, , 
830210, 332661, 70.83, -0.048630, , 
829767, 332628, 70.93, -0.047652, , 
829845, 332616, 71.03, -0.047945, , 
829997, 332774, 71.13, -0.047288, , 
829516, 332597, 71.23, -0.047181, , 
829338, 332575, 71.32, -0.046847, , 
829746, 332728, 71.42, -0.046919, , 
829671, 332701, 71.52, -0.046898, , 
829646, 332612, 71.62, -0.047432, , 
829762, 332792, 71.72, -0.046529, , 
829621, 332766, 71.82, -0.046323, , 
829490, 332678, 71.92, -0.046562, , 
829576, 332612, 72.02, -0.047242, , 
830003, 332795, 72.12, -0.047162, , 
829995, 332788, 72.22, -0.047188, , 
830734, 332908, 72.31, -0.048380, , 
830640, 332822, 72.41, -0.048706, , 
830672, 332816, 72.51, -0.048834, , 
830840, 332841, 72.61, -0.049120, , 
830482, 332689, 72.71, -0.049178, , 
830737, 332801, 72.81, -0.049111, , 
831243, 332935, 72.90, -0.049575, , 
831155, 332806, 73.00, -0.050209, , 
830718, 332695, 73.10, -0.049777, , 
831182, 332807, 73.20, -0.050276, , 
831056, 332786, 73.30, -0.050077, , 
831249, 332830, 73.40, -0.050302, , 
830870, 332801, 73.50, -0.049471, , 
830889, 332863, 73.60, -0.049104, , 
831050, 332894, 73.70, -0.049330, , 
830510, 332897, 73.80, -0.047847, , 
831128, 332984, 73.89, -0.048933, , 
830956, 333078, 73.99, -0.047832, , 
831086, 333020, 74.09, -0.048576, , 
830752, 332996, 74.19, -0.047834, , 
831389, 333119, 74.29, -0.048727, , 
831404, 333141, 74.39, -0.048619, , 
831589, 333146, 74.48, -0.049086, , 
830719, 333026, 74.59, -0.047541, , 
830521, 333017, 74.69, -0.047066, , 
830915, 333081, 74.78, -0.047701, , 
830909, 332933, 74.88, -0.048685, , 
830889, 332949, 74.98, -0.048522, , 
831131, 333004, 75.08, -0.048806, , 
831369, 332925, 75.18, -0.049984, , 
831886, 332970, 75.28, -0.051079, , 
831304, 332852, 75.37, -0.050302, , 
831290, 332924, 75.47, -0.049777, , 
831536, 333120, 75.58, -0.049118, , 
830952, 332896, 75.67, -0.049051, , 
831041, 332861, 75.77, -0.049529, , 
831091, 332822, 75.87, -0.049928, , 
831317, 332994, 75.97, -0.049377, 1, 10.816
831458, 333013, 76.07, -0.049630, , 
831328, 332970, 76.17, -0.049569, , 
831779, 333069, 76.27, -0.050121, , 
831054, 332958, 76.36, -0.048908, , 
831082, 333053, 76.46, -0.048342, , 
831418, 333071, 76.56, -0.049130, , 
830741, 333065, 76.66, -0.047337, , 
831268, 333108, 76.76, -0.048474, , 
830425, 333040, 76.86, -0.046650, , 
830719, 333161, 76.96, -0.046629, , 
829759, 333046, 77.06, -0.044804, , 
829778, 332969, 77.16, -0.045376, , 
829044, 332858, 77.25, -0.044135, , 
828151, 333005, 77.35, -0.040716, , 
828053, 333026, 77.45, -0.040308, , 
828151, 333005, 79.55, -0.040716, A, 0.299
