FlowCell Text Data File: 20241104_i287_5.csv
Software Version: 1.56A
Date: 2024-11-05
Time: 15:40:42
User: subramaniam_lab

Experiment name: 20241104_i287_polysomes

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 40 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 1:45
w2t:  x 10^0
Number of Tubes: 6
Sample Volume: 0.4 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 1
Distance/fraction: 78.30 mm
Start Distance: 0.00 mm
Volume/fraction: 11.166 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
Sample A Zero: 794270
Source A Zero: 325212.3

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
77875, 331471, 4.24, 5.269127, , 
84668, 331449, 4.34, 5.080767, , 
92986, 331447, 4.44, 4.869862, , 
101338, 331450, 4.53, 4.676317, , 
111801, 331334, 4.64, 4.454404, , 
124520, 331440, 4.73, 4.212649, , 
135942, 331441, 4.83, 4.015153, , 
151202, 331405, 4.93, 3.775488, , 
166246, 331566, 5.03, 3.563123, , 
183424, 331419, 5.13, 3.340836, , 
201578, 331409, 5.23, 3.128381, , 
222540, 331346, 5.33, 2.905316, , 
240873, 331362, 5.43, 2.727274, , 
265508, 331296, 5.52, 2.507689, , 
284587, 331322, 5.62, 2.351699, , 
309583, 331302, 5.72, 2.162105, , 
334076, 331451, 5.82, 1.991764, , 
362171, 331271, 5.92, 1.808823, , 
382129, 331351, 6.02, 1.688649, , 
399850, 331313, 6.12, 1.586376, , 
424556, 331376, 6.22, 1.451880, , 
452736, 331373, 6.32, 1.307235, , 
472070, 331427, 6.41, 1.213493, , 
494871, 331424, 6.51, 1.107320, , 
516622, 331482, 6.61, 1.010913, , 
539178, 331514, 6.71, 0.914959, , 
558039, 331422, 6.81, 0.836958, , 
578432, 331191, 6.91, 0.754616, , 
594072, 331347, 7.01, 0.695635, , 
610217, 331382, 7.10, 0.635529, , 
625895, 331270, 7.20, 0.577679, , 
642008, 331292, 7.30, 0.520627, , 
653826, 331362, 7.40, 0.480053, , 
668196, 331375, 7.50, 0.431217, , 
681517, 331515, 7.60, 0.387744, , 
691540, 331415, 7.70, 0.354209, , 
704128, 331425, 7.80, 0.313681, , 
711885, 331386, 7.89, 0.288760, , 
722523, 331459, 7.99, 0.255876, , 
729296, 331349, 8.09, 0.234131, , 
739227, 331440, 8.19, 0.204311, , 
744815, 331510, 8.29, 0.187839, , 
752427, 331406, 8.39, 0.164250, , 
756929, 331527, 8.49, 0.151647, , 
762891, 331462, 8.59, 0.133549, , 
766079, 331413, 8.69, 0.123832, , 
773059, 331498, 8.78, 0.103997, , 
773949, 331448, 8.88, 0.101068, , 
775932, 331376, 8.98, 0.094821, , 
779331, 331295, 9.08, 0.084434, , 
782739, 331332, 9.18, 0.074866, , 
783993, 331544, 9.28, 0.072703, , 
784510, 331323, 9.38, 0.069719, , 
785047, 331442, 9.48, 0.068987, , 
787758, 331272, 9.58, 0.060074, , 
789482, 331311, 9.67, 0.055419, , 
790606, 331349, 9.77, 0.052476, , 
792243, 331371, 9.87, 0.047970, , 
792908, 331239, 9.97, 0.045186, , 
795936, 331415, 10.07, 0.037803, , 
797565, 331252, 10.17, 0.032095, , 
799739, 331415, 10.27, 0.027076, , 
802406, 331360, 10.36, 0.019210, , 
804676, 331536, 10.46, 0.014048, , 
806703, 331439, 10.56, 0.007728, , 
808903, 331360, 10.66, 0.001062, , 
810532, 331422, 10.76, -0.003044, , 
812580, 331464, 10.86, -0.008438, , 
812553, 331342, 10.96, -0.009192, , 
814468, 331393, 11.05, -0.014143, , 
814935, 331429, 11.16, -0.015189, , 
816327, 331404, 11.26, -0.019199, , 
815342, 331423, 11.35, -0.016353, , 
816211, 331583, 11.45, -0.017664, , 
814614, 331576, 11.55, -0.013304, , 
814388, 331355, 11.65, -0.014180, , 
813360, 331433, 11.75, -0.010808, , 
811280, 331458, 11.85, -0.004876, , 
809984, 331346, 11.94, -0.002038, , 
808532, 331436, 12.04, 0.002611, , 
806753, 331330, 12.15, 0.006848, , 
804365, 331330, 12.24, 0.013519, , 
802437, 331412, 12.34, 0.019477, , 
800996, 331375, 12.44, 0.023270, , 
799790, 331379, 12.54, 0.026688, , 
798739, 331438, 12.64, 0.030048, , 
797455, 331311, 12.73, 0.032806, , 
796971, 331427, 12.83, 0.034960, , 
797110, 331645, 12.93, 0.036048, , 
797151, 331607, 13.03, 0.035674, , 
797183, 331520, 13.13, 0.034993, , 
797634, 331487, 13.23, 0.033496, , 
797983, 331331, 13.33, 0.031453, , 
799755, 331689, 13.43, 0.028891, , 
800878, 331656, 13.53, 0.025509, , 
801463, 331466, 13.63, 0.022576, , 
802829, 331424, 13.72, 0.018459, , 
804763, 331560, 13.82, 0.013967, , 
806323, 331472, 13.92, 0.009012, , 
807833, 331409, 14.02, 0.004374, , 
809696, 331355, 14.12, -0.001177, , 
811103, 331339, 14.22, -0.005193, , 
812520, 331299, 14.32, -0.009392, , 
814622, 331450, 14.41, -0.014181, , 
816110, 331519, 14.51, -0.017820, , 
816883, 331403, 14.62, -0.020738, , 
817684, 331390, 14.71, -0.023032, , 
819277, 331345, 14.81, -0.027718, , 
820043, 331324, 14.91, -0.029963, , 
820852, 331265, 15.01, -0.032583, , 
821206, 331287, 15.11, -0.033404, , 
822795, 331230, 15.21, -0.038141, , 
822790, 331154, 15.31, -0.038644, , 
824390, 331300, 15.41, -0.042024, , 
824585, 331269, 15.50, -0.042767, , 
825371, 331340, 15.60, -0.044429, , 
825103, 331233, 15.70, -0.044425, , 
826092, 331320, 15.80, -0.046530, , 
825355, 331104, 15.90, -0.045989, , 
825703, 331150, 16.00, -0.046625, , 
824750, 331026, 16.10, -0.044869, , 
824853, 331204, 16.19, -0.043940, , 
823732, 331088, 16.29, -0.041668, , 
823402, 331221, 16.39, -0.039862, , 
822619, 331262, 16.49, -0.037443, , 
821641, 331397, 16.59, -0.033849, , 
820821, 331304, 16.69, -0.032233, , 
819718, 331290, 16.79, -0.029302, , 
819258, 331295, 16.89, -0.028005, , 
818132, 331207, 16.98, -0.025508, , 
818091, 331250, 17.08, -0.025103, , 
816910, 331238, 17.18, -0.021933, , 
818025, 331326, 17.28, -0.024405, , 
817643, 331302, 17.38, -0.023517, , 
818159, 331332, 17.48, -0.024733, , 
818190, 331349, 17.58, -0.024703, , 
819286, 331431, 17.68, -0.027158, , 
819656, 331427, 17.78, -0.028201, , 
820463, 331455, 17.87, -0.030226, , 
820186, 331182, 17.97, -0.031320, , 
822278, 331409, 18.07, -0.035511, , 
822779, 331535, 18.17, -0.036026, , 
823458, 331332, 18.27, -0.039261, , 
823969, 331280, 18.37, -0.041010, , 
824733, 331287, 18.47, -0.043049, , 
825280, 331344, 18.57, -0.044154, , 
826226, 331403, 18.66, -0.046331, , 
825733, 331403, 18.76, -0.044988, , 
825042, 331328, 18.86, -0.043613, , 
822928, 331403, 18.96, -0.037330, , 
819653, 331448, 19.06, -0.028051, , 
814210, 331554, 19.16, -0.012337, , 
806229, 331582, 19.26, 0.010021, , 
795579, 331440, 19.36, 0.038983, , 
783563, 331397, 19.45, 0.072939, , 
768573, 331349, 19.55, 0.116083, , 
754671, 331536, 19.65, 0.158431, , 
739562, 331449, 19.75, 0.203353, , 
725729, 331457, 19.85, 0.245898, , 
712363, 331462, 19.95, 0.287766, , 
700629, 331528, 20.05, 0.325592, , 
688834, 331625, 20.15, 0.364458, , 
682339, 331488, 20.24, 0.384848, , 
676111, 331393, 20.34, 0.404838, , 
671254, 331338, 20.44, 0.420690, , 
667402, 331446, 20.54, 0.434374, , 
667202, 331439, 20.64, 0.435001, , 
669170, 331416, 20.74, 0.428217, , 
672767, 331473, 20.84, 0.416540, , 
677978, 331354, 20.94, 0.398368, , 
684061, 331329, 21.03, 0.378096, , 
692150, 331401, 21.13, 0.352130, , 
700299, 331345, 21.23, 0.325409, , 
709253, 331197, 21.33, 0.295812, , 
719734, 331308, 21.43, 0.263554, , 
729725, 331333, 21.53, 0.232699, , 
737203, 331338, 21.63, 0.209789, , 
745789, 331276, 21.73, 0.183309, , 
753141, 331387, 21.83, 0.161986, , 
760216, 331377, 21.92, 0.140877, , 
764657, 331194, 22.02, 0.126525, , 
771049, 331173, 22.12, 0.107649, , 
776125, 331354, 22.22, 0.094112, , 
779436, 331383, 22.32, 0.084729, , 
785111, 331466, 22.42, 0.068966, , 
787314, 331350, 22.52, 0.061873, , 
791371, 331331, 22.62, 0.050177, , 
793651, 331385, 22.72, 0.044069, , 
796919, 331307, 22.81, 0.034292, , 
798610, 331397, 22.91, 0.030133, , 
802946, 331341, 23.01, 0.017567, , 
803763, 331389, 23.11, 0.015605, , 
805784, 331529, 23.21, 0.010904, , 
806501, 331292, 23.31, 0.007293, , 
808762, 331213, 23.41, 0.000456, , 
808417, 331349, 23.50, 0.002340, , 
809232, 331290, 23.61, -0.000328, , 
810401, 331320, 23.70, -0.003373, , 
812852, 331449, 23.80, -0.009293, , 
813177, 331336, 23.90, -0.010960, , 
814686, 331329, 24.00, -0.015180, , 
815162, 331248, 24.10, -0.017045, , 
816126, 331306, 24.20, -0.019310, , 
817439, 331412, 24.30, -0.022208, , 
818539, 331459, 24.39, -0.024915, , 
819584, 331630, 24.49, -0.026626, , 
820142, 331459, 24.59, -0.029318, , 
821233, 331509, 24.69, -0.031970, , 
821472, 331340, 24.79, -0.033773, , 
822048, 331297, 24.89, -0.035642, , 
822661, 331274, 24.99, -0.037476, , 
823524, 331299, 25.09, -0.039666, , 
823527, 331199, 25.18, -0.040353, , 
824981, 331392, 25.28, -0.043012, , 
825482, 331485, 25.38, -0.043747, , 
826136, 331401, 25.48, -0.046099, , 
825976, 331246, 25.58, -0.046716, , 
827129, 331338, 25.68, -0.049231, , 
827260, 331360, 25.78, -0.049438, , 
827996, 331226, 25.88, -0.052349, , 
828086, 331275, 25.98, -0.052261, , 
828440, 331247, 26.08, -0.053413, , 
828938, 331270, 26.18, -0.054609, , 
829742, 331226, 26.27, -0.057090, , 
830123, 331313, 26.37, -0.057532, , 
830727, 331441, 26.47, -0.058299, , 
830810, 331294, 26.57, -0.059522, , 
831255, 331133, 26.67, -0.061821, , 
831551, 331207, 26.76, -0.062120, , 
831998, 331227, 26.86, -0.063193, , 
832308, 331262, 26.96, -0.063794, , 
832464, 331266, 27.06, -0.064188, , 
832853, 331185, 27.16, -0.065790, , 
833429, 331292, 27.26, -0.066619, , 
833748, 331288, 27.36, -0.067507, , 
833977, 331178, 27.46, -0.068873, , 
834442, 331201, 27.56, -0.069971, , 
834536, 331177, 27.66, -0.070388, , 
835425, 331426, 27.75, -0.071092, , 
835696, 331471, 27.85, -0.071517, , 
836314, 331605, 27.95, -0.072271, , 
836180, 331630, 28.05, -0.071740, , 
836962, 331648, 28.15, -0.073722, , 
836412, 331523, 28.25, -0.073091, , 
836597, 331358, 28.35, -0.074709, , 
836830, 331549, 28.45, -0.074039, , 
837245, 331542, 28.54, -0.075202, , 
836931, 331586, 28.65, -0.074059, , 
837087, 331430, 28.74, -0.075538, , 
836516, 331415, 28.84, -0.074104, , 
836485, 331391, 28.94, -0.074183, , 
836897, 331632, 29.04, -0.073656, , 
836796, 331574, 29.14, -0.073778, , 
836544, 331635, 29.23, -0.072686, , 
835952, 331498, 29.33, -0.072023, , 
835628, 331451, 29.43, -0.071469, , 
836126, 331587, 29.53, -0.071887, , 
835899, 331658, 29.63, -0.070794, , 
836041, 331735, 29.73, -0.070654, , 
836525, 331960, 29.83, -0.070430, , 
835997, 331772, 29.93, -0.070284, , 
836334, 331824, 30.03, -0.070839, , 
836211, 331751, 30.13, -0.071003, , 
836019, 331654, 30.22, -0.071144, , 
836154, 331591, 30.32, -0.071935, , 
836451, 331622, 30.42, -0.072524, , 
836410, 331543, 30.52, -0.072950, , 
836617, 331590, 30.62, -0.073188, , 
836805, 331616, 30.72, -0.073517, , 
837205, 331645, 30.82, -0.074395, , 
836893, 331610, 30.91, -0.073794, , 
837612, 331633, 31.02, -0.075571, , 
837111, 331542, 31.11, -0.074842, , 
837809, 331629, 31.21, -0.076127, , 
837796, 331645, 31.31, -0.075983, , 
838114, 331541, 31.41, -0.077543, , 
837720, 331533, 31.51, -0.076539, , 
839095, 331698, 31.61, -0.079110, , 
838534, 331638, 31.71, -0.078012, , 
839023, 331676, 31.80, -0.079067, , 
838981, 331613, 31.90, -0.079381, , 
839955, 331772, 32.00, -0.080914, , 
838935, 331431, 32.10, -0.080494, , 
838951, 331366, 32.20, -0.080978, , 
839059, 331347, 32.30, -0.081397, , 
840184, 331536, 32.40, -0.083129, , 
839675, 331453, 32.49, -0.082328, , 
839805, 331419, 32.60, -0.082908, , 
840144, 331504, 32.69, -0.083239, , 
840143, 331420, 32.79, -0.083806, , 
840279, 331344, 32.89, -0.084687, , 
840237, 331217, 32.99, -0.085437, , 
841010, 331527, 33.09, -0.085401, , 
841397, 331550, 33.19, -0.086280, , 
840918, 331245, 33.29, -0.087070, , 
841516, 331430, 33.38, -0.087413, , 
842119, 331586, 33.48, -0.087966, , 
841775, 331408, 33.58, -0.088255, , 
842373, 331579, 33.68, -0.088692, , 
842312, 331539, 33.78, -0.088801, , 
842627, 331553, 33.88, -0.089547, , 
842857, 331646, 33.98, -0.089530, , 
842940, 331560, 34.08, -0.090336, , 
842990, 331588, 34.18, -0.090279, , 
843072, 331531, 34.27, -0.090885, , 
843097, 331511, 34.37, -0.091087, , 
843088, 331508, 34.47, -0.091084, , 
842754, 331458, 34.57, -0.090531, , 
843140, 331642, 34.67, -0.090313, , 
843172, 331618, 34.77, -0.090561, , 
842896, 331611, 34.87, -0.089872, , 
842344, 331557, 34.97, -0.088764, , 
841880, 331575, 35.06, -0.087402, , 
841868, 331665, 35.16, -0.086759, , 
840755, 331540, 35.26, -0.084630, , 
839718, 331371, 35.36, -0.083000, , 
838921, 331411, 35.46, -0.080592, , 
838060, 331336, 35.56, -0.078790, , 
837768, 331560, 35.66, -0.076485, , 
837208, 331556, 35.76, -0.075007, , 
836106, 331452, 35.85, -0.072749, , 
835430, 331384, 35.96, -0.071391, , 
835005, 331481, 36.06, -0.069587, , 
834440, 331417, 36.15, -0.068498, , 
833685, 331334, 36.25, -0.067025, , 
833473, 331341, 36.35, -0.066405, , 
833476, 331477, 36.45, -0.065490, , 
833933, 331634, 36.55, -0.065658, , 
833399, 331489, 36.64, -0.065200, , 
833571, 331423, 36.75, -0.066113, , 
833250, 331374, 36.84, -0.065579, , 
833673, 331357, 36.94, -0.066836, , 
833954, 331496, 37.04, -0.066651, , 
834723, 331596, 37.14, -0.068046, , 
834538, 331500, 37.24, -0.068199, , 
835067, 331624, 37.34, -0.068784, , 
834768, 331537, 37.43, -0.068568, , 
835295, 331646, 37.53, -0.069249, , 
835795, 331620, 37.63, -0.070772, , 
835634, 331496, 37.73, -0.071180, , 
835753, 331574, 37.83, -0.070971, , 
835812, 331533, 37.93, -0.071408, , 
836932, 331754, 38.03, -0.072922, , 
836681, 331633, 38.13, -0.073068, , 
836848, 331701, 38.23, -0.073056, , 
837094, 331766, 38.32, -0.073276, , 
837222, 331694, 38.43, -0.074109, , 
837721, 331857, 38.52, -0.074344, , 
838467, 331949, 38.62, -0.075723, , 
838171, 331815, 38.72, -0.075837, , 
838530, 331808, 38.82, -0.076848, , 
838646, 331765, 38.92, -0.077451, , 
839260, 331823, 39.02, -0.078705, , 
839234, 331794, 39.12, -0.078832, , 
839322, 331716, 39.22, -0.079597, , 
839611, 331813, 39.31, -0.079714, , 
840158, 331799, 39.41, -0.081274, , 
840263, 331863, 39.51, -0.081122, , 
840986, 331886, 39.61, -0.082901, , 
840410, 331736, 39.71, -0.082377, , 
840969, 331741, 39.81, -0.083839, , 
841251, 331879, 39.91, -0.083658, , 
842020, 331985, 40.00, -0.084995, , 
841849, 331984, 40.10, -0.084545, , 
841849, 331932, 40.20, -0.084898, , 
841418, 331977, 40.30, -0.083440, , 
841284, 331925, 40.40, -0.083434, , 
841758, 332074, 40.50, -0.083692, , 
841247, 332048, 40.60, -0.082501, , 
840084, 331944, 40.70, -0.080093, , 
839830, 332053, 40.80, -0.078674, , 
839336, 332056, 40.89, -0.077329, , 
837814, 331913, 40.99, -0.074214, , 
836663, 331963, 41.09, -0.070781, , 
835423, 331934, 41.19, -0.067640, , 
834484, 332016, 41.29, -0.064553, , 
833190, 332035, 41.39, -0.060932, , 
832256, 332055, 41.49, -0.058272, , 
830860, 332043, 41.59, -0.054576, , 
829518, 332044, 41.68, -0.050931, , 
828699, 332103, 41.79, -0.048308, , 
827565, 332096, 41.88, -0.045274, , 
826534, 331952, 41.98, -0.043445, , 
826258, 332241, 42.08, -0.040735, , 
825458, 332160, 42.18, -0.039104, , 
825056, 332054, 42.28, -0.038726, , 
824726, 332042, 42.38, -0.037907, , 
825280, 332174, 42.48, -0.038523, , 
825147, 332187, 42.58, -0.038073, , 
825393, 332171, 42.67, -0.038852, , 
825268, 332059, 42.77, -0.039270, , 
825883, 332092, 42.87, -0.040723, , 
826899, 332276, 42.97, -0.042243, , 
826633, 332102, 43.07, -0.042698, , 
826883, 332130, 43.17, -0.043188, , 
827478, 332202, 43.27, -0.044319, , 
828511, 332246, 43.36, -0.046829, , 
829034, 332327, 43.46, -0.047701, , 
829135, 332224, 43.56, -0.048672, , 
829221, 332051, 43.66, -0.050078, , 
830466, 332019, 43.76, -0.053671, , 
830753, 332172, 43.86, -0.053412, , 
831358, 332161, 43.96, -0.055125, , 
831452, 332015, 44.05, -0.056368, , 
832156, 332087, 44.15, -0.057785, , 
832669, 332086, 44.26, -0.059179, , 
833133, 331926, 44.35, -0.061517, , 
833350, 331876, 44.45, -0.062442, , 
834589, 332079, 44.55, -0.064409, , 
834804, 331998, 44.65, -0.065538, , 
835858, 332123, 44.75, -0.067531, , 
835556, 332056, 44.85, -0.067171, , 
836454, 332189, 44.94, -0.068687, , 
836363, 332140, 45.04, -0.068775, , 
836346, 332115, 45.14, -0.068898, , 
836468, 332160, 45.24, -0.068922, , 
836839, 332326, 45.34, -0.068795, , 
835795, 332127, 45.44, -0.067334, , 
835108, 332031, 45.54, -0.066134, , 
834474, 332113, 45.64, -0.063869, , 
833791, 332246, 45.74, -0.061125, , 
832928, 332319, 45.83, -0.058300, , 
831106, 332347, 45.93, -0.053183, , 
828979, 332097, 46.03, -0.049109, , 
827311, 332024, 46.13, -0.045071, , 
825721, 331935, 46.23, -0.041345, , 
823759, 331919, 46.33, -0.036100, , 
822534, 332010, 46.43, -0.032134, , 
821292, 332074, 46.53, -0.028300, , 
820560, 332123, 46.62, -0.025961, , 
818647, 331932, 46.72, -0.022003, , 
817898, 331975, 46.82, -0.019652, , 
816965, 331909, 46.92, -0.017530, , 
816594, 331869, 47.02, -0.016779, , 
816447, 331865, 47.12, -0.016401, , 
817513, 332126, 47.22, -0.017569, , 
817581, 332179, 47.32, -0.017397, , 
818070, 332185, 47.41, -0.018702, , 
818322, 332146, 47.52, -0.019659, , 
818942, 332092, 47.61, -0.021729, , 
819412, 332217, 47.71, -0.022174, , 
819897, 332168, 47.81, -0.023837, , 
820066, 332084, 47.91, -0.024870, , 
820542, 331986, 48.01, -0.026840, , 
821481, 332093, 48.11, -0.028689, , 
821971, 331979, 48.20, -0.030803, , 
822777, 332095, 48.30, -0.032223, , 
823855, 332169, 48.40, -0.034668, , 
824296, 332098, 48.50, -0.036353, , 
825200, 332114, 48.60, -0.038712, , 
825825, 332038, 48.70, -0.040931, , 
826759, 332277, 48.80, -0.041855, , 
826815, 332162, 48.90, -0.042787, , 
827036, 332037, 49.00, -0.044235, , 
828163, 332104, 49.09, -0.046846, , 
828371, 332034, 49.19, -0.047885, , 
828812, 332141, 49.29, -0.048358, , 
829133, 332186, 49.39, -0.048924, , 
829754, 332134, 49.49, -0.050961, , 
829286, 332038, 49.59, -0.050342, , 
829245, 332147, 49.69, -0.049492, , 
829277, 332378, 49.78, -0.048015, , 
828461, 332280, 49.89, -0.046463, , 
827786, 332251, 49.99, -0.044825, , 
826911, 332142, 50.08, -0.043183, , 
825975, 332134, 50.18, -0.040689, , 
825329, 332239, 50.28, -0.038217, , 
824368, 332239, 50.38, -0.035595, , 
823238, 332196, 50.48, -0.032799, , 
822266, 332194, 50.58, -0.030154, , 
821019, 332086, 50.68, -0.027470, , 
820478, 332210, 50.77, -0.025147, , 
819686, 332149, 50.87, -0.023387, , 
819350, 332250, 50.97, -0.021780, , 
818645, 332134, 51.07, -0.020628, , 
818440, 332234, 51.17, -0.019387, , 
818033, 332173, 51.27, -0.018681, , 
818199, 332299, 51.37, -0.018284, , 
818298, 332326, 51.47, -0.018374, , 
818844, 332461, 51.57, -0.018961, , 
818761, 332465, 51.67, -0.018706, , 
818441, 332308, 51.76, -0.018889, , 
818454, 332257, 51.86, -0.019270, , 
815978, 332075, 51.96, -0.013685, , 
815794, 332191, 52.06, -0.012391, , 
819878, 332253, 52.16, -0.023209, , 
820266, 332197, 52.26, -0.024653, , 
821136, 332120, 52.35, -0.027561, , 
821782, 332257, 52.45, -0.028402, , 
822210, 332168, 52.55, -0.030177, , 
822020, 331908, 52.65, -0.031419, , 
822672, 331927, 52.75, -0.033074, , 
823410, 331993, 52.85, -0.034645, , 
824247, 332028, 52.95, -0.036694, , 
824554, 331971, 53.05, -0.037919, , 
825242, 332028, 53.15, -0.039409, , 
825722, 332027, 53.24, -0.040724, , 
826756, 332268, 53.34, -0.041908, , 
826420, 332074, 53.44, -0.042307, , 
827114, 332230, 53.54, -0.043140, , 
826547, 331974, 53.64, -0.043331, , 
826725, 332086, 53.74, -0.043057, , 
826566, 332052, 53.84, -0.042854, , 
826488, 332139, 53.93, -0.042052, , 
825825, 332011, 54.03, -0.041114, , 
825522, 332076, 54.14, -0.039847, , 
824758, 331932, 54.23, -0.038740, , 
824563, 332080, 54.33, -0.037204, , 
824165, 332077, 54.43, -0.036138, , 
823231, 332033, 54.53, -0.033885, , 
822703, 332045, 54.63, -0.032359, , 
822676, 332227, 54.73, -0.031052, , 
822378, 332241, 54.82, -0.030142, , 
821680, 332152, 54.92, -0.028834, , 
821687, 332271, 55.02, -0.028047, , 
821552, 332301, 55.12, -0.027474, , 
821462, 332208, 55.22, -0.027858, , 
820977, 332144, 55.32, -0.026962, , 
821085, 332192, 55.42, -0.026933, , 
820636, 332035, 55.52, -0.026766, , 
821082, 332180, 55.62, -0.027006, , 
821246, 332171, 55.72, -0.027517, , 
821751, 332218, 55.81, -0.028582, , 
822479, 332438, 55.91, -0.029085, , 
822575, 332265, 56.01, -0.030519, , 
822670, 332158, 56.11, -0.031503, , 
823202, 332116, 56.21, -0.033243, , 
823358, 332134, 56.31, -0.033547, , 
823807, 332121, 56.40, -0.034862, , 
824332, 332190, 56.50, -0.035828, , 
824533, 332151, 56.60, -0.036641, , 
825134, 332160, 56.70, -0.038220, , 
825341, 332117, 56.80, -0.039076, , 
825822, 332175, 56.90, -0.039994, , 
825733, 332050, 57.00, -0.040599, , 
826580, 332238, 57.10, -0.041632, , 
827020, 332349, 57.19, -0.042078, , 
827295, 332251, 57.30, -0.043490, , 
826585, 332106, 57.39, -0.042540, , 
826758, 332207, 57.49, -0.042327, , 
827113, 332394, 57.59, -0.042026, , 
827568, 332515, 57.69, -0.042445, , 
826871, 332345, 57.79, -0.041699, , 
826936, 332458, 57.89, -0.041111, , 
826475, 332383, 57.99, -0.040364, , 
826712, 332406, 58.08, -0.040854, , 
826271, 332454, 58.18, -0.039328, , 
825668, 332346, 58.28, -0.038416, , 
825365, 332390, 58.38, -0.037292, , 
825264, 332471, 58.48, -0.036469, , 
825136, 332515, 58.58, -0.035822, , 
825159, 332562, 58.68, -0.035566, , 
824654, 332470, 58.78, -0.034811, , 
824516, 332396, 58.87, -0.034936, , 
824170, 332308, 58.97, -0.034587, , 
824417, 332382, 59.08, -0.034760, , 
824305, 332394, 59.17, -0.034373, , 
824428, 332410, 59.27, -0.034601, , 
824718, 332494, 59.37, -0.034823, , 
824916, 332585, 59.47, -0.034748, , 
825295, 332614, 59.57, -0.035585, , 
824965, 332408, 59.67, -0.036079, , 
