FlowCell Text Data File: 20241104_i287_6.csv
Software Version: 1.56A
Date: 2024-11-05
Time: 15:54:09
User: subramaniam_lab

Experiment name: 20241104_i287_polysomes

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 40 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 1:45
w2t:  x 10^0
Number of Tubes: 6
Sample Volume: 0.4 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Meniscus sensing
Fail-safe Distance (M): 8 mm
Number of fractions: 1
Distance/fraction: 78.30 mm
Start Distance: 0.00 mm
Volume/fraction: 11.166 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: SINGLE UV OD
Channel A (LED1) Wavelength: 260 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
Sample A Zero: 794270
Source A Zero: 325212.3

Data Columns:
Sample, Source, Position(mm), Absorbance, Fraction Number, Fraction Volume(ml)
824688, 332034, 59.76, -0.037857, , 
825391, 332238, 59.86, -0.038392, , 
826161, 332356, 59.96, -0.039692, , 
825911, 332213, 60.06, -0.039979, , 
827004, 332340, 60.16, -0.042095, , 
827108, 332397, 60.26, -0.041992, , 
827571, 332479, 60.36, -0.042697, , 
827568, 332472, 60.46, -0.042736, , 
828557, 332504, 60.56, -0.045207, , 
828476, 332461, 60.65, -0.045278, , 
828430, 332374, 60.75, -0.045742, , 
828393, 332408, 60.85, -0.045411, , 
829172, 332437, 60.95, -0.047330, , 
828833, 332386, 61.05, -0.046755, , 
828620, 332326, 61.15, -0.046583, , 
828932, 332525, 61.25, -0.046083, , 
828238, 332302, 61.35, -0.045708, , 
828320, 332357, 61.44, -0.045558, , 
828464, 332382, 61.54, -0.045780, , 
827874, 332259, 61.64, -0.045010, , 
828001, 332316, 61.74, -0.044969, , 
827718, 332319, 61.84, -0.044180, , 
828013, 332457, 61.94, -0.044047, , 
827671, 332412, 62.04, -0.043422, , 
827209, 332299, 62.14, -0.042931, , 
827234, 332296, 62.24, -0.043019, , 
826878, 332322, 62.33, -0.041874, , 
827346, 332445, 62.44, -0.042315, , 
826945, 332397, 62.53, -0.041549, , 
827325, 332485, 62.63, -0.041987, , 
827097, 332422, 62.73, -0.041793, , 
827525, 332483, 62.83, -0.042544, , 
827460, 332497, 62.93, -0.042273, , 
827932, 332446, 63.02, -0.043901, , 
827573, 332422, 63.12, -0.043088, , 
828354, 332677, 63.22, -0.043485, , 
828442, 332556, 63.32, -0.044543, , 
828844, 332532, 63.42, -0.045797, , 
828856, 332507, 63.52, -0.045999, , 
829370, 332622, 63.62, -0.046616, , 
829381, 332498, 63.72, -0.047485, , 
829869, 332401, 63.81, -0.049465, , 
829931, 332428, 63.92, -0.049450, , 
830036, 332393, 64.01, -0.049972, , 
830160, 332411, 64.11, -0.050186, , 
830113, 332438, 64.21, -0.049876, , 
830277, 332283, 64.31, -0.051370, , 
830445, 332273, 64.41, -0.051893, , 
830544, 332336, 64.51, -0.051735, , 
830700, 332357, 64.61, -0.052015, , 
830597, 332282, 64.70, -0.052244, , 
830619, 332310, 64.80, -0.052114, , 
830375, 332337, 64.90, -0.051270, , 
830169, 332343, 65.00, -0.050671, , 
829566, 332142, 65.10, -0.050397, , 
829515, 332349, 65.20, -0.048857, , 
830414, 332561, 65.30, -0.049859, , 
829843, 332512, 65.40, -0.048643, , 
829609, 332403, 65.50, -0.048746, , 
829407, 332433, 65.59, -0.047995, , 
829255, 332337, 65.69, -0.048233, , 
828800, 332343, 65.79, -0.046957, , 
829304, 332371, 65.89, -0.048135, , 
828668, 332351, 65.99, -0.046544, , 
828462, 332311, 66.09, -0.046256, , 
828593, 332285, 66.19, -0.046788, , 
828744, 332197, 66.28, -0.047794, , 
828833, 332303, 66.38, -0.047317, , 
828727, 332233, 66.48, -0.047504, , 
829562, 332402, 66.58, -0.048626, , 
829897, 332303, 66.68, -0.050204, , 
829645, 332272, 66.78, -0.049731, , 
830111, 332439, 66.88, -0.049864, , 
829847, 332310, 66.98, -0.050021, , 
829901, 332313, 67.08, -0.050148, , 
830064, 332188, 67.18, -0.051436, , 
830584, 332240, 67.27, -0.052493, , 
830827, 332438, 67.37, -0.051811, , 
831168, 332492, 67.47, -0.052369, , 
831428, 332545, 67.57, -0.052714, , 
831727, 332582, 67.67, -0.053273, , 
831212, 332564, 67.77, -0.052001, , 
830805, 332414, 67.87, -0.051914, , 
830512, 332294, 67.97, -0.051933, , 
829862, 332331, 68.07, -0.049920, , 
830173, 332299, 68.16, -0.050980, , 
829594, 332267, 68.26, -0.049626, , 
829643, 332277, 68.36, -0.049692, , 
829599, 332364, 68.46, -0.048983, , 
829815, 332386, 68.56, -0.049420, , 
829255, 332432, 68.66, -0.047589, , 
829525, 332328, 68.75, -0.049026, , 
828683, 332258, 68.85, -0.047215, , 
828934, 332444, 68.95, -0.046637, , 
829002, 332417, 69.05, -0.047004, , 
829195, 332369, 69.15, -0.047853, , 
828918, 332341, 69.25, -0.047291, , 
828861, 332272, 69.35, -0.047603, , 
828956, 332286, 69.45, -0.047766, , 
829845, 332360, 69.55, -0.049677, , 
829403, 332276, 69.64, -0.049047, , 
829493, 332304, 69.74, -0.049102, , 
829334, 332242, 69.84, -0.049090, , 
829454, 332287, 69.94, -0.049111, , 
830408, 332465, 70.04, -0.050493, , 
830644, 332446, 70.14, -0.051261, , 
830686, 332534, 70.24, -0.050779, , 
830615, 332417, 70.34, -0.051379, , 
830466, 332454, 70.43, -0.050725, , 
830379, 332323, 70.54, -0.051376, , 
830531, 332493, 70.63, -0.050637, , 
830217, 332494, 70.73, -0.049779, , 
829959, 332336, 70.83, -0.050149, , 
829185, 332258, 70.93, -0.048578, , 
830369, 332565, 71.03, -0.049710, , 
830090, 332601, 71.13, -0.048711, , 
829888, 332533, 71.23, -0.048623, , 
829716, 332575, 71.32, -0.047872, , 
830185, 332704, 71.42, -0.048271, , 
830156, 332789, 71.52, -0.047618, , 
830412, 332804, 71.62, -0.048210, , 
830004, 332814, 71.72, -0.047037, , 
830266, 333005, 71.82, -0.046456, , 
830053, 332745, 71.92, -0.047636, , 
829863, 332697, 72.02, -0.047446, , 
829779, 332667, 72.12, -0.047421, , 
830148, 332955, 72.21, -0.046474, , 
830914, 332787, 72.31, -0.049685, , 
830771, 332797, 72.41, -0.049230, , 
830644, 332741, 72.51, -0.049265, , 
830299, 332626, 72.61, -0.049108, , 
830238, 332587, 72.71, -0.049206, , 
830586, 332792, 72.81, -0.048763, , 
831054, 332720, 72.90, -0.050517, , 
831185, 332830, 73.01, -0.050128, , 
831393, 332847, 73.10, -0.050576, , 
830971, 332703, 73.20, -0.050408, , 
831519, 332817, 73.30, -0.051120, , 
831222, 332720, 73.40, -0.050972, , 
830827, 332697, 73.50, -0.050058, , 
830860, 332759, 73.60, -0.049728, , 
830491, 332594, 73.70, -0.049845, , 
829881, 332561, 73.80, -0.048415, , 
830275, 332584, 73.89, -0.049327, , 
829937, 332571, 73.99, -0.048499, , 
829869, 332464, 74.09, -0.049038, , 
829925, 332545, 74.19, -0.048642, , 
830444, 332658, 74.29, -0.049284, , 
830627, 332742, 74.39, -0.049212, , 
830491, 332697, 74.49, -0.049148, , 
829804, 332592, 74.59, -0.047996, , 
829638, 332646, 74.68, -0.047180, , 
830854, 332791, 74.78, -0.049496, , 
830814, 332752, 74.88, -0.049651, , 
830831, 332792, 74.98, -0.049427, , 
830158, 332616, 75.08, -0.048793, , 
831201, 332621, 75.18, -0.051585, , 
831560, 332740, 75.28, -0.051752, , 
831339, 332744, 75.38, -0.051127, , 
831121, 332705, 75.48, -0.050800, , 
831005, 332685, 75.57, -0.050622, , 
830934, 332791, 75.67, -0.049712, , 
831598, 332798, 75.77, -0.051463, , 
831680, 332804, 75.87, -0.051644, , 
831761, 332872, 75.97, -0.051403, 1, 10.816
831552, 332798, 76.07, -0.051338, , 
831773, 332772, 76.17, -0.052112, , 
831804, 332813, 76.26, -0.051919, , 
831158, 332750, 76.36, -0.050596, , 
831656, 332970, 76.46, -0.050457, , 
832043, 332897, 76.56, -0.051997, , 
831145, 332862, 76.66, -0.049804, , 
831906, 332767, 76.76, -0.052506, , 
831433, 332885, 76.86, -0.050428, , 
831510, 332824, 76.96, -0.051049, , 
831050, 332857, 77.06, -0.049580, , 
831259, 332776, 77.15, -0.050694, , 
830158, 332829, 77.25, -0.047353, , 
829654, 332816, 77.35, -0.046074, , 
828497, 332857, 77.45, -0.042656, , 
829654, 332816, 79.55, -0.046074, A, 0.299
