distance_mm,absorbance,fraction_number,fraction_volume_ml
22.62,0.4279609131872015,NA,NA
22.65,0.4363193735268638,NA,NA
22.68,0.44632823049410275,NA,NA
22.71,0.45799716383453454,NA,NA
22.74,0.46818993596848285,NA,NA
22.77,0.48021701989671717,NA,NA
22.8,0.49057918757895047,NA,NA
22.83,0.5010139533533059,NA,NA
22.86,0.5114051602723881,NA,NA
22.89,0.5218447659195518,NA,NA
22.92,0.5338670099749779,NA,NA
22.95,0.5439968637624205,NA,NA
22.98,0.554131557422671,4,0.821
23.01,0.5658198502543353,NA,NA
23.04,0.5758238673487661,NA,NA
23.07,0.5857262471142258,NA,NA
23.1,0.5954785908226333,NA,NA
23.13,0.6033337043902487,NA,NA
23.16,0.6167401520688037,NA,NA
23.19,0.6264586166675541,NA,NA
23.22,0.6374209285779969,NA,NA
23.25,0.646616686913468,NA,NA
23.28,0.6542927251871823,NA,NA
23.31,0.665075961803724,NA,NA
23.34,0.6743975568322066,NA,NA
23.37,0.6853163098873761,NA,NA
23.4,0.6946524245342833,NA,NA
23.43,0.7038481828697544,NA,NA
23.46,0.7144475043195865,NA,NA
23.49,0.7219105881897423,NA,NA
23.52,0.7323889128193712,NA,NA
23.55,0.7414539945890224,NA,NA
23.58,0.7505335959770978,NA,NA
23.61,0.7610699990804242,NA,NA
23.64,0.770052803012337,NA,NA
23.67,0.7804827289138841,NA,NA
23.7,0.788008731130546,NA,NA
23.73,0.7971415711195109,NA,NA
23.76,0.8079393273544773,NA,NA
23.79,0.8173044812382331,NA,NA
23.82,0.8279909203986121,NA,NA
23.85,0.8370463224226468,NA,NA
23.88,0.8460000871177106,NA,NA
23.91,0.8562364181069321,NA,NA
23.94,0.8634139494814076,NA,NA
23.97,0.8719563249877794,NA,NA
24,0.8816989889505704,NA,NA
24.03,0.8898493347594827,NA,NA
24.06,0.8992435278800873,NA,NA
24.09,0.9070841218292783,NA,NA
24.12,0.9134824336816428,NA,NA
24.15,0.9222280838459566,NA,NA
24.18,0.9294346544572809,NA,NA
24.21,0.9374785230644139,NA,NA
24.24,0.9440801095747203,NA,NA
24.27,0.9505219802823582,NA,NA
24.3,0.9575833547094382,NA,NA
24.33,0.9631637280572267,NA,NA
24.33,0.964059104526733,NA,NA
24.36,0.968395630562829,NA,NA
24.39,0.9731629052788494,NA,NA
24.42,0.9774849116965206,NA,NA
24.45,0.9821505490835702,NA,NA
24.48,0.9857223752159793,NA,NA
24.51,0.9889747697430511,NA,NA
24.54,0.9923530009631348,NA,NA
24.57,0.9938727210248915,NA,NA
24.6,0.9964668928500559,NA,NA
24.63,0.9980882502407837,NA,NA
24.66,0.9994095355174065,NA,NA
24.69,0.9999903202543837,NA,NA
24.72,1,NA,NA
24.75,0.9995063329735695,NA,NA
24.78,0.998572237521598,NA,NA
24.81,0.9970815566966902,NA,NA
24.84,0.9953682417226076,NA,NA
24.87,0.9928853869720305,NA,NA
24.9,0.990257336037209,NA,NA
24.93,0.9877841610322482,NA,NA
24.96,0.9839509817681992,NA,NA
24.99,0.9803113974164761,NA,NA
25.02,0.975621560665386,NA,NA
25.05,0.971144678317854,NA,NA
25.08,0.9663483643649845,NA,NA
25.11,0.9612568181708185,NA,NA
25.14,0.9558071213888499,NA,NA
25.17,0.9490748583127236,NA,NA
25.2,0.942976618574464,NA,NA
25.23,0.9366412250686054,NA,NA
25.26,0.9289893861589319,NA,NA
25.29,0.9222329237187649,NA,NA
25.32,0.9153361049671616,NA,NA
25.35,0.9082263318120001,NA,NA
25.38,0.9009181238717047,NA,NA
25.41,0.8920998756152689,NA,NA
25.44,0.8844867556880607,NA,NA
25.47,0.8756055890851189,NA,NA
25.5,0.8705624416190343,NA,NA
25.53,0.8602922315201557,NA,NA
25.56,0.8518998920708366,NA,NA
25.59,0.8439237816830174,NA,NA
25.62,0.83586539345746,NA,NA
25.65,0.8262727655517212,NA,NA
25.68,0.8181514589796581,NA,NA
25.71,0.8101608289734147,NA,NA
25.74,0.8007424364887692,NA,NA
25.77,0.7940343727766835,NA,NA
25.8,0.7847369771122416,NA,NA
25.83,0.7767850660884632,NA,NA
25.86,0.7688573544287257,NA,NA
25.89,0.7595889980011327,NA,NA
25.92,0.75149189079311,NA,NA
25.95,0.7421654558918194,NA,NA
25.98,0.7341990252496164,NA,NA
26.01,0.7275877589936938,NA,NA
26.04,0.7183726411669902,NA,NA
26.07,0.7105272073449911,NA,NA
26.1,0.7015008445578051,NA,NA
26.13,0.6937860873016258,NA,NA
26.16,0.6860229313173651,NA,NA
26.19,0.6783081740611857,NA,NA
26.22,0.6706950541339775,NA,NA
26.25,0.6620123223161695,NA,NA
26.28,0.6545927973012872,NA,NA
26.31,0.6471926317776371,NA,NA
26.34,0.6386357366528407,NA,NA
26.37,0.6315259634976792,NA,NA
26.4,0.623336898706302,NA,NA
26.43,0.6173935348979029,NA,NA
26.46,0.6103466800892473,NA,NA
26.49,0.6022253735171839,NA,NA
26.52,0.5952801560374994,NA,NA
26.55,0.5873669639961863,NA,NA
26.58,0.580741178121839,NA,NA
26.61,0.5740089150457128,NA,NA
26.64,0.5672766519695863,NA,NA
26.67,0.5606992648233204,NA,NA
26.7,0.5530958246417286,NA,NA
26.73,0.5466926729165558,NA,NA
26.76,0.5403669591563134,NA,NA
26.79,0.5331603885449893,NA,NA
26.82,0.5283398752280792,NA,NA
26.85,0.5212397818185338,NA,NA
26.88,0.5154416141943791,NA,NA
26.91,0.5095466491140613,NA,NA
26.94,0.5025917518887605,NA,NA
26.97,0.4966967868084428,NA,NA
27,0.4908211812193576,NA,NA
27.03,0.4840743985248069,NA,NA
27.06,0.4784843454314021,NA,NA
27.09,0.47304916826785803,NA,NA
27.12,0.4677011088148603,NA,NA
27.15,0.46240144808994427,NA,NA
27.18,0.45624029000517874,NA,NA
27.21,0.45095030902587885,NA,NA
27.24,0.4447891509411133,NA,NA
27.27,0.4395282091986623,NA,NA
27.3,0.4352158825266072,NA,NA
27.33,0.42935963642875474,NA,NA
27.36,0.4244762047653388,NA,NA
27.39,0.4189055111631667,NA,NA
27.42,0.4142979522498149,NA,NA
27.45,0.40970975282769573,NA,NA
27.48,0.4043132946466167,NA,NA
27.51,0.4005430337290736,NA,NA
27.54,0.39539340906120996,NA,NA
27.57,0.39120207920935846,NA,NA
27.6,0.38724306325229774,NA,NA
27.63,0.38275166128634147,NA,NA
27.66,0.37895720100475766,NA,NA
27.69,0.3745819559861968,NA,NA
27.72,0.37301867706916664,NA,NA
27.75,0.36847403650232075,NA,NA
27.78,0.36442790283471355,NA,NA
27.81,0.36152881902263617,NA,NA
27.84,0.3583490225876865,NA,NA
