sample_name,treatment,control,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TAF15,4,0.97517,0.97509,NA,2124,0,0.013981,0.045816,0.184046,99,3,0.28808,0.045816,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TARS2,4,0.078189,0.1737,0.228733,375,3,0.014075,0.046092,NA,100,1,-0.1496,0.1737,0.228733,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CSTF2,4,0.84767,0.84824,NA,1851,0,0.01417,0.046382,NA,101,2,0.22498,0.046382,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPL52,4,0.0048624,0.017064,NA,47,2,0.014534,0.047424,NA,102,1,-0.081927,0.017064,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,HNRNPA1,4,0.77374,0.77795,NA,1696,1,0.014567,0.047542,0.184046,103,3,0.16219,0.047542,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PCBP1,4,0.97305,0.97315,NA,2119,0,0.014901,0.04842,0.184046,104,3,0.27255,0.04842,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPS3A,3,0.70579,0.70653,NA,1572,1,0.015059,0.039185,NA,105,2,0.21763,0.039185,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RRP36,4,0.36141,0.50639,NA,1105,1,0.015262,0.049254,NA,106,2,0.2543,0.049254,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ADD3,4,0.058295,0.13558,NA,291,1,0.015271,0.049276,0.184046,107,3,0.21597,0.049276,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CDV3,4,0.58923,0.65144,NA,1404,1,0.015451,0.049688,NA,108,2,0.10441,0.049688,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DHX37,4,0.97955,0.97964,NA,2138,0,0.015709,0.050141,0.184046,109,3,0.39983,0.050141,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DDX17,4,0.97227,0.97227,NA,2116,0,0.015836,0.050436,0.184046,110,3,0.23571,0.050436,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPL11,4,0.81409,0.81519,NA,1775,0,0.01591,0.050621,0.184046,111,3,0.16623,0.050621,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,POP7,4,0.53274,0.62136,NA,1333,1,0.016368,0.051564,0.184046,112,3,0.16838,0.051564,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DCTN2,4,0.89876,0.89985,NA,1956,0,0.016807,0.052392,0.184046,113,3,0.23666,0.052392,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ASS1,4,0.8844,0.88522,NA,1928,0,0.016826,0.052433,NA,114,2,0.13722,0.052433,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,WDR75,4,0.32727,0.46942,NA,1024,1,0.016873,0.052546,0.184046,115,3,0.28865,0.052546,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DAP3,4,0.94356,0.94414,NA,2045,0,0.017141,0.053085,0.184046,116,3,0.39775,0.053085,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPS6,4,0.73356,0.74528,NA,1621,1,0.017284,0.053407,NA,117,1,-0.08703,0.74528,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RNASE11,4,0.10107,0.21571,NA,469,2,0.017742,0.054299,NA,118,2,-0.039654,0.21571,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SEPSECS,4,0.86321,0.86392,NA,1883,0,0.018118,0.055119,0.184046,119,3,0.15556,0.055119,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPSA,4,0.88513,0.88601,NA,1929,0,0.018297,0.055554,0.184046,120,3,0.54586,0.055554,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MARS1,4,0.92945,0.93008,NA,2022,0,0.018401,0.055771,0.184046,121,3,0.22212,0.055771,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,BYSL,4,0.81723,0.81816,NA,1783,0,0.018616,0.056238,0.184046,122,3,0.18876,0.056238,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DHX29,4,0.96687,0.96692,NA,2099,0,0.018657,0.056355,0.184046,123,3,0.21118,0.056355,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RTCA,4,0.53169,0.62085,NA,1331,1,0.018788,0.056668,0.184046,124,3,0.33084,0.056668,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MANF,4,0.92517,0.92592,NA,2012,0,0.019001,0.05713,0.184046,125,3,0.29117,0.05713,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,HSPA1B,4,0.90115,0.90212,NA,1959,0,0.019036,0.057198,0.184046,126,3,0.27623,0.057198,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SMN2,4,0.90406,0.90506,NA,1970,0,0.019265,0.057574,0.184046,127,3,0.33264,0.057574,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CC2D1B,4,0.13562,0.26448,NA,591,1,0.019395,0.057941,0.184046,128,3,0.47295,0.057941,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RALYL,4,0.50377,0.60717,NA,1301,1,0.019572,0.058253,NA,129,1,-0.024006,0.60717,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CDKN2A,4,0.97526,0.97517,NA,2125,0,0.019685,0.058548,0.184046,130,3,0.20593,0.058548,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ETF1,3,0.13245,0.22246,NA,582,2,0.019874,0.05078,NA,131,1,-0.47786,0.22246,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NARS1,4,0.79117,0.79321,NA,1735,1,0.019924,0.059078,NA,132,2,0.12353,0.059078,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MSI1,4,0.83291,0.83337,NA,1820,0,0.020088,0.059499,0.184046,133,3,0.12972,0.059499,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPS15,4,0.97912,0.97918,NA,2137,0,0.020162,0.059653,0.184046,134,3,0.31915,0.059653,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CLK1,4,0.11765,0.24536,NA,545,2,0.020295,0.059906,NA,135,2,0.036467,0.059906,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,ZRANB2,3,0.97956,0.97968,NA,2139,0,0.020442,0.052098,0.184046,136,3,0.15681,0.052098,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EEF1AKMT2,4,0.98433,0.98442,NA,2149,0,0.020533,0.060477,0.184046,137,3,0.17184,0.060477,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CNOT6,4,0.98125,0.98131,NA,2142,0,0.020758,0.06093,0.184046,138,3,0.16472,0.06093,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NDUFS6,4,0.33448,0.47731,NA,1044,1,0.02097,0.061333,NA,139,2,0.14684,0.061333,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TRIP6,4,0.048341,0.1163,NA,252,2,0.021399,0.06223,NA,140,2,-0.12279,0.1163,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DUS4L,4,0.96779,0.96774,NA,2104,0,0.021597,0.062715,0.184046,141,3,0.17834,0.062715,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,LARP6,4,0.23234,0.36753,NA,822,1,0.021655,0.06281,NA,142,2,0.060704,0.06281,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPS20,4,0.67189,0.70147,NA,1520,1,0.021731,0.062968,NA,143,2,0.47236,0.062968,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MCRIP2,4,0.24143,0.37757,NA,844,1,0.021855,0.063213,NA,144,2,0.053838,0.063213,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DAZ3,4,0.65903,0.69303,NA,1495,1,0.022063,0.063697,0.184046,145,3,0.19362,0.063697,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EXOSC5,4,0.73045,0.74298,NA,1616,1,0.022117,0.063802,NA,146,2,0.28573,0.063802,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TSR1,4,0.98183,0.98195,NA,2143,0,0.02218,0.063987,0.184046,147,3,0.19785,0.063987,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TAF9,4,0.024251,0.067439,0.182824,156,3,0.022311,0.064318,NA,148,1,-0.19067,0.067439,0.182824,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,POP4,4,0.97208,0.97211,NA,2115,0,0.022768,0.065192,0.184046,149,3,0.093884,0.065192,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TDRD7,4,0.84992,0.85045,NA,1856,0,0.023223,0.066143,0.184046,150,3,0.1395,0.066143,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CCDC43,4,0.95716,0.95749,NA,2079,0,0.02345,0.06656,0.184046,151,3,0.31476,0.06656,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,GUF1,4,0.7893,0.79139,NA,1730,1,0.023539,0.06675,0.184046,152,3,0.19603,0.06675,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,UPF3B,4,0.19041,0.32254,NA,734,1,0.023679,0.06704,NA,153,1,-0.019372,0.32254,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TLN1,4,0.88568,0.88663,NA,1931,0,0.023929,0.067692,0.184046,154,3,0.19138,0.067692,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EIF2B1,4,0.91623,0.9171,NA,1996,0,0.024114,0.068118,0.184046,155,3,0.33449,0.068118,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,THUMPD3,4,0.1302,0.25895,NA,577,2,0.024135,0.068163,NA,156,2,0.068457,0.068163,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,C14ORF166,4,0.16031,0.2909,NA,659,1,0.024412,0.068698,0.184046,157,3,0.22643,0.068698,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,HOXB6,4,0.91397,0.91488,NA,1989,0,0.02459,0.06906,NA,158,2,0.186,0.06906,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NOS1,4,0.85565,0.85627,NA,1869,0,0.024655,0.069151,0.184046,159,3,0.17127,0.069151,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RBM18,4,0.41746,0.56603,NA,1215,1,0.024737,0.069282,0.184046,160,3,0.29086,0.069282,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SRPRB,4,0.97623,0.97616,NA,2129,0,0.024739,0.069282,0.184046,161,3,0.14262,0.069282,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPL39,4,0.034569,0.089025,NA,200,1,0.0249,0.06964,NA,162,2,0.19383,0.06964,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NOC4L,4,0.91652,0.91736,NA,1997,0,0.024907,0.069658,0.184046,163,3,0.31157,0.069658,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CCT4,4,0.9679,0.96786,NA,2105,0,0.025076,0.069993,0.184046,164,3,0.27005,0.069993,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MMAA,4,0.84812,0.8487,NA,1853,0,0.025227,0.070324,NA,165,2,0.1287,0.070324,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,NSUN2,4,0.90278,0.90375,NA,1967,0,0.025639,0.071202,0.184046,166,3,0.24991,0.071202,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DIS3,4,0.47376,0.59304,NA,1272,1,0.025932,0.0718,0.184046,167,3,0.2093,0.0718,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,LAS1L,4,0.66663,0.69804,NA,1505,1,0.025955,0.071823,0.184046,168,3,0.11832,0.071823,0.184046,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RRP15,4,0.93208,0.93283,NA,2025,0,0.026498,0.072887,0.185121,169,3,0.25736,0.072887,0.185121,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPS10,4,0.40297,0.55088,NA,1181,2,0.026809,0.073503,NA,170,2,0.085281,0.073503,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RRS1,4,0.069334,0.15654,NA,337,2,0.026865,0.073657,NA,171,1,-0.16826,0.15654,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SLC3A2,4,0.98197,0.98212,NA,2144,0,0.027517,0.075175,0.188887,172,3,0.20076,0.075175,0.188887,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TMA7,4,0.97384,0.97392,NA,2120,0,0.027774,0.075686,0.188887,173,3,0.1109,0.075686,0.188887,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SEC61A1,4,0.93009,0.93069,NA,2023,0,0.02852,0.07714,0.190856,174,3,0.41309,0.07714,0.190856,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DDX60L,4,0.022768,0.064241,NA,150,1,0.029218,0.078467,NA,175,2,0.13696,0.078467,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,DDX51,4,0.81981,0.82064,NA,1793,0,0.029481,0.079034,NA,176,2,0.27256,0.079034,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RPL27,4,0.44511,0.58018,NA,1243,1,0.029589,0.079255,NA,177,2,0.05619,0.079255,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPL21,4,0.96165,0.96176,NA,2087,0,0.029676,0.079441,0.194869,178,3,0.20337,0.079441,0.194869,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SPEN,4,0.64217,0.68229,NA,1475,1,0.030006,0.080189,0.195035,179,3,0.39181,0.080189,0.195035,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RUVBL2,4,0.03253,0.084736,0.196236,192,3,0.030043,0.080279,NA,180,1,-0.32733,0.084736,0.196236,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPS31,4,0.87676,0.87737,NA,1913,0,0.030949,0.082299,NA,181,1,-0.032117,0.87737,1,0
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,CNN1,4,0.87394,0.87448,NA,1905,0,0.031175,0.082843,NA,182,2,0.1352,0.082843,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPS36,4,0.15745,0.28805,NA,648,1,0.031402,0.083373,NA,183,2,0.064718,0.083373,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,MRPL36,4,0.23652,0.372,NA,832,1,0.031838,0.084215,0.202968,184,3,0.35579,0.084215,0.202968,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,HNRNPLL,4,0.67128,0.70107,NA,1517,1,0.031855,0.084242,NA,185,2,0.16491,0.084242,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,LSM14B,4,0.059995,0.13871,NA,297,2,0.031991,0.084496,NA,186,2,-0.013613,0.13871,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EIF4A1,3,0.67177,0.67356,NA,1519,1,0.032182,0.079663,NA,187,1,-0.067224,0.67356,1,1
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,TIPARP,4,0.55816,0.63457,NA,1358,1,0.032357,0.085243,NA,188,2,0.11376,0.085243,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SNRPC,4,0.83723,0.83765,NA,1830,0,0.032633,0.085796,NA,189,2,0.25564,0.085796,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EIF4G3,4,0.97128,0.97132,NA,2113,0,0.032679,0.085891,0.202968,190,3,0.21409,0.085891,0.202968,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,EMG1,4,0.87531,0.87588,NA,1910,0,0.03313,0.086801,0.202968,191,3,0.22618,0.086801,0.202968,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,FKBP2,4,0.34194,0.48561,NA,1061,2,0.033213,0.086987,NA,192,2,0.34261,0.086987,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,UTP6,4,0.76115,0.76724,NA,1675,1,0.033231,0.087028,0.202968,193,3,0.22405,0.087028,0.202968,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,UBA1,3,0.46543,0.51373,NA,1265,1,0.033439,0.082507,NA,194,2,0.47491,0.082507,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SMAD7,4,0.33623,0.47908,NA,1049,2,0.033466,0.087508,NA,195,2,0.15023,0.087508,1,2
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,PSMA1,4,0.77917,0.78252,NA,1711,1,0.033559,0.087694,0.202968,196,3,0.23485,0.087694,0.202968,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,SRRM4,4,0.046647,0.11296,0.213516,245,3,0.033665,0.087879,NA,197,1,-0.14623,0.11296,0.213516,3
eyfpwt_homoharringtonine_bc1_total_vs_eyfpwt_untreated_bc1_total,eyfpwt_homoharringtonine_bc1_total,eyfpwt_untreated_bc1_total,RBMXL3,3,0.96551,0.96541,NA,2095,0,0.034488,0.085048,0.202968,198,3,0.37403,0.085048,0.202968,3
