treatment,control,rep,gene,lfc,fdr,p_value,day,lfc.fitness,fdr.fitness
heavy,mono,rep1,GCN1,0.029921,1,0.49524,day7,-0.61218,0.242216
heavy,mono,rep1,ZC3HAV1L,0.044574,1,0.49588,day13,-0.12345,NA
heavy,mono,rep1,ZC3HAV1L,0.044574,1,0.49588,day7,-0.27947,NA
heavy,mono,rep1,TRIM28,0.054191,1,0.49805,day13,0.85038,NA
heavy,mono,rep1,TRIM28,0.054191,1,0.49805,day7,0.4719,0.119429
heavy,mono,rep1,IGF2BP3,-0.039412,1,0.55518,day13,0.70324,NA
heavy,mono,rep1,IGF2BP3,-0.039412,1,0.55518,day7,-0.27237,NA
heavy,mono,rep1,PAPOLB,0.10311,1,0.49882,day13,1.079,0.119198
heavy,mono,rep1,PAPOLB,0.10311,1,0.49882,day7,0.49808,0.189451
heavy,mono,rep1,DNAJC21,-0.046979,1,0.39701,day13,0.98485,NA
heavy,mono,rep1,DNAJC21,-0.046979,1,0.39701,day7,0.19973,NA
heavy,mono,rep1,EBP,-0.10703,0.201475,0.19173,day13,0.26161,NA
heavy,mono,rep1,EBP,-0.10703,0.201475,0.19173,day7,-0.29136,NA
heavy,mono,rep1,AGFG1,0.011672,1,0.50127,day13,1.3638,0.100062
heavy,mono,rep1,AGFG1,0.011672,1,0.50127,day7,0.46048,0.248422
heavy,mono,rep1,HLA-A,0.041674,1,0.50152,day13,1.4571,0.036501
heavy,mono,rep1,HLA-A,0.041674,1,0.50152,day7,0.60721,0.142883
heavy,mono,rep1,KHDRBS1,0.010689,1,0.50197,day13,-0.24553,NA
heavy,mono,rep1,KHDRBS1,0.010689,1,0.50197,day7,-0.20557,NA
heavy,mono,rep1,POLR2K,0.17252,1,0.43094,day13,-4.9314,0.023085
heavy,mono,rep1,POLR2K,0.17252,1,0.43094,day7,-4.3783,0.001214
heavy,mono,rep1,GARS1,-0.056395,1,0.40616,day13,-4.9507,0.020272
heavy,mono,rep1,GARS1,-0.056395,1,0.40616,day7,-1.0814,0.01004
heavy,mono,rep1,GPATCH4,0.093417,1,0.50305,day13,0.34422,NA
heavy,mono,rep1,GPATCH4,0.093417,1,0.50305,day7,-0.024549,NA
heavy,mono,rep1,RBMS1,0.035635,1,0.50319,day13,0.11404,NA
heavy,mono,rep1,RBMS1,0.035635,1,0.50319,day7,0.10639,NA
heavy,mono,rep1,PRKRA,0.04685,1,0.50323,day13,1.4645,0.048031
heavy,mono,rep1,PRKRA,0.04685,1,0.50323,day7,0.51245,0.14733
heavy,mono,rep1,TLR8,-0.064342,1,0.47744,day13,0.78085,NA
heavy,mono,rep1,TLR8,-0.064342,1,0.47744,day7,0.48691,0.202627
heavy,mono,rep1,EIF4E1B,0.084817,1,0.50471,day13,1.3086,NA
heavy,mono,rep1,EIF4E1B,0.084817,1,0.50471,day7,0.45573,0.14733
heavy,mono,rep1,MTG1,0.03116,1,0.50512,day13,-1.2164,0.297224
heavy,mono,rep1,MTG1,0.03116,1,0.50512,day7,0.048493,NA
heavy,mono,rep1,ALKBH4,0.022646,1,0.50585,day13,0.66389,NA
heavy,mono,rep1,ALKBH4,0.022646,1,0.50585,day7,0.27583,NA
heavy,mono,rep1,NPM2,0.034313,1,0.50603,day13,1.4677,0.080124
heavy,mono,rep1,NPM2,0.034313,1,0.50603,day7,0.71639,0.14733
heavy,mono,rep1,BICC1,0.12495,1,0.50629,day13,-0.14786,NA
heavy,mono,rep1,BICC1,0.12495,1,0.50629,day7,0.28628,0.315205
heavy,mono,rep1,YBX2,0.017321,1,0.50652,day13,1.1011,0.040161
heavy,mono,rep1,YBX2,0.017321,1,0.50652,day7,0.59452,0.084718
heavy,mono,rep1,CAPRIN2,0.076225,1,0.50678,day13,1.2918,0.118563
heavy,mono,rep1,CAPRIN2,0.076225,1,0.50678,day7,0.30809,NA
heavy,mono,rep1,MRPL46,-0.074115,1,0.36509,day13,-2.8931,0.169098
heavy,mono,rep1,MRPL46,-0.074115,1,0.36509,day7,0.055151,NA
heavy,mono,rep1,RNASEH2B,0.0063791,1,0.50828,day13,1.0619,NA
heavy,mono,rep1,RNASEH2B,0.0063791,1,0.50828,day7,0.5404,0.171279
heavy,mono,rep1,SIDT2,0.050619,1,0.50849,day13,1.3648,0.103387
heavy,mono,rep1,SIDT2,0.050619,1,0.50849,day7,0.21176,NA
heavy,mono,rep1,ANG,0.012369,1,0.50875,day13,0.3916,NA
heavy,mono,rep1,ANG,0.012369,1,0.50875,day7,0.22629,NA
heavy,mono,rep1,NDRG2,-0.10269,1,0.26412,day13,0.73235,NA
heavy,mono,rep1,NDRG2,-0.10269,1,0.26412,day7,0.40228,NA
heavy,mono,rep1,NUDT16L1,0.059258,1,0.51006,day13,0.18442,NA
heavy,mono,rep1,NUDT16L1,0.059258,1,0.51006,day7,-0.53342,0.243054
heavy,mono,rep1,IFIT1,0.043646,1,0.51032,day13,1.1958,NA
heavy,mono,rep1,IFIT1,0.043646,1,0.51032,day7,0.16589,NA
heavy,mono,rep1,PRPF4,-0.046554,1,0.68373,day13,-5.7467,0.010618
heavy,mono,rep1,PRPF4,-0.046554,1,0.68373,day7,-1.51,0.014494
heavy,mono,rep1,HMGB2,0.044359,1,0.51099000000000006,day13,1.0599,NA
heavy,mono,rep1,HMGB2,0.044359,1,0.51099000000000006,day7,0.28155,0.315377
heavy,mono,rep1,CNDP2,-0.011741,1,0.66991,day13,2.0759,0.022493
heavy,mono,rep1,CNDP2,-0.011741,1,0.66991,day7,1.0123,0.045397
heavy,mono,rep1,TRMT44,0.066292,1,0.51174,day13,1.2007,NA
heavy,mono,rep1,TRMT44,0.066292,1,0.51174,day7,0.46005,NA
heavy,mono,rep1,POLDIP3,0.042073,1,0.43645,day13,1.4555,NA
heavy,mono,rep1,POLDIP3,0.042073,1,0.43645,day7,0.61395,0.150573
heavy,mono,rep1,ZC3H12B,-0.019767,1,0.78565,day13,0.24192,NA
heavy,mono,rep1,ZC3H12B,-0.019767,1,0.78565,day7,-0.23335,NA
heavy,mono,rep1,SNRNP200,-0.063311,1,0.72957,day13,-3.8637,0.032831
heavy,mono,rep1,SNRNP200,-0.063311,1,0.72957,day7,-2.8528,0.018116
heavy,mono,rep1,ERN2,0.036995,1,0.51532,day13,1.6692,0.039859
heavy,mono,rep1,ERN2,0.036995,1,0.51532,day7,0.44499,0.225692
heavy,mono,rep1,MEX3C,-0.025212,1,0.49763,day13,1.3761,0.036544
heavy,mono,rep1,MEX3C,-0.025212,1,0.49763,day7,0.5987,0.104158
heavy,mono,rep1,FN1,0.0024509,1,0.51639,day13,0.74258,NA
heavy,mono,rep1,FN1,0.0024509,1,0.51639,day7,0.033009,NA
heavy,mono,rep1,ANXA7,-0.1028,0.176836,0.16054,day13,0.92369,NA
heavy,mono,rep1,ANXA7,-0.1028,0.176836,0.16054,day7,0.27317,NA
heavy,mono,rep1,SFPQ,0.013129,1,0.51818,day13,-5.7412,0.006022
heavy,mono,rep1,SFPQ,0.013129,1,0.51818,day7,-3.5147,1.6e-4
heavy,mono,rep1,RPS4Y2,-0.22764,0.145529,0.12239,day13,0.75867,NA
heavy,mono,rep1,RPS4Y2,-0.22764,0.145529,0.12239,day7,0.14105,NA
heavy,mono,rep1,DDX46,0.020258,1,0.51915,day13,-4.1912,0.056629
heavy,mono,rep1,DDX46,0.020258,1,0.51915,day7,-0.35277,NA
heavy,mono,rep1,DLAT,-0.033614,1,0.75128,day13,1.7924,0.032583
heavy,mono,rep1,DLAT,-0.033614,1,0.75128,day7,0.60108,0.130453
heavy,mono,rep1,SF3B1,-0.063361,1,0.52353,day13,-5.3898,0.019987
heavy,mono,rep1,SF3B1,-0.063361,1,0.52353,day7,-2.1596,0.017427
heavy,mono,rep1,MRM2,-0.074199,1,0.46443,day13,-1.4664,0.08916
heavy,mono,rep1,MRM2,-0.074199,1,0.46443,day7,0.33046,0.28828
heavy,mono,rep1,HNRNPCL1,0.030998,1,0.52153,day13,0.66799,NA
heavy,mono,rep1,HNRNPCL1,0.030998,1,0.52153,day7,0.41212,NA
heavy,mono,rep1,MRPS24,-0.080869,1,0.3433,day13,-1.3152,0.346518
heavy,mono,rep1,MRPS24,-0.080869,1,0.3433,day7,0.31927,0.309798
heavy,mono,rep1,MYH9,0.076483,1,0.52292,day13,1.4732,0.028916
heavy,mono,rep1,MYH9,0.076483,1,0.52292,day7,0.67792,0.092457
heavy,mono,rep1,NYNRIN,-0.039792,1,0.4555,day13,-0.36488,NA
heavy,mono,rep1,NYNRIN,-0.039792,1,0.4555,day7,0.21059,NA
heavy,mono,rep1,APOBEC3C,8.5247e-4,1,0.45072,day13,0.83017,NA
heavy,mono,rep1,APOBEC3C,8.5247e-4,1,0.45072,day7,0.36604,NA
heavy,mono,rep1,CCT8,-0.10377,1,0.2263,day13,-1.2721,NA
heavy,mono,rep1,CCT8,-0.10377,1,0.2263,day7,-0.59996,NA
heavy,mono,rep1,UTP14C,-0.0090555,1,0.71361,day13,-0.2096,NA
heavy,mono,rep1,UTP14C,-0.0090555,1,0.71361,day7,-0.19571,NA
heavy,mono,rep1,EIF2AK1,0.0033464,1,0.52728,day13,1.2078,NA
heavy,mono,rep1,EIF2AK1,0.0033464,1,0.52728,day7,0.68069,0.129773
heavy,mono,rep1,FSCN1,0.0042143,1,0.52791,day13,1.1294,0.119198
heavy,mono,rep1,FSCN1,0.0042143,1,0.52791,day7,0.31574,NA
heavy,mono,rep1,SRSF12,-0.056823,1,0.54733,day13,0.32898,NA
heavy,mono,rep1,SRSF12,-0.056823,1,0.54733,day7,0.33505,NA
heavy,mono,rep1,WDR33,0.029814,1,0.52925,day13,-3.823,0.123562
heavy,mono,rep1,WDR33,0.029814,1,0.52925,day7,-2.2705,0.001715
heavy,mono,rep1,DAZAP1,-0.10867,1,0.4167,day13,0.28202,NA
heavy,mono,rep1,DAZAP1,-0.10867,1,0.4167,day7,0.19307,NA
heavy,mono,rep1,UPF3B,0.067459,1,0.46049,day13,-0.92235,NA
heavy,mono,rep1,UPF3B,0.067459,1,0.46049,day7,-0.38072,NA
heavy,mono,rep1,RPS4Y1,-0.05684,1,0.41352,day13,1.5113,0.039859
heavy,mono,rep1,RPS4Y1,-0.05684,1,0.41352,day7,0.62571,0.142883
heavy,mono,rep1,SRRM3,0.026938,1,0.53185,day13,0.59786,NA
heavy,mono,rep1,SRRM3,0.026938,1,0.53185,day7,0.31125,NA
heavy,mono,rep1,PHGDH,-0.073892,1,0.25365,day13,0.27719,NA
heavy,mono,rep1,PHGDH,-0.073892,1,0.25365,day7,-0.1826,NA
heavy,mono,rep1,GCFC2,0.013593,1,0.53307,day13,0.48334,NA
heavy,mono,rep1,GCFC2,0.013593,1,0.53307,day7,0.030326,NA
heavy,mono,rep1,EPS8L3,0.05826,1,0.53377,day13,0.29038,NA
heavy,mono,rep1,EPS8L3,0.05826,1,0.53377,day7,-0.069366,NA
heavy,mono,rep1,PDIA3,-0.055412,1,0.48771,day13,0.60278,NA
heavy,mono,rep1,PDIA3,-0.055412,1,0.48771,day7,-0.083634,NA
heavy,mono,rep1,CELF1,0.065802,1,0.53508,day13,0.79945,NA
heavy,mono,rep1,CELF1,0.065802,1,0.53508,day7,0.2542,NA
heavy,mono,rep1,H1-0,0.034182,1,0.5356,day13,0.90324,NA
heavy,mono,rep1,H1-0,0.034182,1,0.5356,day7,0.23099,NA
heavy,mono,rep1,RNH1,0.03573,1,0.46697,day13,0.25093,NA
heavy,mono,rep1,RNH1,0.03573,1,0.46697,day7,0.44132,0.226398
heavy,mono,rep1,MRPS6,-0.0063314,1,0.8486,day13,-0.75466,NA
heavy,mono,rep1,MRPS6,-0.0063314,1,0.8486,day7,0.16828,NA
heavy,mono,rep1,SLC25A48,-0.018106,1,0.65039,day13,0.31646,NA
heavy,mono,rep1,SLC25A48,-0.018106,1,0.65039,day7,0.51122,0.19678
heavy,mono,rep1,RNASE10,0.023409,1,0.53737,day13,0.74352,NA
heavy,mono,rep1,RNASE10,0.023409,1,0.53737,day7,0.11006,NA
heavy,mono,rep1,NOA1,0.043885,1,0.53751,day13,0.031647,NA
heavy,mono,rep1,NOA1,0.043885,1,0.53751,day7,0.16622,NA
heavy,mono,rep1,TUT1,0.018476,1,0.53842,day13,-5.4109,0.011404
heavy,mono,rep1,TUT1,0.018476,1,0.53842,day7,-2.475,0.003805
heavy,mono,rep1,ADARB1,0.029047,1,0.47097,day13,0.7659,NA
heavy,mono,rep1,ADARB1,0.029047,1,0.47097,day7,0.73904,0.15769
heavy,mono,rep1,KHNYN,-0.033486,1,0.73687,day13,0.88884,NA
heavy,mono,rep1,KHNYN,-0.033486,1,0.73687,day7,0.40249,NA
heavy,mono,rep1,AFF4,-0.080089,1,0.44292,day13,0.12273,NA
heavy,mono,rep1,AFF4,-0.080089,1,0.44292,day7,0.047532,NA
heavy,mono,rep1,ADD1,0.0010899,1,0.53973,day13,1.4459,0.090109
heavy,mono,rep1,ADD1,0.0010899,1,0.53973,day7,0.6656,0.159117
heavy,mono,rep1,UHMK1,0.050914,1,0.54039,day13,0.62496,NA
heavy,mono,rep1,UHMK1,0.050914,1,0.54039,day7,0.11081,NA
heavy,mono,rep1,INTS4,-0.013929,1,0.5923,day13,-4.985,0.02483
heavy,mono,rep1,INTS4,-0.013929,1,0.5923,day7,-2.073,0.002024
heavy,mono,rep1,TWF2,0.066104,1,0.54308,day13,-0.036656,NA
heavy,mono,rep1,TWF2,0.066104,1,0.54308,day7,-0.068805,NA
heavy,mono,rep1,INTS1,0.018297,1,0.54323,day13,-5.1787,0.014012
heavy,mono,rep1,INTS1,0.018297,1,0.54323,day7,-1.5969,0.00957
heavy,mono,rep1,RCC1L,0.002244,1,0.54351,day13,-2.6357,0.083354
heavy,mono,rep1,RCC1L,0.002244,1,0.54351,day7,-0.32863,NA
heavy,mono,rep1,APOB,0.038533,1,0.54384,day13,1.1706,NA
heavy,mono,rep1,APOB,0.038533,1,0.54384,day7,0.33269,NA
heavy,mono,rep1,U2AF1L4,-0.02422,1,0.3184,day13,0.40075,NA
heavy,mono,rep1,U2AF1L4,-0.02422,1,0.3184,day7,0.19042,NA
heavy,mono,rep1,R3HDM1,0.035054,1,0.4384,day13,0.15046,NA
heavy,mono,rep1,R3HDM1,0.035054,1,0.4384,day7,0.11311,NA
heavy,mono,rep1,TBRG4,0.095862,1,0.5459,day13,-0.55741,NA
heavy,mono,rep1,TBRG4,0.095862,1,0.5459,day7,-0.16797,NA
heavy,mono,rep1,RRBP1,-0.016169,1,0.69276,day13,1.4078,0.039027
heavy,mono,rep1,RRBP1,-0.016169,1,0.69276,day7,0.59473,0.130453
heavy,mono,rep1,ZCCHC8,0.0042789,1,0.54736,day13,-0.41478,NA
heavy,mono,rep1,ZCCHC8,0.0042789,1,0.54736,day7,0.096384,NA
heavy,mono,rep1,SRA1,0.058656,1,0.54755,day13,0.48045,NA
heavy,mono,rep1,SRA1,0.058656,1,0.54755,day7,0.026199,NA
heavy,mono,rep1,FDPS,-0.089704,1,0.44831,day13,0.58688,NA
heavy,mono,rep1,FDPS,-0.089704,1,0.44831,day7,0.31611,0.309686
heavy,mono,rep1,MRPL12,-0.0061419,1,0.82948,day13,-1.5103,0.099581
heavy,mono,rep1,MRPL12,-0.0061419,1,0.82948,day7,-0.30953,NA
heavy,mono,rep1,PRPF39,0.055806,1,0.54871,day13,0.041029,NA
heavy,mono,rep1,PRPF39,0.055806,1,0.54871,day7,0.32843,0.275765
heavy,mono,rep1,ZCCHC13,-0.063627,1,0.65618,day13,-0.18555,NA
heavy,mono,rep1,ZCCHC13,-0.063627,1,0.65618,day7,0.0086999,NA
heavy,mono,rep1,NTPCR,-0.0226,1,0.73659,day13,0.60367,NA
heavy,mono,rep1,NTPCR,-0.0226,1,0.73659,day7,0.36681,0.284269
heavy,mono,rep1,RAI1,-0.011605,1,0.62636,day13,0.94222,NA
heavy,mono,rep1,RAI1,-0.011605,1,0.62636,day7,0.51972,0.183097
heavy,mono,rep1,FADS2,-0.016526,1,0.84532,day13,0.89204,NA
heavy,mono,rep1,FADS2,-0.016526,1,0.84532,day7,0.32892,0.28396
heavy,mono,rep1,DDX5,0.096536,1,0.48678,day13,-0.64227,NA
heavy,mono,rep1,DDX5,0.096536,1,0.48678,day7,-0.64689,NA
heavy,mono,rep1,PEF1,0.017994,1,0.55039,day13,-0.69276,0.363677
heavy,mono,rep1,PEF1,0.017994,1,0.55039,day7,-0.42556,0.309424
heavy,mono,rep1,PARK7,0.0056322,1,0.55053,day13,1.3672,NA
heavy,mono,rep1,PARK7,0.0056322,1,0.55053,day7,0.86918,0.099834
heavy,mono,rep1,RDX,-0.031677,1,0.838,day13,1.5379,0.065904
heavy,mono,rep1,RDX,-0.031677,1,0.838,day7,0.60338,0.166741
heavy,mono,rep1,SAP18,-0.028419,1,0.3069,day13,-3.0495,0.168182
heavy,mono,rep1,SAP18,-0.028419,1,0.3069,day7,-0.28596,NA
heavy,mono,rep1,CHD3,1.6161e-4,1,0.55314,day13,1.3942,0.058413
heavy,mono,rep1,CHD3,1.6161e-4,1,0.55314,day7,0.52671,0.220204
heavy,mono,rep1,EIF3H,-0.035828,1,0.6402,day13,-0.099558,NA
heavy,mono,rep1,EIF3H,-0.035828,1,0.6402,day7,0.33175,NA
heavy,mono,rep1,ADK,-0.08369,0.219072,0.21857,day13,0.6096,NA
heavy,mono,rep1,ADK,-0.08369,0.219072,0.21857,day7,0.11538,NA
heavy,mono,rep1,TRMT10A,-0.034957,1,0.46265,day13,0.93351,NA
heavy,mono,rep1,TRMT10A,-0.034957,1,0.46265,day7,0.29335,0.150573
heavy,mono,rep1,PUF60,-0.25565,0.165219,0.1458,day13,-2.5355,0.178312
heavy,mono,rep1,PUF60,-0.25565,0.165219,0.1458,day7,-1.409,0.067428
heavy,mono,rep1,LSM14B,0.0013885,1,0.55473,day13,0.23877,NA
heavy,mono,rep1,LSM14B,0.0013885,1,0.55473,day7,-0.25102,NA
heavy,mono,rep1,REXO2,-0.021713,1,0.49155,day13,-1.6229,0.335344
heavy,mono,rep1,REXO2,-0.021713,1,0.49155,day7,-0.094115,NA
heavy,mono,rep1,CNOT9,-0.0031113,1,0.80549,day13,0.50846,NA
heavy,mono,rep1,CNOT9,-0.0031113,1,0.80549,day7,0.17418,NA
heavy,mono,rep1,GRPEL2,-0.019298,1,0.86867,day13,0.11409,NA
heavy,mono,rep1,GRPEL2,-0.019298,1,0.86867,day7,0.062044,NA
heavy,mono,rep1,CISD1,0.04541,1,0.55726,day13,1.0172,NA
heavy,mono,rep1,CISD1,0.04541,1,0.55726,day7,0.22134,NA
heavy,mono,rep1,EIF4A2,-0.0013342,1,0.57219,day13,1.6173,0.042122
heavy,mono,rep1,EIF4A2,-0.0013342,1,0.57219,day7,0.6442,0.154529
heavy,mono,rep1,SUPT4H1,0.032882,1,0.55805,day13,-2.9439,0.097749
heavy,mono,rep1,SUPT4H1,0.032882,1,0.55805,day7,-1.6986,0.051263
heavy,mono,rep1,RINT1,-0.0244,1,0.81538,day13,-0.83675,0.120082
heavy,mono,rep1,RINT1,-0.0244,1,0.81538,day7,0.63644,0.142883
heavy,mono,rep1,SETD1A,-0.17901,1,0.45746,day13,-1.2901,0.362744
heavy,mono,rep1,SETD1A,-0.17901,1,0.45746,day7,0.17829,NA
heavy,mono,rep1,ASH1L,0.055373,1,0.50468,day13,0.047934,NA
heavy,mono,rep1,ASH1L,0.055373,1,0.50468,day7,-1.2839,0.18729
heavy,mono,rep1,PPIL4,-0.14852,1,0.50911,day13,-3.7595,0.047477
heavy,mono,rep1,PPIL4,-0.14852,1,0.50911,day7,-0.5321,NA
heavy,mono,rep1,BST2,-0.0094519,1,0.61361,day13,0.68096,NA
heavy,mono,rep1,BST2,-0.0094519,1,0.61361,day7,0.21097,NA
heavy,mono,rep1,C17ORF85,0.011447,1,0.56454,day13,1.8131,0.022493
heavy,mono,rep1,C17ORF85,0.011447,1,0.56454,day7,0.97953,0.038133
heavy,mono,rep1,GSTP1,-0.020067,1,0.72063,day13,0.7247,NA
heavy,mono,rep1,GSTP1,-0.020067,1,0.72063,day7,0.16171,NA
heavy,mono,rep1,ARL6IP4,-0.021191,1,0.61057,day13,0.91593,NA
heavy,mono,rep1,ARL6IP4,-0.021191,1,0.61057,day7,0.077054,NA
heavy,mono,rep1,RBM15,0.055531,1,0.56666,day13,-0.44291,NA
heavy,mono,rep1,RBM15,0.055531,1,0.56666,day7,-0.30337,NA
heavy,mono,rep1,PUM1,-0.061339,1,0.51339,day13,0.46264,NA
heavy,mono,rep1,PUM1,-0.061339,1,0.51339,day7,0.24604,NA
heavy,mono,rep1,MAZ,-0.016585,1,0.5553,day13,0.90148,NA
heavy,mono,rep1,MAZ,-0.016585,1,0.5553,day7,0.20762,NA
heavy,mono,rep1,ZC3H13,-0.1748,0.190863,0.17591,day13,-1.2442,0.358685
heavy,mono,rep1,ZC3H13,-0.1748,0.190863,0.17591,day7,-0.29998,NA
heavy,mono,rep1,TRMT10B,0.065134,1,0.56931,day13,0.091014,NA
heavy,mono,rep1,TRMT10B,0.065134,1,0.56931,day7,-0.86154,NA
heavy,mono,rep1,ATP2A2,-0.13607,1,0.309,day13,-4.0635,0.100923
heavy,mono,rep1,ATP2A2,-0.13607,1,0.309,day7,-0.15558,NA
heavy,mono,rep1,PCDH20,-0.015794,1,0.84492,day13,1.2159,0.062345
heavy,mono,rep1,PCDH20,-0.015794,1,0.84492,day7,0.56107,0.137185
heavy,mono,rep1,MRPS26,1.1556e-4,1,0.57341,day13,-1.3057,0.315692
heavy,mono,rep1,MRPS26,1.1556e-4,1,0.57341,day7,0.20577,NA
heavy,mono,rep1,TES,-0.045553,1,0.61943,day13,0.73827,NA
heavy,mono,rep1,TES,-0.045553,1,0.61943,day7,0.13799,NA
heavy,mono,rep1,GATC,-0.019909,1,0.57986,day13,-0.073208,NA
heavy,mono,rep1,GATC,-0.019909,1,0.57986,day7,0.020562,NA
heavy,mono,rep1,ACAT1,4.7736e-4,1,0.57476,day13,0.81109,NA
heavy,mono,rep1,ACAT1,4.7736e-4,1,0.57476,day7,0.23345,NA
heavy,mono,rep1,DDX60L,0.028386,1,0.57552,day13,1.2939,NA
heavy,mono,rep1,DDX60L,0.028386,1,0.57552,day7,0.34536,NA
heavy,mono,rep1,SNRPD1,0.025153,1,0.576,day13,-3.4488,0.02359
heavy,mono,rep1,SNRPD1,0.025153,1,0.576,day7,-1.9576,0.01016
heavy,mono,rep1,CSRP1,0.051138,1,0.57616,day13,0.65893,NA
heavy,mono,rep1,CSRP1,0.051138,1,0.57616,day7,0.0877,NA
heavy,mono,rep1,HNRNPC,-0.1994,0.20238,0.19381,day13,-3.8607,0.115059
heavy,mono,rep1,HNRNPC,-0.1994,0.20238,0.19381,day7,-1.5379,0.066762
heavy,mono,rep1,RBMY1J,-0.0036508,1,0.72427,day13,1.4147,0.030074
heavy,mono,rep1,RBMY1J,-0.0036508,1,0.72427,day7,0.64368,0.057467
heavy,mono,rep1,LRRFIP2,0.010307,1,0.57727,day13,0.70294,NA
heavy,mono,rep1,LRRFIP2,0.010307,1,0.57727,day7,0.072084,NA
heavy,mono,rep1,LSM2,0.029438,1,0.57762,day13,-5.2636,0.028993
heavy,mono,rep1,LSM2,0.029438,1,0.57762,day7,-2.9215,0.001955
heavy,mono,rep1,TRAP1,-0.014492,1,0.6525,day13,0.36646,NA
heavy,mono,rep1,TRAP1,-0.014492,1,0.6525,day7,0.24024,NA
heavy,mono,rep1,SNRNP48,-0.081895,1,0.35069,day13,1.3407,0.069028
heavy,mono,rep1,SNRNP48,-0.081895,1,0.35069,day7,0.76513,0.149259
heavy,mono,rep1,LCMT2,0.027058,1,0.57884,day13,1.1432,NA
heavy,mono,rep1,LCMT2,0.027058,1,0.57884,day7,0.57179,0.202627
heavy,mono,rep1,PPP1CC,-0.06762,1,0.43389,day13,0.55258,NA
heavy,mono,rep1,PPP1CC,-0.06762,1,0.43389,day7,0.27000999999999997,NA
heavy,mono,rep1,BTF3,0.010283,1,0.57948,day13,-2.8936,0.217319
heavy,mono,rep1,BTF3,0.010283,1,0.57948,day7,-0.54514,NA
heavy,mono,rep1,GNE,0.046205,1,0.58069,day13,1.5113,0.072321
heavy,mono,rep1,GNE,0.046205,1,0.58069,day7,0.14791,NA
heavy,mono,rep1,RNASE6,-0.028745,1,0.7738,day13,1.0264,NA
heavy,mono,rep1,RNASE6,-0.028745,1,0.7738,day7,0.65824,0.155959
heavy,mono,rep1,YWHAB,0.050551,1,0.58146,day13,1.4264,0.051008
heavy,mono,rep1,YWHAB,0.050551,1,0.58146,day7,0.61207,0.156207
heavy,mono,rep1,STRAP,0.071577,1,0.58205,day13,-1.0376,NA
heavy,mono,rep1,STRAP,0.071577,1,0.58205,day7,-0.17846,NA
heavy,mono,rep1,CSNK1E,-0.059739,1,0.46617,day13,0.89169,NA
heavy,mono,rep1,CSNK1E,-0.059739,1,0.46617,day7,0.73789,0.156207
heavy,mono,rep1,HNRNPUL1,-0.0046641,1,0.78579,day13,1.3146,0.032583
heavy,mono,rep1,HNRNPUL1,-0.0046641,1,0.78579,day7,0.77691,0.121317
heavy,mono,rep1,MKRN1,-0.082048,1,0.35873,day13,0.85321,NA
heavy,mono,rep1,MKRN1,-0.082048,1,0.35873,day7,0.27866,NA
heavy,mono,rep1,PDE12,-0.00565,1,0.51086,day13,0.36282,NA
heavy,mono,rep1,PDE12,-0.00565,1,0.51086,day7,0.14765,NA
heavy,mono,rep1,SUCLG1,0.074411,1,0.5154,day13,-0.80612,NA
heavy,mono,rep1,SUCLG1,0.074411,1,0.5154,day7,-1.1162,0.192996
heavy,mono,rep1,MYO5A,0.030562,1,0.58748,day13,0.39227,NA
heavy,mono,rep1,MYO5A,0.030562,1,0.58748,day7,-0.033968,NA
heavy,mono,rep1,FKBP2,-0.045426,1,0.6552,day13,0.58069,NA
heavy,mono,rep1,FKBP2,-0.045426,1,0.6552,day7,0.26462,0.324837
heavy,mono,rep1,CAVIN1,0.0023174,1,0.59071,day13,0.5516,NA
heavy,mono,rep1,CAVIN1,0.0023174,1,0.59071,day7,0.25612,NA
heavy,mono,rep1,MYH14,-0.021186,1,0.7057,day13,0.84461,NA
heavy,mono,rep1,MYH14,-0.021186,1,0.7057,day7,0.47516,0.275765
heavy,mono,rep1,ZCCHC14,0.0053085,1,0.59176,day13,1.799,0.015873
heavy,mono,rep1,ZCCHC14,0.0053085,1,0.59176,day7,1.1565,0.010895
heavy,mono,rep1,SEC61B,-0.066105,1,0.50542,day13,0.90589,NA
heavy,mono,rep1,SEC61B,-0.066105,1,0.50542,day7,0.60077,0.170552
heavy,mono,rep1,FAM98A,0.017918,1,0.59364,day13,1.1262,0.107553
heavy,mono,rep1,FAM98A,0.017918,1,0.59364,day7,0.47765,0.16257
heavy,mono,rep1,ZC3H12D,0.031357,1,0.54694,day13,0.39434,NA
heavy,mono,rep1,ZC3H12D,0.031357,1,0.54694,day7,0.36517,NA
heavy,mono,rep1,RBM5,-0.42003,1,0.24071,day13,-0.71103,NA
heavy,mono,rep1,RBM5,-0.42003,1,0.24071,day7,-0.34463,NA
heavy,mono,rep1,EEF1G,-0.028025,1,0.42787,day13,-3.1829,0.032803
heavy,mono,rep1,EEF1G,-0.028025,1,0.42787,day7,0.12542,NA
heavy,mono,rep1,DHX32,-0.058344,1,0.39356,day13,0.89483,NA
heavy,mono,rep1,DHX32,-0.058344,1,0.39356,day7,0.54316,0.189451
heavy,mono,rep1,APEX1,-0.028729,1,0.49363,day13,0.58804,NA
heavy,mono,rep1,APEX1,-0.028729,1,0.49363,day7,0.20455,NA
heavy,mono,rep1,BZW2,0.023069,1,0.59803,day13,0.88055,NA
