treatment,control,rep,gene,lfc,fdr,p_value,day,lfc.fitness,fdr.fitness
heavy,mono,rep1,TAGLN2,0.13713,0.169974,0.1351,day13,0.49933,NA
heavy,mono,rep1,TAGLN2,0.13713,0.169974,0.1351,day7,0.25414,NA
heavy,mono,rep1,SUGP2,0.16698,0.169974,0.13531,day13,-0.5221,NA
heavy,mono,rep1,SUGP2,0.16698,0.169974,0.13531,day7,-0.28834,NA
heavy,mono,rep1,CDK13,0.0031557,1,0.13553,day13,1.3618,0.085131
heavy,mono,rep1,CDK13,0.0031557,1,0.13553,day7,0.45357,0.227189
heavy,mono,rep1,PDLIM5,0.1167,0.169974,0.13559,day13,0.36186,NA
heavy,mono,rep1,PDLIM5,0.1167,0.169974,0.13559,day7,0.19232,NA
heavy,mono,rep1,EGFP,0.14178,0.169974,0.13577,day13,1.4784,0.038051
heavy,mono,rep1,EGFP,0.14178,0.169974,0.13577,day7,0.72413,0.079328
heavy,mono,rep1,RUVBL1,0.27292,1,0.11678,day13,-6.5641,0.00706
heavy,mono,rep1,RUVBL1,0.27292,1,0.11678,day7,-3.6559,0.001091
heavy,mono,rep1,GDI2,0.039619,1,0.13632,day13,0.61764,NA
heavy,mono,rep1,GDI2,0.039619,1,0.13632,day7,0.546,0.240077
heavy,mono,rep1,CCR4,0.10333,1,0.13724,day13,1.3373,0.112428
heavy,mono,rep1,CCR4,0.10333,1,0.13724,day7,0.37006,0.275765
heavy,mono,rep1,PABPC4L,0.094058,1,0.13797,day13,0.45401,NA
heavy,mono,rep1,PABPC4L,0.094058,1,0.13797,day7,0.006424,NA
heavy,mono,rep1,FAM98B,0.17834,0.172372,0.13821,day13,-1.1239,0.34685
heavy,mono,rep1,FAM98B,0.17834,0.172372,0.13821,day7,0.12795,NA
heavy,mono,rep1,GOLGB1,0.15303,1,0.13892,day13,1.0157,0.130806
heavy,mono,rep1,GOLGB1,0.15303,1,0.13892,day7,0.35028,0.275765
heavy,mono,rep1,SRSF5,0.13336,0.172579,0.1393,day13,1.2587,0.09548
heavy,mono,rep1,SRSF5,0.13336,0.172579,0.1393,day7,0.71107,0.150573
heavy,mono,rep1,RBM48,0.15637,0.172579,0.13943,day13,-0.14738,NA
heavy,mono,rep1,RBM48,0.15637,0.172579,0.13943,day7,0.56036,0.197799
heavy,mono,rep1,CLASRP,0.030285,1,0.1407,day13,-0.47325,NA
heavy,mono,rep1,CLASRP,0.030285,1,0.1407,day7,0.082606,NA
heavy,mono,rep1,CDK11B,0.1696,1,0.14136,day13,-2.0121000000000002,0.097748
heavy,mono,rep1,CDK11B,0.1696,1,0.14136,day7,-1.6292,0.122972
heavy,mono,rep1,YBX3,0.081748,0.173963,0.1416,day13,0.27783,NA
heavy,mono,rep1,YBX3,0.081748,0.173963,0.1416,day7,0.43556,NA
heavy,mono,rep1,PRKAB2,0.099237,0.173963,0.14161,day13,0.8814,NA
heavy,mono,rep1,PRKAB2,0.099237,0.173963,0.14161,day7,0.24825,NA
heavy,mono,rep1,SAFB2,0.10445,0.174023,0.14219,day13,0.78299,NA
heavy,mono,rep1,SAFB2,0.10445,0.174023,0.14219,day7,0.3206,NA
heavy,mono,rep1,ZC3HAV1,0.092654,1,0.14287,day13,1.0852,0.041373
heavy,mono,rep1,ZC3HAV1,0.092654,1,0.14287,day7,0.55028,0.09311
heavy,mono,rep1,RNASEH2A,0.11849,1,0.1436,day13,0.38477,NA
heavy,mono,rep1,RNASEH2A,0.11849,1,0.1436,day7,0.16633,NA
heavy,mono,rep1,APOBEC3G,0.056131,1,0.14409,day13,1.0926,NA
heavy,mono,rep1,APOBEC3G,0.056131,1,0.14409,day7,0.41482,0.304616
heavy,mono,rep1,SNRPA1,0.26679,1,0.12287,day13,-4.4825,0.084835
heavy,mono,rep1,SNRPA1,0.26679,1,0.12287,day7,-1.8911,0.007254
heavy,mono,rep1,DDX42,0.13282,1,0.12318,day13,-1.8238,0.1095
heavy,mono,rep1,DDX42,0.13282,1,0.12318,day7,-0.29188,NA
heavy,mono,rep1,TPR,-0.077232,1,0.35996,day13,-1.7188,0.339226
heavy,mono,rep1,TPR,-0.077232,1,0.35996,day7,-0.25633,NA
heavy,mono,rep1,ATXN1,0.094716,0.178407,0.14632,day13,0.68689,NA
heavy,mono,rep1,ATXN1,0.094716,0.178407,0.14632,day7,0.20224,NA
heavy,mono,rep1,MAT1A,0.11661,0.178528,0.14696,day13,0.85583,NA
heavy,mono,rep1,MAT1A,0.11661,0.178528,0.14696,day7,0.60918,0.226398
heavy,mono,rep1,HNRNPUL2,0.043433,1,0.1479,day13,0.53154,NA
heavy,mono,rep1,HNRNPUL2,0.043433,1,0.1479,day7,-0.39985,NA
heavy,mono,rep1,H4C6,0.19183,0.179656,0.14844,day13,0.60547,NA
heavy,mono,rep1,H4C6,0.19183,0.179656,0.14844,day7,-0.35929,NA
heavy,mono,rep1,TRMT61A,0.079628,1,0.14868,day13,-0.86245,0.358309
heavy,mono,rep1,TRMT61A,0.079628,1,0.14868,day7,0.77542,0.121317
heavy,mono,rep1,LGALS1,-0.025645,1,0.37271,day13,0.99639,NA
heavy,mono,rep1,LGALS1,-0.025645,1,0.37271,day7,0.48963,0.220493
heavy,mono,rep1,U2AF1,0.25476,1,0.12685,day13,-2.4933,NA
heavy,mono,rep1,U2AF1,0.25476,1,0.12685,day7,-1.0194,NA
heavy,mono,rep1,TMED10,0.099299,0.186343,0.155,day13,-0.21351,NA
heavy,mono,rep1,TMED10,0.099299,0.186343,0.155,day7,-0.084497,NA
heavy,mono,rep1,YWHAZ,0.10666,0.186343,0.15516,day13,0.13864,NA
heavy,mono,rep1,YWHAZ,0.10666,0.186343,0.15516,day7,-0.073008,NA
heavy,mono,rep1,TARS2,0.11097,0.186343,0.15566,day13,-4.4585,0.05542
heavy,mono,rep1,TARS2,0.11097,0.186343,0.15566,day7,-0.26085,NA
heavy,mono,rep1,MFAP1,0.1226,1,0.15629,day13,-3.6127,0.094576
heavy,mono,rep1,MFAP1,0.1226,1,0.15629,day7,-2.1511,0.02098
heavy,mono,rep1,RTF1,0.25067,0.186789,0.15661,day13,-3.872,0.092634
heavy,mono,rep1,RTF1,0.25067,0.186789,0.15661,day7,-2.0156,0.037869
heavy,mono,rep1,AFF3,0.13711,0.187049,0.15771,day13,0.042854,NA
heavy,mono,rep1,AFF3,0.13711,0.187049,0.15771,day7,-0.18299,NA
heavy,mono,rep1,PTRHD1,0.076281,0.187049,0.15797,day13,1.2174,0.118563
heavy,mono,rep1,PTRHD1,0.076281,0.187049,0.15797,day7,0.57389,0.228618
heavy,mono,rep1,CARHSP1,0.06573,1,0.15881,day13,1.141,NA
heavy,mono,rep1,CARHSP1,0.06573,1,0.15881,day7,0.3655,0.273172
heavy,mono,rep1,DDX53,0.10478,0.187504,0.15892,day13,1.5633,0.05751
heavy,mono,rep1,DDX53,0.10478,0.187504,0.15892,day7,0.78467,0.142883
heavy,mono,rep1,NAA38,0.12317,1,0.1336,day13,0.87168,NA
heavy,mono,rep1,NAA38,0.12317,1,0.1336,day7,0.13389,NA
heavy,mono,rep1,CCDC124,0.022709,1,0.15976,day13,0.73168,NA
heavy,mono,rep1,CCDC124,0.022709,1,0.15976,day7,0.23605,NA
heavy,mono,rep1,CALR,0.098445,0.18756,0.16096,day13,0.99938,NA
heavy,mono,rep1,CALR,0.098445,0.18756,0.16096,day7,0.26813,0.183679
heavy,mono,rep1,SF3B2,0.17578,0.18756,0.16164,day13,-3.9087,0.037612
heavy,mono,rep1,SF3B2,0.17578,0.18756,0.16164,day7,-2.7525,0.008783
heavy,mono,rep1,TRMT2B,0.1394,0.18756,0.16191,day13,1.6153,0.031438
heavy,mono,rep1,TRMT2B,0.1394,0.18756,0.16191,day7,0.44266,0.29102
heavy,mono,rep1,RBMY1F,0.075685,0.18756,0.16209,day13,1.3398,0.065639
heavy,mono,rep1,RBMY1F,0.075685,0.18756,0.16209,day7,0.50955,0.156207
heavy,mono,rep1,SARS1,-0.076644,1,0.61039,day13,-2.9227,0.104425
heavy,mono,rep1,SARS1,-0.076644,1,0.61039,day7,-1.4591,0.126596
heavy,mono,rep1,LARS2,0.035522,1,0.16239,day13,-1.0566,0.123192
heavy,mono,rep1,LARS2,0.035522,1,0.16239,day7,0.029144,NA
heavy,mono,rep1,AZGP1,0.049901,1,0.16322,day13,1.213,0.035237
heavy,mono,rep1,AZGP1,0.049901,1,0.16322,day7,0.46881,0.153724
heavy,mono,rep1,LUC7L2,0.075972,0.18756,0.1633,day13,-0.098955,NA
heavy,mono,rep1,LUC7L2,0.075972,0.18756,0.1633,day7,-0.21877,NA
heavy,mono,rep1,RBM41,0.082349,1,0.164,day13,0.55918,NA
heavy,mono,rep1,RBM41,0.082349,1,0.164,day7,0.20488,NA
heavy,mono,rep1,ARC,0.084015,0.18756,0.16425,day13,1.6515,0.028916
heavy,mono,rep1,ARC,0.084015,0.18756,0.16425,day7,0.57967,0.209151
heavy,mono,rep1,ELP5,0.087329,0.18756,0.16458,day13,-2.1494,0.107083
heavy,mono,rep1,ELP5,0.087329,0.18756,0.16458,day7,0.38035,NA
heavy,mono,rep1,RNF113B,0.094088,1,0.16494,day13,1.2327,0.094564
heavy,mono,rep1,RNF113B,0.094088,1,0.16494,day7,0.40785,0.280653
heavy,mono,rep1,CNBP,0.13352,0.18756,0.16497,day13,0.048833,NA
heavy,mono,rep1,CNBP,0.13352,0.18756,0.16497,day7,-0.14845,NA
heavy,mono,rep1,NOS3,0.18138,0.18756,0.16557,day13,0.55353,NA
heavy,mono,rep1,NOS3,0.18138,0.18756,0.16557,day7,-0.1058,NA
heavy,mono,rep1,SNUPN,0.12423,0.18756,0.1659,day13,-1.8896,0.277744
heavy,mono,rep1,SNUPN,0.12423,0.18756,0.1659,day7,0.062271,NA
heavy,mono,rep1,PTMA,0.068736,1,0.16592,day13,0.504,NA
heavy,mono,rep1,PTMA,0.068736,1,0.16592,day7,0.050304,NA
heavy,mono,rep1,EIF3K,0.10127,1,0.16615,day13,0.35817,NA
heavy,mono,rep1,EIF3K,0.10127,1,0.16615,day7,0.43742,NA
heavy,mono,rep1,DENR,0.14401,0.18756,0.16616,day13,0.71502,NA
heavy,mono,rep1,DENR,0.14401,0.18756,0.16616,day7,-0.021007,NA
heavy,mono,rep1,SNTB1,0.15086,0.18756,0.16667,day13,0.69655,NA
heavy,mono,rep1,SNTB1,0.15086,0.18756,0.16667,day7,0.31813,NA
heavy,mono,rep1,DDX1,0.1125,0.18756,0.16683,day13,-0.99993,0.366595
heavy,mono,rep1,DDX1,0.1125,0.18756,0.16683,day7,0.16762,NA
heavy,mono,rep1,RC3H1,0.071538,0.18756,0.16697,day13,1.434,0.032583
heavy,mono,rep1,RC3H1,0.071538,0.18756,0.16697,day7,0.5511,0.154529
heavy,mono,rep1,ELAVL1,0.092577,0.187969,0.16791,day13,0.26911,NA
heavy,mono,rep1,ELAVL1,0.092577,0.187969,0.16791,day7,0.0056936,NA
heavy,mono,rep1,ESS2,0.16064,1,0.16854,day13,-0.98393,NA
heavy,mono,rep1,ESS2,0.16064,1,0.16854,day7,-0.39346,NA
heavy,mono,rep1,HENMT1,0.1084,0.18873500000000001,0.16917,day13,0.52791,NA
heavy,mono,rep1,HENMT1,0.1084,0.18873500000000001,0.16917,day7,0.4356,0.299588
heavy,mono,rep1,FIP1L1,0.10917,1,0.16972,day13,-1.6122,0.266568
heavy,mono,rep1,FIP1L1,0.10917,1,0.16972,day7,-0.93573,0.082081
heavy,mono,rep1,AKAP8L,0.063969,1,0.16999,day13,0.70057,NA
heavy,mono,rep1,AKAP8L,0.063969,1,0.16999,day7,0.036614,NA
heavy,mono,rep1,PPHLN1,0.13619,1,0.17076,day13,0.28559,NA
heavy,mono,rep1,PPHLN1,0.13619,1,0.17076,day7,-0.48287,0.259602
heavy,mono,rep1,COA6,0.12199,0.189867,0.17076,day13,-0.99092,0.323862
heavy,mono,rep1,COA6,0.12199,0.189867,0.17076,day7,0.11898,NA
heavy,mono,rep1,POLR2G,0.25112,0.19019,0.17163,day13,-3.663,0.050867
heavy,mono,rep1,POLR2G,0.25112,0.19019,0.17163,day7,-2.4727,0.003181
heavy,mono,rep1,ZYX,0.070026,1,0.17251,day13,1.3016,0.106682
heavy,mono,rep1,ZYX,0.070026,1,0.17251,day7,0.20195,NA
heavy,mono,rep1,NLUC,0.10331,1,0.17324,day13,1.6155,0.041142
heavy,mono,rep1,NLUC,0.10331,1,0.17324,day7,0.63614,0.149259
heavy,mono,rep1,RBM22,0.13189,1,0.17331,day13,-3.1648,0.059156
heavy,mono,rep1,RBM22,0.13189,1,0.17331,day7,-1.5373000000000001,0.034578
heavy,mono,rep1,IFIT3,0.17652,0.19145,0.17336,day13,0.67509,NA
heavy,mono,rep1,IFIT3,0.17652,0.19145,0.17336,day7,0.25877,0.154529
heavy,mono,rep1,RPUSD2,0.082362,1,0.17417,day13,-0.26344,NA
heavy,mono,rep1,RPUSD2,0.082362,1,0.17417,day7,-0.29593,NA
heavy,mono,rep1,RBMY1A1,0.10928,0.192876,0.17524,day13,1.6611,0.032583
heavy,mono,rep1,RBMY1A1,0.10928,0.192876,0.17524,day7,0.23475,NA
heavy,mono,rep1,SRSF6,0.12285,1,0.17574,day13,0.31861,NA
heavy,mono,rep1,SRSF6,0.12285,1,0.17574,day7,0.12223,NA
heavy,mono,rep1,GLE1,-0.12126,1,0.30651,day13,-0.92753,0.340302
heavy,mono,rep1,GLE1,-0.12126,1,0.30651,day7,0.038552,NA
heavy,mono,rep1,SCG3,0.022225,1,0.1765,day13,1.4682,0.025894
heavy,mono,rep1,SCG3,0.022225,1,0.1765,day7,0.55542,0.150573
heavy,mono,rep1,ESRP1,0.15121,0.193529,0.1766,day13,0.79392,NA
heavy,mono,rep1,ESRP1,0.15121,0.193529,0.1766,day7,0.11029,NA
heavy,mono,rep1,ADAT2,-0.023723,1,0.41863,day13,-0.89043,0.372855
heavy,mono,rep1,ADAT2,-0.023723,1,0.41863,day7,-1.1991,0.17868
heavy,mono,rep1,RPUSD1,0.078004,0.193529,0.17701,day13,0.94403,NA
heavy,mono,rep1,RPUSD1,0.078004,0.193529,0.17701,day7,0.49715,0.131062
heavy,mono,rep1,SLIRP,0.098966,0.193529,0.1779,day13,-0.39088,NA
heavy,mono,rep1,SLIRP,0.098966,0.193529,0.1779,day7,0.51956,0.202627
heavy,mono,rep1,DDX17,0.090335,0.193529,0.17819,day13,1.3987,0.057129
heavy,mono,rep1,DDX17,0.090335,0.193529,0.17819,day7,0.66872,0.112136
heavy,mono,rep1,MRPL14,0.063862,1,0.17827,day13,-3.7075,0.104286
heavy,mono,rep1,MRPL14,0.063862,1,0.17827,day7,-0.98458,0.149492
heavy,mono,rep1,KHDRBS2,0.059068,1,0.17878,day13,0.53165,NA
heavy,mono,rep1,KHDRBS2,0.059068,1,0.17878,day7,0.30859,NA
heavy,mono,rep1,MSL1,0.087059,0.194651,0.17981,day13,0.85713,NA
heavy,mono,rep1,MSL1,0.087059,0.194651,0.17981,day7,0.22925,NA
heavy,mono,rep1,ZFC3H1,0.060823,1,0.18031,day13,0.10204,NA
heavy,mono,rep1,ZFC3H1,0.060823,1,0.18031,day7,-0.23689,NA
heavy,mono,rep1,POLR2H,0.12286,0.195222,0.18094,day13,-4.7986,0.067009
heavy,mono,rep1,POLR2H,0.12286,0.195222,0.18094,day7,-2.6963,0.001217
heavy,mono,rep1,PRPF18,-0.035974,1,0.5252,day13,-1.9304,0.349064
heavy,mono,rep1,PRPF18,-0.035974,1,0.5252,day7,-1.0032,0.059774
heavy,mono,rep1,C19ORF66,0.12277,0.195592,0.18235,day13,0.36578,NA
heavy,mono,rep1,C19ORF66,0.12277,0.195592,0.18235,day7,-0.59252,0.23571
heavy,mono,rep1,GLRX3,0.13675,0.195592,0.18247,day13,0.98366,NA
heavy,mono,rep1,GLRX3,0.13675,0.195592,0.18247,day7,0.74777,0.141637
heavy,mono,rep1,NCOA5,0.10632,1,0.18319,day13,1.6913,0.036501
heavy,mono,rep1,NCOA5,0.10632,1,0.18319,day7,0.96538,0.045397
heavy,mono,rep1,KDM5A,0.055561,0.195739,0.18321,day13,1.667,0.025894
heavy,mono,rep1,KDM5A,0.055561,0.195739,0.18321,day7,0.71476,0.045397
heavy,mono,rep1,SYNCRIP,0.18755,1,0.18345,day13,0.21054,NA
heavy,mono,rep1,SYNCRIP,0.18755,1,0.18345,day7,-0.23377,NA
heavy,mono,rep1,CSTF3,0.091345,1,0.18377,day13,-2.1072,0.09429
heavy,mono,rep1,CSTF3,0.091345,1,0.18377,day7,-0.44323,0.077701
heavy,mono,rep1,DNAAF6,0.13753,0.197192,0.18517,day13,0.83764,NA
heavy,mono,rep1,DNAAF6,0.13753,0.197192,0.18517,day7,0.24449,NA
heavy,mono,rep1,CNN1,0.17305,0.197879,0.18677,day13,0.61546,NA
heavy,mono,rep1,CNN1,0.17305,0.197879,0.18677,day7,0.16567,NA
heavy,mono,rep1,AQR,0.17878,0.197879,0.18709,day13,-5.8214,0.011532
heavy,mono,rep1,AQR,0.17878,0.197879,0.18709,day7,-2.9775,0.001091
heavy,mono,rep1,MRPL16,-0.0058993,1,0.86757,day13,-2.6894,0.235703
heavy,mono,rep1,MRPL16,-0.0058993,1,0.86757,day7,-0.70304,0.171113
heavy,mono,rep1,RNPC3,0.10394,0.197879,0.18762,day13,-3.5392,0.047477
heavy,mono,rep1,RNPC3,0.10394,0.197879,0.18762,day7,-0.97671,0.058352
heavy,mono,rep1,HEXIM2,-0.0040461,1,0.6287,day13,0.83403,NA
heavy,mono,rep1,HEXIM2,-0.0040461,1,0.6287,day7,0.49013,0.275364
heavy,mono,rep1,CSTF2,0.078845,1,0.18819,day13,0.36786,NA
heavy,mono,rep1,CSTF2,0.078845,1,0.18819,day7,-0.076088,NA
heavy,mono,rep1,ERP29,0.049547,1,0.18868,day13,1.1859,NA
heavy,mono,rep1,ERP29,0.049547,1,0.18868,day7,0.54007,0.188828
heavy,mono,rep1,RALY,0.10191,1,0.18882,day13,1.2821,0.034403
heavy,mono,rep1,RALY,0.10191,1,0.18882,day7,0.65336,0.130453
heavy,mono,rep1,CELF3,0.033573,1,0.18956,day13,1.0642,NA
heavy,mono,rep1,CELF3,0.033573,1,0.18956,day7,0.67478,0.150573
heavy,mono,rep1,GEMIN8,0.086819,1,0.19039,day13,-3.3006,0.09429
heavy,mono,rep1,GEMIN8,0.086819,1,0.19039,day7,-0.083621,NA
heavy,mono,rep1,CMTR2,0.08281,0.199064,0.19043,day13,0.79475,NA
heavy,mono,rep1,CMTR2,0.08281,0.199064,0.19043,day7,0.59287,0.161953
heavy,mono,rep1,PTGES3L-AARSD1,0.076585,1,0.19072,day13,0.20677,NA
heavy,mono,rep1,PTGES3L-AARSD1,0.076585,1,0.19072,day7,0.16744,NA
heavy,mono,rep1,UBE2O,0.080318,0.199064,0.19075,day13,0.72627,NA
heavy,mono,rep1,UBE2O,0.080318,0.199064,0.19075,day7,0.36099,0.261647
heavy,mono,rep1,PHF5A,0.14276,0.199064,0.1911,day13,-4.0602,0.026659
heavy,mono,rep1,PHF5A,0.14276,0.199064,0.1911,day7,-2.3934,0.015843
heavy,mono,rep1,SLC25A5,0.053318,0.199064,0.19161,day13,-0.038472,NA
heavy,mono,rep1,SLC25A5,0.053318,0.199064,0.19161,day7,-0.25314,NA
heavy,mono,rep1,CSTF2T,-0.14621,1,0.40472,day13,0.091111,NA
heavy,mono,rep1,CSTF2T,-0.14621,1,0.40472,day7,-1.2477,NA
heavy,mono,rep1,TERT,0.057559,0.199064,0.19232,day13,1.5566,0.069028
heavy,mono,rep1,TERT,0.057559,0.199064,0.19232,day7,0.4129,0.240851
heavy,mono,rep1,CHCHD1,0.084819,1,0.19258,day13,-1.9448,0.075886
heavy,mono,rep1,CHCHD1,0.084819,1,0.19258,day7,-0.12566,NA
heavy,mono,rep1,PHAX,0.10105,0.199064,0.19266,day13,-5.9083,0.011532
heavy,mono,rep1,PHAX,0.10105,0.199064,0.19266,day7,-1.2063,0.022663
heavy,mono,rep1,SRP9,0.087358,0.199064,0.19313,day13,-2.342,0.228561
heavy,mono,rep1,SRP9,0.087358,0.199064,0.19313,day7,0.25305,0.309798
heavy,mono,rep1,RBMS3,0.0033702,1,0.19328,day13,1.0154,NA
heavy,mono,rep1,RBMS3,0.0033702,1,0.19328,day7,0.51603,0.248422
heavy,mono,rep1,RCC2,0.087122,0.199064,0.1936,day13,0.63213,NA
heavy,mono,rep1,RCC2,0.087122,0.199064,0.1936,day7,0.42041,0.227189
heavy,mono,rep1,CRYAB,0.091341,1,0.19374,day13,1.225,0.100774
heavy,mono,rep1,CRYAB,0.091341,1,0.19374,day7,0.65801,0.092457
heavy,mono,rep1,TIA1,0.072182,0.199314,0.19453,day13,0.68893,NA
heavy,mono,rep1,TIA1,0.072182,0.199314,0.19453,day7,0.042303,NA
heavy,mono,rep1,PATZ1,0.084912,0.199314,0.19506,day13,1.4705,0.076371
heavy,mono,rep1,PATZ1,0.084912,0.199314,0.19506,day7,0.85693,0.069554
heavy,mono,rep1,C15ORF52,0.18386,0.199793,0.19614,day13,-0.79801,0.373438
heavy,mono,rep1,C15ORF52,0.18386,0.199793,0.19614,day7,-0.89365000000000006,0.173941
heavy,mono,rep1,HINT3,0.049366,1,0.19638,day13,1.3302,0.069028
heavy,mono,rep1,HINT3,0.049366,1,0.19638,day7,0.58102,0.154529
heavy,mono,rep1,ZC3H12C,0.078994,1,0.19689,day13,0.91941,NA
heavy,mono,rep1,ZC3H12C,0.078994,1,0.19689,day7,0.17352,NA
heavy,mono,rep1,MDH1,0.063804,1,0.19746,day13,0.93169,NA
heavy,mono,rep1,MDH1,0.063804,1,0.19746,day7,0.30313,NA
heavy,mono,rep1,PABPC3,-0.028938,1,0.53674,day13,1.0242,NA
heavy,mono,rep1,PABPC3,-0.028938,1,0.53674,day7,0.39843,NA
heavy,mono,rep1,SLBP,0.11928,1,0.1989,day13,-0.89827,0.376735
heavy,mono,rep1,SLBP,0.11928,1,0.1989,day7,0.17606,NA
heavy,mono,rep1,TOP3B,0.12204,0.201684,0.19904,day13,0.57845,NA
heavy,mono,rep1,TOP3B,0.12204,0.201684,0.19904,day7,0.43538,0.212608
heavy,mono,rep1,RACK1,0.12598,1,0.1993,day13,-1.8677,0.059499
heavy,mono,rep1,RACK1,0.12598,1,0.1993,day7,-0.58976,0.05762
heavy,mono,rep1,CIAO1,0.12297,0.201684,0.19997,day13,-1.7193,0.241138
heavy,mono,rep1,CIAO1,0.12297,0.201684,0.19997,day7,0.33835,NA
heavy,mono,rep1,ZRSR2,0.094392,0.201684,0.20017,day13,-0.27154,NA
heavy,mono,rep1,ZRSR2,0.094392,0.201684,0.20017,day7,0.48693,NA
heavy,mono,rep1,CALR3,0.080197,0.201684,0.20045,day13,0.22116,NA
heavy,mono,rep1,CALR3,0.080197,0.201684,0.20045,day7,-0.11269,NA
heavy,mono,rep1,RNASE2,0.071143,1,0.20184,day13,0.10491,NA
heavy,mono,rep1,RNASE2,0.071143,1,0.20184,day7,0.11481,NA
heavy,mono,rep1,PTPN1,0.06416,1,0.20232,day13,1.8858,0.025919
heavy,mono,rep1,PTPN1,0.06416,1,0.20232,day7,0.90061,0.045397
heavy,mono,rep1,CSDE1,0.18637,0.20256,0.20237,day13,0.021855,NA
heavy,mono,rep1,CSDE1,0.18637,0.20256,0.20237,day7,0.21884,NA
heavy,mono,rep1,PMS1,0.09563,0.20256,0.20256,day13,1.3938,0.030074
heavy,mono,rep1,PMS1,0.09563,0.20256,0.20256,day7,0.62147,0.121317
heavy,mono,rep1,ZCCHC24,0.010503,1,0.20382,day13,0.84152,NA
heavy,mono,rep1,ZCCHC24,0.010503,1,0.20382,day7,-0.23602,NA
heavy,mono,rep1,PCIF1,0.083482,1,0.20383,day13,0.85567,NA
heavy,mono,rep1,PCIF1,0.083482,1,0.20383,day7,0.38656,0.220838
heavy,mono,rep1,SNRPB2,-0.016576,1,0.37109,day13,0.048204,NA
heavy,mono,rep1,SNRPB2,-0.016576,1,0.37109,day7,0.27668,NA
heavy,mono,rep1,YTHDC2,0.023938,1,0.2071,day13,-0.3031,NA
heavy,mono,rep1,YTHDC2,0.023938,1,0.2071,day7,-0.20667,NA
heavy,mono,rep1,RNASE3,-4.914e-4,1,0.8111,day13,1.3173,0.069028
heavy,mono,rep1,RNASE3,-4.914e-4,1,0.8111,day7,0.65611,0.121317
heavy,mono,rep1,STIP1,0.10426,1,0.20763,day13,0.26984,NA
heavy,mono,rep1,STIP1,0.10426,1,0.20763,day7,-0.24404,NA
heavy,mono,rep1,LSM3,0.11242,1,0.20801,day13,-1.6641,0.077619
heavy,mono,rep1,LSM3,0.11242,1,0.20801,day7,-0.63045,0.058717
heavy,mono,rep1,DDX28,0.34422,1,0.098931,day13,-3.2573,NA
heavy,mono,rep1,DDX28,0.34422,1,0.098931,day7,-1.0819,NA
heavy,mono,rep1,METTL6,0.13039,1,0.20909,day13,1.3323,0.08256
heavy,mono,rep1,METTL6,0.13039,1,0.20909,day7,0.25785,NA
heavy,mono,rep1,ILF2,0.10739,1,0.20913,day13,-0.79678,0.354072
heavy,mono,rep1,ILF2,0.10739,1,0.20913,day7,-0.21806,NA
heavy,mono,rep1,RP9,0.15455,1,0.2096,day13,1.2363,NA
heavy,mono,rep1,RP9,0.15455,1,0.2096,day7,0.4009,NA
heavy,mono,rep1,EIF4B,0.03106,1,0.21099,day13,-1.1071,NA
heavy,mono,rep1,EIF4B,0.03106,1,0.21099,day7,-0.43496,0.245002
heavy,mono,rep1,ZCCHC2,0.084646,1,0.21104,day13,0.95575,NA
heavy,mono,rep1,ZCCHC2,0.084646,1,0.21104,day7,0.083028,NA
heavy,mono,rep1,DYNC1I2,-0.054935,1,0.36989,day13,-0.95241,0.323862
heavy,mono,rep1,DYNC1I2,-0.054935,1,0.36989,day7,-0.48519,NA
heavy,mono,rep1,H4C1,0.096238,1,0.21156,day13,1.0804,0.129499
heavy,mono,rep1,H4C1,0.096238,1,0.21156,day7,0.41409,0.275765
heavy,mono,rep1,CELF2,0.035542,1,0.21376,day13,0.35126,NA
heavy,mono,rep1,CELF2,0.035542,1,0.21376,day7,-0.32607,NA
heavy,mono,rep1,CIRBP,0.084442,1,0.1807,day13,-0.012517,NA
heavy,mono,rep1,CIRBP,0.084442,1,0.1807,day7,0.0039817,NA
heavy,mono,rep1,ARHGEF2,0.11316,1,0.21493,day13,0.76462,NA
heavy,mono,rep1,ARHGEF2,0.11316,1,0.21493,day7,0.23739,NA
heavy,mono,rep1,MBNL2,0.06498,1,0.21543,day13,0.88218,NA
heavy,mono,rep1,MBNL2,0.06498,1,0.21543,day7,-0.088398,NA
heavy,mono,rep1,IPO9,0.1466,1,0.21565,day13,-0.088096,NA
heavy,mono,rep1,IPO9,0.1466,1,0.21565,day7,0.3492,0.313131
heavy,mono,rep1,EIF4G3,0.091684,1,0.21583,day13,0.26552,NA
heavy,mono,rep1,EIF4G3,0.091684,1,0.21583,day7,0.25072,NA
heavy,mono,rep1,CMSS1,0.066954,1,0.21664,day13,0.55698,NA
heavy,mono,rep1,CMSS1,0.066954,1,0.21664,day7,0.3406,0.299588
heavy,mono,rep1,RRM1,-0.084297,1,0.5042,day13,-6.4065,0.010618
heavy,mono,rep1,RRM1,-0.084297,1,0.5042,day7,-3.5277,0.001091
heavy,mono,rep1,PNLDC1,0.079993,1,0.21776,day13,1.5502,0.069028
heavy,mono,rep1,PNLDC1,0.079993,1,0.21776,day7,0.58809,0.154529
heavy,mono,rep1,EDC3,-0.0060663,1,0.79407,day13,1.3365,0.04042
heavy,mono,rep1,EDC3,-0.0060663,1,0.79407,day7,0.65743,0.13662
