treatment,control,rep,gene,lfc,fdr,p_value,day,lfc.fitness,fdr.fitness
heavy,mono,rep1,PIWIL4,-0.044463,1,0.67826,day5,1.0961,NA
heavy,mono,rep1,JAKMIP1,0.007147,1,0.91793,day13,1.7545,NA
heavy,mono,rep1,JAKMIP1,0.007147,1,0.91793,day5,0.20647,NA
heavy,mono,rep1,TDRD12,-0.066124,1,0.45768,day13,1.3751,NA
heavy,mono,rep1,TDRD12,-0.066124,1,0.45768,day5,0.18526,NA
heavy,mono,rep1,MRPL41,-0.10008,1,0.31668,day13,-2.5993,0.182975
heavy,mono,rep1,MRPL41,-0.10008,1,0.31668,day5,0.087683,NA
heavy,mono,rep1,TSNAX,-0.026078,1,0.8402,day13,0.71522,NA
heavy,mono,rep1,TSNAX,-0.026078,1,0.8402,day5,-0.96023,0.315667
heavy,mono,rep1,DYNC1H1,-0.77284,0.06934,0.051446,day13,-0.77978,NA
heavy,mono,rep1,DYNC1H1,-0.77284,0.06934,0.051446,day5,0.32045,NA
heavy,mono,rep1,ZNF473,0.0036885,1,0.91874,day13,1.2098,NA
heavy,mono,rep1,ZNF473,0.0036885,1,0.91874,day5,0.48437,NA
heavy,mono,rep1,MARS2,-0.037726,1,0.66105,day13,-1.5767,0.223404
heavy,mono,rep1,MARS2,-0.037726,1,0.66105,day5,0.22304,NA
heavy,mono,rep1,UPF2,-0.079581,1,0.48315,day13,-2.2275,0.068528
heavy,mono,rep1,UPF2,-0.079581,1,0.48315,day5,-0.29114,0.450072
heavy,mono,rep1,EEF1D,-0.060508,1,0.73023,day13,0.010866,NA
heavy,mono,rep1,EEF1D,-0.060508,1,0.73023,day5,-0.064844,NA
heavy,mono,rep1,BOLL,-0.0088832,1,0.90135,day13,1.004,NA
heavy,mono,rep1,BOLL,-0.0088832,1,0.90135,day5,0.60673,NA
heavy,mono,rep1,EIF4ENIF1,-0.0092969,1,0.70047,day13,-0.13484,0.527108
heavy,mono,rep1,EIF4ENIF1,-0.0092969,1,0.70047,day5,-0.058221,NA
heavy,mono,rep1,RPS2,-1.1391,0.011677,0.0056503,day13,-3.1181,0.121296
heavy,mono,rep1,RPS2,-1.1391,0.011677,0.0056503,day5,-0.26391,0.388826
heavy,mono,rep1,TAF9,-0.040251,1,0.69259,day13,0.29279,NA
heavy,mono,rep1,TAF9,-0.040251,1,0.69259,day5,0.059363,NA
heavy,mono,rep1,TSEN34,-0.041282,1,0.6811,day13,0.48228,NA
heavy,mono,rep1,TSEN34,-0.041282,1,0.6811,day5,0.82236,NA
heavy,mono,rep1,INTS12,-0.098445,1,0.30297,day13,1.2704,NA
heavy,mono,rep1,INTS12,-0.098445,1,0.30297,day5,0.63964,NA
heavy,mono,rep1,TSR2,-0.33,0.084283,0.063697,day13,-2.3119,0.136989
heavy,mono,rep1,TSR2,-0.33,0.084283,0.063697,day5,-0.61005,0.332761
heavy,mono,rep1,XRCC6,-0.15909,1,0.46335,day13,-1.8279,0.208273
heavy,mono,rep1,XRCC6,-0.15909,1,0.46335,day5,-0.70301,0.461527
heavy,mono,rep1,SMN2,-0.050916,1,0.63648,day13,-1.0223,0.339985
heavy,mono,rep1,SMN2,-0.050916,1,0.63648,day5,-0.21721,0.525848
heavy,mono,rep1,DNAJC2,-0.12916,1,0.36957,day13,-0.15298,NA
heavy,mono,rep1,DNAJC2,-0.12916,1,0.36957,day5,0.41674,NA
heavy,mono,rep1,DALRD3,-0.14853,0.162634,0.1424,day13,1.3873,NA
heavy,mono,rep1,DALRD3,-0.14853,0.162634,0.1424,day5,-0.20966,NA
heavy,mono,rep1,SON,-0.22987,0.105984,0.083518,day13,-3.124,0.051492
heavy,mono,rep1,SON,-0.22987,0.105984,0.083518,day5,-0.93901,0.101425
heavy,mono,rep1,ELP1,-0.20984,1,0.23544,day13,-1.1031,0.410687
heavy,mono,rep1,ELP1,-0.20984,1,0.23544,day5,-0.62956,0.433118
heavy,mono,rep1,AATF,-0.56091,0.105269,0.082711,day13,-0.68955,NA
heavy,mono,rep1,AATF,-0.56091,0.105269,0.082711,day5,-1.3944,NA
heavy,mono,rep1,MAT2A,-0.042766,1,0.77705,day13,-1.6575,0.087474
heavy,mono,rep1,MAT2A,-0.042766,1,0.77705,day5,-0.81022,0.264737
heavy,mono,rep1,EDC4,-0.049325,1,0.44436,day13,0.15111,NA
heavy,mono,rep1,EDC4,-0.049325,1,0.44436,day5,0.12264,NA
heavy,mono,rep1,MAP1B,-0.10118,1,0.44547,day13,0.27612,NA
heavy,mono,rep1,MAP1B,-0.10118,1,0.44547,day5,0.010512,NA
heavy,mono,rep1,HMGN2,-0.017943,1,0.75196,day13,0.80554,NA
heavy,mono,rep1,HMGN2,-0.017943,1,0.75196,day5,-0.037625,NA
heavy,mono,rep1,DNMT3B,-0.13371,1,0.30608,day13,1.0699,NA
heavy,mono,rep1,DNMT3B,-0.13371,1,0.30608,day5,-0.063735,NA
heavy,mono,rep1,SREK1,-0.18065,0.165745,0.14703,day13,0.34729,NA
heavy,mono,rep1,SREK1,-0.18065,0.165745,0.14703,day5,0.39484,NA
heavy,mono,rep1,CCNT1,-0.010566,1,0.88411,day13,0.72522,NA
heavy,mono,rep1,CCNT1,-0.010566,1,0.88411,day5,0.41739,NA
heavy,mono,rep1,RFC4,-0.13168,0.154494,0.13314,day13,-1.5227,0.224334
heavy,mono,rep1,RFC4,-0.13168,0.154494,0.13314,day5,0.32609,NA
heavy,mono,rep1,UBE2I,-0.12084,1,0.28575,day13,-0.92925,NA
heavy,mono,rep1,UBE2I,-0.12084,1,0.28575,day5,0.20562,NA
heavy,mono,rep1,CLK1,-0.013486,1,0.8467,day13,1.4151,NA
heavy,mono,rep1,CLK1,-0.013486,1,0.8467,day5,0.34678,NA
heavy,mono,rep1,PABPN1L,-0.046526,1,0.74354,day13,0.76682,NA
heavy,mono,rep1,PABPN1L,-0.046526,1,0.74354,day5,0.291,NA
heavy,mono,rep1,ACO2,-0.10808,1,0.22078,day13,1.2327,NA
heavy,mono,rep1,ACO2,-0.10808,1,0.22078,day5,0.70785,NA
heavy,mono,rep1,MRPS18C,-0.0093051,1,0.88932,day13,-0.82739,NA
heavy,mono,rep1,MRPS18C,-0.0093051,1,0.88932,day5,-0.59142,0.333472
heavy,mono,rep1,ZFP36,-0.009375,1,0.58293,day13,1.0406,NA
heavy,mono,rep1,ZFP36,-0.009375,1,0.58293,day5,0.44507,NA
heavy,mono,rep1,GAR1,-0.16854,1,0.20576,day13,-0.072689,NA
heavy,mono,rep1,GAR1,-0.16854,1,0.20576,day5,-0.072236,NA
heavy,mono,rep1,DYNLL1,-0.054628,1,0.67046,day13,0.12848,NA
heavy,mono,rep1,DYNLL1,-0.054628,1,0.67046,day5,-0.50842,0.483309
heavy,mono,rep1,POLR1E,-0.1686,1,0.1903,day13,-1.6566,0.242252
heavy,mono,rep1,POLR1E,-0.1686,1,0.1903,day5,0.035314,NA
heavy,mono,rep1,SND1,-0.21349,0.070312,0.052329,day13,0.86799,NA
heavy,mono,rep1,SND1,-0.21349,0.070312,0.052329,day5,0.64325,NA
heavy,mono,rep1,RNASEK,-0.065131,1,0.37295,day13,-2.0489,0.21299
heavy,mono,rep1,RNASEK,-0.065131,1,0.37295,day5,-0.80681,0.230609
heavy,mono,rep1,SLC16A3,-0.036813,1,0.62159,day13,1.2762,NA
heavy,mono,rep1,SLC16A3,-0.036813,1,0.62159,day5,0.19081,NA
heavy,mono,rep1,CAND1,-0.10674,0.179961,0.16379,day13,-0.54175,0.422431
heavy,mono,rep1,CAND1,-0.10674,0.179961,0.16379,day5,-0.47731,0.186119
heavy,mono,rep1,NSUN7,-0.20369,0.168085,0.15027,day13,1.2254,NA
heavy,mono,rep1,NSUN7,-0.20369,0.168085,0.15027,day5,0.77843,NA
heavy,mono,rep1,YARS1,-0.067708,1,0.76881,day13,-3.1248,0.079374
heavy,mono,rep1,YARS1,-0.067708,1,0.76881,day5,-0.20857,NA
heavy,mono,rep1,SERBP1,-0.12492,1,0.24395,day13,-2.3109,0.242252
heavy,mono,rep1,SERBP1,-0.12492,1,0.24395,day5,-0.90559,0.231464
heavy,mono,rep1,RPS17,-1.036,0.018579,0.010189,day13,-2.1456,0.217877
heavy,mono,rep1,RPS17,-1.036,0.018579,0.010189,day5,-0.021474,NA
heavy,mono,rep1,SUGP1,-0.18224,1,0.34209,day13,-0.038424,NA
heavy,mono,rep1,SUGP1,-0.18224,1,0.34209,day5,1.1333,NA
heavy,mono,rep1,OGN,-0.17075,0.127222,0.10348,day13,0.81777,NA
heavy,mono,rep1,OGN,-0.17075,0.127222,0.10348,day5,-0.2316,NA
heavy,mono,rep1,TDRD7,-0.07488,1,0.41291,day13,0.095757,NA
heavy,mono,rep1,TDRD7,-0.07488,1,0.41291,day5,-0.099168,0.493021
heavy,mono,rep1,MRPL23,-0.14894,0.157719,0.13664,day13,-3.9752,0.043702
heavy,mono,rep1,MRPL23,-0.14894,0.157719,0.13664,day5,-1.0811,0.19407
heavy,mono,rep1,AGO3,-0.083637,1,0.65139,day13,-0.015836,NA
heavy,mono,rep1,AGO3,-0.083637,1,0.65139,day5,0.38029,NA
heavy,mono,rep1,NOC4L,-0.23724,1,0.068716,day13,-2.5924,0.144599
heavy,mono,rep1,NOC4L,-0.23724,1,0.068716,day5,0.24477,NA
heavy,mono,rep1,CAT,-0.022445,1,0.64406,day13,0.60053,NA
heavy,mono,rep1,CAT,-0.022445,1,0.64406,day5,-0.68321,NA
heavy,mono,rep1,LIN7C,-0.098203,1,0.66526,day13,0.74917,NA
heavy,mono,rep1,LIN7C,-0.098203,1,0.66526,day5,-1.9308,0.21408
heavy,mono,rep1,DARS1,-0.22638,0.078535,0.059173,day13,-3.3037,0.040892
heavy,mono,rep1,DARS1,-0.22638,0.078535,0.059173,day5,-0.45922,0.216517
heavy,mono,rep1,ACAA2,-0.1642,1,0.26172,day13,0.22351,NA
heavy,mono,rep1,ACAA2,-0.1642,1,0.26172,day5,-0.25733,0.529677
heavy,mono,rep1,SEC62,-0.021026,1,0.69662,day13,0.69136,NA
heavy,mono,rep1,SEC62,-0.021026,1,0.69662,day5,0.01605,NA
heavy,mono,rep1,SRP54,-0.38338,0.043797,0.030376,day13,-2.346,0.067029
heavy,mono,rep1,SRP54,-0.38338,0.043797,0.030376,day5,-0.30355,0.490186
heavy,mono,rep1,RPL14,-2.8174,1,0.053217,day13,-2.6045,NA
heavy,mono,rep1,RPL14,-2.8174,1,0.053217,day5,-3.5168,NA
heavy,mono,rep1,DDX4,-0.1029,0.195442,0.18162,day13,-0.091307,NA
heavy,mono,rep1,DDX4,-0.1029,0.195442,0.18162,day5,-0.48832,NA
heavy,mono,rep1,RPP30,-0.42253,0.03044,0.019148,day13,-2.0828,0.079374
heavy,mono,rep1,RPP30,-0.42253,0.03044,0.019148,day5,0.17786,NA
heavy,mono,rep1,HBS1L,-0.027126,1,0.54282,day13,0.67496,NA
heavy,mono,rep1,HBS1L,-0.027126,1,0.54282,day5,0.59244,NA
heavy,mono,rep1,ALDH7A1,-0.26568,1,0.29151,day13,-0.23971,NA
heavy,mono,rep1,ALDH7A1,-0.26568,1,0.29151,day5,0.51132,NA
heavy,mono,rep1,EML4,-0.094436,1,0.46755,day13,0.82339,NA
heavy,mono,rep1,EML4,-0.094436,1,0.46755,day5,0.46369,NA
heavy,mono,rep1,TBCA,-0.22003,0.175901,0.15928,day13,-2.0736,0.258398
heavy,mono,rep1,TBCA,-0.22003,0.175901,0.15928,day5,0.35553,NA
heavy,mono,rep1,SETX,-0.20109,1,0.18703,day13,-1.8923,NA
heavy,mono,rep1,SETX,-0.20109,1,0.18703,day5,-0.19957,NA
heavy,mono,rep1,RBBP6,-0.10374,1,0.40052,day13,-2.2801,0.12573
heavy,mono,rep1,RBBP6,-0.10374,1,0.40052,day5,0.14006,NA
heavy,mono,rep1,PPRC1,-0.048539,1,0.76852,day13,-1.6007,NA
heavy,mono,rep1,PPRC1,-0.048539,1,0.76852,day5,-0.26484,NA
heavy,mono,rep1,ARHGEF28,-0.080561,1,0.44941,day13,-0.33886,NA
heavy,mono,rep1,ARHGEF28,-0.080561,1,0.44941,day5,-0.53612,0.360811
heavy,mono,rep1,DLD,-0.071834,1,0.75331,day13,-0.71841,0.2576
heavy,mono,rep1,DLD,-0.071834,1,0.75331,day5,-0.30472,0.346568
heavy,mono,rep1,MRPL21,-0.11927,1,0.35262,day13,-2.2051,0.211956
heavy,mono,rep1,MRPL21,-0.11927,1,0.35262,day5,-0.51536,0.344189
heavy,mono,rep1,CLK2,-0.10859,1,0.37215,day13,0.50735,NA
heavy,mono,rep1,CLK2,-0.10859,1,0.37215,day5,-0.28847,0.503047
heavy,mono,rep1,AUH,-0.21947,0.147914,0.12474,day13,-0.33861,0.527022
heavy,mono,rep1,AUH,-0.21947,0.147914,0.12474,day5,0.19662,NA
heavy,mono,rep1,YTHDF3,-0.046753,1,0.50886,day13,0.56961,NA
heavy,mono,rep1,YTHDF3,-0.046753,1,0.50886,day5,0.25983,NA
heavy,mono,rep1,MDC1,-0.10055,0.207077,0.20135,day13,-0.30034,0.528162
heavy,mono,rep1,MDC1,-0.10055,0.207077,0.20135,day5,-0.60019,0.502427
heavy,mono,rep1,SMG8,-0.14246,1,0.53191,day13,-0.19948,0.527108
heavy,mono,rep1,SMG8,-0.14246,1,0.53191,day5,-0.11394,NA
heavy,mono,rep1,EXOSC9,-0.28881,0.060644000000000003,0.043597,day13,-2.339,0.109966
heavy,mono,rep1,EXOSC9,-0.28881,0.060644000000000003,0.043597,day5,-0.34328,0.450072
heavy,mono,rep1,SWT1,-0.053306,1,0.76771,day13,0.76795,NA
heavy,mono,rep1,SWT1,-0.053306,1,0.76771,day5,-0.57021,0.400936
heavy,mono,rep1,PINX1,-0.17593,1,0.35666,day13,-2.4529,0.172174
heavy,mono,rep1,PINX1,-0.17593,1,0.35666,day5,-3.1532,0.062841
heavy,mono,rep1,ATP5F1C,-0.26407,0.19041,0.17505,day13,-0.40731,NA
heavy,mono,rep1,ATP5F1C,-0.26407,0.19041,0.17505,day5,1.315,NA
heavy,mono,rep1,PAN3,-0.22923,0.076678,0.057261,day13,0.45072,NA
heavy,mono,rep1,PAN3,-0.22923,0.076678,0.057261,day5,0.61135,NA
heavy,mono,rep1,PABPC1L2B,-0.096545,1,0.4879,day13,-0.051909,NA
heavy,mono,rep1,PABPC1L2B,-0.096545,1,0.4879,day5,-0.22123,0.493021
heavy,mono,rep1,YRDC,-0.038532,1,0.82776,day13,0.43127,NA
heavy,mono,rep1,YRDC,-0.038532,1,0.82776,day5,0.0074795,NA
heavy,mono,rep1,DDX49,-0.33255,0.053997,0.038569,day13,-1.3256,0.282969
heavy,mono,rep1,DDX49,-0.33255,0.053997,0.038569,day5,0.24523,NA
heavy,mono,rep1,PCBP1,-0.07126,1,0.52877,day13,-2.2228,0.128695
heavy,mono,rep1,PCBP1,-0.07126,1,0.52877,day5,-0.3195,NA
heavy,mono,rep1,TRMT11,-0.050098,1,0.75704,day13,0.58527,NA
heavy,mono,rep1,TRMT11,-0.050098,1,0.75704,day5,0.40159,NA
heavy,mono,rep1,NGDN,-0.59992,0.017704,0.0094639,day13,-4.3062,0.029428
heavy,mono,rep1,NGDN,-0.59992,0.017704,0.0094639,day5,-0.25363,0.230609
heavy,mono,rep1,CCDC137,-0.25326,0.1454,0.12094,day13,-0.39086,0.512741
heavy,mono,rep1,CCDC137,-0.25326,0.1454,0.12094,day5,0.27212,NA
heavy,mono,rep1,ASS1,-0.31742,0.151412,0.12943,day13,-0.37743,0.528162
heavy,mono,rep1,ASS1,-0.31742,0.151412,0.12943,day5,-0.33326,NA
heavy,mono,rep1,UBFD1,-0.042589,1,0.74365,day13,1.427,NA
heavy,mono,rep1,UBFD1,-0.042589,1,0.74365,day5,0.16261,NA
heavy,mono,rep1,ELAC1,-0.047601,1,0.76187,day13,0.74737,NA
heavy,mono,rep1,ELAC1,-0.047601,1,0.76187,day5,0.051476,NA
heavy,mono,rep1,CCAR2,-0.063576,1,0.52243,day13,0.96075,NA
heavy,mono,rep1,CCAR2,-0.063576,1,0.52243,day5,0.71232,NA
heavy,mono,rep1,NOS1,-0.054281,1,0.53297,day13,0.9451,NA
heavy,mono,rep1,NOS1,-0.054281,1,0.53297,day5,0.19449,NA
heavy,mono,rep1,PTCD3,-0.19374,0.127375,0.10406,day13,-1.2736,0.25305
heavy,mono,rep1,PTCD3,-0.19374,0.127375,0.10406,day5,-0.41218,0.498308
heavy,mono,rep1,MTPAP,-0.1197,1,0.45667,day13,-1.6052,0.157914
heavy,mono,rep1,MTPAP,-0.1197,1,0.45667,day5,0.14846,NA
heavy,mono,rep1,CELF4,-0.12834,1,0.41271,day13,0.051619,NA
heavy,mono,rep1,CELF4,-0.12834,1,0.41271,day5,-0.80575,NA
heavy,mono,rep1,LSM8,-0.099312,1,0.7774,day13,-1.9166,0.217809
heavy,mono,rep1,LSM8,-0.099312,1,0.7774,day5,-0.38512,0.42116
heavy,mono,rep1,IPO5,-0.054718,1,0.29463,day13,0.33563,NA
heavy,mono,rep1,IPO5,-0.054718,1,0.29463,day5,-0.058621,NA
heavy,mono,rep1,EIF3CL,-0.8987,0.158171,0.1374,day13,-1.3564,0.229774
heavy,mono,rep1,EIF3CL,-0.8987,0.158171,0.1374,day5,-0.99529,0.303302
heavy,mono,rep1,METTL3,-0.16183,0.174108,0.15726,day13,-1.3747,0.156717
heavy,mono,rep1,METTL3,-0.16183,0.174108,0.15726,day5,-0.20722,NA
heavy,mono,rep1,XPO4,-0.13136,0.116081,0.093079,day13,0.49336,NA
heavy,mono,rep1,XPO4,-0.13136,0.116081,0.093079,day5,0.24527,NA
heavy,mono,rep1,RBM42,-0.059267,1,0.67927,day13,-0.47426,0.416197
heavy,mono,rep1,RBM42,-0.059267,1,0.67927,day5,-0.111,NA
heavy,mono,rep1,KCTD12,-0.041185,1,0.55884,day13,0.94481,NA
heavy,mono,rep1,KCTD12,-0.041185,1,0.55884,day5,0.019687,NA
heavy,mono,rep1,TNRC6A,-0.088223,1,0.47169,day13,1.4053,NA
heavy,mono,rep1,TNRC6A,-0.088223,1,0.47169,day5,0.27473,NA
heavy,mono,rep1,TPRKB,-0.13278,1,0.49141,day13,-2.0846,0.16908
heavy,mono,rep1,TPRKB,-0.13278,1,0.49141,day5,-0.13884,NA
heavy,mono,rep1,EARS2,-0.062363,1,0.46502,day13,-1.9462,0.141151
heavy,mono,rep1,EARS2,-0.062363,1,0.46502,day5,-0.47032,0.242627
heavy,mono,rep1,HSPD1,-0.12446,1,0.31999,day13,-1.0988,0.219397
heavy,mono,rep1,HSPD1,-0.12446,1,0.31999,day5,0.25676,NA
heavy,mono,rep1,EIF4G1,-0.34295,0.077877,0.058498,day13,-1.5293,0.244937
heavy,mono,rep1,EIF4G1,-0.34295,0.077877,0.058498,day5,-0.35421,NA
heavy,mono,rep1,TENT4B,-0.10722,1,0.58898,day13,-0.25226,NA
heavy,mono,rep1,TENT4B,-0.10722,1,0.58898,day5,0.22941,NA
heavy,mono,rep1,NOVA2,-0.096919,0.106013,0.083785,day13,0.97212,NA
heavy,mono,rep1,NOVA2,-0.096919,0.106013,0.083785,day5,-0.067433,NA
heavy,mono,rep1,PSMA3,-0.54664,0.132382,0.1089,day13,-1.8698,0.142773
heavy,mono,rep1,PSMA3,-0.54664,0.132382,0.1089,day5,-0.40514,0.378481
heavy,mono,rep1,NOL11,-0.42311,0.034023,0.022264,day13,-0.83572,0.38155
heavy,mono,rep1,NOL11,-0.42311,0.034023,0.022264,day5,0.18562,NA
heavy,mono,rep1,EXOSC8,-0.1391,0.197028,0.18582,day13,-3.5523,0.034053
heavy,mono,rep1,EXOSC8,-0.1391,0.197028,0.18582,day5,-0.66525,0.216517
heavy,mono,rep1,MRPL13,-0.13299,0.158502,0.13805,day13,-1.4305,0.263318
heavy,mono,rep1,MRPL13,-0.13299,0.158502,0.13805,day5,-0.57242,0.332761
heavy,mono,rep1,ATP1A1,-0.061624,1,0.53383,day13,-1.1937,0.28842
heavy,mono,rep1,ATP1A1,-0.061624,1,0.53383,day5,-0.17845,NA
heavy,mono,rep1,STXBP1,-0.10147,1,0.35027,day13,0.17185,NA
heavy,mono,rep1,STXBP1,-0.10147,1,0.35027,day5,0.087308,NA
heavy,mono,rep1,MRPS36,-0.05019,1,0.76397,day13,0.56763,NA
heavy,mono,rep1,MRPS36,-0.05019,1,0.76397,day5,-0.059868,NA
heavy,mono,rep1,NHP2,-0.13585,0.127375,0.10419,day13,-3.4766,0.057401
heavy,mono,rep1,NHP2,-0.13585,0.127375,0.10419,day5,0.19773,NA
heavy,mono,rep1,EXOSC10,-0.10978,1,0.50447,day13,-2.2471,0.182975
heavy,mono,rep1,EXOSC10,-0.10978,1,0.50447,day5,-0.55565,0.402014
heavy,mono,rep1,EIF4A3,-0.29529,0.09847,0.076008,day13,-4.143,0.062998
heavy,mono,rep1,EIF4A3,-0.29529,0.09847,0.076008,day5,-2.9125,0.108598
heavy,mono,rep1,EIF3F,-0.46614,0.096564,0.074092,day13,-2.6313,0.128137
heavy,mono,rep1,EIF3F,-0.46614,0.096564,0.074092,day5,-1.2609,0.299004
heavy,mono,rep1,CDK5RAP1,-0.12684,0.162929,0.14303,day13,1.1846,NA
heavy,mono,rep1,CDK5RAP1,-0.12684,0.162929,0.14303,day5,0.49011,NA
heavy,mono,rep1,RPP14,-0.10498,0.19313,0.17889,day13,-0.33434,NA
heavy,mono,rep1,RPP14,-0.10498,0.19313,0.17889,day5,-0.25828,NA
heavy,mono,rep1,IFIH1,-0.12477,1,0.38249,day13,1.4411,NA
heavy,mono,rep1,IFIH1,-0.12477,1,0.38249,day5,0.10737,NA
heavy,mono,rep1,TUT7,-0.11666,0.153886,0.13226,day13,-0.07516,NA
heavy,mono,rep1,TUT7,-0.11666,0.153886,0.13226,day5,-0.047099,NA
heavy,mono,rep1,PRPF40B,-0.16864,1,0.24841,day13,-0.61345,0.43848
heavy,mono,rep1,PRPF40B,-0.16864,1,0.24841,day5,-0.68988,0.242627
heavy,mono,rep1,FNDC3A,-0.22556,0.205538,0.19843,day13,1.1926,NA
heavy,mono,rep1,FNDC3A,-0.22556,0.205538,0.19843,day5,-0.20252,0.327417
heavy,mono,rep1,MRPL35,-0.091603,1,0.50693,day13,-1.1571,0.32845
heavy,mono,rep1,MRPL35,-0.091603,1,0.50693,day5,0.095963,NA
heavy,mono,rep1,MRPL47,-0.16053,1,0.1609,day13,-1.0854,0.178889
heavy,mono,rep1,MRPL47,-0.16053,1,0.1609,day5,0.70016,NA
heavy,mono,rep1,ZNF474,-0.15732,0.195619,0.183,day13,0.49193,NA
heavy,mono,rep1,ZNF474,-0.15732,0.195619,0.183,day5,-0.045246,NA
heavy,mono,rep1,TPX2,-0.26648,1,0.39193,day13,-0.47056,NA
heavy,mono,rep1,TPX2,-0.26648,1,0.39193,day5,-0.83267,0.300585
heavy,mono,rep1,C1D,-0.12526,1,0.33981,day13,0.96797,NA
heavy,mono,rep1,C1D,-0.12526,1,0.33981,day5,0.020275,NA
heavy,mono,rep1,EIF4G2,-0.096936,0.145449,0.12165,day13,-0.43217,0.425767
heavy,mono,rep1,EIF4G2,-0.096936,0.145449,0.12165,day5,-0.6558,0.124864
heavy,mono,rep1,FUBP3,-0.15609,0.08926,0.067665,day13,0.84583,NA
heavy,mono,rep1,FUBP3,-0.15609,0.08926,0.067665,day5,0.29486,NA
heavy,mono,rep1,NAA50,-0.46825,0.063244,0.045757,day13,-0.55823,0.335775
heavy,mono,rep1,NAA50,-0.46825,0.063244,0.045757,day5,0.21021,NA
heavy,mono,rep1,DDX6,-0.11782,0.213178,0.20974,day13,-1.6304,0.223837
heavy,mono,rep1,DDX6,-0.11782,0.213178,0.20974,day5,-0.34301,0.428142
heavy,mono,rep1,RPGR,-0.12621,1,0.50982,day13,0.18627,NA
heavy,mono,rep1,RPGR,-0.12621,1,0.50982,day5,0.19714,NA
heavy,mono,rep1,MRPL51,-0.13025,0.195442,0.18222,day13,-1.2175,0.15747
heavy,mono,rep1,MRPL51,-0.13025,0.195442,0.18222,day5,0.55462,NA
heavy,mono,rep1,PSMD11,-0.47,0.098194,0.075569,day13,-2.142,0.217236
heavy,mono,rep1,PSMD11,-0.47,0.098194,0.075569,day5,-0.36868,NA
heavy,mono,rep1,SNRNP27,-0.09543,0.217777,0.21677,day13,0.63733,NA
heavy,mono,rep1,SNRNP27,-0.09543,0.217777,0.21677,day5,-0.13718,0.493021
heavy,mono,rep1,CS,-0.10398,0.166685,0.14825,day13,0.16527,NA
heavy,mono,rep1,CS,-0.10398,0.166685,0.14825,day5,-0.13668,0.489582
heavy,mono,rep1,PIH1D1,-0.078402,1,0.42501,day13,0.23413,NA
heavy,mono,rep1,PIH1D1,-0.078402,1,0.42501,day5,0.75647,NA
heavy,mono,rep1,NOM1,-0.25813,0.066497,0.048724,day13,-0.59682,0.40813
heavy,mono,rep1,NOM1,-0.25813,0.066497,0.048724,day5,-0.52028,0.257323
heavy,mono,rep1,MRPL50,-0.16479,0.104723,0.082041,day13,-1.3792,0.290161
heavy,mono,rep1,MRPL50,-0.16479,0.104723,0.082041,day5,-0.085412,0.519655
heavy,mono,rep1,LARS1,-0.21062,0.06934,0.051437,day13,-0.0093286,NA
heavy,mono,rep1,LARS1,-0.21062,0.06934,0.051437,day5,0.81349,NA
heavy,mono,rep1,DUSP9,-0.076625,1,0.36021,day13,0.36987,NA
heavy,mono,rep1,DUSP9,-0.076625,1,0.36021,day5,0.24351,NA
heavy,mono,rep1,CTIF,-0.29711,0.041085000000000003,0.028211,day13,1.4389,NA
heavy,mono,rep1,CTIF,-0.29711,0.041085000000000003,0.028211,day5,0.20331,NA
heavy,mono,rep1,HSPA5,-1.1145,1,0.03567,day13,-0.82143,0.342174
heavy,mono,rep1,HSPA5,-1.1145,1,0.03567,day5,-1.098,0.375992
heavy,mono,rep1,CDK17,-0.14884,0.145449,0.1214,day13,1.3013,NA
heavy,mono,rep1,CDK17,-0.14884,0.145449,0.1214,day5,0.63859,NA
heavy,mono,rep1,PSMB3,-0.57093,0.066248,0.048388,day13,-2.9028,0.121507
heavy,mono,rep1,PSMB3,-0.57093,0.066248,0.048388,day5,-1.0818,0.223192
heavy,mono,rep1,PSMA6,-0.64303,0.195442,0.18238,day13,-3.4907,0.038548
heavy,mono,rep1,PSMA6,-0.64303,0.195442,0.18238,day5,-1.8596,0.098893
heavy,mono,rep1,WDR36,-0.26805,0.063244,0.045725,day13,-2.6591,0.161679
heavy,mono,rep1,WDR36,-0.26805,0.063244,0.045725,day5,0.16313,NA
heavy,mono,rep1,NOL7,-0.18787,0.16756,0.14941,day13,-0.52595,0.454389
heavy,mono,rep1,NOL7,-0.18787,0.16756,0.14941,day5,0.14365,NA
heavy,mono,rep1,MRPL28,-0.1507,0.192592,0.17795,day13,-1.2491,NA
heavy,mono,rep1,MRPL28,-0.1507,0.192592,0.17795,day5,-1.4583,0.186119
heavy,mono,rep1,RC3H2,-0.093737,0.198663,0.18813,day13,-0.035412,NA
heavy,mono,rep1,RC3H2,-0.093737,0.198663,0.18813,day5,-0.34794,NA
heavy,mono,rep1,PTDSS1,-0.11674,0.205179,0.19761,day13,-0.87142,0.432514
heavy,mono,rep1,PTDSS1,-0.11674,0.205179,0.19761,day5,-0.31219,0.509565
heavy,mono,rep1,RPS14,-2.0613,1,0.028414,day13,-1.9625,0.244937
heavy,mono,rep1,RPS14,-2.0613,1,0.028414,day5,-1.4393,0.216517
heavy,mono,rep1,HSP90AB1,-0.11455,0.124056,0.099759,day13,1.0811,NA
heavy,mono,rep1,HSP90AB1,-0.11455,0.124056,0.099759,day5,0.044666,NA
