treatment,control,rep,gene,lfc,fdr,p_value,day,lfc.fitness,fdr.fitness
heavy,mono,rep1,CCR4,0.10333,1,0.13724,day13,0.9114,NA
heavy,mono,rep1,CCR4,0.10333,1,0.13724,day5,-0.047734,NA
heavy,mono,rep1,PABPC4L,0.094058,1,0.13797,day13,-0.12988,NA
heavy,mono,rep1,PABPC4L,0.094058,1,0.13797,day5,-0.35882,0.50942
heavy,mono,rep1,FAM98B,0.17834,0.172372,0.13821,day13,-0.19697,NA
heavy,mono,rep1,FAM98B,0.17834,0.172372,0.13821,day5,-0.53967,NA
heavy,mono,rep1,GOLGB1,0.15303,1,0.13892,day13,0.59897,NA
heavy,mono,rep1,GOLGB1,0.15303,1,0.13892,day5,0.092028,NA
heavy,mono,rep1,SRSF5,0.13336,0.172579,0.1393,day13,0.36047,NA
heavy,mono,rep1,SRSF5,0.13336,0.172579,0.1393,day5,0.047035,NA
heavy,mono,rep1,RBM48,0.15637,0.172579,0.13943,day13,0.010278,NA
heavy,mono,rep1,RBM48,0.15637,0.172579,0.13943,day5,0.33377,NA
heavy,mono,rep1,CLASRP,0.030285,1,0.1407,day13,0.04861,NA
heavy,mono,rep1,CLASRP,0.030285,1,0.1407,day5,0.49939,NA
heavy,mono,rep1,CDK11B,0.1696,1,0.14136,day13,-1.2457,0.155988
heavy,mono,rep1,CDK11B,0.1696,1,0.14136,day5,-0.64827,0.333472
heavy,mono,rep1,YBX3,0.081748,0.173963,0.1416,day13,0.42374,NA
heavy,mono,rep1,YBX3,0.081748,0.173963,0.1416,day5,-1.2244,0.246641
heavy,mono,rep1,PRKAB2,0.099237,0.173963,0.14161,day13,1.2477,NA
heavy,mono,rep1,PRKAB2,0.099237,0.173963,0.14161,day5,0.14799,NA
heavy,mono,rep1,SAFB2,0.10445,0.174023,0.14219,day13,0.58305,NA
heavy,mono,rep1,SAFB2,0.10445,0.174023,0.14219,day5,0.10284,NA
heavy,mono,rep1,ZC3HAV1,0.092654,1,0.14287,day13,0.75313,NA
heavy,mono,rep1,ZC3HAV1,0.092654,1,0.14287,day5,0.16318,NA
heavy,mono,rep1,RNASEH2A,0.11849,1,0.1436,day13,0.25155,NA
heavy,mono,rep1,RNASEH2A,0.11849,1,0.1436,day5,-0.028048,NA
heavy,mono,rep1,APOBEC3G,0.056131,1,0.14409,day13,0.89261,NA
heavy,mono,rep1,APOBEC3G,0.056131,1,0.14409,day5,0.48523,NA
heavy,mono,rep1,SNRPA1,0.26679,1,0.12287,day13,-2.7523,0.209991
heavy,mono,rep1,SNRPA1,0.26679,1,0.12287,day5,-0.85992,0.185858
heavy,mono,rep1,DDX42,0.13282,1,0.12318,day13,-1.0716,0.118526
heavy,mono,rep1,DDX42,0.13282,1,0.12318,day5,-0.21436,0.266614
heavy,mono,rep1,TPR,-0.077232,1,0.35996,day13,-1.8811,0.112784
heavy,mono,rep1,TPR,-0.077232,1,0.35996,day5,-0.26232,0.506592
heavy,mono,rep1,ATXN1,0.094716,0.178407,0.14632,day13,0.253,NA
heavy,mono,rep1,ATXN1,0.094716,0.178407,0.14632,day5,0.359,NA
heavy,mono,rep1,MAT1A,0.11661,0.178528,0.14696,day13,0.74327,NA
heavy,mono,rep1,MAT1A,0.11661,0.178528,0.14696,day5,0.065313,NA
heavy,mono,rep1,HNRNPUL2,0.043433,1,0.1479,day13,1.0829,NA
heavy,mono,rep1,HNRNPUL2,0.043433,1,0.1479,day5,-0.57193,NA
heavy,mono,rep1,H4C6,0.19183,0.179656,0.14844,day13,0.31119,NA
heavy,mono,rep1,H4C6,0.19183,0.179656,0.14844,day5,-0.38068,NA
heavy,mono,rep1,TRMT61A,0.079628,1,0.14868,day13,-0.037337,NA
heavy,mono,rep1,TRMT61A,0.079628,1,0.14868,day5,0.054507,NA
heavy,mono,rep1,LGALS1,-0.025645,1,0.37271,day13,0.49234,NA
heavy,mono,rep1,LGALS1,-0.025645,1,0.37271,day5,0.097077,NA
heavy,mono,rep1,U2AF1,0.25476,1,0.12685,day13,-3.8413,NA
heavy,mono,rep1,U2AF1,0.25476,1,0.12685,day5,-0.44509,NA
heavy,mono,rep1,TMED10,0.099299,0.186343,0.155,day13,-0.144,NA
heavy,mono,rep1,TMED10,0.099299,0.186343,0.155,day5,0.39654,NA
heavy,mono,rep1,YWHAZ,0.10666,0.186343,0.15516,day13,0.32384,NA
heavy,mono,rep1,YWHAZ,0.10666,0.186343,0.15516,day5,-0.27301,0.487047
heavy,mono,rep1,TARS2,0.11097,0.186343,0.15566,day13,-1.7601,0.290161
heavy,mono,rep1,TARS2,0.11097,0.186343,0.15566,day5,-0.15578,NA
heavy,mono,rep1,MFAP1,0.1226,1,0.15629,day13,-3.0925,0.108932
heavy,mono,rep1,MFAP1,0.1226,1,0.15629,day5,-0.66411,0.36841
heavy,mono,rep1,RTF1,0.25067,0.186789,0.15661,day13,-0.88844,0.446064
heavy,mono,rep1,RTF1,0.25067,0.186789,0.15661,day5,0.6109,NA
heavy,mono,rep1,AFF3,0.13711,0.187049,0.15771,day13,-0.060758,NA
heavy,mono,rep1,AFF3,0.13711,0.187049,0.15771,day5,-1.2994,0.273851
heavy,mono,rep1,PTRHD1,0.076281,0.187049,0.15797,day13,1.4692,NA
heavy,mono,rep1,PTRHD1,0.076281,0.187049,0.15797,day5,0.27462,NA
heavy,mono,rep1,CARHSP1,0.06573,1,0.15881,day13,1.244,NA
heavy,mono,rep1,CARHSP1,0.06573,1,0.15881,day5,-0.092628,0.492476
heavy,mono,rep1,DDX53,0.10478,0.187504,0.15892,day13,1.9785,0.004631
heavy,mono,rep1,DDX53,0.10478,0.187504,0.15892,day5,0.63085,NA
heavy,mono,rep1,NAA38,0.12317,1,0.1336,day13,1.087,NA
heavy,mono,rep1,NAA38,0.12317,1,0.1336,day5,0.52822,NA
heavy,mono,rep1,CCDC124,0.022709,1,0.15976,day13,0.95068,NA
heavy,mono,rep1,CCDC124,0.022709,1,0.15976,day5,0.43858,NA
heavy,mono,rep1,CALR,0.098445,0.18756,0.16096,day13,1.1087,NA
heavy,mono,rep1,CALR,0.098445,0.18756,0.16096,day5,0.42988,NA
heavy,mono,rep1,SF3B2,0.17578,0.18756,0.16164,day13,-3.0528,0.045338
heavy,mono,rep1,SF3B2,0.17578,0.18756,0.16164,day5,-1.0937,NA
heavy,mono,rep1,TRMT2B,0.1394,0.18756,0.16191,day13,1.3546,NA
heavy,mono,rep1,TRMT2B,0.1394,0.18756,0.16191,day5,-0.017689,NA
heavy,mono,rep1,RBMY1F,0.075685,0.18756,0.16209,day13,1.1261,NA
heavy,mono,rep1,RBMY1F,0.075685,0.18756,0.16209,day5,0.0047169000000000004,NA
heavy,mono,rep1,SARS1,-0.076644,1,0.61039,day13,-1.3653,0.341251
heavy,mono,rep1,SARS1,-0.076644,1,0.61039,day5,-0.31328,NA
heavy,mono,rep1,LARS2,0.035522,1,0.16239,day13,-0.67626,0.422238
heavy,mono,rep1,LARS2,0.035522,1,0.16239,day5,0.20276,NA
heavy,mono,rep1,AZGP1,0.049901,1,0.16322,day13,2.1291,NA
heavy,mono,rep1,AZGP1,0.049901,1,0.16322,day5,0.62958,NA
heavy,mono,rep1,LUC7L2,0.075972,0.18756,0.1633,day13,-0.069039,NA
heavy,mono,rep1,LUC7L2,0.075972,0.18756,0.1633,day5,-0.45654,0.216517
heavy,mono,rep1,RBM41,0.082349,1,0.164,day13,1.2412,NA
heavy,mono,rep1,RBM41,0.082349,1,0.164,day5,-0.28178,0.493021
heavy,mono,rep1,ARC,0.084015,0.18756,0.16425,day13,1.7158,NA
heavy,mono,rep1,ARC,0.084015,0.18756,0.16425,day5,0.3374,NA
heavy,mono,rep1,ELP5,0.087329,0.18756,0.16458,day13,-1.9905,0.103413
heavy,mono,rep1,ELP5,0.087329,0.18756,0.16458,day5,0.34952,NA
heavy,mono,rep1,RNF113B,0.094088,1,0.16494,day13,0.85732,NA
heavy,mono,rep1,RNF113B,0.094088,1,0.16494,day5,0.20901,NA
heavy,mono,rep1,CNBP,0.13352,0.18756,0.16497,day13,0.42296,NA
heavy,mono,rep1,CNBP,0.13352,0.18756,0.16497,day5,-0.37601,0.46458
heavy,mono,rep1,NOS3,0.18138,0.18756,0.16557,day13,-0.6843,NA
heavy,mono,rep1,NOS3,0.18138,0.18756,0.16557,day5,-1.3094,0.250125
heavy,mono,rep1,SNUPN,0.12423,0.18756,0.1659,day13,-1.2998,0.244937
heavy,mono,rep1,SNUPN,0.12423,0.18756,0.1659,day5,-0.4018,0.47815
heavy,mono,rep1,PTMA,0.068736,1,0.16592,day13,0.33936,NA
heavy,mono,rep1,PTMA,0.068736,1,0.16592,day5,0.11774,NA
heavy,mono,rep1,EIF3K,0.10127,1,0.16615,day13,-0.18391,0.478819
heavy,mono,rep1,EIF3K,0.10127,1,0.16615,day5,-0.52361,0.402644
heavy,mono,rep1,DENR,0.14401,0.18756,0.16616,day13,-0.31782,0.512501
heavy,mono,rep1,DENR,0.14401,0.18756,0.16616,day5,0.042745,NA
heavy,mono,rep1,SNTB1,0.15086,0.18756,0.16667,day13,1.0676,NA
heavy,mono,rep1,SNTB1,0.15086,0.18756,0.16667,day5,-0.49524,0.521166
heavy,mono,rep1,DDX1,0.1125,0.18756,0.16683,day13,0.58592,NA
heavy,mono,rep1,DDX1,0.1125,0.18756,0.16683,day5,0.81125,NA
heavy,mono,rep1,RC3H1,0.071538,0.18756,0.16697,day13,1.0363,NA
heavy,mono,rep1,RC3H1,0.071538,0.18756,0.16697,day5,0.033388,NA
heavy,mono,rep1,ELAVL1,0.092577,0.187969,0.16791,day13,0.034365,NA
heavy,mono,rep1,ELAVL1,0.092577,0.187969,0.16791,day5,-0.039542,NA
heavy,mono,rep1,ESS2,0.16064,1,0.16854,day13,-0.72799,NA
heavy,mono,rep1,ESS2,0.16064,1,0.16854,day5,-0.041851,NA
heavy,mono,rep1,HENMT1,0.1084,0.18873500000000001,0.16917,day13,0.21399,NA
heavy,mono,rep1,HENMT1,0.1084,0.18873500000000001,0.16917,day5,-0.44023,NA
heavy,mono,rep1,FIP1L1,0.10917,1,0.16972,day13,-0.64117,0.438364
heavy,mono,rep1,FIP1L1,0.10917,1,0.16972,day5,0.57838,NA
heavy,mono,rep1,AKAP8L,0.063969,1,0.16999,day13,1.1904,NA
heavy,mono,rep1,AKAP8L,0.063969,1,0.16999,day5,0.6116,NA
heavy,mono,rep1,PPHLN1,0.13619,1,0.17076,day13,0.86584,NA
heavy,mono,rep1,PPHLN1,0.13619,1,0.17076,day5,0.56731,NA
heavy,mono,rep1,COA6,0.12199,0.189867,0.17076,day13,-1.2707,0.119125
heavy,mono,rep1,COA6,0.12199,0.189867,0.17076,day5,-0.30659,0.389907
heavy,mono,rep1,POLR2G,0.25112,0.19019,0.17163,day13,-2.1825,0.158999
heavy,mono,rep1,POLR2G,0.25112,0.19019,0.17163,day5,-0.33015,NA
heavy,mono,rep1,ZYX,0.070026,1,0.17251,day13,1.0801,NA
heavy,mono,rep1,ZYX,0.070026,1,0.17251,day5,0.051925,NA
heavy,mono,rep1,NLUC,0.10331,1,0.17324,day13,1.8282,NA
heavy,mono,rep1,NLUC,0.10331,1,0.17324,day5,0.58055,NA
heavy,mono,rep1,RBM22,0.13189,1,0.17331,day13,-2.2283,0.099448
heavy,mono,rep1,RBM22,0.13189,1,0.17331,day5,-0.35791,NA
heavy,mono,rep1,IFIT3,0.17652,0.19145,0.17336,day13,0.13646,NA
heavy,mono,rep1,IFIT3,0.17652,0.19145,0.17336,day5,0.43442,NA
heavy,mono,rep1,RPUSD2,0.082362,1,0.17417,day13,0.69302,NA
heavy,mono,rep1,RPUSD2,0.082362,1,0.17417,day5,0.20066,NA
heavy,mono,rep1,RBMY1A1,0.10928,0.192876,0.17524,day13,1.0095,NA
heavy,mono,rep1,RBMY1A1,0.10928,0.192876,0.17524,day5,0.3175,NA
heavy,mono,rep1,SRSF6,0.12285,1,0.17574,day13,-0.12886,0.502457
heavy,mono,rep1,SRSF6,0.12285,1,0.17574,day5,0.19141,NA
heavy,mono,rep1,GLE1,-0.12126,1,0.30651,day13,-0.91681,0.484455
heavy,mono,rep1,GLE1,-0.12126,1,0.30651,day5,-0.42824,0.303446
heavy,mono,rep1,SCG3,0.022225,1,0.1765,day13,1.5009,NA
heavy,mono,rep1,SCG3,0.022225,1,0.1765,day5,0.48747,NA
heavy,mono,rep1,ESRP1,0.15121,0.193529,0.1766,day13,0.48766,NA
heavy,mono,rep1,ESRP1,0.15121,0.193529,0.1766,day5,0.43249,NA
heavy,mono,rep1,ADAT2,-0.023723,1,0.41863,day13,-0.86952,NA
heavy,mono,rep1,ADAT2,-0.023723,1,0.41863,day5,0.4236,NA
heavy,mono,rep1,RPUSD1,0.078004,0.193529,0.17701,day13,-0.13387,NA
heavy,mono,rep1,RPUSD1,0.078004,0.193529,0.17701,day5,0.26072,NA
heavy,mono,rep1,SLIRP,0.098966,0.193529,0.1779,day13,-1.1203,0.200873
heavy,mono,rep1,SLIRP,0.098966,0.193529,0.1779,day5,0.37626,NA
heavy,mono,rep1,DDX17,0.090335,0.193529,0.17819,day13,1.1051,NA
heavy,mono,rep1,DDX17,0.090335,0.193529,0.17819,day5,0.65166,NA
heavy,mono,rep1,MRPL14,0.063862,1,0.17827,day13,-1.2935,0.407646
heavy,mono,rep1,MRPL14,0.063862,1,0.17827,day5,0.70663,NA
heavy,mono,rep1,KHDRBS2,0.059068,1,0.17878,day13,0.60633,NA
heavy,mono,rep1,KHDRBS2,0.059068,1,0.17878,day5,-0.20115,0.369658
heavy,mono,rep1,MSL1,0.087059,0.194651,0.17981,day13,0.89504,NA
heavy,mono,rep1,MSL1,0.087059,0.194651,0.17981,day5,0.22473,NA
heavy,mono,rep1,ZFC3H1,0.060823,1,0.18031,day13,-0.24395,0.445701
heavy,mono,rep1,ZFC3H1,0.060823,1,0.18031,day5,-0.43724,0.345095
heavy,mono,rep1,POLR2H,0.12286,0.195222,0.18094,day13,-3.2491,0.051492
heavy,mono,rep1,POLR2H,0.12286,0.195222,0.18094,day5,-1.6603,0.108598
heavy,mono,rep1,PRPF18,-0.035974,1,0.5252,day13,-0.64574,NA
heavy,mono,rep1,PRPF18,-0.035974,1,0.5252,day5,-0.48002,0.460531
heavy,mono,rep1,C19ORF66,0.12277,0.195592,0.18235,day13,-0.30634,0.528174
heavy,mono,rep1,C19ORF66,0.12277,0.195592,0.18235,day5,-0.68919,0.490186
heavy,mono,rep1,GLRX3,0.13675,0.195592,0.18247,day13,0.72504,NA
heavy,mono,rep1,GLRX3,0.13675,0.195592,0.18247,day5,-0.16914,NA
heavy,mono,rep1,NCOA5,0.10632,1,0.18319,day13,1.6292,NA
heavy,mono,rep1,NCOA5,0.10632,1,0.18319,day5,0.50207,NA
heavy,mono,rep1,KDM5A,0.055561,0.195739,0.18321,day13,1.5286,NA
heavy,mono,rep1,KDM5A,0.055561,0.195739,0.18321,day5,0.23487,NA
heavy,mono,rep1,SYNCRIP,0.18755,1,0.18345,day13,-1.3392,0.197483
heavy,mono,rep1,SYNCRIP,0.18755,1,0.18345,day5,-1.1482,0.328963
heavy,mono,rep1,CSTF3,0.091345,1,0.18377,day13,-1.1911,0.388089
heavy,mono,rep1,CSTF3,0.091345,1,0.18377,day5,0.14186000000000001,NA
heavy,mono,rep1,DNAAF6,0.13753,0.197192,0.18517,day13,0.94443,NA
heavy,mono,rep1,DNAAF6,0.13753,0.197192,0.18517,day5,0.010396,NA
heavy,mono,rep1,CNN1,0.17305,0.197879,0.18677,day13,0.5593,NA
heavy,mono,rep1,CNN1,0.17305,0.197879,0.18677,day5,0.85243,NA
heavy,mono,rep1,AQR,0.17878,0.197879,0.18709,day13,-2.0894,0.050491
heavy,mono,rep1,AQR,0.17878,0.197879,0.18709,day5,-0.36695,NA
heavy,mono,rep1,MRPL16,-0.0058993,1,0.86757,day13,-0.84515,0.222637
heavy,mono,rep1,MRPL16,-0.0058993,1,0.86757,day5,-0.19274,0.493021
heavy,mono,rep1,RNPC3,0.10394,0.197879,0.18762,day13,-2.19,0.200623
heavy,mono,rep1,RNPC3,0.10394,0.197879,0.18762,day5,-0.50289,0.309782
heavy,mono,rep1,HEXIM2,-0.0040461,1,0.6287,day13,1.1573,NA
heavy,mono,rep1,HEXIM2,-0.0040461,1,0.6287,day5,0.17954,NA
heavy,mono,rep1,CSTF2,0.078845,1,0.18819,day13,0.2938,NA
heavy,mono,rep1,CSTF2,0.078845,1,0.18819,day5,0.2215,NA
heavy,mono,rep1,ERP29,0.049547,1,0.18868,day13,0.91356,NA
heavy,mono,rep1,ERP29,0.049547,1,0.18868,day5,0.27214,NA
heavy,mono,rep1,RALY,0.10191,1,0.18882,day13,0.85186,NA
heavy,mono,rep1,RALY,0.10191,1,0.18882,day5,0.67817,NA
heavy,mono,rep1,CELF3,0.033573,1,0.18956,day13,0.94299,NA
heavy,mono,rep1,CELF3,0.033573,1,0.18956,day5,-0.11677,0.506592
heavy,mono,rep1,GEMIN8,0.086819,1,0.19039,day13,-2.5006,0.041664
heavy,mono,rep1,GEMIN8,0.086819,1,0.19039,day5,-0.49503,NA
heavy,mono,rep1,CMTR2,0.08281,0.199064,0.19043,day13,1.5713,NA
heavy,mono,rep1,CMTR2,0.08281,0.199064,0.19043,day5,-0.065603,NA
heavy,mono,rep1,PTGES3L-AARSD1,0.076585,1,0.19072,day13,1.1419,NA
heavy,mono,rep1,PTGES3L-AARSD1,0.076585,1,0.19072,day5,1.2044,NA
heavy,mono,rep1,UBE2O,0.080318,0.199064,0.19075,day13,1.3556,NA
heavy,mono,rep1,UBE2O,0.080318,0.199064,0.19075,day5,1.1478,NA
heavy,mono,rep1,PHF5A,0.14276,0.199064,0.1911,day13,-1.5974,0.310358
heavy,mono,rep1,PHF5A,0.14276,0.199064,0.1911,day5,-1.3948,0.247658
heavy,mono,rep1,SLC25A5,0.053318,0.199064,0.19161,day13,0.58617,NA
heavy,mono,rep1,SLC25A5,0.053318,0.199064,0.19161,day5,0.0054911,NA
heavy,mono,rep1,CSTF2T,-0.14621,1,0.40472,day13,-0.34992,NA
heavy,mono,rep1,CSTF2T,-0.14621,1,0.40472,day5,-1.011,0.442724
heavy,mono,rep1,TERT,0.057559,0.199064,0.19232,day13,1.0034,NA
heavy,mono,rep1,TERT,0.057559,0.199064,0.19232,day5,0.30947,NA
heavy,mono,rep1,CHCHD1,0.084819,1,0.19258,day13,-1.7731,0.11319
heavy,mono,rep1,CHCHD1,0.084819,1,0.19258,day5,0.15197,NA
heavy,mono,rep1,PHAX,0.10105,0.199064,0.19266,day13,-3.4832,0.057401
heavy,mono,rep1,PHAX,0.10105,0.199064,0.19266,day5,-0.2794,0.492476
heavy,mono,rep1,SRP9,0.087358,0.199064,0.19313,day13,0.0011081,NA
heavy,mono,rep1,SRP9,0.087358,0.199064,0.19313,day5,-0.16037,NA
heavy,mono,rep1,RBMS3,0.0033702,1,0.19328,day13,1.0436,NA
heavy,mono,rep1,RBMS3,0.0033702,1,0.19328,day5,0.097163,NA
heavy,mono,rep1,RCC2,0.087122,0.199064,0.1936,day13,0.61238,NA
heavy,mono,rep1,RCC2,0.087122,0.199064,0.1936,day5,0.54386,NA
heavy,mono,rep1,CRYAB,0.091341,1,0.19374,day13,0.17719,NA
heavy,mono,rep1,CRYAB,0.091341,1,0.19374,day5,-0.041709,NA
heavy,mono,rep1,TIA1,0.072182,0.199314,0.19453,day13,0.13029,NA
heavy,mono,rep1,TIA1,0.072182,0.199314,0.19453,day5,-0.26556,NA
heavy,mono,rep1,PATZ1,0.084912,0.199314,0.19506,day13,1.2075,NA
heavy,mono,rep1,PATZ1,0.084912,0.199314,0.19506,day5,0.35965,NA
heavy,mono,rep1,C15ORF52,0.18386,0.199793,0.19614,day13,-0.29801,NA
heavy,mono,rep1,C15ORF52,0.18386,0.199793,0.19614,day5,-0.41796,0.41835
heavy,mono,rep1,HINT3,0.049366,1,0.19638,day13,0.97565,NA
heavy,mono,rep1,HINT3,0.049366,1,0.19638,day5,0.028284,NA
heavy,mono,rep1,ZC3H12C,0.078994,1,0.19689,day13,1.6816,NA
heavy,mono,rep1,ZC3H12C,0.078994,1,0.19689,day5,0.39916,NA
heavy,mono,rep1,MDH1,0.063804,1,0.19746,day13,0.98538,NA
heavy,mono,rep1,MDH1,0.063804,1,0.19746,day5,0.24713,NA
heavy,mono,rep1,PABPC3,-0.028938,1,0.53674,day13,1.8576,NA
heavy,mono,rep1,PABPC3,-0.028938,1,0.53674,day5,0.75866,NA
heavy,mono,rep1,SLBP,0.11928,1,0.1989,day13,-0.80236,0.432514
heavy,mono,rep1,SLBP,0.11928,1,0.1989,day5,-0.087534,NA
heavy,mono,rep1,TOP3B,0.12204,0.201684,0.19904,day13,0.1236,NA
heavy,mono,rep1,TOP3B,0.12204,0.201684,0.19904,day5,0.038125,NA
heavy,mono,rep1,RACK1,0.12598,1,0.1993,day13,-1.6277,0.171206
heavy,mono,rep1,RACK1,0.12598,1,0.1993,day5,0.57496,NA
heavy,mono,rep1,CIAO1,0.12297,0.201684,0.19997,day13,-1.7334,0.11463
heavy,mono,rep1,CIAO1,0.12297,0.201684,0.19997,day5,-0.17727,NA
heavy,mono,rep1,ZRSR2,0.094392,0.201684,0.20017,day13,-1.0069,0.366577
heavy,mono,rep1,ZRSR2,0.094392,0.201684,0.20017,day5,0.010631,NA
heavy,mono,rep1,CALR3,0.080197,0.201684,0.20045,day13,0.14179,NA
heavy,mono,rep1,CALR3,0.080197,0.201684,0.20045,day5,-0.1317,NA
heavy,mono,rep1,RNASE2,0.071143,1,0.20184,day13,0.33294,NA
heavy,mono,rep1,RNASE2,0.071143,1,0.20184,day5,0.45232,NA
heavy,mono,rep1,PTPN1,0.06416,1,0.20232,day13,1.4271,NA
heavy,mono,rep1,PTPN1,0.06416,1,0.20232,day5,0.35703,NA
heavy,mono,rep1,CSDE1,0.18637,0.20256,0.20237,day13,-0.1046,NA
heavy,mono,rep1,CSDE1,0.18637,0.20256,0.20237,day5,0.23296,NA
heavy,mono,rep1,PMS1,0.09563,0.20256,0.20256,day13,1.0496,NA
heavy,mono,rep1,PMS1,0.09563,0.20256,0.20256,day5,0.12066,NA
heavy,mono,rep1,ZCCHC24,0.010503,1,0.20382,day13,0.67201,NA
heavy,mono,rep1,ZCCHC24,0.010503,1,0.20382,day5,-0.53257,0.506592
heavy,mono,rep1,PCIF1,0.083482,1,0.20383,day13,1.1274,NA
heavy,mono,rep1,PCIF1,0.083482,1,0.20383,day5,-0.040787,0.467504
heavy,mono,rep1,SNRPB2,-0.016576,1,0.37109,day13,-0.46051,0.423476
heavy,mono,rep1,SNRPB2,-0.016576,1,0.37109,day5,-0.067126,0.513931
heavy,mono,rep1,YTHDC2,0.023938,1,0.2071,day13,0.17728,NA
heavy,mono,rep1,YTHDC2,0.023938,1,0.2071,day5,0.74527,NA
heavy,mono,rep1,RNASE3,-4.914e-4,1,0.8111,day13,1.2389,NA
heavy,mono,rep1,RNASE3,-4.914e-4,1,0.8111,day5,-0.092142,NA
heavy,mono,rep1,STIP1,0.10426,1,0.20763,day13,0.67564,NA
heavy,mono,rep1,STIP1,0.10426,1,0.20763,day5,0.37576,NA
heavy,mono,rep1,LSM3,0.11242,1,0.20801,day13,-2.8693,0.116489
heavy,mono,rep1,LSM3,0.11242,1,0.20801,day5,-0.029999,NA
heavy,mono,rep1,DDX28,0.34422,1,0.098931,day13,-0.55112,NA
heavy,mono,rep1,DDX28,0.34422,1,0.098931,day5,0.44339,NA
heavy,mono,rep1,METTL6,0.13039,1,0.20909,day13,1.3022,NA
heavy,mono,rep1,METTL6,0.13039,1,0.20909,day5,1.2205,NA
heavy,mono,rep1,ILF2,0.10739,1,0.20913,day13,-0.78246,0.445634
heavy,mono,rep1,ILF2,0.10739,1,0.20913,day5,0.070438,NA
heavy,mono,rep1,RP9,0.15455,1,0.2096,day13,0.77202,NA
heavy,mono,rep1,RP9,0.15455,1,0.2096,day5,-0.33755,NA
heavy,mono,rep1,EIF4B,0.03106,1,0.21099,day13,-0.46485,0.486302
heavy,mono,rep1,EIF4B,0.03106,1,0.21099,day5,0.017122,NA
heavy,mono,rep1,ZCCHC2,0.084646,1,0.21104,day13,0.67696,NA
heavy,mono,rep1,ZCCHC2,0.084646,1,0.21104,day5,-0.45771,0.394072
heavy,mono,rep1,DYNC1I2,-0.054935,1,0.36989,day13,-0.079999,NA
heavy,mono,rep1,DYNC1I2,-0.054935,1,0.36989,day5,0.61004,NA
heavy,mono,rep1,H4C1,0.096238,1,0.21156,day13,0.72158,NA
heavy,mono,rep1,H4C1,0.096238,1,0.21156,day5,-0.17659,0.435332
heavy,mono,rep1,CELF2,0.035542,1,0.21376,day13,0.74627,NA
heavy,mono,rep1,CELF2,0.035542,1,0.21376,day5,0.90066,NA
heavy,mono,rep1,CIRBP,0.084442,1,0.1807,day13,-1.6154,NA
heavy,mono,rep1,CIRBP,0.084442,1,0.1807,day5,-0.61432,NA
heavy,mono,rep1,ARHGEF2,0.11316,1,0.21493,day13,0.74063,NA
heavy,mono,rep1,ARHGEF2,0.11316,1,0.21493,day5,-0.2704,0.503047
heavy,mono,rep1,MBNL2,0.06498,1,0.21543,day13,0.84968,NA
heavy,mono,rep1,MBNL2,0.06498,1,0.21543,day5,0.33848,NA
heavy,mono,rep1,IPO9,0.1466,1,0.21565,day13,-0.37703,0.497837
heavy,mono,rep1,IPO9,0.1466,1,0.21565,day5,-0.30063,NA
heavy,mono,rep1,EIF4G3,0.091684,1,0.21583,day13,-0.12232,NA
heavy,mono,rep1,EIF4G3,0.091684,1,0.21583,day5,-0.7085,NA
heavy,mono,rep1,CMSS1,0.066954,1,0.21664,day13,1.2688,NA
heavy,mono,rep1,CMSS1,0.066954,1,0.21664,day5,0.52153,NA
heavy,mono,rep1,RRM1,-0.084297,1,0.5042,day13,-3.7089,0.051492
heavy,mono,rep1,RRM1,-0.084297,1,0.5042,day5,-1.9264,0.079733
heavy,mono,rep1,PNLDC1,0.079993,1,0.21776,day13,0.77351,NA
heavy,mono,rep1,PNLDC1,0.079993,1,0.21776,day5,-0.183,NA
heavy,mono,rep1,EDC3,-0.0060663,1,0.79407,day13,1.2459,NA
heavy,mono,rep1,EDC3,-0.0060663,1,0.79407,day5,0.151,NA
heavy,mono,rep1,MKRN3,-0.0042441,1,0.83531,day13,0.46131,NA
heavy,mono,rep1,MKRN3,-0.0042441,1,0.83531,day5,-0.040035,NA
heavy,mono,rep1,MAP4,0.085405,1,0.2225,day13,0.39706,NA
heavy,mono,rep1,MAP4,0.085405,1,0.2225,day5,0.30437,NA
heavy,mono,rep1,IGF2BP1,0.10158,1,0.19082,day13,-0.32973,NA
heavy,mono,rep1,IGF2BP1,0.10158,1,0.19082,day5,-0.60587,NA
heavy,mono,rep1,FASTK,0.064279,1,0.19092,day13,0.45605,NA
heavy,mono,rep1,FASTK,0.064279,1,0.19092,day5,0.87392,NA
heavy,mono,rep1,EIF3G,-0.96781,0.012494,0.0061032,day13,-3.856,0.049806
heavy,mono,rep1,EIF3G,-0.96781,0.012494,0.0061032,day5,-0.94685,0.186119
heavy,mono,rep1,LARP4B,0.08291,1,0.22481,day13,0.32834,NA
heavy,mono,rep1,LARP4B,0.08291,1,0.22481,day5,-0.17504,NA
heavy,mono,rep1,SUB1,0.070283,1,0.22551,day13,1.714,NA
heavy,mono,rep1,SUB1,0.070283,1,0.22551,day5,-0.073512,0.407026
heavy,mono,rep1,CFAP20,0.042881,1,0.2259,day13,-0.88385,0.34983
heavy,mono,rep1,CFAP20,0.042881,1,0.2259,day5,-0.48751,0.493021
heavy,mono,rep1,PPIB,0.070416,1,0.19609,day13,1.0929,NA
