gene,day,lfc,essential,n
SF3B1,13,-1.9926,essential,785
LLPH,21,-2.0978,essential,785
MECP2,5,-0.56776,non-essential,1401
SRP14,13,-1.1848,essential,785
KRR1,21,-2.0181,essential,785
ZMAT5,5,0.055303,essential,785
RPP40,13,-0.67589,essential,785
ZMAT5,21,-1.674,essential,785
APEX1,5,-0.066443,non-essential,1401
RRS1,13,-1.6526,essential,785
RBMX2,21,-1.0614,essential,785
SNU13,5,-0.67775,essential,785
IPO7,13,-0.90944,essential,785
MRPL50,21,-2.112,essential,785
SMAD5,5,0.74583,non-essential,1401
NKAP,13,-0.83243,essential,785
INTS1,21,-2.3519,essential,785
SUB1,5,-0.073512,non-essential,1401
PTCD3,13,-1.2736,essential,785
PNO1,21,-1.1062,essential,785
TSR3,5,-0.36128,non-essential,1401
MRPL34,13,-1.227,essential,785
IMP3,21,-2.1531,essential,785
HENMT1,5,-0.44023,non-essential,1401
RBMX,13,-2.0296,essential,785
PPP1R10,21,-1.762,essential,785
TDRD9,5,-0.16349,non-essential,1401
EIF5A,13,-2.5571,essential,785
NKAP,21,-2.1604,essential,785
FEN1,5,-0.3272,essential,785
DNMT1,13,-1.9454,essential,785
EIF4E,21,-2.6564,essential,785
DHX15,5,-0.049348,essential,785
THOC5,13,-1.1852,essential,785
STX18,21,-2.6347,essential,785
RBM19,5,-0.2828,essential,785
PKM,13,-1.8598,essential,785
RBM25,21,-3.5057,essential,785
YAP1,5,-0.54937,non-essential,1401
COPG1,13,-1.1368,essential,785
HNRNPC,21,-0.49596,essential,785
SRRM1,5,-0.24347,essential,785
TBCA,13,-2.0736,essential,785
DIMT1,21,-1.1384,essential,785
MAGOHB,5,-0.58141,non-essential,1401
NARS1,13,-1.2373,essential,785
DYNC1H1,21,-2.146,essential,785
AHCYL2,5,-0.17084,non-essential,1401
MRPL52,13,-1.4882,non-essential,1401
THOC3,21,-2.0688,essential,785
DNM1,5,-0.05132,non-essential,1401
ETF1,13,-1.9401,essential,785
WTAP,21,-1.4458,essential,785
TMSB4X,5,-0.56169,non-essential,1401
NOLC1,13,-0.98076,essential,785
PNPT1,21,-2.0844,essential,785
CCT8,5,-0.26614,essential,785
UBE2L3,13,-1.7172,essential,785
SF3B1,21,-1.8322,essential,785
MRPL33,5,-0.6062,non-essential,1401
PRPF6,13,-1.5607,essential,785
GTPBP10,21,-1.9336,non-essential,1401
RPL37A,5,-0.075537000000000007,essential,785
MRPL13,13,-1.4305,non-essential,1401
UBE2L3,21,-2.0958,essential,785
RBM5,5,-1.3691,non-essential,1401
FRG1,13,0.81052,non-essential,1401
PPIL4,21,-2.5949,essential,785
RPL26L1,5,-0.56094,essential,785
SNRNP40,13,-1.5109,essential,785
MRPL41,21,-2.095,essential,785
SCAMP3,5,-0.73499,non-essential,1401
DHX9,13,-1.6736,essential,785
MRPS7,21,-1.5626,non-essential,1401
ANKHD1,5,-0.17611,non-essential,1401
PUF60,13,-2.0135,essential,785
PPWD1,21,-1.6136,essential,785
RAMAC,5,-0.45426,non-essential,1401
RPS11,13,-1.519,essential,785
ZC3H8,21,-1.6561,essential,785
XIRP1,5,0.62828,non-essential,1401
URB2,13,-1.8885,essential,785
FKBP1A,21,-1.6371,non-essential,1401
MSN,5,-0.26303,non-essential,1401
THOC2,13,-2.031,essential,785
MYBBP1A,21,-2.2121,essential,785
RPRD1B,5,-0.35502,non-essential,1401
MRPS2,13,-1.5125,non-essential,1401
MRPL4,21,-1.8491,essential,785
EIF3E,5,-0.36355,essential,785
RPS10,13,-2.5001,essential,785
EIF3CL,21,-0.64653,non-essential,1401
DIS3L2,5,0.18658,non-essential,1401
RPS14,13,-1.9625,essential,785
MRPL58,21,-1.2966,essential,785
CALD1,5,-0.33103,non-essential,1401
FTSJ3,13,-1.7833,essential,785
HNRNPH1,21,-1.9124,essential,785
PHF6,5,-0.34088,non-essential,1401
RPL13A,13,-1.9867,essential,785
TBCA,21,-1.9127,essential,785
SF1,5,-0.39007,essential,785
WDR46,13,-1.9124,essential,785
MRPL12,21,-1.637,non-essential,1401
TMEM214,5,-0.16305,non-essential,1401
GNL3,13,-1.6724,essential,785
PRORP,21,-1.6161,non-essential,1401
STRAP,5,0.1022,essential,785
TOP1,13,-1.6377,essential,785
U2AF2,21,-0.93243,essential,785
RSL24D1,5,-0.35678,essential,785
DLD,13,-0.71841,non-essential,1401
MCAT,21,-1.3539,non-essential,1401
LMNA,5,0.2827,non-essential,1401
DDX49,13,-1.3256,essential,785
TEFM,21,-1.5264,essential,785
HSPA1A,5,-0.12284,non-essential,1401
MRPL2,13,-1.8127,non-essential,1401
SPEN,21,-1.6094,non-essential,1401
C15ORF52,5,-0.41796,non-essential,1401
DDX51,13,-1.9098,essential,785
PSMD1,21,-1.8298,essential,785
ISCU,5,0.18085,essential,785
NIFK,13,-1.0676,essential,785
ENDOU,21,-0.82047,non-essential,1401
SUPT16H,5,-0.31684,essential,785
ZMAT2,13,-1.868,essential,785
TGS1,21,-0.61613,essential,785
RPS10,5,-0.58312,essential,785
HNRNPC,13,-1.5336,essential,785
TXNL4B,21,-1.0525,essential,785
LSM8,5,-0.38512,essential,785
PSMD1,13,-1.4785,essential,785
THOC2,21,-1.0457,essential,785
RPS5,5,-0.79832,essential,785
NUBP1,13,-1.7155,essential,785
MRPS18A,21,-1.7756,essential,785
EIF2B5,5,-0.57597,essential,785
MRPL18,13,-1.7835,non-essential,1401
RPL13A,21,-1.9143,essential,785
PARP12,5,0.35902,non-essential,1401
ATP1A1,13,-1.1937,non-essential,1401
CMTR1,21,-2.0679,essential,785
PTBP1,5,0.0877,non-essential,1401
PWP2,13,-1.8092,essential,785
HSPD1,21,-1.7383,essential,785
UPF1,5,-0.1465,essential,785
SUPV3L1,13,-0.85609,essential,785
RARS1,21,-0.82044,essential,785
LSM4,5,-0.57507,essential,785
MRPL50,13,-1.3792,essential,785
EIF5,21,-0.14314,essential,785
MRPS14,5,-0.038188,essential,785
MRPS31,13,-1.9831,non-essential,1401
EIF3D,21,-1.223,essential,785
H4C13,5,-0.10007,non-essential,1401
TSFM,13,-1.1487,non-essential,1401
NUP93,21,-1.8421,essential,785
AFF4,5,-0.3362,non-essential,1401
VIRMA,13,-1.2918,essential,785
EIF4A1,21,-1.7645,essential,785
DDX49,5,0.24523,essential,785
TARS2,13,-1.7601,non-essential,1401
MRPL19,21,-1.6903,non-essential,1401
IGF2BP2,5,-0.21184,non-essential,1401
HARS2,13,-0.64086,non-essential,1401
TARS2,21,-2.0476,non-essential,1401
XRN1,5,-0.40211,non-essential,1401
GNL2,13,-1.6101,essential,785
RINT1,21,-1.2902,essential,785
RBM23,5,-0.072516,non-essential,1401
RBBP5,13,-1.7612,essential,785
SNRNP200,21,-1.5143,essential,785
RPL13A,5,-0.44153,essential,785
TNPO3,13,-1.9245,essential,785
ELP2,21,-1.732,non-essential,1401
RPL15,5,-0.025812,essential,785
PNO1,13,-1.8184,essential,785
HNRNPU,21,-1.7137,essential,785
PSMA2,5,-0.34314,essential,785
RBMX2,13,-2.2493,essential,785
NOM1,21,-0.64391,essential,785
EIF2S2,5,-0.67919,essential,785
PDCD11,13,-1.5452,essential,785
DHX30,21,-1.7012,non-essential,1401
GOT2,5,-0.039227,non-essential,1401
NOL8,13,-1.6274,essential,785
LSM8,21,-0.6011,essential,785
DDX6,5,-0.34301,essential,785
HNRNPU,13,-1.2723,essential,785
EIF5B,21,-1.5433,non-essential,1401
SMNDC1,5,0.14995,essential,785
DNAJA1,13,-1.2772,non-essential,1401
CHMP4B,21,0.30014,essential,785
HNRNPUL2,5,-0.57193,non-essential,1401
EWSR1,13,-1.3722,essential,785
ASCC3,21,-1.3707,non-essential,1401
ERH,5,-0.26869,essential,785
LIMA1,13,-1.2917,non-essential,1401
INTS3,21,-1.8504,essential,785
NOC2L,5,-0.40926,essential,785
PHF5A,13,-1.5974,essential,785
SNRPB2,21,-1.4959,non-essential,1401
GARS1,5,-0.49482,essential,785
TXNL4B,13,-1.2688,essential,785
EIF3M,21,-1.1375,essential,785
SRSF4,5,-0.35153,non-essential,1401
UTP23,13,-0.82143,essential,785
RAMAC,21,-1.1798,non-essential,1401
PPIB,5,-0.15462,non-essential,1401
POP5,13,-1.4261,essential,785
MRPS14,21,-1.6777,essential,785
SRRM3,5,-0.10122,non-essential,1401
HEXIM1,13,-1.3688,non-essential,1401
RPRD1B,21,-1.4114,non-essential,1401
TRIM25,5,-0.64225,non-essential,1401
RAMAC,13,-1.8923,non-essential,1401
WBP11,21,-0.88776,essential,785
DROSHA,5,0.5315,essential,785
RPS5,13,-2.3391,essential,785
MRPS16,21,-1.6611,essential,785
PYM1,5,-0.49647,non-essential,1401
NSA2,13,-1.556,essential,785
ATP2A2,21,-2.2982,essential,785
APOBEC2,5,-0.023454,non-essential,1401
COPB1,13,-1.3458,essential,785
FARS2,21,-1.2752,non-essential,1401
ELP1,5,-0.62956,essential,785
SNRNP35,13,-0.51352,essential,785
PRMT1,21,-1.564,essential,785
LMF2,5,0.49421,non-essential,1401
FARSB,13,-1.7802,essential,785
CFL1,21,-1.6717,essential,785
CSTB,5,-0.33088,non-essential,1401
WARS1,13,-1.58,essential,785
PTCD3,21,-1.6384,essential,785
H4C1,5,-0.17659,non-essential,1401
RSL1D1,13,-1.6568,essential,785
CFAP20,21,-1.9089,non-essential,1401
NFX1,5,-0.71274,non-essential,1401
ZMAT5,13,-0.992,essential,785
DCPS,21,-1.5097,non-essential,1401
BRD2,5,0.12672,non-essential,1401
PCF11,13,-1.2614,essential,785
PRPF6,21,-0.28119,essential,785
CRYAB,5,-0.041709,non-essential,1401
AATF,13,-0.68955,essential,785
DDX39B,21,-1.565,essential,785
LSM6,5,0.24913,essential,785
TUBB,13,-1.7973,essential,785
EXOSC7,21,-1.4488,essential,785
DIAPH1,5,0.178,non-essential,1401
MRPL36,13,-0.74764,essential,785
SRPRB,21,-1.3371,essential,785
YRDC,5,0.0074795,essential,785
INTS9,13,-1.0657,essential,785
RPS11,21,-1.758,essential,785
NOS2,5,-0.12173,non-essential,1401
CAPRIN1,13,0.39424,non-essential,1401
C1QBP,21,-0.24532,non-essential,1401
CSTF2T,5,-1.011,non-essential,1401
MRPS6,13,-0.95882,non-essential,1401
MRPS18B,21,-1.5381,non-essential,1401
ELP3,5,-0.077384,essential,785
MRPL35,13,-1.1571,essential,785
C1ORF131,21,-1.6165,non-essential,1401
ATXN2L,5,-0.16602,non-essential,1401
GPATCH1,13,-1.6906,non-essential,1401
DHX33,21,-1.9385,essential,785
SIDT2,5,-0.027699,non-essential,1401
WDR12,13,-1.1562,essential,785
SSBP1,21,-1.7408,non-essential,1401
FLUC,5,-0.26582,non-essential,1401
RBM17,13,-2.1039,essential,785
PABPC1L2B,21,-1.5396,non-essential,1401
PPP1CC,5,-0.19096,non-essential,1401
TMA16,13,-1.7459,essential,785
GEMIN2,21,-1.2532,essential,785
RNF113B,5,0.20901,non-essential,1401
LSM2,13,-1.505,essential,785
RPP38,21,-2.1767,essential,785
RIF1,5,-0.51428,non-essential,1401
PELP1,13,-2.0831,essential,785
MRPS9,21,-1.3555,non-essential,1401
WRAP53,5,-0.47701,non-essential,1401
METAP2,13,-0.98765,essential,785
INTS7,21,-1.1983,essential,785
HSP90B1,5,-0.31908,essential,785
MPHOSPH10,13,-0.54439,essential,785
SSRP1,21,-1.4904,essential,785
GPR161,5,-0.48104,non-essential,1401
PES1,13,-1.8333,essential,785
DNAJC17,21,-2.2309,essential,785
SRSF2,5,-0.32958,essential,785
NUP153,13,0.26898,essential,785
TCP1,21,-1.5971,essential,785
PABPN1,5,0.048311,essential,785
POLR2J2,13,-0.70625,non-essential,1401
SMN1,21,-0.41655,non-essential,1401
CDKN2A,5,-0.4401,non-essential,1401
KHSRP,13,-1.1101,non-essential,1401
INTS5,21,0.4981,essential,785
C11ORF68,5,-0.10503,non-essential,1401
INTS5,13,0.40574,essential,785
HNRNPA1,21,-1.3189,non-essential,1401
MEX3B,5,-0.014848,non-essential,1401
SSBP1,13,-0.87529,non-essential,1401
AFF1,21,-1.1664,non-essential,1401
CAVIN1,5,0.057147,non-essential,1401
RBM25,13,-2.8773,essential,785
MRPL40,21,-1.4307,non-essential,1401
METTL3,5,-0.20722,essential,785
RRP36,13,-1.5005,non-essential,1401
NARS1,21,-1.8293,essential,785
PRPF4,5,-0.4933,essential,785
SMN2,13,-1.0223,non-essential,1401
MTDH,21,1.2963,non-essential,1401
SCAF8,5,0.29805,non-essential,1401
MRPL42,13,-0.94222,non-essential,1401
SNRPA1,21,-2.0379,essential,785
RPL38,5,-0.083589,essential,785
SARS1,13,-1.3653,essential,785
PRPF40B,21,-1.4198,non-essential,1401
RBM15,5,-0.243,non-essential,1401
RPL7L1,13,-1.4446,essential,785
HNRNPA1L2,21,-1.5475,non-essential,1401
PTCD2,5,-0.48221,non-essential,1401
GNL3L,13,-1.0909,essential,785
RPS3A,21,-2.1763,essential,785
MRPS24,5,-0.057555,non-essential,1401
ELAPOR1,13,-1.0704,non-essential,1401
IBA57,21,-1.6031,non-essential,1401
EPB41,5,0.48241,non-essential,1401
CDC40,13,-1.2685,essential,785
COPB1,21,-1.5746,essential,785
FAM98C,5,-0.40557,non-essential,1401
HMGB1,13,-1.6213,non-essential,1401
CDC5L,21,-1.3633,essential,785
TARDBP,5,-0.047205,essential,785
NAA50,13,-0.55823,essential,785
SUPT16H,21,-2.1582,essential,785
LARP1B,5,-0.27123,non-essential,1401
APOBEC1,13,-1.1124,non-essential,1401
CLTC,21,-1.2735,essential,785
EXOSC9,5,-0.34328,essential,785
SF3B4,13,-1.779,essential,785
TRMT5,21,-1.1073,essential,785
DDX10,5,0.11906,essential,785
ZC3H12D,13,-1.0338,non-essential,1401
SARS1,21,-1.7805,essential,785
FASTKD2,5,-0.39059,non-essential,1401
HSPA5,13,-0.82143,essential,785
RANBP2,21,-1.3425,essential,785
UPF2,5,-0.29114,essential,785
CLTC,13,-1.0827,essential,785
RPP14,21,-0.25469,essential,785
CSRP1,5,-0.51642,non-essential,1401
CFAP20,13,-0.88385,non-essential,1401
EIF4G2,21,-1.7271,essential,785
NAA50,5,0.21021,essential,785
SMG5,13,-1.7593,essential,785
TOP1,21,-1.2946,essential,785
RPA2,5,-0.23631,essential,785
MRPL15,13,-1.3553,non-essential,1401
XPO5,21,-1.2845,essential,785
MRPL24,5,-0.32801,essential,785
ERH,13,-1.6627,essential,785
WDR43,21,-1.7709,essential,785
MRPS33,5,0.090528,non-essential,1401
BTF3,13,-1.5547,essential,785
IARS1,21,-1.6383,essential,785
TUBA1B,5,-0.49038,essential,785
GTF3A,13,-1.5325,essential,785
ELOF1,21,-1.2737,non-essential,1401
ATXN2,5,-0.54167,non-essential,1401
MRPL9,13,-0.87095,non-essential,1401
RNASEK,21,-1.6085,non-essential,1401
TIPARP,5,1.3161,non-essential,1401
SRP19,13,-1.1615,essential,785
RNASEH2C,21,-0.70612,non-essential,1401
HNRNPDL,5,-0.35371,non-essential,1401
YY1,13,-1.0024,essential,785
SNRPE,21,-1.3877,essential,785
IFIT1,5,-0.62457,non-essential,1401
C1QBP,13,-1.7448,non-essential,1401
RRS1,21,-1.7487,essential,785
BOP1,5,-0.076947,essential,785
NARS2,13,-0.9372,non-essential,1401
RPS18,21,-1.1912,essential,785
EEF1B2,5,-0.3273,essential,785
CPSF2,13,-1.3802,essential,785
C1D,21,0.90251,non-essential,1401
PRDX1,5,0.63124,non-essential,1401
MRPS7,13,-1.3101,non-essential,1401
POP5,21,-1.5534,essential,785
MKRN1,5,-0.15694,non-essential,1401
HMGA1,13,-1.3494,essential,785
ANXA2,21,-1.1173,non-essential,1401
MRPL10,5,-0.42098,essential,785
TOE1,13,-0.9683,non-essential,1401
WDR12,21,-1.5134,essential,785
MPST,5,-0.36158,non-essential,1401
ZRSR2,13,-1.0069,essential,785
EIF1AD,21,-1.3026,essential,785
PRPF18,5,-0.48002,essential,785
SF3A3,13,-1.0924,essential,785
ESF1,21,-2.0445,essential,785
CDC42EP4,5,0.061781,non-essential,1401
RRP7A,13,-1.0119,essential,785
TTF2,21,-1.2423,essential,785
HELZ,5,-0.068637,non-essential,1401
RPL39,13,-1.2762,essential,785
MRPL16,21,-1.1417,non-essential,1401
XRCC6,5,-0.70301,essential,785
METTL14,13,-0.83813,essential,785
STRAP,21,-0.89833,essential,785
RPL26,5,-0.20813,essential,785
CTU2,13,-0.96367,essential,785
NCL,21,-1.5359,essential,785
RTL3,5,-0.19091,non-essential,1401
SETD1B,13,-1.1688,non-essential,1401
RIOK1,21,-1.3108,essential,785
OASL,5,-0.28558,non-essential,1401
EIF5B,13,-0.75697,non-essential,1401
XRCC6,21,-1.0469,essential,785
PCBP4,5,0.43223,non-essential,1401
S100A16,13,0.49028,non-essential,1401
SRBD1,21,-1.9513,essential,785
PRKDC,5,0.1923,non-essential,1401
NOL11,13,-0.83572,essential,785
AATF,21,-1.6947,essential,785
STX7,5,0.0017321,non-essential,1401
RPL14,13,-2.6045,essential,785
EIF1AX,21,-0.91895,essential,785
EXOSC6,5,0.13812,essential,785
SRP68,13,-0.85384,essential,785
PHGDH,21,0.57251,non-essential,1401
PSMC1,5,-0.041868,essential,785
LSM12,13,-1.5398,non-essential,1401
ZCCHC7,21,-1.1442,non-essential,1401
MRPL46,5,0.47223,non-essential,1401
UPF1,13,-1.2105,essential,785
MRPL42,21,-0.52981,non-essential,1401
EIF4E3,5,-0.22643,non-essential,1401
DHX38,13,-0.94755,essential,785
PCF11,21,-1.0698,essential,785
CNBP,5,-0.37601,non-essential,1401
RNASE13,13,-0.8571,non-essential,1401
USO1,21,-0.64465,non-essential,1401
PUS10,5,-0.1808,non-essential,1401
MRPL48,13,-0.91546,non-essential,1401
MRPL36,21,-0.65143,essential,785
DHCR7,5,0.035084,non-essential,1401
TARS3,13,-1.0568,non-essential,1401
CAPRIN1,21,-0.27245,non-essential,1401
ZC3H3,5,-0.58337,non-essential,1401
CSTF3,13,-1.1911,essential,785
ZC3H18,21,-1.3119,essential,785
PHRF1,5,-0.33086,non-essential,1401
GSPT1,13,-1.3952,essential,785
FUBP1,21,-1.2468,non-essential,1401
A1CF,5,0.059451,non-essential,1401
RBM34,13,-1.0521,non-essential,1401
DROSHA,21,-1.6381,essential,785
DBI,5,-0.40496,non-essential,1401
MRPL27,13,-1.5268,essential,785
MRPL14,21,-1.4567,non-essential,1401
CSDC2,5,-0.34641,non-essential,1401
CWF19L1,13,-0.95484,non-essential,1401
GCN1,21,-1.3501,non-essential,1401
DDX25,5,0.5498,non-essential,1401
EIF2S2,13,-1.5788,essential,785
HSPA9,21,-1.3426,essential,785
CD2BP2,5,-0.15376,non-essential,1401
RAD1,13,-0.62111,essential,785
SERBP1,21,-1.5979,non-essential,1401
FRG1,5,0.50343,non-essential,1401
RPS18,13,-1.3693,essential,785
PKM,21,-1.5851,essential,785
RPL10A,5,-0.38497,essential,785
DHX36,13,-0.61887,essential,785
AUH,21,-1.1017,non-essential,1401
UNKL,5,-0.1819,non-essential,1401
ANP32A,13,-1.0515,non-essential,1401
EXOSC3,21,-0.88597,essential,785
SEC62,5,0.01605,non-essential,1401
KRT18,13,-1.0393,non-essential,1401
CAND1,21,-1.5325,non-essential,1401
CWF19L1,5,-0.045598,non-essential,1401
ESS2,13,-0.72799,essential,785
POLR1G,21,-1.2469,essential,785
DCTN2,5,-0.36138,essential,785
MTERF4,13,-0.98359,non-essential,1401
TCERG1,21,-1.4862,non-essential,1401
PCIF1,5,-0.040787,non-essential,1401
TEFM,13,-1.2503,essential,785
CSTF3,21,-1.0316,essential,785
ATP5F1A,5,-0.39443,essential,785
HNRNPA0,13,-0.7684,non-essential,1401
ALDOC,21,-1.0364,non-essential,1401
MTRF1L,5,-0.074866,non-essential,1401
ZC3H8,13,-1.0086,essential,785
ZC3H13,21,-0.98303,non-essential,1401
ILF2,5,0.070438,essential,785
YARS2,13,-1.0301,essential,785
EIF4B,21,-1.0512,essential,785
HEATR6,5,-0.0067206,non-essential,1401
SMNDC1,13,-0.86904,essential,785
GTPBP3,21,-0.79497,non-essential,1401
PDIA4,5,-0.051436,non-essential,1401
RNF113A,13,-1.1704,essential,785
RPSA,21,-1.3505,essential,785
RPS3A,5,-0.060909,essential,785
MRPL14,13,-1.2935,non-essential,1401
GRWD1,21,-0.93716,essential,785
DZIP3,5,-0.012966,non-essential,1401
MRPS22,13,-1.0953,essential,785
DIDO1,21,-1.2674,non-essential,1401
H4C5,5,0.88167,non-essential,1401
ANXA2,13,-0.80151,non-essential,1401
PDE12,21,0.59549,non-essential,1401
APEH,5,-0.34004,non-essential,1401
AKAP1,13,-1.1746,non-essential,1401
CTU2,21,-1.0626,essential,785
EED,5,-0.28884,non-essential,1401
ZCCHC9,13,-0.82651,essential,785
LSM11,21,-0.16921,essential,785
ERI1,5,-0.23933,non-essential,1401
MRPS18A,13,-0.68558,essential,785
SEPSECS,21,-0.79989,non-essential,1401
MRPL49,5,0.086284,essential,785
GEMIN5,13,-0.51748,essential,785
GATC,21,-1.0035,non-essential,1401
ZCCHC3,5,-0.20023,non-essential,1401
DST,13,-0.61111,non-essential,1401
UTP25,21,-1.8627,essential,785
UBA52,5,-0.21381,essential,785
DDX59,13,-0.89795,essential,785
PSTK,21,-1.3325,non-essential,1401
EFTUD2,5,0.076467,essential,785
NOM1,13,-0.59682,essential,785
RPL12,21,-1.0873,essential,785
RBMS2,5,-0.42377,non-essential,1401
MRPL17,13,-0.78004,non-essential,1401
GTF2E2,21,-1.3941,essential,785
IFIT2,5,-0.18755,non-essential,1401
CIRBP,13,-1.6154,non-essential,1401
PARS2,21,-1.4976,non-essential,1401
HSPD1,5,0.25676,essential,785
ELP1,13,-1.1031,essential,785
KAT8,21,-1.1588,essential,785
HRH1,5,0.074664,non-essential,1401
RBMS2,13,-1.0856,non-essential,1401
NOL11,21,-0.69031,essential,785
MTRF1,5,-0.25442,non-essential,1401
PPRC1,13,-1.6007,non-essential,1401
PTCD1,21,-1.2837,non-essential,1401
MRPS18A,5,0.10086,essential,785
PHGDH,13,-0.57974,non-essential,1401
ILF3,21,-0.85334,essential,785
YARS1,5,-0.20857,essential,785
SLU7,13,-0.99894,essential,785
RBMX,21,-1.3169,essential,785
ZC3H7B,5,-0.023352,non-essential,1401
LASP1,13,-0.57705,non-essential,1401
TSR2,21,-1.2502,essential,785
EXOSC7,5,-0.28095,essential,785
MRPL32,13,-0.97589,essential,785
RPS6,21,-1.0968,essential,785
NOL10,5,-0.29819,essential,785
ARF1,13,-1.3184,non-essential,1401
CDC40,21,-1.5779,essential,785
INTS3,5,0.19755,essential,785
RRP15,13,-1.214,essential,785
MRPL35,21,-1.0832,essential,785
SNUPN,5,-0.4018,essential,785
MRPS21,13,-0.54155,essential,785
TIPARP,21,0.28831,non-essential,1401
CNN2,5,-0.60138,non-essential,1401
RBM42,13,-0.47426,essential,785
DNTTIP2,21,-0.71482,essential,785
NAA38,5,0.52822,non-essential,1401
ZC3H3,13,-0.94787,non-essential,1401
SLBP,21,-1.3848,essential,785
RBM14-RBM4,5,-0.27844,non-essential,1401
SMG7,13,-0.46463,non-essential,1401
ETF1,21,-1.2286,essential,785
EEF1D,5,-0.064844,non-essential,1401
TRUB2,13,-0.7754,non-essential,1401
MRPL55,21,-1.1284,essential,785
SYNE2,5,-0.27075,non-essential,1401
RNASE10,13,-1.1324,non-essential,1401
RPL27A,21,-1.3903,essential,785
PIWIL1,5,-0.22524,non-essential,1401
LARS2,13,-0.67626,non-essential,1401
UBE2N,21,-1.2035,essential,785
EEF1AKMT2,5,0.1745,non-essential,1401
RPS12,13,-0.69731,essential,785
RNASEH1,21,-0.85696,non-essential,1401
CELF1,5,-0.42436,non-essential,1401
CAND1,13,-0.54175,non-essential,1401
RPS10,21,-1.7862,essential,785
YBX1,5,-0.74325,essential,785
PCNP,13,-0.45325,non-essential,1401
COPZ1,21,-1.7077,essential,785
U2AF1L4,5,0.014741,non-essential,1401
MRPL28,13,-1.2491,non-essential,1401
DNAJC2,21,-0.0049614,non-essential,1401
PCNP,5,-0.12817,non-essential,1401
SNRPB2,13,-0.46051,non-essential,1401
RRP36,21,-0.90174,non-essential,1401
RNASE4,5,0.13257,non-essential,1401
FUBP1,13,-0.70945,non-essential,1401
GRSF1,21,0.52355,non-essential,1401
TNPO1,5,0.99974,non-essential,1401
SNRPA,13,-0.94606,non-essential,1401
PPIE,21,-1.1201,essential,785
PTH2,5,-0.012144,non-essential,1401
POLRMT,13,-0.71738,essential,785
RPS19BP1,21,-0.92919,essential,785
YTHDC2,5,0.74527,non-essential,1401
EIF4G2,13,-0.43217,essential,785
NAF1,21,0.58742,non-essential,1401
CAST,5,-0.41136,non-essential,1401
TRMT5,13,-0.91197,essential,785
CPSF3,21,-1.2744,essential,785
SRRM2,5,-0.17004,non-essential,1401
RBM11,13,-0.92649,non-essential,1401
ERH,21,-1.2635,essential,785
DYNLL1,5,-0.50842,essential,785
IGF2BP3,13,0.30392,non-essential,1401
TRMU,21,-1.0556,non-essential,1401
CLTC,5,-0.43221,essential,785
PTDSS1,13,-0.87142,non-essential,1401
ZRSR2,21,-1.0204,essential,785
RBM8A,5,-0.016007,essential,785
HNRNPUL1,13,-0.73821,non-essential,1401
PPP1R8,21,-1.7137,essential,785
KHDRBS1,5,-0.42468,non-essential,1401
PRPF18,13,-0.64574,essential,785
HMGB1,21,-1.2998,non-essential,1401
MRPS36,5,-0.059868,non-essential,1401
SLBP,13,-0.80236,essential,785
RPL14,21,-2.4084,essential,785
ERI2,5,-0.20676,non-essential,1401
ZNF622,13,-1.1411,non-essential,1401
RRP1B,21,-0.51562,non-essential,1401
SAFB,5,-0.5482,non-essential,1401
LUC7L,13,-0.92686,non-essential,1401
SFSWAP,21,-0.72768,essential,785
INTS7,5,-0.35796,essential,785
MRRF,13,-0.2443,non-essential,1401
RPS5,21,-1.6273,essential,785
YWHAZ,5,-0.27301,essential,785
USP36,13,-0.66256,essential,785
INTS9,21,-1.1683,essential,785
ALKBH2,5,0.18842,non-essential,1401
PRPF4B,13,-1.0359,essential,785
RNASE13,21,-1.3839,non-essential,1401
GEMIN8,5,-0.49503,essential,785
UBE2M,13,-1.1374,essential,785
MRPL37,21,-0.46625,essential,785
RPL7L1,5,-0.49154,essential,785
THOC7,13,-0.79202,essential,785
REXO2,21,-0.67637,non-essential,1401
HSP90AA1,5,-0.2942,non-essential,1401
GCN1,13,-0.85195,non-essential,1401
NXF5,21,-0.68255999999999994,non-essential,1401
MRPL51,5,0.55462,non-essential,1401
FIP1L1,13,-0.64117,essential,785
TFIP11,21,-0.64554,essential,785
QTRT2,5,-0.26634,non-essential,1401
PRPF40B,13,-0.61345,non-essential,1401
RO60,21,-0.85259,non-essential,1401
ARPC1B,5,-0.28139,non-essential,1401
CDK9,13,-0.70466,essential,785
EIF3B,21,-0.73798,essential,785
RPLP2,5,-0.30079,essential,785
MRPL40,13,-0.44672,non-essential,1401
TOP2A,21,-0.42425,essential,785
UPF3A,5,0.23991,non-essential,1401
OSGEP,13,-0.035882,essential,785
YY1,21,-1.1177,essential,785
CS,5,-0.13668,non-essential,1401
REXO1,13,-0.45333,non-essential,1401
RPN2,21,-0.50997,essential,785
PRPF8,5,-0.47174,essential,785
TFB2M,13,-1.0809,essential,785
EWSR1,21,-0.87775,essential,785
ACO1,5,0.11663,non-essential,1401
GFM1,13,-1.2204,non-essential,1401
NSUN4,21,-0.64388,non-essential,1401
CAPRIN2,5,0.19016,non-essential,1401
NOP9,13,-1.2282,essential,785
THOC1,21,-0.83715,essential,785
ALDOC,5,-0.45611,non-essential,1401
MRPS24,13,-0.69774,non-essential,1401
TUBB,21,-1.0854,essential,785
SRP54,5,-0.30355,essential,785
