gene,day,lfc,essential,n
MCTS1,13,0.89404,non-essential,1401
IPO8,21,0.84728,non-essential,1401
RBMY1A1,5,0.3175,non-essential,1401
CDK13,13,0.70744,non-essential,1401
NSUN6,21,0.068169,non-essential,1401
MRPL34,5,-0.3201,essential,785
SERPINH1,13,1.3354,non-essential,1401
DNAAF2,21,1.6761,non-essential,1401
PRDX3,5,0.40606,non-essential,1401
RPS4Y2,13,0.30751,non-essential,1401
PTMA,21,0.72457,essential,785
LSM14A,5,0.060822,essential,785
MDH2,13,0.35438,non-essential,1401
CCAR2,21,1.3837,non-essential,1401
MAP4,5,0.30437,non-essential,1401
RSRC1,13,0.083852,non-essential,1401
HIBADH,21,2.0957,non-essential,1401
ERI3,5,-0.029147,non-essential,1401
L1TD1,13,0.84557,non-essential,1401
TRAP1,21,0.30541,non-essential,1401
PARP4,5,0.083958,non-essential,1401
PRKDC,13,0.4699,non-essential,1401
RPL26L1,21,0.23403,essential,785
CDK13,5,0.44289,non-essential,1401
DBNL,13,0.91827,non-essential,1401
FAS,21,1.5433,non-essential,1401
PSIP1,5,0.35248,non-essential,1401
ZC3HAV1,13,0.75313,non-essential,1401
PRRC2C,21,1.3389,non-essential,1401
TACO1,5,0.24018,non-essential,1401
TRMT1L,13,0.61504,non-essential,1401
CDK5RAP1,21,1.668,non-essential,1401
SMAD6,5,0.26723,non-essential,1401
DCN,13,0.75288,non-essential,1401
YBX3,21,0.64593,non-essential,1401
CDKAL1,5,0.08345,non-essential,1401
ZC3H12A,13,1.819,non-essential,1401
RNASE11,21,1.692,non-essential,1401
RWDD4,5,0.17127,non-essential,1401
DCPS,13,0.59014,non-essential,1401
SUZ12,21,1.6067,non-essential,1401
MRPS15,5,0.30938,non-essential,1401
NOS1,13,0.9451,non-essential,1401
PURB,21,3.0187,non-essential,1401
DBT,5,0.20434,non-essential,1401
TERT,13,1.0034,non-essential,1401
RIOK3,21,0.75644,non-essential,1401
HADH,5,0.50841,non-essential,1401
NANOS1,13,0.1103,non-essential,1401
PUS7L,21,1.4485,non-essential,1401
PGRMC1,5,-0.048505,non-essential,1401
TRMT2B,13,1.3546,non-essential,1401
NSFL1C,21,0.5825,non-essential,1401
METTL8,5,0.074756,non-essential,1401
ELAVL3,13,1.3944,non-essential,1401
ELAVL3,21,1.9249,non-essential,1401
DYNC1I2,5,0.61004,essential,785
RBMY1D,13,0.39602,non-essential,1401
SDS,21,1.332,non-essential,1401
RBM28,5,0.056316,non-essential,1401
FTSJ1,13,1.0036,non-essential,1401
LDHB,21,0.77522,non-essential,1401
BRCA1,5,0.038579,non-essential,1401
TES,13,1.0435,non-essential,1401
SETD7,21,0.4828,non-essential,1401
POU5F1,5,0.56089,non-essential,1401
TMEM263,13,0.44873,non-essential,1401
MTRF1L,21,0.043041,non-essential,1401
ELAVL4,5,0.54772,non-essential,1401
PIH1D2,13,0.96106,non-essential,1401
SPATS2,21,1.5184,non-essential,1401
ZC3H10,5,1.1424,non-essential,1401
LSM14B,13,0.51205,non-essential,1401
CPNE3,21,0.99668,non-essential,1401
EIF2A,5,0.024455,non-essential,1401
CTNND1,13,1.8,non-essential,1401
SFN,21,1.9371,non-essential,1401
LSM2,5,0.81462,essential,785
C1ORF204,13,0.56661,non-essential,1401
HAS1,21,2.4588,non-essential,1401
EPS8L3,5,0.0050032,non-essential,1401
ROR2,13,1.9374,non-essential,1401
EIF4G3,21,1.352,non-essential,1401
GP2,5,0.34288,non-essential,1401
XPO4,13,0.49336,non-essential,1401
RBM5,21,0.032634,non-essential,1401
HNRNPM,5,0.31471,essential,785
RBMY1A1,13,1.0095,non-essential,1401
ERP29,21,0.71697,non-essential,1401
HABP4,5,-0.20067,non-essential,1401
NXT2,13,0.57182,non-essential,1401
DUSP11,21,0.92157,non-essential,1401
CCDC43,5,-0.18735,essential,785
CNOT6L,13,0.78125,non-essential,1401
PAN2,21,1.4085,non-essential,1401
DDX24,5,0.24505,essential,785
SEC63,13,0.99477,essential,785
RBMY1J,21,1.7415,non-essential,1401
H4C8,5,-0.097762,non-essential,1401
EEFSEC,13,0.1997,non-essential,1401
POLDIP3,21,1.213,non-essential,1401
RBMY1B,5,0.35116000000000003,non-essential,1401
DIS3L,13,0.81257,non-essential,1401
LGALS1,21,1.2978,non-essential,1401
ZC3HAV1,5,0.16318,non-essential,1401
MOV10L1,13,1.0601,non-essential,1401
KPNA2,21,0.60714,non-essential,1401
CNOT7,5,0.29917,non-essential,1401
CCDC47,13,0.74442,non-essential,1401
STIP1,21,0.92519,non-essential,1401
CPEB3,5,0.60823,non-essential,1401
PNISR,13,1.0785,non-essential,1401
RBMY1A1,21,1.2928,non-essential,1401
PABPC4,5,0.99373,non-essential,1401
EXOSC1,13,1.3565,essential,785
ZC3H15,21,0.99634,non-essential,1401
TAF9,5,0.059363,non-essential,1401
PLA2G1B,13,0.9982,non-essential,1401
CRYAB,21,0.58585,non-essential,1401
EIF4A2,5,0.017402,non-essential,1401
DHX29,13,0.31106,non-essential,1401
EIF4E2,21,0.95146,non-essential,1401
RBM20,5,0.5166,non-essential,1401
YAP1,13,0.51344,non-essential,1401
NXT1,21,0.24819,non-essential,1401
PCDHGA9,5,0.29129,non-essential,1401
GTPBP3,13,0.41187,non-essential,1401
MAZ,21,1.1645,non-essential,1401
ELOF1,5,0.16178,non-essential,1401
PURB,13,1.2265,non-essential,1401
CNN2,21,1.6301,non-essential,1401
ZNF474,5,-0.045246,non-essential,1401
THOC6,13,0.31192,non-essential,1401
FAM133B,21,1.0536,essential,785
TBL2,5,0.1229,non-essential,1401
MKRN2,13,1.6838,non-essential,1401
PABPC3,21,1.628,non-essential,1401
FARS2,5,-0.032552,non-essential,1401
PA2G4,13,0.15374,essential,785
DBNL,21,1.4101,non-essential,1401
OSGEPL1,5,0.57743,non-essential,1401
ZNF239,13,0.67894,non-essential,1401
RBMY1D,21,0.18969,non-essential,1401
RBMXL2,5,0.021503,non-essential,1401
MTRF1L,13,0.51026,non-essential,1401
SLC25A11,21,1.7543,non-essential,1401
FCF1,5,0.31306,essential,785
RP9,13,0.77202,non-essential,1401
TYW3,21,1.287,non-essential,1401
DHX38,5,-0.033118,essential,785
DUSP14,13,0.80215,non-essential,1401
U2AF1L4,21,1.2837,non-essential,1401
FTSJ3,5,0.62248,essential,785
NUDT12,13,0.69842,non-essential,1401
SAP130,21,0.78796,non-essential,1401
UHMK1,5,0.2021,non-essential,1401
KHDRBS2,13,0.60633,non-essential,1401
GOLGB1,21,1.213,non-essential,1401
PTRH1,5,-0.056842,non-essential,1401
DUSP9,13,0.36987,non-essential,1401
HDAC2,21,1.8485,non-essential,1401
TENT4B,5,0.22941,non-essential,1401
RBM24,13,0.73234,non-essential,1401
TEX13A,21,1.0516,non-essential,1401
WBP4,5,0.019313,non-essential,1401
SSR1,13,0.57534,non-essential,1401
PDCD6IP,21,1.1373,non-essential,1401
CSTF1,5,0.02842,essential,785
RBM33,13,0.36868,non-essential,1401
TDRD6,21,0.75813,non-essential,1401
CCNT1,5,0.41739,non-essential,1401
PTGES3,13,1.1347,non-essential,1401
PAWR,21,0.6643,non-essential,1401
PATZ1,5,0.35965,non-essential,1401
DHX58,13,1.5472,non-essential,1401
PURO,21,1.9281,non-essential,1401
UTP18,5,0.14971,essential,785
TSN,13,0.68585,non-essential,1401
SMAD1,21,0.42411,non-essential,1401
HIBADH,5,0.22767,non-essential,1401
OLA1,13,0.70833,non-essential,1401
TMSB4X,21,0.24747,non-essential,1401
APOBEC3A,5,0.06754,non-essential,1401
XIRP1,13,1.7347,non-essential,1401
C19ORF47,21,1.4261,non-essential,1401
MRPL36,5,0.20709,essential,785
HNRNPR,13,0.69638,non-essential,1401
RIDA,21,1.3899,non-essential,1401
RBFOX3,5,0.13401,non-essential,1401
STK10,13,1.1133,non-essential,1401
FBP2,21,1.1957,non-essential,1401
MAT1A,5,0.065313,non-essential,1401
RPRD2,13,0.6657,non-essential,1401
AKAP8L,21,1.4871,non-essential,1401
RBM18,5,0.058845,non-essential,1401
MTAGBFP2,13,1.0509,non-essential,1401
OGN,21,0.64828,non-essential,1401
MRPL1,5,0.39231,non-essential,1401
NUP42,13,1.1234,non-essential,1401
H1-10,21,0.51657,non-essential,1401
RARS1,5,0.14819,essential,785
EIF4A2,13,1.5454,non-essential,1401
RSRC1,21,1.0908,non-essential,1401
UTP23,5,0.66986,essential,785
NOVA2,13,0.97212,non-essential,1401
ANXA7,21,0.40691,non-essential,1401
PIN4,5,-0.11514,non-essential,1401
LRRFIP2,13,1.1346,non-essential,1401
RTN4,21,1.1745,non-essential,1401
ALKBH8,5,0.24154,non-essential,1401
MPP4,13,0.7497,non-essential,1401
DUS4L,21,1.4825,non-essential,1401
SNRNP35,5,0.25102,essential,785
TRMT2A,13,0.52606,non-essential,1401
ANGEL1,21,1.4209,non-essential,1401
EDC3,5,0.151,non-essential,1401
NSRP1,13,0.37539,non-essential,1401
PKN2,21,0.37388,non-essential,1401
LGALS2,5,0.16544,non-essential,1401
ADARB2,13,1.302,non-essential,1401
TNKS1BP1,21,1.4876,non-essential,1401
PRMT1,5,0.36726,essential,785
AKAP8L,13,1.1904,non-essential,1401
FASTKD1,21,0.85825,non-essential,1401
BARD1,5,0.92723,non-essential,1401
ALKBH7,13,0.79369,non-essential,1401
SREK1,21,0.73014,non-essential,1401
DNAAF6,5,0.010396,non-essential,1401
DCD,13,0.7811,non-essential,1401
IFIT3,21,0.67422,non-essential,1401
IMP4,5,0.1563,essential,785
MYO18A,13,0.57382,non-essential,1401
TDRD9,21,0.22276,non-essential,1401
RPL41,5,0.10063,non-essential,1401
PCDHGA9,13,1.0686,non-essential,1401
PABPC1L,21,1.456,non-essential,1401
DIS3L,5,-0.011132,non-essential,1401
MBNL3,13,1.1988,non-essential,1401
CSN2,21,1.6253,non-essential,1401
HYGRO,5,0.5056,non-essential,1401
HERC5,13,0.55465,non-essential,1401
AGFG1,21,1.1969,non-essential,1401
PSMA1,5,0.54937,essential,785
SAMSN1,13,0.93409,non-essential,1401
TRDMT1,21,1.7509,non-essential,1401
NOP14,5,0.32268,essential,785
MKRN1,13,0.95886,non-essential,1401
BRCA1,21,0.26458,non-essential,1401
XPO6,5,0.2725,non-essential,1401
ST13,13,0.58503,non-essential,1401
SRP19,21,0.35118,essential,785
FBN1,5,0.39192,non-essential,1401
CLK1,13,1.4151,non-essential,1401
RBPMS2,21,1.7949,non-essential,1401
MAZ,5,0.47327,non-essential,1401
LSM1,13,0.87843,non-essential,1401
PYM1,21,0.58517,non-essential,1401
FMR1,5,0.42574,non-essential,1401
R3HDM2,13,1.2986,non-essential,1401
HOXB6,21,1.1943,non-essential,1401
KPNA2,5,0.47263,non-essential,1401
PARP1,13,0.4336,non-essential,1401
C1ORF52,21,0.59992,non-essential,1401
KYAT3,5,0.16149,non-essential,1401
MTHFSD,13,1.105,non-essential,1401
SLC3A2,21,1.0121,non-essential,1401
SUGP2,5,0.05299,non-essential,1401
SAFB2,13,0.58305,non-essential,1401
LEPR,21,0.58397,non-essential,1401
ANXA7,5,0.16798,non-essential,1401
NKRF,13,0.51802,non-essential,1401
MGST1,21,2.2199,non-essential,1401
QKI,5,0.078492,non-essential,1401
DDX60,13,1.5452,non-essential,1401
ADAT1,21,1.7475,non-essential,1401
RPGR,5,0.19714,non-essential,1401
POLDIP3,13,0.81669,non-essential,1401
RBM18,21,2.5481,non-essential,1401
SKIC8,5,0.46499,essential,785
TUT4,13,1.0263,non-essential,1401
ZC3HC1,21,0.72711,non-essential,1401
CCAR2,5,0.71232,non-essential,1401
AGFG1,13,0.43493,non-essential,1401
PTRHD1,21,2.3196,non-essential,1401
TNRC6A,5,0.27473,non-essential,1401
SRRM3,13,0.83424,non-essential,1401
LSM1,21,0.61903,non-essential,1401
TOP2A,5,0.2915,essential,785
IGF2BP2,13,0.42667,non-essential,1401
MATR3,21,0.2348,non-essential,1401
CFAP65,5,0.42088,non-essential,1401
XPO6,13,5.256,non-essential,1401
HADHB,21,0.88464,non-essential,1401
ZFR,5,0.45037,non-essential,1401
KCTD12,13,0.94481,non-essential,1401
RBMY1B,21,1.9922,non-essential,1401
MANF,5,0.35513,non-essential,1401
SRA1,13,1.6023,non-essential,1401
LGALS3,21,1.2194,non-essential,1401
PSTK,5,0.80485,non-essential,1401
SREK1,13,0.34729,non-essential,1401
GTPBP2,21,1.1174,non-essential,1401
TRMT12,5,0.10167,non-essential,1401
UBAP2L,13,0.53984,non-essential,1401
RBM15,21,0.19219,non-essential,1401
KDM5A,5,0.23487,non-essential,1401
ADK,13,0.91921,non-essential,1401
HOOK1,21,0.60198,non-essential,1401
NAF1,5,0.43611,non-essential,1401
DHCR7,13,0.8416,non-essential,1401
AFDN,21,1.4297,non-essential,1401
YARS2,5,0.12985,essential,785
DUS3L,13,0.99672,non-essential,1401
RALYL,21,0.68444,non-essential,1401
GCN1,5,0.12873,non-essential,1401
ELAVL4,13,1.6812,non-essential,1401
REXO4,21,1.949,non-essential,1401
DDX39B,5,0.49082,essential,785
EPB41,13,0.84787,non-essential,1401
H1-4,21,1.3933,non-essential,1401
G3BP1,5,0.070906,non-essential,1401
KTN1,13,0.98891,non-essential,1401
HNRNPA2B1,21,0.69482,non-essential,1401
MGST1,5,0.5121,non-essential,1401
RBM15,13,0.20059,non-essential,1401
ATXN2L,21,0.45787,non-essential,1401
ENOX2,5,0.5984,non-essential,1401
ARHGEF1,13,0.75668,non-essential,1401
CPSF4L,21,0.71669,non-essential,1401
VARS1,5,0.26002,essential,785
IFI16,13,1.1947,non-essential,1401
C11ORF68,21,0.6287,non-essential,1401
MARF1,5,0.3628,non-essential,1401
DND1,13,1.2423,non-essential,1401
TBRG4,21,0.13152,non-essential,1401
RNASE9,5,0.38383,non-essential,1401
SRRM4,13,0.88194,non-essential,1401
SORBS1,21,1.1859,non-essential,1401
RSRC1,5,0.62547,non-essential,1401
ZNF598,13,0.81695,non-essential,1401
SPTBN1,21,1.1738,non-essential,1401
PDCD7,5,0.23744,essential,785
CALD1,13,0.061499,non-essential,1401
NXF2,21,0.53089,non-essential,1401
PTPN1,5,0.35703,non-essential,1401
JAKMIP1,13,1.7545,non-essential,1401
SPTBN5,21,1.1741,non-essential,1401
SRSF6,5,0.19141,essential,785
ALKBH1,13,0.45798,non-essential,1401
ANGEL2,21,1.7951,non-essential,1401
DDX28,5,0.44339,non-essential,1401
MIF4GD,13,0.56452,non-essential,1401
CARHSP1,21,2.0243,non-essential,1401
GPATCH8,5,1.0009,non-essential,1401
UNK,13,1.0654,non-essential,1401
LMNA,21,0.51588,non-essential,1401
MRPS7,5,0.42582,non-essential,1401
C9ORF129,13,0.70238,non-essential,1401
ERF,21,1.2463,non-essential,1401
ZSGREEN1,5,0.16863,non-essential,1401
ESRP1,13,0.48766,non-essential,1401
PTH2,21,0.52695,non-essential,1401
TNRC6C,5,1.0212,non-essential,1401
FBXO17,13,0.931,non-essential,1401
SAMHD1,21,1.5149,non-essential,1401
MTREX,5,0.22331,essential,785
ISG20,13,1.6661,non-essential,1401
RTL3,21,0.97816,non-essential,1401
NUBP1,5,0.42309,essential,785
HOXB6,13,0.77508,non-essential,1401
NUSAP1,21,1.4662,non-essential,1401
TSEN34,5,0.82236,non-essential,1401
CPEB1,13,0.783,non-essential,1401
CXORF23,21,0.31037,non-essential,1401
REXO1,5,0.53606,non-essential,1401
API5,13,1.1431,non-essential,1401
ACTN4,21,1.6349,non-essential,1401
ERN1,5,0.90833,non-essential,1401
NXF3,13,0.10926,non-essential,1401
EDF1,21,0.55035,non-essential,1401
WDR33,5,0.62664,essential,785
PARN,13,1.4404,non-essential,1401
PATZ1,21,1.6805,non-essential,1401
GMPR2,5,0.18808,non-essential,1401
AFDN,13,1.1145,non-essential,1401
CCDC9,21,0.43649,non-essential,1401
RPA1,5,0.17528,essential,785
PAN3,13,0.45072,non-essential,1401
HNRNPF,21,1.5367,non-essential,1401
MTG1,5,0.42193,non-essential,1401
METTL15,13,0.44774,essential,785
TDRD5,21,0.61951,non-essential,1401
FXR1,5,0.89327,non-essential,1401
PATL1,13,0.77986,non-essential,1401
SRA1,21,1.2396,non-essential,1401
PHF3,5,0.40422,non-essential,1401
SMAD3,13,0.73097,non-essential,1401
TMEM214,21,0.70378,non-essential,1401
FBXO17,5,0.37146,non-essential,1401
INTS12,13,1.2704,non-essential,1401
PAPOLG,21,0.46885,non-essential,1401
EIF3J,5,0.59021,essential,785
SPATS2L,13,1.6786,non-essential,1401
TAGLN,21,2.1767,non-essential,1401
ADD3,5,0.39924,non-essential,1401
HNRNPLL,13,1.12,non-essential,1401
ASH1L,21,0.58085,non-essential,1401
ADAT3,5,1.0194,non-essential,1401
NGRN,13,0.95638,non-essential,1401
IFIT5,21,0.52004,non-essential,1401
EPB41L2,5,0.55743,non-essential,1401
CCAR2,13,0.96075,non-essential,1401
HMGN5,21,0.21469,non-essential,1401
NUDT16,5,0.80629,non-essential,1401
MKRN3,13,0.46131,non-essential,1401
SRPK2,21,1.6183,non-essential,1401
DDX46,5,1.6876,essential,785
RNASE9,13,1.2725,non-essential,1401
BOLL,21,1.6142,non-essential,1401
TXNDC5,5,0.1916,non-essential,1401
PPARGC1B,13,1.4333,non-essential,1401
FXR1,21,1.4282,non-essential,1401
TLR8,5,0.69153,non-essential,1401
OTUD4,13,1.6674,non-essential,1401
LSM14A,21,0.78403,essential,785
DCPS,5,0.21085,non-essential,1401
CDV3,13,0.59961,non-essential,1401
ADAR,21,1.0457,non-essential,1401
DAZAP1,5,0.38353,non-essential,1401
LEPR,13,0.15693,non-essential,1401
CD44,21,1.1827,non-essential,1401
GRN,5,0.30481,non-essential,1401
CDC42EP4,13,1.2154,non-essential,1401
PUSL1,21,0.5592,non-essential,1401
SORBS1,5,0.0563,non-essential,1401
GNE,13,1.6547,non-essential,1401
CSTB,21,0.52942,non-essential,1401
ADK,5,0.40792,non-essential,1401
HINT3,13,0.97565,non-essential,1401
SPTAN1,21,1.5883,non-essential,1401
SLIRP,5,0.37626,non-essential,1401
TMEM214,13,0.83645,non-essential,1401
ZC3H6,21,1.4819,non-essential,1401
RTCB,5,0.29115,essential,785
RNASE11,13,0.79725,non-essential,1401
CSNK1E,21,0.34384,non-essential,1401
KIN,5,0.77874,essential,785
ZC3H14,13,0.92794,non-essential,1401
PPIA,21,0.77186,essential,785
CTIF,5,0.20331,non-essential,1401
NXF5,13,0.4564,non-essential,1401
MBNL2,21,1.4089,non-essential,1401
YLPM1,5,0.043917,non-essential,1401
RBM10,13,0.35716,non-essential,1401
ASCC1,21,1.2417,non-essential,1401
RFC4,5,0.32609,essential,785
YTHDF3,13,0.56961,non-essential,1401
LARP6,21,1.0843,non-essential,1401
RAF1,5,0.48544,non-essential,1401
CDKN2A,13,0.97622,non-essential,1401
NOL3,21,1.1312,non-essential,1401
REXO4,5,0.29696,non-essential,1401
TBL2,13,0.85996,non-essential,1401
L1TD1,21,1.0787,non-essential,1401
PEG10,5,0.13828,non-essential,1401
H1-0,13,1.4111,non-essential,1401
HSPB1,21,1.2432,non-essential,1401
WARS2,5,0.16627,essential,785
PAN2,13,0.6764,non-essential,1401
ARHGEF1,21,0.86937,non-essential,1401
DQX1,5,0.26237,non-essential,1401
FAM120B,13,1.8053,non-essential,1401
NOSIP,21,0.46144,non-essential,1401
MRPS26,5,1.6058,non-essential,1401
TNRC6C,13,1.1731,non-essential,1401
MSL1,21,0.76263,non-essential,1401
ADARB1,5,0.080775,non-essential,1401
DMGDH,13,1.1027,non-essential,1401
MSI2,21,0.8534,non-essential,1401
CCT4,5,0.16939,essential,785
APTX,13,0.37609,non-essential,1401
PNLDC1,21,2.3818,non-essential,1401
NAP1L1,5,0.63969,non-essential,1401
DZIP1,13,1.515,non-essential,1401
ANKHD1,21,1.8783,non-essential,1401
EXOSC3,5,0.39733,essential,785
STN1,13,0.68007,non-essential,1401
DZIP3,21,0.68313,non-essential,1401
NMT1,5,0.5191,non-essential,1401
H4C8,13,0.46325,non-essential,1401
TSNAX,21,0.84346,non-essential,1401
RDX,5,0.22454,non-essential,1401
RDM1,13,0.68073,non-essential,1401
HYGRO,21,2.2197,non-essential,1401
THOC6,5,0.13786,non-essential,1401
HIBADH,13,1.5974,non-essential,1401
TRIM25,21,1.2712,non-essential,1401
KHDC1,5,0.12078,non-essential,1401
ATXN1,13,0.253,non-essential,1401
EPPK1,21,1.1829,non-essential,1401
DDX23,5,0.17075,essential,785
IQCG,13,0.80474,non-essential,1401
DCD,21,1.4439,non-essential,1401
HNRNPU,5,0.32776,essential,785
RSRC2,13,0.81649,non-essential,1401
NAP1L4,21,0.99341,non-essential,1401
C1ORF52,5,0.37959,non-essential,1401
RAC1,13,0.49807,essential,785
RPS4Y2,21,0.85754,non-essential,1401
PAIP1,5,0.34135,non-essential,1401
JUN,13,1.8648,non-essential,1401
CCR4,21,1.5725,non-essential,1401
MOV10,5,0.44827,non-essential,1401
SARNP,13,0.83264,essential,785
DRG2,21,0.89111,non-essential,1401
LOC81691,5,1.1791,non-essential,1401
NUDT3,13,1.9162,non-essential,1401
AGO4,21,0.96165,non-essential,1401
UBA1,5,0.13014,essential,785
PATZ1,13,1.2075,non-essential,1401
HSP90AB1,21,1.082,non-essential,1401
DDX19B,5,0.26056,non-essential,1401
RIOK3,13,1.0421,non-essential,1401
ISG20,21,2.4368,non-essential,1401
AKAP17A,5,0.17523,non-essential,1401
GMPR2,13,0.22277,non-essential,1401
RPRD2,21,1.7123,non-essential,1401
TFRC,5,0.23984,non-essential,1401
COL14A1,13,0.92672,non-essential,1401
CCDC124,21,1.1104,non-essential,1401
NANOS2,5,0.45459,non-essential,1401
GGCT,13,0.49907,non-essential,1401
TRMT10A,21,1.3411,non-essential,1401
HNRNPD,5,0.71734,non-essential,1401
WBP4,13,0.26077,non-essential,1401
SYNE1,21,1.463,non-essential,1401
MRPL44,5,0.71646,non-essential,1401
PNLDC1,13,0.77351,non-essential,1401
RBM24,21,1.4179,non-essential,1401
SSBP1,5,0.35807,non-essential,1401
MARK2,13,0.41241,non-essential,1401
TES,21,0.78497,non-essential,1401
CLASRP,5,0.49939,essential,785
SERGEF,13,0.11023,non-essential,1401
TAGLN2,21,0.81858,non-essential,1401
SEC63,5,0.26268,essential,785
TCOF1,13,0.16915,essential,785
DBI,21,1.27,non-essential,1401
ELAVL3,5,0.45635,non-essential,1401
CCR4,13,0.9114,non-essential,1401
ZNF598,21,0.88816,non-essential,1401
TRMT2A,5,0.61315,non-essential,1401
AARSD1,13,0.59132,non-essential,1401
KHDRBS2,21,0.77796,non-essential,1401
NSUN3,5,0.44121,non-essential,1401
TECR,13,0.31857,non-essential,1401
ADK,21,0.55836,non-essential,1401
RNF10,5,0.10674,non-essential,1401
A1CF,13,0.78316,non-essential,1401
NOL7,21,0.54635,essential,785
CCNT2,5,0.17923,non-essential,1401
PABPN1L,13,0.76682,non-essential,1401
PIH1D1,21,0.15868,non-essential,1401
MRPS16,5,0.081621,essential,785
P4HB,13,0.93724,non-essential,1401
ESRP1,21,0.49191,non-essential,1401
NMD3,5,0.91976,essential,785
TARBP2,13,0.30644,non-essential,1401
CTTN,21,1.3004,non-essential,1401
C7ORF50,5,0.4557,non-essential,1401
AGO2,13,0.50403,non-essential,1401
AGO2,21,1.044,non-essential,1401
PTRHD1,5,0.27462,non-essential,1401
CARHSP1,13,1.244,non-essential,1401
TNS1,21,1.3976,non-essential,1401
CHCHD3,5,0.48497,non-essential,1401
PHF10,13,0.61513,non-essential,1401
ZC3H12A,21,2.26,non-essential,1401
CALR,5,0.42988,non-essential,1401
CLASP2,13,0.63002,non-essential,1401
CHTOP,21,0.86517,non-essential,1401
MACROH2A1,5,0.02412,non-essential,1401
LRP1,13,0.51944,non-essential,1401
RPL39L,21,1.6899,non-essential,1401
TRMT44,5,0.42851,non-essential,1401
SLC25A5,13,0.58617,essential,785
APOBEC4,21,0.76551,non-essential,1401
LAS1L,5,1.0495,essential,785
TFRC,13,0.79929,non-essential,1401
ADARB2,21,1.3422,non-essential,1401
YWHAG,5,0.23173,non-essential,1401
LMNA,13,0.26885,non-essential,1401
ALDH18A1,21,1.9562,non-essential,1401
SNRPN,5,0.42097,non-essential,1401
ANP32B,13,0.42846,non-essential,1401
ZFR2,21,0.82519,non-essential,1401
DNAJC1,5,0.41276,non-essential,1401
GAS2,13,0.76413,non-essential,1401
PPIF,21,2.0463,non-essential,1401
PKN2,5,0.57381,non-essential,1401
SCAF11,13,0.32504,non-essential,1401
TSEN34,21,0.95959,non-essential,1401
AFP,5,0.069527,non-essential,1401
CELF2,13,0.74627,non-essential,1401
LBR,21,1.5633,non-essential,1401
HEXIM2,5,0.17954,non-essential,1401
ERN2,13,1.5824,non-essential,1401
DMGDH,21,1.0166,non-essential,1401
DDX39A,5,0.41933,non-essential,1401
TMPO,13,0.99715,non-essential,1401
H4C2,21,0.87041,non-essential,1401
MDH2,5,0.084479,non-essential,1401
H4C1,13,0.72158,non-essential,1401
YWHAG,21,1.0094,non-essential,1401
TENT4A,5,0.38208,non-essential,1401
H4C2,13,0.27488,non-essential,1401
FASTKD3,21,1.7314,non-essential,1401
TUT4,5,0.43093,non-essential,1401
TSEN34,13,0.48228,non-essential,1401
ZC3H12C,21,2.1722,non-essential,1401
BICC1,5,0.36104,non-essential,1401
CCNT1,13,0.72522,non-essential,1401
ARHGEF2,21,1.6058,non-essential,1401
RPP25,5,0.60891,non-essential,1401
METTL6,13,1.3022,non-essential,1401
PCIF1,21,1.7596,non-essential,1401
PURB,5,0.91001,non-essential,1401
CSN2,13,0.72455,non-essential,1401
FTSJ1,21,1.393,non-essential,1401
AIMP1,5,0.024631,non-essential,1401
PGRMC1,13,0.94098,non-essential,1401
LMF2,21,1.3303,non-essential,1401
BRF1,5,0.40088,essential,785
ZNF326,13,0.23028,non-essential,1401
TLN1,21,1.5016,non-essential,1401
BZW2,5,0.71369,non-essential,1401
DIS3L2,13,1.1514,non-essential,1401
MYO18A,21,0.9228,non-essential,1401
SMAD7,5,0.17281,non-essential,1401
EZR,13,1.1679,non-essential,1401
PCSK9,21,0.54639,non-essential,1401
DDX1,5,0.81125,non-essential,1401
MYO5A,13,1.0043,non-essential,1401
PTGES3,21,1.2389,non-essential,1401
NSA2,5,0.67831,essential,785
PKN2,13,1.2153,non-essential,1401
EZR,21,1.4804,non-essential,1401
IBA57,5,0.43762,non-essential,1401
PPIF,13,1.6106,non-essential,1401
SIDT1,21,2.1382,non-essential,1401
IFIH1,5,0.10737,non-essential,1401
SETD7,13,0.93398,non-essential,1401
H4C1,21,0.40813,non-essential,1401
NAT10,5,0.2245,essential,785
CNOT11,13,0.21985,non-essential,1401
MKRN1,21,1.3045,non-essential,1401
EIF5A,5,0.33197,essential,785
ELAVL2,13,1.4232,non-essential,1401
NUP42,21,2.1463,non-essential,1401
TCEA1,5,0.19776,non-essential,1401
MRPS36,13,0.56763,non-essential,1401
EIF4A2,21,2.575,non-essential,1401
FNDC3B,5,0.055802,non-essential,1401
EIF3L,13,1.0865,non-essential,1401
SCAF11,21,0.98037,non-essential,1401
C14ORF93,5,0.46695,non-essential,1401
MAP4,13,0.39706,non-essential,1401
AFF3,21,0.65793,non-essential,1401
JUN,5,0.3232,non-essential,1401
NFX1,13,0.73888,non-essential,1401
VIM,21,1.7362,non-essential,1401
NOL7,5,0.14365,essential,785
TRIM28,13,0.88224,non-essential,1401
ADAD2,21,1.4633,non-essential,1401
NOL11,5,0.18562,essential,785
TRMT11,13,0.58527,non-essential,1401
ATXN1,21,0.70232000000000006,non-essential,1401
PQBP1,5,0.4006,non-essential,1401
FASN,13,1.3023,non-essential,1401
CALR,21,1.4689,non-essential,1401
SUCO,5,0.62552,non-essential,1401
S100A9,13,1.5597,non-essential,1401
