sgrna,sample_name,rep1,rep2
MMAA_2_3,heavy,-0.27774,-0.56703
SFSWAP_2_3,heavy,-0.19574,-0.36495
FBXO17_3_4,heavy,0.10172,0.17171
ZCCHC3_4_1,heavy,0.071873,0.18363
TYW5_3_4,heavy,0.14065,0.046767
KHDC1L_4_1,heavy,0.12677,0.26722
FAM120B_4_1,heavy,0.069979,0.031553
MTAGBFP2_2_3,heavy,0.078351,0.17306
USP36_2_3,heavy,-0.12499,-0.22404
MRPL43_2_3,heavy,-0.071724,-0.07904
SRP9_1_2,heavy,-0.10218000000000001,-0.19175
TYW5_1_2,heavy,-0.21882,0.19575
RBMY1J_3_4,heavy,-0.067714,-0.094412
YWHAG_2_3,heavy,0.11523,0.1092
PUS1_2_3,heavy,0.13888,0.26569
ANXA2_4_1,heavy,0.1734,0.01999
FBRSL1_4_1,heavy,0.070574,0.10894
LIMA1_3_4,heavy,0.10083,0.12569
IPO8_3_4,heavy,-0.18304,0.14116
XPO5_4_1,heavy,-0.1323,-0.02209
NXT1_4_1,heavy,-0.093211,-0.081174
SRSF10_3_4,heavy,0.35244,-0.07541
SCAMP3_2_3,heavy,0.13162,0.04544
MEX3D_1_2,heavy,-0.07395,0.057227
PUF60_4_1,heavy,-0.18477,-0.60551
PTCD1_2_3,heavy,0.13857,-0.0028405
PRPF38B_2_3,heavy,0.11942,-0.017823
PLRG1_4_1,heavy,0.11846,-0.093303
EIF2AK3_1_2,heavy,-0.092656,0.036026
THOC5_2_3,heavy,0.17116,0.09595
EPB41_4_1,heavy,-0.10442,-0.19491
ALG13_3_4,heavy,-0.26729,-0.088464
RBM39_2_3,heavy,0.08699,0.082388
REXO1_2_3,heavy,0.065924,0.10218000000000001
PFN1_2_3,heavy,0.073322,0.12745
RNPS1_4_1,heavy,0.072578,0.040549
METTL14_2_3,heavy,0.2011,0.23071
USP36_4_1,heavy,0.2011,-0.50645
PPP1CC_4_1,heavy,-0.18041,-0.18884
SMG5_4_1,heavy,-0.080847,-0.037806
LARS1_1_2,heavy,-0.088642,1.0731e-4
KNOP1_4_1,heavy,-0.15574,-0.2943
NOS3_3_4,heavy,0.20499,0.035821
MRPL55_1_2,heavy,0.08077,-0.047453
SREK1_4_1,heavy,-0.1793,0.12713
DBNL_4_1,heavy,0.079714,-0.010099
FASN_1_2,heavy,0.097563,-0.11646
METTL16_2_3,heavy,0.077502,-0.073179
AGFG1_3_4,heavy,0.089056,0.16427
CS_4_1,heavy,-0.091176,-0.11707
RBM33_2_3,heavy,0.092906,0.14786
CACTIN_1_2,heavy,0.071382,0.057251
NGRN_2_3,heavy,0.070006,-0.0031679
H4C12_4_1,heavy,0.15639,0.16242
HRH2_2_3,heavy,0.068905,0.11348
ADAT3_3_4,heavy,0.057786,0.075248
RBM44_3_4,heavy,0.090082,0.23309
CACYBP_1_2,heavy,0.071184,0.20735
RPL3L_1_2,heavy,0.099205,0.0085814
LAMA2_3_4,heavy,0.072588,0.1189
SF3A2_3_4,heavy,0.28971,-0.4455
MARK2_4_1,heavy,-0.12164,-0.0623
ESRP2_4_1,heavy,0.21727,0.24655
NANOS3_3_4,heavy,0.074151,-0.0032391
ELAVL1_3_4,heavy,0.094014,0.13189
PTRHD1_4_1,heavy,-0.11636,0.042427
SMC1A_3_4,heavy,-0.085107,-0.017996
HMGA1_2_3,heavy,0.30002,-0.36256
ANXA2_3_4,heavy,0.16144,0.087291
R3HDM1_1_2,heavy,0.10359,0.02599
RANBP2_2_3,heavy,0.096475,0.10648
RAMAC_3_4,heavy,-0.13936,-0.28564
RNASEH2C_2_3,heavy,-0.12377,-0.027574
DHX40_1_2,heavy,-0.21641,-0.2101
CS_1_2,heavy,-0.11678,-0.20264
NDRG4_2_3,heavy,0.077513,0.17337
SRFBP1_4_1,heavy,-0.17986,-0.30024
P4HB_3_4,heavy,0.12728,0.17266
SMAD9_4_1,heavy,-0.23734,0.13356
SNIP1_3_4,heavy,-0.10218000000000001,-0.04662
FAM98A_1_2,heavy,-0.2224,0.32222
RBM14-RBM4_4_1,heavy,0.091907,0.24135
DCP1A_1_2,heavy,0.08412,-0.073632
H1-5_4_1,heavy,0.085907,-0.048397
CXXC5_2_3,heavy,-0.10886,0.11878
H1-10_1_2,heavy,-0.091295,-0.03602
RTCA_2_3,heavy,0.073256,-0.012479
DENR_2_3,heavy,0.18446,0.34982
DBR1_3_4,heavy,0.16309,0.10795
MDH2_4_1,heavy,0.10822,0.15471
SMAD1_2_3,heavy,0.084658,0.050834
ERN1_1_2,heavy,0.076669,0.031098
SYNE2_3_4,heavy,0.10666,0.24367
NOL7_1_2,heavy,-0.088114,-0.17482
SUPV3L1_2_3,heavy,0.090892,0.041458
CWF19L2_4_1,heavy,0.13143,0.17103
TEFM_3_4,heavy,-0.095006,0.014758
SMG1_1_2,heavy,-0.078565,-0.27105
CAND1_1_2,heavy,-0.10803,-0.18785
YY1_4_1,heavy,0.13329,0.25256
TDRD3_3_4,heavy,0.092292,0.015403
CELF6_4_1,heavy,0.17697,0.27007
HOXB6_4_1,heavy,0.068909,0.16507
TKT_3_4,heavy,0.097707,0.20085
CMTR1_4_1,heavy,0.072603,0.080827
DQX1_1_2,heavy,-0.098351,-0.079585
NSUN7_2_3,heavy,-0.23395,0.18726
ALDH18A1_2_3,heavy,-0.065837,-0.13755
BTF3_3_4,heavy,-0.31722,-0.91487
CSN2_1_2,heavy,-0.28033,0.055755
ZNF385A_2_3,heavy,0.15275,-0.038156
SNRNP200_4_1,heavy,-0.43061,-0.47089
RNASE13_2_3,heavy,-0.078775,-0.099854
CMTR2_2_3,heavy,0.11195,0.17448
DMGDH_2_3,heavy,-0.26488,-0.48119
RBMX_2_3,heavy,0.16149,-0.26678
EIF1AD_4_1,heavy,0.31847,-0.73853
DZIP1L_4_1,heavy,-0.10892,-0.01014
PDIA2_2_3,heavy,-0.054985,-0.052829
DCN_1_2,heavy,0.080397,0.11449
EEF1D_3_4,heavy,-0.067541,-0.046783
CNN2_1_2,heavy,0.12216,0.034503
SETD1B_1_2,heavy,0.10114,0.13761
LDHB_1_2,heavy,0.075794,0.089804
EXOSC1_1_2,heavy,0.079358,0.16419
IFIT3_4_1,heavy,0.080266,0.13955
MTERF1_2_3,heavy,0.15192,0.29911
SETD1B_2_3,heavy,0.095124,0.23018
RTL3_4_1,heavy,0.088726,-0.083069
MRPL48_3_4,heavy,-0.089441,0.14327
SNRPC_2_3,heavy,-0.10192,-0.19036
DAZ3_2_3,heavy,0.069114,0.13371
BARD1_2_3,heavy,0.074373,0.13435
SARS2_3_4,heavy,0.1671,-0.068179
ZC3H7A_3_4,heavy,0.11136,0.13488
RANBP6_3_4,heavy,0.14875,0.1118
LRPPRC_3_4,heavy,-0.15185,-0.090999
HSPA8_4_1,heavy,-0.088525,-0.054853
RPGR_2_3,heavy,-0.11169,-0.23682
CDKN2A_2_3,heavy,0.06297,0.035279
DIDO1_1_2,heavy,0.096205,-0.043426
EXOSC2_4_1,heavy,0.19687,-0.13078
NOP9_4_1,heavy,0.12495,0.024555
WBP11_2_3,heavy,0.30585,0.3542
TECR_3_4,heavy,0.12892,-0.205
MRPL1_1_2,heavy,0.091403,0.068448
PDIA4_1_2,heavy,0.15934,-0.14155
AFF4_2_3,heavy,-0.12288,-0.057498
RBM12_4_1,heavy,-0.10772,0.16738
PNPT1_2_3,heavy,-0.11947,0.017278
GEMIN6_3_4,heavy,0.093363,0.00866
BAG4_2_3,heavy,-0.20033,-0.46296
AARSD1_2_3,heavy,0.061241,0.05774
MRPL37_2_3,heavy,-0.24116,-0.085732
PDCD7_4_1,heavy,0.085493,0.05271
DAZ3_4_1,heavy,0.35843,0.49429
CHGA_2_3,heavy,-0.10557,-0.050753
EDC4_3_4,heavy,-0.080074,-0.14153
CXORF23_4_1,heavy,0.15118,0.6632
CNN3_4_1,heavy,0.089425,0.16242
DHX16_2_3,heavy,0.073319,0.049897
IDH1_3_4,heavy,-0.17113,-0.0064879
FKBP4_1_2,heavy,-0.12037,-0.10415
ZNF579_1_2,heavy,0.075491,0.049892
TRMU_3_4,heavy,0.098896,-0.053848
SNRPN_1_2,heavy,0.079437,-0.051789
RANGRF_2_3,heavy,-0.63632,-0.58412
CDC5L_3_4,heavy,-0.093031,0.15429
MAP1B_4_1,heavy,-0.17178,-0.13234
ZGPAT_1_2,heavy,0.075499,-0.017122
HEATR6_1_2,heavy,0.085738,0.07367
MRPL17_1_2,heavy,0.073688,0.051773
RAVER1_1_2,heavy,0.16397,0.11879
ZC3H13_2_3,heavy,-0.26795,0.15613
GEMIN7_1_2,heavy,0.092154,0.12576
RPL26L1_1_2,heavy,-0.073334,9.0353e-4
IREB2_1_2,heavy,0.13947,-0.049638
EIF4H_2_3,heavy,-0.43829,-1.2388
GTF3A_3_4,heavy,-0.12252,-0.19063
TSEN2_3_4,heavy,-0.10066,0.018979
RPL36AL_1_2,heavy,0.16662,0.17368
TNRC6C_4_1,heavy,-0.08379,0.14758
METTL3_4_1,heavy,-0.16652,-0.3982
FARSB_4_1,heavy,-0.094802,-0.067028
RBM8A_4_1,heavy,-0.54246,0.066378
SMG7_3_4,heavy,-0.3067,0.088008
RWDD4_4_1,heavy,0.10193,0.0097885
MTERF4_3_4,heavy,0.074732,0.0039116
U2AF2_4_1,heavy,0.23162,-0.0076956
OLA1_4_1,heavy,0.080349,0.074627
RO60_3_4,heavy,-0.17453,0.01053
GFM2_2_3,heavy,0.2791,0.37167
PCBP4_2_3,heavy,0.068403,0.19279
ATXN1_1_2,heavy,-0.55478,-0.33131
MSL1_3_4,heavy,0.085836,-0.017686
HNRNPA1L2_4_1,heavy,0.17278,-0.0087372
SLTM_2_3,heavy,0.14289,-0.037262
FAM32A_4_1,heavy,0.26083,-0.25002
PKN2_3_4,heavy,-0.12448,0.098669
PLD6_4_1,heavy,0.070605,0.045474
ILF2_2_3,heavy,-0.089448,-0.027127
DXO_3_4,heavy,-0.1254,0.07234
MRPL22_3_4,heavy,0.15953,-0.030614
SRP68_4_1,heavy,-0.44176,-0.42371
TRMT2A_2_3,heavy,-0.079092,-0.14126
GFM1_4_1,heavy,-0.097608,-0.056087
STK10_4_1,heavy,0.22397,0.28384
ARHGEF28_2_3,heavy,-0.19134,-0.27617
EEF1AKMT2_3_4,heavy,0.057305,0.063198
IREB2_2_3,heavy,0.071212,0.22411
CDK9_2_3,heavy,0.15417,0.4411
APTX_2_3,heavy,0.075331,0.13537
DCP1B_2_3,heavy,0.07153,0.1394
MTO1_2_3,heavy,-0.073694,-0.014444
SEC31A_1_2,heavy,0.076664,-0.022546
MCAT_1_2,heavy,-0.082353,0.092269
METTL3_1_2,heavy,-0.15715,0.079073
LGALS3_3_4,heavy,0.067026,0.15549
THOC2_3_4,heavy,0.13511,0.053809
SEC61A1_4_1,heavy,-0.19216,0.21806
UPF3A_3_4,heavy,0.065662,0.065181
RBMY1D_4_1,heavy,0.22614,0.19436
PIWIL2_1_2,heavy,0.1916,-0.13456
A1CF_1_2,heavy,0.053587,-0.016323
NTPCR_2_3,heavy,-0.11849,-0.024546
TFB1M_2_3,heavy,0.16301,0.018092
PQBP1_2_3,heavy,0.10269,0.14347
TDRD12_1_2,heavy,-0.078202,-0.018676
KHNYN_3_4,heavy,-0.081333,0.099267
HIBADH_3_4,heavy,0.071854,0.088563
KHDRBS1_4_1,heavy,0.090164,-0.063959
TXNDC5_2_3,heavy,0.10012,0.081207
DDX31_1_2,heavy,-0.10191,0.24151
PAPOLG_2_3,heavy,-0.11416,0.14985
PQBP1_4_1,heavy,0.0935,0.065305
EEF2K_4_1,heavy,0.063509,0.093602
RBBP5_3_4,heavy,-0.089877,0.13297
HNRNPK_1_2,heavy,-0.12177,-0.10966
RBMXL2_3_4,heavy,0.067927,-0.023482
TYW1_4_1,heavy,-0.2032,0.2927
RCC2_3_4,heavy,-0.13219,-0.030633
RCC2_2_3,heavy,0.091357,0.13294
SEC61A1_3_4,heavy,-0.15661,-0.33984
CTNNA1_4_1,heavy,-0.25201,-0.20476
ADAD2_2_3,heavy,0.084195999999999993,-0.018533
TBCA_2_3,heavy,-0.26051,0.28406
GPATCH1_4_1,heavy,0.1766,0.0016291
RBM38_4_1,heavy,-0.18453,0.034928
EFTUD2_2_3,heavy,-0.19958,0.18374
HSD17B10_2_3,heavy,0.077505,0.034747
SLC3A2_3_4,heavy,-0.085796,-0.10234
OAS2_1_2,heavy,0.074614,-0.12338
PRR3_2_3,heavy,-0.094416,-0.13633
DCLRE1C_3_4,heavy,-0.072932,0.043646
CAPRIN2_2_3,heavy,0.086428,0.0088652
RRP1B_1_2,heavy,0.079745,0.030053
CIRBP_1_2,heavy,0.084442,0.14796
ADAT3_2_3,heavy,0.12121,0.31395
NUFIP2_2_3,heavy,0.11901,0.03429
SEC63_3_4,heavy,0.079803,0.2106
SNRNP27_1_2,heavy,-0.11267,-0.1481
MDH1_2_3,heavy,-0.07142,-0.094256
TSEN54_2_3,heavy,0.089093,0.25123
RAX_1_2,heavy,0.09165,0.20809
ANXA7_2_3,heavy,-0.08836,-0.0058018
FEN1_2_3,heavy,0.11542,0.1104
DHX8_1_2,heavy,0.29271,0.54404
C9ORF129_1_2,heavy,-0.16234,0.098713
TARS2_1_2,heavy,0.12038,0.19259
SRPK1_4_1,heavy,-0.15677,0.023889
RNASEL_3_4,heavy,0.13758,0.067643
GSPT1_1_2,heavy,-0.40681,-0.46703
RBM18_3_4,heavy,0.22309,-0.32945
SMN2_2_3,heavy,-0.087559,-0.030815
TAGLN2_1_2,heavy,0.10315,0.044626
NYNRIN_3_4,heavy,-0.12117,0.10151
TSEN54_4_1,heavy,0.23093,-0.35281
USP39_2_3,heavy,0.15571,0.12065
ATXN2_1_2,heavy,-0.10304,-0.097224
EXOSC5_4_1,heavy,-0.23007,-0.6137
PDLIM5_4_1,heavy,0.10683,0.075804
MMAA_4_1,heavy,0.061878,0.16
MRPL49_3_4,heavy,-0.15435,-0.0061448
RBMY1A1_4_1,heavy,0.084028,0.012391
C11ORF68_3_4,heavy,0.17022,-0.22034
MRPL22_2_3,heavy,-0.088369,-0.16608
RNF17_3_4,heavy,0.066356,-0.089193
DAZAP1_4_1,heavy,-0.19939,-0.28587
TXN_2_3,heavy,-0.14291,0.14643
RRP7A_1_2,heavy,-0.35621,-0.55226
HSPA8_2_3,heavy,-0.12433,-0.20608
DHX30_2_3,heavy,0.15071,0.060757
SETD1A_3_4,heavy,-0.099373,-0.13741
IPO4_4_1,heavy,0.087041,0.12048
TDRD12_2_3,heavy,-0.12411,-0.17939
ALKBH2_2_3,heavy,-0.13859,0.16194
GSPT2_1_2,heavy,0.083195,-0.019013
RBMY1B_4_1,heavy,0.10632,0.29689
RPRD1B_1_2,heavy,0.13587,0.21338
FAM133B_4_1,heavy,0.087114,0.12844
TBL2_4_1,heavy,0.20473,0.30483
DRG2_4_1,heavy,0.062819,0.049997
MNEONGREEN_2_3,heavy,0.084371,0.12994
ESS2_1_2,heavy,-0.15339,-0.11401
RPL36A_2_3,heavy,0.16182,0.044508
EXOSC4_3_4,heavy,0.10981,0.25996
CNOT2_1_2,heavy,-0.096581,-0.17321
DHCR7_4_1,heavy,-0.14694,0.053922
CAND1_2_3,heavy,-0.10545,-0.3025
RBM27_2_3,heavy,-0.078407,-0.016222
EIF2S2_1_2,heavy,0.31129,0.014474
TYW3_1_2,heavy,0.07966,0.054571
YWHAG_3_4,heavy,-0.18643,-0.014273
LUC7L_2_3,heavy,0.12517,0.13702
MSL1_1_2,heavy,0.088282,0.052376
FAM98B_1_2,heavy,0.081232,0.15384
DGCR8_2_3,heavy,-0.18379,-0.37097
ALKBH7_1_2,heavy,0.08688,0.12648
ATP5F1C_1_2,heavy,-0.41117,-0.57831
SRP14_1_2,heavy,-0.091653,-0.0017175
PTRHD1_1_2,heavy,0.061204,0.081489
TRA2A_1_2,heavy,-0.27319,0.49942
ZC3HC1_4_1,heavy,0.061697,0.040202
CADM1_4_1,heavy,-0.13164,0.10991
KAT8_1_2,heavy,-0.11605,-0.042849
PABPN1L_1_2,heavy,-0.056358,-0.048563
SPEN_4_1,heavy,0.14743,0.35299
GIGYF2_4_1,heavy,0.11097,0.1478
UBFD1_1_2,heavy,-0.12884,-0.13106
DDX41_1_2,heavy,0.14945,0.0036484
METTL2B_3_4,heavy,-0.11382,-0.033504
SRSF5_3_4,heavy,0.10766,0.29827
SF3A2_4_1,heavy,-0.13015,-0.023355
RBM48_4_1,heavy,0.16118,-0.18607
TRMT13_1_2,heavy,0.056732,-0.067387
HAS1_4_1,heavy,-0.076339,0.016599
C14ORF93_3_4,heavy,0.10244,0.085715
IGF2BP2_2_3,heavy,-0.092637,-0.1424
UBE2O_3_4,heavy,0.086136,0.097147
EIF2B1_1_2,heavy,-0.18631,-0.26748
WRAP53_4_1,heavy,-0.29374,-0.064058
TSFM_3_4,heavy,0.06843,-0.020197
TRMT10A_1_2,heavy,-0.076869,0.040731
CHMP2A_1_2,heavy,0.11626,0.095015
GRB2_4_1,heavy,-0.091754,0.015679
GTF2E2_4_1,heavy,0.2089,0.52558
CLP1_4_1,heavy,0.18065,-0.0053203
FDPS_2_3,heavy,-0.22361,-0.32229
SAMD4A_3_4,heavy,0.080072,0.16582
XRCC6_1_2,heavy,-0.095071,-0.23922
INTS2_3_4,heavy,-0.15355,0.096335
SMG9_2_3,heavy,0.10773,0.19014
FKBP4_2_3,heavy,0.1029,-0.017148
CPSF6_1_2,heavy,0.18915,0.16313
HMGB1_4_1,heavy,0.18915,-0.33814
KIN_1_2,heavy,-0.25563,-0.059667
METTL8_4_1,heavy,0.099931,-0.19703
AKAP8_2_3,heavy,0.10891,0.26896
PRKAB2_4_1,heavy,0.12688,0.41974
ADAR_3_4,heavy,0.10355,0.2015
UTP23_4_1,heavy,-0.41617,-0.33794
EIF1_3_4,heavy,0.083177,0.22304
UBA1_2_3,heavy,0.14615,0.16204
SAFB2_3_4,heavy,0.094645,0.27681
PRDX1_2_3,heavy,-0.15583,-0.11074
PLEC_2_3,heavy,0.090783,-0.016652
CALR3_2_3,heavy,0.09942,0.13743
MRM2_1_2,heavy,-0.093506,0.13465
MYO5A_3_4,heavy,-0.3391,0.25849
METTL25B_2_3,heavy,-0.072849,1.3501e-4
ZFR_3_4,heavy,0.083263,0.0064292
KYAT3_1_2,heavy,0.081426,0.26581
KHSRP_4_1,heavy,0.095616,0.15838
RPTOR_1_2,heavy,0.099754,0.22311
EARS2_2_3,heavy,-0.059308,0.0029114
SCAF8_1_2,heavy,0.057138,0.059936
CST6_4_1,heavy,0.13147,-0.17963
FBRSL1_1_2,heavy,0.10908,-0.082924
EIF3J_2_3,heavy,-0.072758,-0.041905
POLR2H_1_2,heavy,-0.28469,0.45716
MRPL24_1_2,heavy,0.10989,0.21822
MRPS5_3_4,heavy,0.063626,0.064074
TRMT2A_3_4,heavy,0.084938,-0.20472
IQCG_2_3,heavy,-0.13627,-0.35764
C4BPA_3_4,heavy,0.089623,-0.079747
MTPAP_1_2,heavy,-0.060858,-0.026024
CILK1_1_2,heavy,0.095162,0.080316
CSNK1E_3_4,heavy,-0.28424,-0.22725
KHDRBS1_2_3,heavy,-0.068786,-0.082085
SORBS2_1_2,heavy,-0.15403,-0.10871
LMNA_2_3,heavy,0.11794,-0.037631
SRFBP1_1_2,heavy,-0.33901,-1.4293
TSR1_3_4,heavy,-0.33901,0.30609
NARS2_3_4,heavy,0.10327,0.32574
TDRD9_2_3,heavy,0.14677,-0.087756
ENDOV_2_3,heavy,0.1976,0.16527
MTERF4_4_1,heavy,-0.13879,0.11884
GNL1_4_1,heavy,0.22979,0.24251
EML4_3_4,heavy,-0.099332,0.02507
RBM17_3_4,heavy,-0.095116,0.039855
TYW1_2_3,heavy,0.095897,0.12232
H4C6_2_3,heavy,0.2925,0.47585
ELP5_4_1,heavy,0.10777,0.027214
EIF2AK2_1_2,heavy,0.084699,0.14303
MGST1_2_3,heavy,0.12218,0.060008
RBM11_4_1,heavy,0.062716,0.11906
H1-10_3_4,heavy,0.11795,0.18299
ATXN1_3_4,heavy,0.078576,0.087371
DHCR7_3_4,heavy,0.098702,-0.099597
BASP1_2_3,heavy,-0.11941,-0.077275
DQX1_2_3,heavy,0.12639,-0.011559
RPUSD1_2_3,heavy,0.060773,0.0082168
MRPS25_3_4,heavy,-0.090137,0.059527
MYEF2_4_1,heavy,0.066502,0.082459
MAT1A_1_2,heavy,0.08868,-0.024841
MPST_4_1,heavy,-0.17907,-0.57717
AHCYL2_3_4,heavy,0.093954,-0.064901
ZNHIT6_2_3,heavy,-0.081037,-0.079768
FUS_3_4,heavy,-0.078617,-0.064314
MRPL40_2_3,heavy,0.10342,0.26989
MRPL20_2_3,heavy,-0.10775,-0.0092231
FAM98C_3_4,heavy,-0.57949,-0.3178
TNKS1BP1_1_2,heavy,0.079119,0.18596
MRPL11_3_4,heavy,-0.14539,-0.19648
PAWR_1_2,heavy,0.44735,-1.0651
HNRNPD_2_3,heavy,0.075449,0.1046
SECISBP2_1_2,heavy,-0.067488,-0.076924
PNPT1_1_2,heavy,-0.12748,0.17152
APOBEC2_3_4,heavy,0.15395,0.44563
PCDHGA9_4_1,heavy,0.11728,0.066633
SNRPN_4_1,heavy,-0.55211,-0.025034
RNF17_4_1,heavy,-0.16062,-0.16913
AKAP8L_3_4,heavy,0.12796,0.077951
H4C6_1_2,heavy,0.24904,0.18655
CDK13_4_1,heavy,0.073234,0.011391
DHX57_3_4,heavy,0.068821,0.14927
TMPO_3_4,heavy,-0.0787,0.059701
RBM44_4_1,heavy,0.083617,0.063008
MRPS16_2_3,heavy,-0.13048,-0.0064881
NOVA1_3_4,heavy,-0.12274,0.071916
DHX8_3_4,heavy,0.14744,-0.013682
SRP19_3_4,heavy,-0.14846,-0.27429
MYEF2_3_4,heavy,0.13069,0.14124
IDH2_2_3,heavy,0.069479,0.15209
TNRC6A_1_2,heavy,-0.11359,0.0187
ENOX2_1_2,heavy,0.074646,0.22195
NOVA1_4_1,heavy,0.1012,0.068918
SMAD2_1_2,heavy,-0.097939,-0.020084
RNF17_2_3,heavy,-0.10889,-0.077569
N4BP1_1_2,heavy,-0.15013,-0.21357
DLAT_2_3,heavy,-0.17022,-0.30265
PRDX1_4_1,heavy,0.16679,-0.35531
SMAD6_3_4,heavy,-0.38472,-0.38263
PAICS_1_2,heavy,0.073702,0.17488
PCBP2_3_4,heavy,-0.081057,-0.22943
SNRPA_4_1,heavy,0.090921,0.088111
ELAC2_3_4,heavy,0.10858,0.042907
PRPF40A_1_2,heavy,0.20697,0.11741
MARF1_2_3,heavy,-0.072472,0.10069
ALDH18A1_3_4,heavy,-0.096618,0.13064
TSN_3_4,heavy,0.071165,0.08133
HMGN2_3_4,heavy,-0.08073,-0.032926
CST6_3_4,heavy,-0.095066,0.032198
TRMT61A_3_4,heavy,0.16298,0.040564
SCAMP3_1_2,heavy,-0.082826,0.10205
SMAD6_1_2,heavy,0.14646,0.086468
S100A9_4_1,heavy,-0.1329,0.42039
MRPS2_1_2,heavy,-0.09679,0.14589
ATP5F1C_4_1,heavy,-0.14778,-0.27257
PWP2_2_3,heavy,-0.26818,-0.69864
SRSF3_4_1,heavy,0.31399,0.71421
NRAP_2_3,heavy,0.088407,-0.0033344
INTS10_4_1,heavy,0.07785,0.083823
ZCCHC7_3_4,heavy,0.079392,0.062037
DST_1_2,heavy,0.11219,0.32713
CC2D1B_3_4,heavy,0.073882,0.16458
MRPL9_4_1,heavy,0.057744,0.12764
WBP4_3_4,heavy,-0.1083,0.048934
MRPL28_1_2,heavy,-0.11717,0.0065822
PLA2G1B_2_3,heavy,-0.11982,-0.20938
DLD_3_4,heavy,-0.12151,-0.016057
MBNL3_2_3,heavy,0.16856,0.048453
ZC3H13_4_1,heavy,-0.081649,-0.098365
ZRSR2_2_3,heavy,0.087773,0.042053
RPP21_1_2,heavy,-0.22759,0.22055
LUC7L2_4_1,heavy,0.055371,0.063902
EPPK1_3_4,heavy,0.11064,0.19885
LIN28A_1_2,heavy,-0.10314,0.0053049
HSP90AA1_4_1,heavy,0.089145,0.2164
DEK_4_1,heavy,-0.075083,-0.01133
SAFB_1_2,heavy,0.091772,0.089277
FTO_2_3,heavy,0.19151,0.35638
DXO_1_2,heavy,0.075242,-0.0019358
TCEA1_1_2,heavy,-0.10333,-0.10885
MRPL2_2_3,heavy,0.085598,0.074353
RIDA_4_1,heavy,0.075789,0.11544
ALKBH5_3_4,heavy,0.086384,0.050659
TRMT44_4_1,heavy,0.15831,0.1222
GCN1_1_2,heavy,-0.1132,-0.22684000000000001
EIF4E2_4_1,heavy,0.16576,0.09191
PUS7_4_1,heavy,0.094709,0.11648
PABPC1L_2_3,heavy,-0.099711,-0.35989
TLR8_3_4,heavy,-0.099711,0.04929
C7ORF50_2_3,heavy,0.064829,0.0381
LUC7L2_3_4,heavy,0.12002,0.26843
NKRF_3_4,heavy,0.17049,0.49078
RBMX_4_1,heavy,-0.24154,-0.042834
FLYWCH2_4_1,heavy,0.072247,-0.027241
CASC3_4_1,heavy,0.07719,0.049446
NELFE_3_4,heavy,0.064212,0.13554
SUB1_1_2,heavy,-0.10402,0.046193
PTRHD1_3_4,heavy,0.39332,-0.072214
TMED10_3_4,heavy,0.12509,0.16496
MTERF1_4_1,heavy,-0.13733,0.24401
EEFSEC_4_1,heavy,-0.17137,0.26404
YWHAZ_3_4,heavy,0.090883,-0.068752
MAPT_1_2,heavy,0.11053,-0.23071
DDX19B_4_1,heavy,-0.097193,-0.058339
TMPO_4_1,heavy,0.077234,-0.26127
MRPL28_4_1,heavy,-0.27328,-0.13123
TARS2_4_1,heavy,0.10157,-0.0093535
CDC5L_2_3,heavy,0.2612,-0.32002
TBL3_2_3,heavy,-0.14418,0.18446
CISD2_2_3,heavy,-0.33865,-0.47119
DCP2_3_4,heavy,0.070463,0.036717
INTS3_3_4,heavy,-0.1294,-0.075648
SPTBN5_3_4,heavy,0.072106,-0.0026519
HNRNPH3_3_4,heavy,0.057644,-0.005259
RPA2_4_1,heavy,-0.11536,-0.23753
IPO11_4_1,heavy,0.14354,0.05067
NXF2B_1_2,heavy,-0.16358,-0.13455
RPP14_1_2,heavy,-0.080884,-0.15437
THUMPD1_3_4,heavy,-0.14445,-0.090886
LCMT2_2_3,heavy,-0.081716,-0.12167
FRG1_2_3,heavy,0.14898,0.25907
RTF1_2_3,heavy,0.15728,0.41821
USP39_3_4,heavy,0.13165,0.075729
SRPK1_1_2,heavy,0.059567,0.20378
GDI2_1_2,heavy,0.13544,-0.024385
GTPBP10_2_3,heavy,-0.22879,-0.082589
EBP_4_1,heavy,-0.10252,-0.11586
TAGLN_2_3,heavy,0.066014,0.095806
TRMT11_1_2,heavy,-0.078107,0.017175
EIF4H_1_2,heavy,0.050767,0.077607
PPIH_4_1,heavy,0.11069,0.16701
AFF3_1_2,heavy,0.16091,-0.10347
ARHGEF1_4_1,heavy,0.091358,0.19624
PTRHD1_2_3,heavy,0.091358,0.17621
RNASEH2B_3_4,heavy,0.078485,0.1802
CSTB_3_4,heavy,-0.069409,0.052164
OAS1_1_2,heavy,-0.11721,-0.17774
MAGOH_2_3,heavy,0.13982,0.12258
PTPN12_4_1,heavy,-0.10821,0.10315
ZCCHC13_1_2,heavy,-0.097075,-0.060506
EIF5A2_1_2,heavy,0.079473,0.054764
MRPS28_1_2,heavy,-0.2132,-0.30516
UPF2_3_4,heavy,-0.2132,-0.15699
KRT18_1_2,heavy,-0.093726,-0.044123
MKRN2_1_2,heavy,0.10055,0.18598
HNRNPC_4_1,heavy,-0.13268,-0.61445
DNAJC1_1_2,heavy,-0.28796,-1.1244
CELF3_1_2,heavy,-0.080095,-0.069771
DDX4_1_2,heavy,-0.067909,0.11361
