sgrna,sample_name,rep1,rep2
LGALS2_4_1,heavy,0.0047364,-0.14962
TRDMT1_3_4,heavy,0.01365,0.097163
RBM10_4_1,heavy,0.0083584,0.29169
TRMT1_2_3,heavy,0.01483,0.28594
TES_3_4,heavy,-0.0075576,0.086846
VIRMA_3_4,heavy,-0.0070652,0.28059
PPWD1_4_1,heavy,-0.0077565,-0.10163
C12ORF43_2_3,heavy,0.0047264,0.1271
CC2D1B_4_1,heavy,0.033972,0.12314
IFIT1_3_4,heavy,0.0041784,0.039733
ZC3H4_3_4,heavy,0.0093295,-0.31981
BRD2_4_1,heavy,0.0036995,-0.045932
PCDH20_4_1,heavy,-0.011238,0.1921
H1-5_3_4,heavy,0.0046506,0.082693
FAM120C_3_4,heavy,0.0088938,0.23284
SRPRB_4_1,heavy,0.0039648,0.091499
IFIT2_4_1,heavy,-0.0047117,0.0070201
NCOA5_3_4,heavy,0.0067179,0.0053557
APOBEC3D_4_1,heavy,-0.011308,0.04069
TRMT10C_3_4,heavy,-0.010449,-0.084611
MRPL22_4_1,heavy,0.0053974,0.015246
PHF10_1_2,heavy,-0.0045743,0.08624
ZC3H7A_1_2,heavy,0.0067713,-0.083594
RBM20_1_2,heavy,0.0037901,-0.03401
DALRD3_2_3,heavy,0.0036918,0.092812
GOLGA4_3_4,heavy,-0.0056217,0.086911
ZFP36L2_3_4,heavy,-0.003394,0.019777
PPIH_2_3,heavy,-0.0047766,-0.066726
CHMP4B_1_2,heavy,0.0063479,0.11363
GEMIN4_3_4,heavy,0.010034,0.20269
PURB_1_2,heavy,0.0084797,0.19747
MRPS6_3_4,heavy,-0.0034969,0.011132
TRMT61A_2_3,heavy,-0.0037274,0.009852
SON_4_1,heavy,0.0062924,-0.0092003
RNASE6_1_2,heavy,-0.014532,-0.099559
RAVER1_3_4,heavy,-0.0095431,-0.25941
ELP1_3_4,heavy,0.0039548,-0.022278
HDAC2_4_1,heavy,0.0075221,0.11063
MRPS5_1_2,heavy,0.0079302,0.16984
RPN2_4_1,heavy,-0.0040999,0.085831
GEMIN4_1_2,heavy,0.0051201,0.018039
AATF_2_3,heavy,0.023194,-0.51236
VCP_3_4,heavy,-0.011623,-0.41191
TDRD5_3_4,heavy,-0.0092909,0.070207
UTP25_2_3,heavy,0.0059186,-0.21424
RBFOX2_4_1,heavy,0.0049307,0.11744
NUCKS1_3_4,heavy,-0.0054659,0.055346
DGCR8_1_2,heavy,-0.003676,0.1282
AGO3_2_3,heavy,-0.0040848,0.0084159
BASP1_1_2,heavy,-0.0040174,0.12881
MAT2A_4_1,heavy,0.0038485,0.035145
DIS3_1_2,heavy,-0.0053427,-0.12632
FAS_3_4,heavy,-0.0036589,0.036568
SCAF1_2_3,heavy,-0.0046607,0.029503
MSN_1_2,heavy,0.0065491,0.0020176
CNOT11_4_1,heavy,0.0097091,-0.11423
LARP7_4_1,heavy,-0.0077511,0.065508
NOP9_3_4,heavy,0.0073853,-0.077867
PPID_3_4,heavy,0.0057389,0.15092
STX18_4_1,heavy,-0.0056331,0.037714
MRPS28_3_4,heavy,0.0030809,0.1635
MRPL23_4_1,heavy,-0.0048006,-0.02761
MECP2_2_3,heavy,-0.020661,-1.5766
TSEN15_3_4,heavy,-0.0043437,0.041199
CCDC47_3_4,heavy,0.004635,0.021151
HNRNPA1L2_3_4,heavy,-0.004588,0.082024
SLA_4_1,heavy,0.0060173,-0.025939
TDRD7_3_4,heavy,-0.0048373,-0.095049
DST_4_1,heavy,-0.0096788,0.090187
RIGI_4_1,heavy,0.012145,-0.0019939
PDIA3_2_3,heavy,0.0028641,0.098159
C11ORF31_1_2,heavy,-0.0048506,0.052264
SMAD9_3_4,heavy,0.005021,-0.22189
FADS2_1_2,heavy,-0.0034362,-0.072166
NANOS2_4_1,heavy,0.0064488,-0.075433
YWHAZ_2_3,heavy,-0.0092853,-0.0068426
RBFOX1_4_1,heavy,-0.0039899,-0.079176
IFI16_3_4,heavy,0.0027957,0.024613
MRPS10_2_3,heavy,0.0040296,-0.056491
OGN_3_4,heavy,-0.0060842,-0.31332
HNRNPUL2_1_2,heavy,0.0039074,0.12137
R3HDM2_4_1,heavy,0.0082923,0.035944
PIWIL1_2_3,heavy,-0.0047427,0.11658
PPARGC1B_2_3,heavy,-0.0033082,-0.029433
ZNF346_2_3,heavy,0.006147,0.079838
CELF5_2_3,heavy,-0.0028216,0.025941
RBMY1E_4_1,heavy,0.0031611,0.13004
MRPS2_4_1,heavy,0.0077957,0.0050489
ACTN4_2_3,heavy,-0.0046603,0.094041
SNRNP200_1_2,heavy,-0.0062895,-0.073505
PGRMC1_3_4,heavy,0.0024579,-0.065826
REXO1_4_1,heavy,0.0042813,0.023526
PPIL4_1_2,heavy,0.0061534,0.0074431
PRKAR2A_4_1,heavy,-0.0056861,0.15687
CISD1_2_3,heavy,0.0036491,-0.058766
LARP7_2_3,heavy,-0.0069459,0.14028
RPUSD2_2_3,heavy,0.0041633,-0.054205
MTDH_3_4,heavy,-0.0036443,-0.11715
RBM20_2_3,heavy,0.0033913,0.016148
NXF2B_4_1,heavy,0.0052572,-0.087023
MACF1_3_4,heavy,-0.0044133,0.030694
HNRNPM_1_2,heavy,-0.006118,0.44665
CKAP4_3_4,heavy,-0.0038595,0.019195
EDC4_2_3,heavy,0.0028161,-0.040154
AARS2_1_2,heavy,0.0026931,0.045127
MRPL27_4_1,heavy,-0.0036118,0.083691
FKBP4_3_4,heavy,-0.0038862,0.11074
CAPRIN2_3_4,heavy,0.0083894,-0.27003
EPRS1_1_2,heavy,-0.0050376,-0.34398
LOC81691_3_4,heavy,0.0040797,0.15674
PARP12_3_4,heavy,0.0036825,0.23286
TNPO2_1_2,heavy,-0.0021622,0.084643
GTF2F1_4_1,heavy,0.0036313,0.18146
PUS7_2_3,heavy,-0.004339,0.22864
RBM44_1_2,heavy,-0.0022892,0.11634
MRPL27_3_4,heavy,0.0063842,5.5918e-4
JAKMIP1_3_4,heavy,0.004223,0.12904
SUGP1_1_2,heavy,-0.0050234,0.15935
NONO_2_3,heavy,-0.010083,-0.075805
PRORP_2_3,heavy,0.0044397,-0.035583
NBPF10_2_3,heavy,-0.0062977,0.059215
KPNA2_1_2,heavy,0.0038689,-0.045584
YWHAB_4_1,heavy,0.0046233,0.06034
GAR1_1_2,heavy,-0.0029919,0.11265
LIMA1_4_1,heavy,-0.0041511,0.10464
H1-3_2_3,heavy,0.0061526,-0.29103
RPS17_4_1,heavy,-0.011316,-0.42015
SERBP1_1_2,heavy,-0.0080959,0.031608
GNE_3_4,heavy,-0.0021114,0.12437
TRIM28_4_1,heavy,0.0023204,0.026796
DDX52_3_4,heavy,0.0074189,0.15843
EZH2_3_4,heavy,-0.0030011,0.12101
APOBEC2_4_1,heavy,-0.0049445,0.064974
LDHA_4_1,heavy,-0.0040765,-0.10355
DICER1_1_2,heavy,-0.002821,-0.12282
MRPS26_1_2,heavy,-0.002821,0.062321
XRN2_2_3,heavy,-0.0089264,-0.56842
MAP1B_1_2,heavy,0.0026096,0.060681
CFAP65_2_3,heavy,-0.0055987,-0.10025
ZCCHC2_3_4,heavy,0.0066399,0.08405
RBM24_3_4,heavy,0.0030177,0.16643
POLR1E_1_2,heavy,-0.0024751,0.034363
HMGN2_1_2,heavy,0.0036306,-0.25874
MECP2_1_2,heavy,-0.0039213,-0.11248
SNRNP70_3_4,heavy,-0.0022343,-0.1316
ERN2_2_3,heavy,0.0020717,-0.027107
YWHAB_2_3,heavy,-0.0028663,0.11054
NUP153_3_4,heavy,-0.0056956,0.14802
HSPB1_4_1,heavy,-0.0032729,-0.11714
ALKBH4_4_1,heavy,-0.0040141,-0.024749
PURO_2_3,heavy,0.0023468,-0.0045059
PEF1_3_4,heavy,-0.0042002,0.064478
RNASEL_1_2,heavy,0.0016362,0.041117
SUB1_2_3,heavy,-0.0062049,0.2617
MRPS2_3_4,heavy,-0.0035216,-0.12241
DND1_4_1,heavy,-0.0035404,0.16777
PARK7_1_2,heavy,-0.0029486,-0.10418
CPSF1_4_1,heavy,-0.0025186,0.014746
HRH1_2_3,heavy,0.0019008,-0.05071
DNMT3B_2_3,heavy,0.0051236,0.12094
PDCD4_1_2,heavy,0.0030164,0.13523
MRPL30_2_3,heavy,0.0060772,-0.14984
KTN1_2_3,heavy,0.0023081,0.035736
SRSF12_2_3,heavy,-0.0055931,0.076689
C12ORF65_1_2,heavy,0.0017409,-0.010339
SLU7_2_3,heavy,-0.0026789,-0.0076046
UPF1_4_1,heavy,0.0026165,0.15816
GGCT_3_4,heavy,-0.0037995,0.30963
H4C13_3_4,heavy,0.0037126,-0.12271
PRORP_1_2,heavy,-0.0057476,-0.21175
THUMPD3_3_4,heavy,-0.005531,-0.30592
NSUN5_1_2,heavy,-0.0018229,-0.045872
GRN_1_2,heavy,0.003085,0.13153
SREK1_2_3,heavy,0.0022302,-0.070203
PUS7L_3_4,heavy,-0.002901,-0.046162
CCNT1_4_1,heavy,0.0037889,0.07116
RFC4_3_4,heavy,0.0019384,-0.16535
TAGLN_4_1,heavy,0.0028237,-0.11879
PRKAB2_3_4,heavy,0.0029527,0.03715
ILF2_1_2,heavy,0.0025871,0.12981
METTL15_1_2,heavy,-0.0032652,-0.0067671
YARS1_4_1,heavy,-0.0026837,-0.18542
PRPF6_1_2,heavy,0.0018626,-0.039012
C7ORF50_1_2,heavy,-0.0021577,0.016642
GOT2_2_3,heavy,-0.0020792,0.26031
APOBEC3C_4_1,heavy,-0.0028315,0.12022
CPEB4_4_1,heavy,0.002114,0.10008
GLRX3_3_4,heavy,0.0018143,0.2068
HNRNPA2B1_4_1,heavy,0.0034865,0.27028
WDR4_2_3,heavy,0.0044887,0.022048
TXN_3_4,heavy,-0.0016965,-0.28274
H1-4_2_3,heavy,-0.00243,0.087881
CWF19L1_3_4,heavy,-0.0032546,-0.21428
BCDIN3D_1_2,heavy,-0.0023478,-0.17999
METTL8_2_3,heavy,0.0017176,-0.027233
PSTK_1_2,heavy,-0.0027202,0.02652
MRPL40_4_1,heavy,0.0013237,-0.027002
NSUN5_3_4,heavy,-0.0017835,-0.13145
RAF1_2_3,heavy,0.0028524,0.0060425
MRPS26_3_4,heavy,0.0030522,-0.005416
RNASE10_2_3,heavy,-0.0023879,0.13569
MDH2_2_3,heavy,0.0023085,0.037746
EXOSC4_2_3,heavy,-0.0028772,-0.10602
HNRNPLL_3_4,heavy,0.0033525,0.069196
U2SURP_4_1,heavy,-0.0024609,0.025256
RPRD1B_4_1,heavy,0.0027572,0.036399
UBE2I_3_4,heavy,0.0048445,0.028772
ZNF326_3_4,heavy,0.0015167,0.1818
S100A4_2_3,heavy,0.0012907,-0.040649
ANKRD17_4_1,heavy,-0.0025141,0.13135
PPP1CC_1_2,heavy,0.0013942,-0.061301
PURG_1_2,heavy,0.0017702,-0.13111
CLK1_3_4,heavy,0.0015729,0.013345
MOV10L1_1_2,heavy,-0.0014341,0.0386
SUPT5H_4_1,heavy,0.0042787,0.30274
CIAO1_3_4,heavy,0.0019593,-0.1008
NMT1_1_2,heavy,-0.0018517,-0.052729
EIF4A2_1_2,heavy,-0.0013342,-0.094459
FIP1L1_1_2,heavy,-0.0020125,0.084839
DDX53_4_1,heavy,0.0015874,0.08689
EIF5_2_3,heavy,0.0020827,0.10417
PTPN12_1_2,heavy,-0.0017484,0.067971
SRSF7_3_4,heavy,-0.0031921,-0.20616
RAMAC_4_1,heavy,0.0030607,-0.20537
ATXN2_3_4,heavy,0.0020173,-0.042491
FLNB_4_1,heavy,-0.0013796,-0.0073411
MAT2A_3_4,heavy,-0.0016947,0.0014591
MTG1_1_2,heavy,0.0016324,0.027638
LSM14A_1_2,heavy,0.0023327,0.2355
NDRG2_3_4,heavy,0.0026155,0.027744
HNRNPCL1_4_1,heavy,0.0010716,-0.016026
CDC42EP4_1_2,heavy,-0.0022436,0.10914
TSN_1_2,heavy,0.0024692,0.075017
NSUN7_3_4,heavy,-0.0017931,0.059416
ZNF385A_3_4,heavy,0.0019698,0.048821
CAND1_3_4,heavy,-0.0021231,0.18879
NLUC_2_3,heavy,0.001326,0.053838
PABPN1L_3_4,heavy,0.002248,-0.0014707
POLR2I_4_1,heavy,0.0016855,0.35627
INTS4_3_4,heavy,-0.0042124,0.83117
SLC16A3_2_3,heavy,-0.0034022,-0.26699
FUBP1_4_1,heavy,0.001217,-0.033833
PEBP1_4_1,heavy,0.0012768,-0.045664
ELAC2_4_1,heavy,0.0017928,0.045862
UTP14C_2_3,heavy,0.0011206,0.035756
CNBP_4_1,heavy,0.0022712,-0.020952
MRPL16_1_2,heavy,9.5602e-4,0.0566
PARN_1_2,heavy,-8.6957e-4,-0.0067729
SMC1A_1_2,heavy,0.0024967,-0.29457
BUD13_4_1,heavy,-0.0018341,-0.13126
PRKRA_2_3,heavy,9.6912e-4,-0.0073096
PPIA_1_2,heavy,-7.0596e-4,0.029631
RPP25L_4_1,heavy,8.1265e-4,0.054854
MRPS18C_1_2,heavy,9.5179e-4,-0.12738
POLR2A_2_3,heavy,0.0024329,0.43728
NXT2_1_2,heavy,-0.0015397,0.063367
CCNT1_2_3,heavy,9.689e-4,-0.12125
MRPS5_2_3,heavy,0.0020746,-0.37705
DHX36_3_4,heavy,6.4339e-4,0.06978
ZFP36_4_1,heavy,0.0012815,0.12964
MRPL38_3_4,heavy,-0.0010461,-0.13932
GAR1_2_3,heavy,0.0046838,0.52042
RBM15B_1_2,heavy,-6.9473e-4,-0.012385
AQR_3_4,heavy,0.0020721,-0.14326
MRPL55_4_1,heavy,-0.0014083,0.10663
EIF2A_4_1,heavy,-0.0010756,0.11485
MAT1A_4_1,heavy,0.001094,0.067606
ALKBH3_4_1,heavy,7.3256e-4,-0.036622
ENDOV_1_2,heavy,0.0016704,0.10388
RBPMS_4_1,heavy,0.0010274,-0.21049
MAP4_3_4,heavy,0.001231,-0.21464
CKAP4_1_2,heavy,-7.5051e-4,0.030951
STAU1_2_3,heavy,6.7091e-4,0.16811
APOBEC3C_1_2,heavy,8.5247e-4,0.060207
KNOP1_2_3,heavy,-9.4333e-4,-0.16247
POLR2J_3_4,heavy,-0.0019751,1.1346
SEPTIN11_4_1,heavy,0.0013876,0.52748
FN1_4_1,heavy,-5.5175e-4,-0.048813
HLTF_3_4,heavy,-7.689e-4,0.25981
BOLL_2_3,heavy,-5.4619e-4,0.05354
PPHLN1_3_4,heavy,8.1141e-4,0.031918
MRPS18C_3_4,heavy,-4.1381e-4,-0.24942
DUSP11_2_3,heavy,5.264e-4,-0.031556
DAZ1_3_4,heavy,6.0114e-4,0.008809
RNASEK_4_1,heavy,-7.1487e-4,-0.10442
MTAGBFP2_4_1,heavy,4.3293e-4,0.091171
KHDRBS2_1_2,heavy,3.3008e-4,0.078304
NDUFS6_4_1,heavy,7.2525e-4,-0.25338
SSB_1_2,heavy,-3.1061e-4,0.11799
SND1_3_4,heavy,-8.1311e-4,-0.14005
DUS3L_1_2,heavy,2.8649e-4,-0.066518
NOSIP_4_1,heavy,2.8649e-4,-0.3337
POLR1E_4_1,heavy,-1.5982e-4,0.15609
DYNLL1_2_3,heavy,-1.0559e-4,0.06258
CDC40_2_3,heavy,2.171e-4,-0.092374
LAGE3_2_3,heavy,7.8277e-5,0.10927
CCNT2_1_2,heavy,8.4965e-5,0.053057
PPIL3_4_1,heavy,8.3127e-5,0.12067
TOP2A_3_4,heavy,3.6642e-5,0.0023933
DCLRE1C_2_3,heavy,-4.309e-5,0.060538
ZNF473_4_1,heavy,5.2438e-5,-0.29791
KHDC1L_2_3,heavy,-1.7254e-5,0.12453
AKAP8L_2_3,heavy,-2.3278e-5,0.047092
RPL23_4_1,light,-1.9685,-2.0377
RPL9_4_1,light,-1.994,-1.9165
RPL8_2_3,light,-2.0157,-2.1207
RPL15_3_4,light,-1.8545,-1.9433
RPL15_2_3,light,-1.9413,-2.0741
RPL24_4_1,light,-2.0148,-2.1488
RPL8_1_2,light,-2.0304,-2.147
SDAD1_2_3,light,-1.1538,-1.2073
RPL35A_3_4,light,-1.8224,-2.0015
RPL35A_1_2,light,-2.1562,-2.2341
RPL18A_1_2,light,-1.998,-2.3012
RPL4_4_1,light,-1.6943,-1.7321
DDX54_2_3,light,-1.2175,-1.3434
RPL35_2_3,light,-2.003,-2.1176
RPL5_1_2,light,-1.8188,-1.794
RPL13_3_4,light,-1.5691,-1.674
RPL19_1_2,light,-1.7053,-1.8191
RPL36_4_1,light,-1.9661,-1.9782
RPL32_4_1,light,-1.6052,-1.7007
CEBPZ_2_3,light,-1.3922,-1.6633
RPL21_3_4,light,-1.4001,-1.3527
RPL9_2_3,light,-2.1178,-2.1257
RPL37A_3_4,light,-1.7988,-1.8319
RPL10_2_3,light,-2.0976,-2.0999
NSA2_3_4,light,-1.0855,-1.2022
RPL11_4_1,light,-1.8616,-2.0099
BRIX1_4_1,light,-1.6001,-1.5429
RPL30_2_3,light,-1.7911,-1.8916
RPL34_4_1,light,-1.8993,-2.1869
LSG1_4_1,light,-0.90382,-0.91037
RPL5_2_3,light,-1.604,-1.6888
MAK16_4_1,light,-1.2693,-1.3933
RPL35_3_4,light,-1.7539,-1.6632
NOP16_4_1,light,-1.0621,-1.1672
RPL7A_3_4,light,-1.9413,-2.0103
WDR12_3_4,light,-0.89102,-0.94764
RPL30_1_2,light,-2.2296,-2.3129
RPL10_3_4,light,-2.2951,-2.3302
BRIX1_1_2,light,-0.83493,-0.9993
RPL17_1_2,light,-1.3254,-1.5599
RSL24D1_1_2,light,-1.0631,-1.2877
RPL31_4_1,light,-1.7367,-1.7414
UBA52_2_3,light,-1.5941,-1.5393
RPL8_3_4,light,-2.1391,-2.3031
NOP16_2_3,light,-1.0958,-1.2352
RPLP0_1_2,light,-1.8778,-1.8759
RPL31_3_4,light,-2.0504,-2.3495
RPL9_3_4,light,-1.8879,-1.7823
GNL3L_3_4,light,-0.82703,-0.93581
GTPBP4_3_4,light,-1.3205,-1.5025
BRIX1_3_4,light,-1.4691,-1.5337
RPL18_2_3,light,-1.8143,-2.0994
RPL19_2_3,light,-1.9931,-2.0279
RPL31_2_3,light,-1.4115,-1.5942
RPL27_2_3,light,-1.8576,-1.9465
NIP7_2_3,light,-1.2513,-1.2462
RPL37A_4_1,light,-1.1902,-1.2846
RPL13A_4_1,light,-1.844,-2.0628
RPL37_2_3,light,-2.0449,-1.9596
RPL27_1_2,light,-1.8331,-1.7003
RPL38_2_3,light,-1.304,-1.3426
RPL37A_1_2,light,-0.83588,-1.0106
RPL3_3_4,light,-1.7322,-1.6386
RSL24D1_3_4,light,-1.0789,-1.149
BOP1_2_3,light,-0.85346,-1.0088
RPL38_4_1,light,-1.6314,-1.8016
RPL23A_2_3,light,-1.6267,-1.7641
RPL27A_3_4,light,-1.8817,-2.123
RPL23_2_3,light,-1.6398,-1.7302
RPL37_1_2,light,-2.1812,-2.3302
LSG1_1_2,light,-0.63218,-0.71751
SDAD1_4_1,light,-1.2628,-1.1761
RPL3_2_3,light,-1.3074,-1.303
LSG1_3_4,light,-0.93987,-1.0851
RPL17_3_4,light,-2.129,-2.2527
DDX54_4_1,light,-0.79322,-0.98472
GTPBP4_4_1,light,-1.314,-1.3363
RPL21_4_1,light,-1.7241,-1.9781
BRIX1_2_3,light,-1.2674,-1.2803
DDX24_3_4,light,-1.1691,-1.1441
RPL36_2_3,light,-1.515,-1.5612
GNL3L_4_1,light,-1.1912,-1.194
BOP1_1_2,light,-1.0291,-1.1087
RSL24D1_4_1,light,-1.1306,-1.2003
NOC2L_3_4,light,-0.79232,-1.027
RPL38_3_4,light,-1.0827,-1.0971
NMD3_4_1,light,-1.008,-1.0552
RPL37_3_4,light,-1.6175,-1.8374
RPL32_3_4,light,-1.9338,-1.8795
RPLP0_3_4,light,-1.8075,-1.7147
DDX24_2_3,light,-1.1975,-1.2544
RPL6_2_3,light,-1.7075,-1.8335
DCPS_4_1,light,0.60591,0.40219
RSL24D1_2_3,light,-1.2047,-1.1698
SDAD1_1_2,light,-1.1252,-1.2819
RPL4_1_2,light,-1.4436,-1.3911
RPL23_1_2,light,-1.5536,-1.5873
RPL6_4_1,light,-1.9038,-2.2124
RSL1D1_1_2,light,-0.8604,-0.92306
TUBGCP3_2_3,light,-0.77693,-0.75903
RBM28_2_3,light,-1.1546,-1.0199
RPL24_1_2,light,-1.7937,-2.2614
RPL26_4_1,light,-1.3345,-1.3177
RPL32_1_2,light,-1.4521,-1.42
RPL15_4_1,light,-1.4546,-1.1845
RPL9_1_2,light,-1.9308,-1.891
RPL27_3_4,light,-1.7363,-1.8612
DDX56_4_1,light,-1.3244,-1.3286
CEBPZ_1_2,light,-1.0683,-1.2646
UBA52_3_4,light,-1.7077,-1.836
PPAN_2_3,light,-1.0175,-1.2907
PES1_3_4,light,-0.75879,-0.87396
MAK16_1_2,light,-2.0228,-1.8584
RPL18_3_4,light,-1.2133,-1.4245
RPL32_2_3,light,-1.4847,-1.6625
RPF1_3_4,light,-1.0514,-1.1373
SDAD1_3_4,light,-1.4035,-1.5215
RPL35A_2_3,light,-1.831,-2.2037
WDR12_4_1,light,-1.0883,-1.2712
GNL2_1_2,light,-0.90295,-1.055
RPLP1_1_2,light,-1.2263,-1.2222
RPL21_2_3,light,-1.374,-1.4415
RPL35A_4_1,light,-2.2621000000000002,-2.2287
LSG1_2_3,light,-0.87253,-0.78285
RPL34_2_3,light,-1.5481,-1.653
RPL13_4_1,light,-2.0291,-2.4872
C9ORF114_4_1,light,-0.88095,-0.8001
RPF1_2_3,light,-1.0419,-1.0928
RPL19_4_1,light,-2.3265,-2.3359
RBM28_4_1,light,-0.8702,-1.0216
NMD3_2_3,light,-1.2251,-1.2181
RPL3_4_1,light,-2.0833,-1.9717
RPL7_4_1,light,-1.9697,-2.1557
RPL10A_2_3,light,-1.3285,-1.342
RPL23A_3_4,light,-1.5304,-1.3968
EIF6_2_3,light,-1.3861,-1.5455
NOP16_1_2,light,-1.1346,-1.1543
RPL6_1_2,light,-1.9168,-1.9398
BOP1_4_1,light,-1.0528,-1.1258
RPL4_2_3,light,-1.8965,-1.4938
RPLP0_4_1,light,-1.2408,-1.0322
RPL38_1_2,light,-0.74011,-0.67254
RPL13_1_2,light,-1.878,-1.8856
RPL17-C18ORF32_1_2,light,-1.8203,-1.6187
DDX54_1_2,light,-1.2414,-1.3129
RPL37_4_1,light,-2.3487,-2.2278
RPL4_3_4,light,-1.8466,-1.9909
RPF2_1_2,light,-0.96806,-0.92746
GNL3L_2_3,light,-0.97786,-0.84901
GNL2_2_3,light,-0.78942,-0.72809
RPL7A_4_1,light,-1.9932,-2.1781
RPL23A_1_2,light,-1.6591,-1.5958
MAK16_2_3,light,-1.4692,-1.4548
DDX27_2_3,light,-0.69832,-0.83025
SURF6_1_2,light,-0.89171,-0.96752
PES1_4_1,light,-1.3585,-1.3166
RPL11_1_2,light,-2.1243,-2.4919
LSM5_4_1,light,-0.86166,-0.96489
RPL19_3_4,light,-2.4363,-2.2032
RSL1D1_3_4,light,-0.88542,-0.93398
FTSJ3_1_2,light,-1.1472,-1.2296
RPL18A_3_4,light,-1.2849,-1.7809
DDX51_3_4,light,-0.75086,-0.91809
RPL10A_4_1,light,-1.4445,-1.5266
NIFK_2_3,light,-1.0384,-1.0503
NOC2L_2_3,light,-0.95684,-1.0432
TPD52L2_1_2,light,-0.9138,-0.63292
DDX54_3_4,light,-1.3643,-1.0921
RPL17_2_3,light,-1.3342,-1.4779
RPL7L1_4_1,light,-0.73804,-0.84758
DDX27_4_1,light,-1.1616,-1.1443
NIP7_3_4,light,-0.9133,-1.1119
RPL18_4_1,light,-1.5919,-1.8323
PES1_1_2,light,-1.2059,-1.1898
RRP15_2_3,light,-1.4178,-1.4236
GNL2_4_1,light,-1.1456,-1.1648
PELP1_2_3,light,-0.68798,-0.6822
GTPBP4_1_2,light,-0.69326,-0.83666
GNL3_2_3,light,-0.69333,-0.80115
RPLP2_4_1,light,-1.2122,-1.4825
RPLP0_2_3,light,-1.6166,-1.8405
NOP16_3_4,light,-0.95338,-1.2528
RPLP1_2_3,light,-1.1351,-1.279
RPL13A_1_2,light,-0.82559,-0.90212
DDX24_4_1,light,-1.4557,-1.3946
RPL26_1_2,light,-0.93253,-1.0756
TUBGCP3_3_4,light,-0.61484,-0.79147
NIP7_4_1,light,-0.66132,-0.78987
RPL30_4_1,light,-2.0731,-2.0784
RPL18_1_2,light,-1.566,-1.9698
PPAN_3_4,light,-1.0748,-1.2466
DDX27_1_2,light,-0.95634,-1.1384
CEBPZ_4_1,light,-1.1117,-1.2978
RPL35_1_2,light,-1.7523,-1.9753
NOL8_4_1,light,-0.64504,-0.67754
RSL1D1_2_3,light,-1.1405,-1.0841
EIF6_3_4,light,-1.2351,-1.1343
NMD3_1_2,light,-0.98722,-1.1178
RPL24_2_3,light,-1.5171,-1.621
RPL27A_1_2,light,-2.2201,-3.1141
RPL5_3_4,light,-1.8014,-2.105
RPL3_1_2,light,-0.7985,-1.0337
RPL21_1_2,light,-1.4138,-1.5706
FTSJ3_3_4,light,-0.92511,-1.0846
RPL34_1_2,light,-1.9735,-1.8263
RPL34_3_4,light,-1.6692,-1.8977
RPL28_3_4,light,-0.57756,-0.52966
RPL28_2_3,light,-0.65664,-0.71732
LYAR_4_1,light,-0.58351,-0.58545
URB1_3_4,light,-0.58797,-0.55943
UBA52_4_1,light,-2.3939,-2.6188
RPL37A_2_3,light,-1.3898,-1.2009
CCT3_4_1,light,-1.5401,-1.2079
NXF1_2_3,light,-0.89046,-0.97272
CNOT6_4_1,light,-0.74579,-0.71203
TUBGCP3_1_2,light,-0.73181,-0.78789
EIF6_1_2,light,-1.261,-1.3102
RRS1_1_2,light,-0.72587,-0.57426
NMD3_3_4,light,-0.77053,-0.86963
PPAN_4_1,light,-1.0633,-1.1507
SURF6_3_4,light,-0.80329,-0.84002
PES1_2_3,light,-1.2744,-1.6267
DYNC1H1_1_2,light,-0.66288,-0.71905
RAN_4_1,light,-1.4074,-1.1456
ISG20L2_4_1,light,-1.0081,-1.0872
RBM28_1_2,light,-0.5501,-0.63015
RPL18A_2_3,light,-1.7259,-2.1899
NXF1_3_4,light,-1.2426,-1.4615
RPL7A_1_2,light,-1.4887,-1.6712
RAE1_3_4,light,-0.38139,-0.47573
RPF2_3_4,light,-0.52641,-0.67997
GTPBP4_2_3,light,-1.4418,-1.4977
URB2_1_2,light,-0.78976,-0.87957
RPL17-C18ORF32_3_4,light,-1.5577,-0.58909
GNL2_3_4,light,-0.96005,-0.7802
RPF2_4_1,light,-0.95293,-1.0955
NOP2_3_4,light,-0.96307,-1.2015
RPL27_4_1,light,-1.7225,-2.1918
CCT4_3_4,light,-0.66469,-0.7551
PRPF19_2_3,light,-0.79149,-0.61357
FTSJ3_2_3,light,-0.85147,-0.77469
CCT2_2_3,light,-0.96945,-0.89758
WDR12_2_3,light,-0.76802,-0.88062
CCT2_1_2,light,-0.6938,-0.64269
C9ORF114_1_2,light,-0.57009,-0.56347
GNL3L_1_2,light,-0.86983,-0.98867
DDX27_3_4,light,-1.1805,-0.98835
PPAN_1_2,light,-1.2777,-1.2009
RPL31_1_2,light,-1.8819,-1.8859
DDX60_2_3,light,0.67453,0.14656
RPL13A_3_4,light,-1.5594,-1.8768
XPO1_4_1,light,-0.92553,-0.81809
RPF1_4_1,light,-0.98885,-1.0914
ISG20L2_2_3,light,-0.75436,-1.0685
CCT6A_4_1,light,-1.1849,-1.037
RPL10A_3_4,light,-0.77832,-0.77924
NOL8_1_2,light,-1.0187,-0.76805
NOL12_2_3,light,-0.52713,-0.65725
RPL7_2_3,light,-1.2567,-1.5633
RPL10_4_1,light,-1.9258,-1.3436
EIF2S3_2_3,light,-1.0948,-0.99524
MYBBP1A_2_3,light,-0.64772,-0.64734
