gene,day,lfc,essential,n
NANOS2,13,1.0406,non-essential,1401
NANOS2,21,1.953,non-essential,1401
NANOS3,5,0.062699,non-essential,1401
NANOS3,13,0.74999,non-essential,1401
NANOS3,21,1.2851,non-essential,1401
NAP1L1,5,0.054016,non-essential,1401
NAP1L1,21,1.4927,non-essential,1401
NAP1L1,13,0.91809,non-essential,1401
NAP1L4,5,-0.11881,non-essential,1401
NAP1L4,21,0.63602,non-essential,1401
NAP1L4,13,0.20792,non-essential,1401
NAPA,13,-4.392,essential,785
NAPA,21,-5.0875,essential,785
NAPA,5,-0.26856,essential,785
NARS1,13,-5.3874,essential,785
NARS1,21,-4.7666,essential,785
NARS1,5,-0.15228,essential,785
NARS2,21,-2.2878,non-essential,1401
NARS2,13,-0.34096,non-essential,1401
NARS2,5,0.39282,non-essential,1401
NAT10,13,-4.6716,essential,785
NAT10,21,-5.4543,essential,785
NAT10,5,-0.38708,essential,785
NBPF10,13,-5.9305,non-essential,1401
NBPF10,5,-1.6412,non-essential,1401
NBPF10,21,-5.3159,non-essential,1401
NCBP1,21,-4.5362,essential,785
NCBP1,13,-4.1172,essential,785
NCBP1,5,-0.16198,essential,785
NCBP2,21,-4.6915,essential,785
NCBP2,13,-2.8005,essential,785
NCBP2,5,0.35508,essential,785
NCL,13,-2.5741,essential,785
NCL,21,-3.3292,essential,785
NCL,5,0.30568,essential,785
NCOA5,13,1.6913,non-essential,1401
NCOA5,21,2.4559,non-essential,1401
NCOA5,5,0.65607,non-essential,1401
NDRG1,5,0.079783,non-essential,1401
NDRG1,13,1.1044,non-essential,1401
NDRG1,21,1.8278,non-essential,1401
NDRG2,21,1.3266,non-essential,1401
NDRG2,13,0.73235,non-essential,1401
NDRG2,5,0.23221,non-essential,1401
NDRG4,5,0.22453,non-essential,1401
NDRG4,13,1.2373,non-essential,1401
NDRG4,21,1.8168,non-essential,1401
NDUFS6,5,-0.31921,non-essential,1401
NDUFS6,13,0.71272,non-essential,1401
NDUFS6,21,1.1141,non-essential,1401
NDUFV3,5,0.015365,non-essential,1401
NDUFV3,13,0.68478000000000006,non-essential,1401
NDUFV3,21,1.0858,non-essential,1401
NELFE,5,-0.04272,essential,785
NELFE,21,0.012739,essential,785
NELFE,13,-0.025214,essential,785
NFS1,21,-5.594,essential,785
NFS1,13,-4.9501,essential,785
NFS1,5,-0.49295,essential,785
NFX1,13,0.40523,non-essential,1401
NFX1,21,0.73514,non-essential,1401
NFX1,5,-0.091841,non-essential,1401
NGB,5,0.36877,non-essential,1401
NGB,13,1.2884,non-essential,1401
NGB,21,2.0608,non-essential,1401
NGDN,13,-3.612,essential,785
NGDN,5,-0.0038831,essential,785
NGDN,21,-3.9457,essential,785
NGRN,13,-0.46189,non-essential,1401
NGRN,21,-1.0382,non-essential,1401
NGRN,5,0.15699,non-essential,1401
NHP2,13,-3.9618,essential,785
NHP2,21,-4.2813,essential,785
NHP2,5,0.17784,essential,785
NIFK,13,-2.7919,essential,785
NIFK,5,-0.054631,essential,785
NIFK,21,-2.2404,essential,785
NIP7,21,-5.2643,essential,785
NIP7,13,-3.9644,essential,785
NIP7,5,-0.1458,essential,785
NKAP,5,-0.18563,essential,785
NKAP,21,-1.4616,essential,785
NKAP,13,-1.1649,essential,785
NKRF,5,0.18639,non-essential,1401
NKRF,21,0.66628,non-essential,1401
NKRF,13,0.58023,non-essential,1401
NKTR,5,0.030816,non-essential,1401
NKTR,13,0.59912,non-essential,1401
NKTR,21,0.79795,non-essential,1401
NLRP11,13,1.1208,non-essential,1401
NLRP11,21,1.6174,non-essential,1401
NLRP11,5,0.39026,non-essential,1401
NLUC,5,0.12457,non-essential,1401
NLUC,13,1.6155,non-essential,1401
NLUC,21,2.3874,non-essential,1401
NMD3,21,-5.2344,essential,785
NMD3,13,-4.7683,essential,785
NMD3,5,-0.11615,essential,785
NME1,5,-0.3286,non-essential,1401
NME1,13,0.66822,non-essential,1401
NME1,21,1.402,non-essential,1401
NMT1,21,-2.4949,non-essential,1401
NMT1,13,-1.1886,non-essential,1401
NMT1,5,0.054892,non-essential,1401
NOA1,21,-0.81238,non-essential,1401
NOA1,13,0.031647,non-essential,1401
NOA1,5,0.0021033,non-essential,1401
NOB1,21,-5.1278,essential,785
NOB1,13,-3.1763,essential,785
NOB1,5,-0.1314,essential,785
NOC2L,13,-3.5697,essential,785
NOC2L,21,-5.2125,essential,785
NOC2L,5,-0.22492,essential,785
NOC3L,21,-2.2173,essential,785
NOC3L,13,-2.4993,essential,785
NOC3L,5,0.59875,essential,785
NOC4L,21,-4.9544,essential,785
NOC4L,13,-2.7305,essential,785
NOC4L,5,-0.032473,essential,785
NOCT,5,-0.32383,non-essential,1401
NOCT,13,0.19743,non-essential,1401
NOCT,21,0.4875,non-essential,1401
NOL10,21,-5.3929,essential,785
NOL10,13,-5.555,essential,785
NOL10,5,-0.43701,essential,785
NOL11,5,-0.17872,essential,785
NOL11,13,-2.0762,essential,785
NOL11,21,-2.6484,essential,785
NOL12,13,-1.4274,essential,785
NOL12,21,-2.0503,essential,785
NOL12,5,0.15234,essential,785
NOL3,5,0.033115,non-essential,1401
NOL3,21,1.4559,non-essential,1401
NOL3,13,0.68168,non-essential,1401
NOL6,21,-4.6043,essential,785
NOL6,13,-4.1341,essential,785
NOL6,5,-0.10492,essential,785
NOL7,13,0.48718,essential,785
NOL7,21,0.97539,essential,785
NOL7,5,0.099129,essential,785
NOL8,5,-0.16922,essential,785
NOL8,13,-0.80251,essential,785
NOL8,21,-0.73847,essential,785
NOL9,21,-4.3143,essential,785
NOL9,13,-2.662,essential,785
NOL9,5,0.32613,essential,785
NOLC1,13,-0.96603000000000006,essential,785
NOLC1,21,-1.6941,essential,785
NOLC1,5,0.077113,essential,785
NOM1,21,-4.0859,essential,785
NOM1,13,-2.2506,essential,785
NOM1,5,0.37781,essential,785
NONO,5,-0.4362,non-essential,1401
NONO,13,-2.1897,non-essential,1401
NONO,21,-3.254,non-essential,1401
NOP10,5,-0.30415,essential,785
NOP10,21,-3.4638,essential,785
NOP10,13,-2.8388,essential,785
NOP14,13,-3.3874,essential,785
NOP14,21,-3.4947,essential,785
NOP14,5,-0.16219,essential,785
NOP16,21,-5.6625,essential,785
NOP16,13,-4.9355,essential,785
NOP16,5,-0.26606,essential,785
NOP2,13,-4.0315,essential,785
NOP2,21,-4.2119,essential,785
NOP2,5,-0.14668,essential,785
NOP53,21,-4.175,essential,785
NOP53,13,-4.0578,essential,785
NOP53,5,-0.35446,essential,785
NOP56,21,-5.2714,essential,785
NOP56,13,-5.5726,essential,785
NOP56,5,-1.0631,essential,785
NOP58,13,-5.1037,essential,785
NOP58,5,-0.80041,essential,785
NOP58,21,-4.5927,essential,785
NOP9,21,-4.0237,essential,785
NOP9,13,-1.4632,essential,785
NOP9,5,0.17183,essential,785
NOS1,5,0.19123,non-essential,1401
NOS1,13,1.0426,non-essential,1401
NOS1,21,1.9631,non-essential,1401
NOS2,5,-0.063899,non-essential,1401
NOS2,13,0.51602,non-essential,1401
NOS2,21,0.98447,non-essential,1401
NOS3,5,-0.092665,non-essential,1401
NOS3,13,0.55353,non-essential,1401
NOS3,21,0.91368,non-essential,1401
NOSIP,5,0.25749,non-essential,1401
NOSIP,21,1.0113,non-essential,1401
NOSIP,13,0.72075,non-essential,1401
NOVA1,5,-0.067718,non-essential,1401
NOVA1,21,1.1948,non-essential,1401
NOVA1,13,0.54121,non-essential,1401
NOVA2,21,2.1658,non-essential,1401
NOVA2,13,1.2891,non-essential,1401
NOVA2,5,0.19831,non-essential,1401
NPM1,21,-3.0037,essential,785
NPM1,13,-0.93262,essential,785
NPM1,5,-0.12153,essential,785
NPM2,21,2.2198,non-essential,1401
NPM2,13,1.4677,non-essential,1401
NPM2,5,0.45272,non-essential,1401
NPM3,5,0.0058169,non-essential,1401
NPM3,13,1.0394,non-essential,1401
NPM3,21,1.8123,non-essential,1401
NQO1,13,0.52564,non-essential,1401
NQO1,21,1.0097,non-essential,1401
NQO1,5,0.020676,non-essential,1401
NR0B1,5,0.13223,non-essential,1401
NR0B1,13,0.39724,non-essential,1401
NR0B1,21,0.49145,non-essential,1401
NRAP,13,1.0663,non-essential,1401
NRAP,21,1.6665,non-essential,1401
NRAP,5,0.17099,non-essential,1401
NSA2,13,-4.3828,essential,785
NSA2,21,-3.5872,essential,785
NSA2,5,-0.12263,essential,785
NSF,13,-5.2965,essential,785
NSF,21,-4.6611,essential,785
NSF,5,-0.11218,essential,785
NSFL1C,5,-0.074528,non-essential,1401
NSFL1C,21,1.7514,non-essential,1401
NSFL1C,13,0.95935,non-essential,1401
NSRP1,5,-0.04812,non-essential,1401
NSRP1,13,0.61791,non-essential,1401
NSRP1,21,0.84511,non-essential,1401
NSUN2,5,0.27193,non-essential,1401
NSUN2,21,1.4572,non-essential,1401
NSUN2,13,1.2829,non-essential,1401
NSUN3,21,-1.3003,non-essential,1401
NSUN3,5,-0.067915,non-essential,1401
NSUN3,13,-0.48878,non-essential,1401
NSUN4,21,-0.17042,non-essential,1401
NSUN4,13,-0.35298,non-essential,1401
NSUN4,5,-0.052124,non-essential,1401
NSUN5,5,0.32154,non-essential,1401
NSUN5,13,1.4471,non-essential,1401
NSUN5,21,2.0514,non-essential,1401
NSUN6,5,0.13715,non-essential,1401
NSUN6,21,1.1867,non-essential,1401
NSUN6,13,0.86532,non-essential,1401
NSUN7,21,1.7989,non-essential,1401
NSUN7,13,1.1905,non-essential,1401
NSUN7,5,0.35876,non-essential,1401
NTPCR,5,-0.069756,non-essential,1401
NTPCR,21,1.1653,non-essential,1401
NTPCR,13,0.60367,non-essential,1401
NUBP1,21,-4.9346,essential,785
NUBP1,13,-4.5997,essential,785
NUBP1,5,0.0036344,essential,785
NUCKS1,13,1.8409,non-essential,1401
NUCKS1,5,0.52444,non-essential,1401
NUCKS1,21,2.7245,non-essential,1401
NUDT12,5,-0.26664,non-essential,1401
NUDT12,21,1.1675,non-essential,1401
NUDT12,13,0.61411,non-essential,1401
NUDT16,5,-9.6918e-5,non-essential,1401
NUDT16,13,0.94308,non-essential,1401
NUDT16,21,1.7858,non-essential,1401
NUDT16L1,5,-0.1431,non-essential,1401
NUDT16L1,21,-0.31129,non-essential,1401
NUDT16L1,13,0.18442,non-essential,1401
NUDT21,21,-5.0381,essential,785
NUDT21,13,-4.3867,essential,785
NUDT21,5,0.16731,essential,785
NUDT3,5,-0.15058,non-essential,1401
NUDT3,21,1.2954,non-essential,1401
NUDT3,13,0.55822,non-essential,1401
NUFIP1,5,-0.6337,essential,785
NUFIP1,13,-2.292,essential,785
NUFIP1,21,-2.0473,essential,785
NUFIP2,5,-0.10683,non-essential,1401
NUFIP2,21,0.47811,non-essential,1401
NUFIP2,13,0.25395,non-essential,1401
NUP153,5,-0.55138,essential,785
NUP153,13,-0.87118,essential,785
NUP153,21,-0.80195,essential,785
NUP42,21,2.1914,non-essential,1401
NUP42,13,1.6236,non-essential,1401
NUP42,5,0.34563,non-essential,1401
NUP93,21,-4.3447,essential,785
NUP93,13,-3.0687,essential,785
NUP93,5,-0.031253,essential,785
NUP98,13,-5.4469,essential,785
NUP98,21,-4.5596,essential,785
NUP98,5,-0.20725,essential,785
NUSAP1,21,2.1077,non-essential,1401
NUSAP1,13,1.3568,non-essential,1401
NUSAP1,5,0.28285,non-essential,1401
NUTF2,21,-5.7203,essential,785
NUTF2,13,-6.8483,essential,785
NUTF2,5,-0.5222,essential,785
NVL,21,-2.2351,essential,785
NVL,13,-1.4149,essential,785
NVL,5,0.25256,essential,785
NXF1,5,-1.0931,essential,785
NXF1,21,-2.577,essential,785
NXF1,13,-2.9613,essential,785
NXF2,5,-0.20101,non-essential,1401
NXF2,21,0.5694,non-essential,1401
NXF2,13,0.26834,non-essential,1401
NXF2B,5,-0.37435,non-essential,1401
NXF2B,13,-0.703,non-essential,1401
NXF2B,21,-0.7331,non-essential,1401
NXF3,5,-0.046259,non-essential,1401
NXF3,13,0.45501,non-essential,1401
NXF3,21,0.67662,non-essential,1401
NXF5,5,-0.06472,non-essential,1401
NXF5,21,0.36158,non-essential,1401
NXF5,13,0.53699,non-essential,1401
NXT1,13,-0.10554,non-essential,1401
NXT1,21,0.37544,non-essential,1401
NXT1,5,0.26806,non-essential,1401
NXT2,5,-0.02021,non-essential,1401
NXT2,21,0.75745,non-essential,1401
NXT2,13,0.57219,non-essential,1401
NYNRIN,13,-0.36488,non-essential,1401
NYNRIN,21,-0.22321,non-essential,1401
NYNRIN,5,0.065689,non-essential,1401
OAS1,5,0.10979,non-essential,1401
OAS1,13,1.066,non-essential,1401
OAS1,21,1.8572,non-essential,1401
OAS2,5,0.14752,non-essential,1401
OAS2,13,1.1314,non-essential,1401
OAS2,21,1.851,non-essential,1401
OAS3,21,2.523,non-essential,1401
OAS3,13,1.7707,non-essential,1401
OAS3,5,0.53026,non-essential,1401
OASL,5,-0.21015,non-essential,1401
OASL,21,1.3357,non-essential,1401
OASL,13,0.71082,non-essential,1401
OGN,21,1.2807,non-essential,1401
OGN,13,0.98857,non-essential,1401
OGN,5,0.020172,non-essential,1401
OLA1,5,0.30443,non-essential,1401
OLA1,21,0.99565,non-essential,1401
OLA1,13,0.81485,non-essential,1401
OSGEP,13,-0.66324,essential,785
OSGEP,21,-1.4386,essential,785
OSGEP,5,0.35713,essential,785
OSGEPL1,21,-0.514,non-essential,1401
OSGEPL1,5,0.067891,non-essential,1401
OSGEPL1,13,-0.034408,non-essential,1401
OTUD4,21,2.1027,non-essential,1401
OTUD4,5,0.58444,non-essential,1401
OTUD4,13,1.3044,non-essential,1401
P2RX7,21,0.24792,non-essential,1401
P2RX7,13,0.24439,non-essential,1401
P2RX7,5,-0.031226,non-essential,1401
P4HB,13,0.49038,non-essential,1401
P4HB,5,-0.075538,non-essential,1401
P4HB,21,0.82981,non-essential,1401
PA2G4,5,-0.082972,essential,785
PA2G4,21,0.67335,essential,785
PA2G4,13,0.61663,essential,785
PABPC1,5,-0.67842,essential,785
PABPC1,21,-3.7487,essential,785
PABPC1,13,-2.9143,essential,785
PABPC1L,21,1.6204,non-essential,1401
PABPC1L,13,0.87583,non-essential,1401
PABPC1L,5,0.28258,non-essential,1401
PABPC1L2A,13,0.4804,non-essential,1401
PABPC1L2A,5,0.046669,non-essential,1401
PABPC1L2A,21,0.92566,non-essential,1401
PABPC1L2B,5,-0.65746,non-essential,1401
PABPC1L2B,13,-0.82242,non-essential,1401
PABPC1L2B,21,-0.41541,non-essential,1401
PABPC3,5,0.25044,non-essential,1401
PABPC3,21,1.5429,non-essential,1401
PABPC3,13,1.0242,non-essential,1401
PABPC4,5,-0.039203,non-essential,1401
PABPC4,13,0.50323,non-essential,1401
PABPC4,21,0.70488,non-essential,1401
PABPC4L,5,0.088407,non-essential,1401
PABPC4L,13,0.45401,non-essential,1401
PABPC4L,21,0.60365,non-essential,1401
PABPC5,13,1.6766,non-essential,1401
PABPC5,5,0.64398,non-essential,1401
PABPC5,21,2.569,non-essential,1401
PABPN1,21,-1.2672,essential,785
PABPN1,5,-0.16248,essential,785
PABPN1,13,-1.2045,essential,785
PABPN1L,5,-0.097297,non-essential,1401
PABPN1L,13,0.51108,non-essential,1401
PABPN1L,21,0.87621,non-essential,1401
PAFAH1B3,13,1.0192,non-essential,1401
PAFAH1B3,21,1.5834,non-essential,1401
PAFAH1B3,5,0.22592,non-essential,1401
PAICS,21,1.4676,essential,785
PAICS,13,0.78382,essential,785
PAICS,5,0.24421,essential,785
PAIP1,13,0.65777,non-essential,1401
PAIP1,5,0.0056826,non-essential,1401
PAIP1,21,1.4974,non-essential,1401
PAIP2,5,0.37609,non-essential,1401
PAIP2,21,2.9604,non-essential,1401
PAIP2,13,2.0958,non-essential,1401
PAIP2B,13,-0.081845,non-essential,1401
PAIP2B,5,0.09364,non-essential,1401
PAIP2B,21,-0.40047,non-essential,1401
PAN2,5,0.45535,non-essential,1401
PAN2,13,1.372,non-essential,1401
PAN2,21,2.2865,non-essential,1401
PAN3,5,0.070112,non-essential,1401
PAN3,21,2.2971,non-essential,1401
PAN3,13,1.1877,non-essential,1401
PAPOLA,5,0.004222,non-essential,1401
PAPOLA,13,0.047788,non-essential,1401
PAPOLA,21,0.15406,non-essential,1401
PAPOLB,5,0.15931,non-essential,1401
PAPOLB,21,1.739,non-essential,1401
PAPOLB,13,1.079,non-essential,1401
PAPOLG,13,0.29501,non-essential,1401
PAPOLG,21,0.59301,non-essential,1401
PAPOLG,5,-0.081753,non-essential,1401
PARK7,5,0.61253,non-essential,1401
PARK7,13,1.3672,non-essential,1401
PARK7,21,2.2786,non-essential,1401
PARN,21,0.85801,non-essential,1401
PARN,5,0.29944,non-essential,1401
PARN,13,0.85756,non-essential,1401
PARP1,5,-0.1431,non-essential,1401
PARP1,21,0.85901,non-essential,1401
PARP1,13,0.54238,non-essential,1401
PARP12,5,0.2503,non-essential,1401
PARP12,13,0.74636,non-essential,1401
PARP12,21,0.8881,non-essential,1401
PARP4,5,0.44961,non-essential,1401
PARP4,13,1.1297,non-essential,1401
PARP4,21,1.7437,non-essential,1401
PARS2,21,-2.5809,non-essential,1401
PARS2,13,-1.8711,non-essential,1401
PARS2,5,0.0052433,non-essential,1401
PATL1,5,0.12415,non-essential,1401
PATL1,21,1.0379,non-essential,1401
PATL1,13,1.1203,non-essential,1401
PATL2,5,0.11729,non-essential,1401
PATL2,21,1.8144,non-essential,1401
PATL2,13,1.1794,non-essential,1401
PATZ1,5,0.36214,non-essential,1401
PATZ1,13,1.4705,non-essential,1401
PATZ1,21,2.4466,non-essential,1401
PAWR,5,-0.46079,non-essential,1401
PAWR,21,0.22186,non-essential,1401
PAWR,13,0.044681,non-essential,1401
PC,13,1.2986,essential,785
PC,21,2.0852,essential,785
PC,5,0.35479,essential,785
PCBP1,21,-5.8808,essential,785
PCBP1,13,-3.2942,essential,785
PCBP1,5,-0.51204,essential,785
PCBP2,21,-1.9772,essential,785
PCBP2,13,-0.68863,essential,785
PCBP2,5,0.40025,essential,785
PCBP3,5,0.31834,non-essential,1401
PCBP3,13,1.4844,non-essential,1401
PCBP3,21,2.235,non-essential,1401
PCBP4,5,-0.17969,non-essential,1401
PCBP4,13,1.0046,non-essential,1401
PCBP4,21,1.791,non-essential,1401
PCDH20,5,0.40113,non-essential,1401
PCDH20,21,1.7336,non-essential,1401
PCDH20,13,1.2159,non-essential,1401
PCDHGA9,5,-0.06133,non-essential,1401
PCDHGA9,13,0.79196,non-essential,1401
PCDHGA9,21,1.2192,non-essential,1401
PCF11,5,-1.1062,essential,785
PCF11,13,-2.6329,essential,785
PCF11,21,-2.8279,essential,785
PCIF1,13,0.85567,non-essential,1401
PCIF1,21,1.3684,non-essential,1401
PCIF1,5,0.30551,non-essential,1401
PCNP,5,-0.26842,non-essential,1401
PCNP,13,-0.48016,non-essential,1401
PCNP,21,-0.28688,non-essential,1401
PCSK9,5,-0.25847,non-essential,1401
PCSK9,13,-0.054259,non-essential,1401
PCSK9,21,0.42329,non-essential,1401
PDAP1,5,-0.3278,essential,785
PDAP1,13,-1.4537,essential,785
PDAP1,21,-1.0577,essential,785
PDCD11,13,-2.4864,essential,785
PDCD11,21,-2.6199,essential,785
PDCD11,5,0.082079,essential,785
PDCD4,5,0.25042,non-essential,1401
PDCD4,21,0.51554,non-essential,1401
PDCD4,13,0.53698,non-essential,1401
PDCD6IP,5,-0.031211,non-essential,1401
PDCD6IP,21,0.72894,non-essential,1401
PDCD6IP,13,0.40885,non-essential,1401
PDCD7,13,-3.5001,essential,785
PDCD7,21,-3.3534,essential,785
PDCD7,5,0.051579,essential,785
PDE12,21,0.40967,non-essential,1401
PDE12,13,0.36282,non-essential,1401
PDE12,5,-0.07202,non-essential,1401
PDIA2,5,0.54321,non-essential,1401
PDIA2,13,1.7501,non-essential,1401
PDIA2,21,2.426,non-essential,1401
PDIA3,5,0.081966,non-essential,1401
PDIA3,21,1.175,non-essential,1401
PDIA3,13,0.60278,non-essential,1401
PDIA4,5,-0.017858,non-essential,1401
PDIA4,21,-0.2142,non-essential,1401
PDIA4,13,0.56576,non-essential,1401
PDLIM5,5,-0.083244,non-essential,1401
PDLIM5,21,0.72244,non-essential,1401
PDLIM5,13,0.36186,non-essential,1401
PDS5A,5,0.34359,non-essential,1401
PDS5A,21,1.6466,non-essential,1401
PDS5A,13,0.99667,non-essential,1401
PEBP1,13,0.98677,non-essential,1401
PEBP1,21,1.3286,non-essential,1401
PEBP1,5,0.041407,non-essential,1401
PEF1,5,-0.39034,non-essential,1401
PEF1,13,-0.69276,non-essential,1401
PEF1,21,-0.26923,non-essential,1401
PEG10,21,2.1933,non-essential,1401
PEG10,5,0.29113,non-essential,1401
PEG10,13,1.4094,non-essential,1401
PELO,5,-0.086311,essential,785
PELO,21,-1.5533,essential,785
PELO,13,-0.69,essential,785
PELP1,13,-3.5858,essential,785
PELP1,21,-4.2447,essential,785
PELP1,5,0.035698,essential,785
PES1,5,-0.52216,essential,785
PES1,13,-4.6987,essential,785
PES1,21,-4.5232,essential,785
PFN1,5,-0.14069,essential,785
PFN1,21,0.50446,essential,785
PFN1,13,0.48063,essential,785
PGRMC1,5,0.39315,non-essential,1401
PGRMC1,13,1.6545,non-essential,1401
PGRMC1,21,1.2983,non-essential,1401
PHAX,21,-4.987,essential,785
PHAX,13,-5.9083,essential,785
PHAX,5,-0.26166,essential,785
PHB1,13,-4.0307,essential,785
PHB1,5,-0.44024,essential,785
PHB1,21,-3.8231,essential,785
PHF10,5,0.084175,non-essential,1401
PHF10,13,0.99211,non-essential,1401
PHF10,21,1.3574,non-essential,1401
PHF3,13,1.1897,non-essential,1401
PHF3,5,0.36526,non-essential,1401
PHF3,21,1.4893,non-essential,1401
PHF5A,13,-4.0602,essential,785
PHF5A,5,-1.0579,essential,785
PHF5A,21,-3.7701,essential,785
PHF6,5,-0.058888,non-essential,1401
PHF6,21,0.42274,non-essential,1401
PHF6,13,0.51414,non-essential,1401
PHGDH,13,0.27719,non-essential,1401
PHGDH,21,0.96493,non-essential,1401
PHGDH,5,0.012876,non-essential,1401
PHRF1,5,-0.24234,non-essential,1401
PHRF1,13,0.25459,non-essential,1401
PHRF1,21,0.11161,non-essential,1401
PIH1D1,5,0.041668,non-essential,1401
PIH1D1,21,0.57002,non-essential,1401
PIH1D1,13,0.49506,non-essential,1401
PIH1D2,5,0.24771,non-essential,1401
PIH1D2,21,1.979,non-essential,1401
PIH1D2,13,1.5569,non-essential,1401
PIM1,13,0.88565,non-essential,1401
PIM1,21,1.6623000000000001,non-essential,1401
PIM1,5,0.25553,non-essential,1401
PIN4,5,-0.060508,non-essential,1401
PIN4,13,0.49034,non-essential,1401
PIN4,21,0.68964,non-essential,1401
PINX1,5,-0.76854,non-essential,1401
PINX1,13,-2.0922,non-essential,1401
PINX1,21,-2.4238,non-essential,1401
PIWIL1,5,0.11389,non-essential,1401
PIWIL1,13,0.8003,non-essential,1401
PIWIL1,21,1.1671,non-essential,1401
PIWIL2,5,-0.21993,non-essential,1401
PIWIL2,21,1.2775,non-essential,1401
PIWIL2,13,0.91406,non-essential,1401
PIWIL3,21,0.7176,non-essential,1401
PIWIL3,13,0.62217,non-essential,1401
PIWIL3,5,0.047288,non-essential,1401
PIWIL4,5,0.17364,non-essential,1401
PIWIL4,21,1.7184,non-essential,1401
PIWIL4,13,1.2622,non-essential,1401
PKM,21,-2.0134,essential,785
PKM,13,-1.1212,essential,785
PKM,5,0.22444,essential,785
PKN2,13,0.51341,non-essential,1401
PKN2,21,0.82614,non-essential,1401
PKN2,5,0.081187,non-essential,1401
PLA2G1B,5,0.066065,non-essential,1401
PLA2G1B,21,1.5961,non-essential,1401
PLA2G1B,13,1.1392,non-essential,1401
PLD6,21,2.3814,non-essential,1401
PLD6,5,0.33601,non-essential,1401
PLD6,13,1.5886,non-essential,1401
PLEC,21,1.8691,non-essential,1401
PLEC,13,1.2963,non-essential,1401
PLEC,5,0.12589,non-essential,1401
PLRG1,5,-0.50444,essential,785
PLRG1,21,-4.2657,essential,785
PLRG1,13,-3.1786,essential,785
PMS1,5,0.56244,non-essential,1401
PMS1,21,2.2712,non-essential,1401
PMS1,13,1.3938,non-essential,1401
PNISR,21,0.18315,non-essential,1401
PNISR,13,0.26892,non-essential,1401
PNISR,5,0.48882,non-essential,1401
PNLDC1,5,0.35262,non-essential,1401
PNLDC1,21,2.41,non-essential,1401
PNLDC1,13,1.5502,non-essential,1401
PNN,21,-1.0893,essential,785
PNN,13,-1.1108,essential,785
PNN,5,-0.090206,essential,785
PNO1,13,-1.862,essential,785
PNO1,5,-0.69331,essential,785
PNO1,21,-2.2857,essential,785
PNPT1,21,-4.111,essential,785
PNPT1,13,-3.1692,essential,785
PNPT1,5,-0.16963,essential,785
PNRC2,5,-0.0077014,non-essential,1401
PNRC2,13,-0.35969,non-essential,1401
PNRC2,21,0.23934,non-essential,1401
POLDIP3,13,1.4555,non-essential,1401
POLDIP3,21,1.9369,non-essential,1401
POLDIP3,5,0.30012,non-essential,1401
POLR1E,21,-2.962,essential,785
POLR1E,13,-2.2253,essential,785
POLR1E,5,0.27874,essential,785
POLR1G,21,-4.695,essential,785
POLR1G,13,-3.7209,essential,785
POLR1G,5,-0.13387,essential,785
POLR2A,5,-3.3923,non-essential,1401
POLR2A,13,-5.3529,non-essential,1401
POLR2A,21,-5.4656,non-essential,1401
POLR2B,5,-1.168,essential,785
POLR2B,21,-5.0655,essential,785
POLR2B,13,-3.861,essential,785
POLR2D,5,-2.5235,essential,785
POLR2D,13,-5.6488,essential,785
POLR2D,21,-4.9277,essential,785
POLR2E,5,-1.5053,essential,785
POLR2E,13,-2.7906,essential,785
POLR2E,21,-2.1247,essential,785
POLR2F,5,-2.2569,essential,785
POLR2F,21,-6.0441,essential,785
POLR2F,13,-6.6344,essential,785
POLR2G,5,-1.3044,essential,785
POLR2G,13,-3.663,essential,785
POLR2G,21,-3.6694,essential,785
POLR2H,5,-2.0576,essential,785
POLR2H,21,-5.0861,essential,785
POLR2H,13,-4.7986,essential,785
POLR2I,5,-1.4863,essential,785
POLR2I,13,-4.461,essential,785
POLR2I,21,-3.9367,essential,785
POLR2J,5,-2.5816,non-essential,1401
POLR2J,13,-5.5285,non-essential,1401
POLR2J,21,-4.5446,non-essential,1401
POLR2J2,5,-0.84045,non-essential,1401
POLR2J2,21,-2.3768,non-essential,1401
POLR2J2,13,-0.53432,non-essential,1401
POLR2J3,5,-1.997,non-essential,1401
POLR2J3,21,-5.526,non-essential,1401
POLR2J3,13,-5.7882,non-essential,1401
POLR2K,5,-2.6276,essential,785
POLR2K,13,-4.9314,essential,785
POLR2K,21,-4.1042,essential,785
POLR2L,5,-1.5691,essential,785
POLR2L,21,-6.483,essential,785
POLR2L,13,-7.1582,essential,785
POLRMT,21,-5.1359,essential,785
POLRMT,13,-2.0405,essential,785
POLRMT,5,0.32771,essential,785
POP1,21,-5.2264,essential,785
POP1,13,-5.0956,essential,785
POP1,5,-0.41199,essential,785
POP4,13,-1.1343,essential,785
POP4,21,-1.1237,essential,785
POP4,5,-0.18426,essential,785
POP5,13,-5.0282,essential,785
POP5,21,-4.4723,essential,785
POP5,5,-0.038723,essential,785
POP7,21,-4.0602,essential,785
POP7,13,-3.8392,essential,785
POP7,5,0.036065,essential,785
POU5F1,5,0.068544,non-essential,1401
POU5F1,21,1.0186,non-essential,1401
POU5F1,13,0.61116,non-essential,1401
PPAN,21,-5.0018,essential,785
PPAN,13,-5.986,essential,785
PPAN,5,-0.36254,essential,785
PPARGC1A,5,0.15562,non-essential,1401
PPARGC1A,21,2.0009,non-essential,1401
PPARGC1A,13,1.2938,non-essential,1401
PPARGC1B,21,1.6014,non-essential,1401
PPARGC1B,5,0.40017,non-essential,1401
