gene,day,lfc,essential,n
EIF5AL1,21,0.67384,non-essential,1401
EIF5AL1,13,0.41591,non-essential,1401
EIF5AL1,5,-0.05855,non-essential,1401
EIF5B,21,-0.98972,non-essential,1401
EIF5B,13,-0.4378,non-essential,1401
EIF5B,5,0.22892,non-essential,1401
EIF6,13,-4.5938,essential,785
EIF6,5,-0.66292,essential,785
EIF6,21,-4.5774,essential,785
ELAC1,13,1.4932,non-essential,1401
ELAC1,21,2.1961,non-essential,1401
ELAC1,5,0.53356,non-essential,1401
ELAC2,21,-4.8854,essential,785
ELAC2,13,-3.6987,essential,785
ELAC2,5,-0.06323,essential,785
ELAPOR1,5,-0.4361,non-essential,1401
ELAPOR1,21,-0.33642,non-essential,1401
ELAPOR1,13,-0.38338,non-essential,1401
ELAVL1,5,-5.5914e-4,non-essential,1401
ELAVL1,21,0.67686,non-essential,1401
ELAVL1,13,0.26911,non-essential,1401
ELAVL2,21,1.1433,non-essential,1401
ELAVL2,13,0.94929,non-essential,1401
ELAVL2,5,0.21549,non-essential,1401
ELAVL3,5,0.028672,non-essential,1401
ELAVL3,13,0.6173,non-essential,1401
ELAVL3,21,1.4386,non-essential,1401
ELAVL4,21,1.9801,non-essential,1401
ELAVL4,13,1.1301,non-essential,1401
ELAVL4,5,0.2479,non-essential,1401
ELF1,5,0.19973,non-essential,1401
ELF1,21,1.1776,non-essential,1401
ELF1,13,1.1092,non-essential,1401
ELOA,5,0.090229,non-essential,1401
ELOA,13,0.25193,non-essential,1401
ELOA,21,1.1373,non-essential,1401
ELOF1,5,-0.12437,non-essential,1401
ELOF1,21,-0.69115,non-essential,1401
ELOF1,13,-0.198,non-essential,1401
ELP1,5,-0.4463,essential,785
ELP1,21,-2.2377,essential,785
ELP1,13,-2.4291,essential,785
ELP2,21,-4.3826,non-essential,1401
ELP2,13,-1.9422,non-essential,1401
ELP2,5,0.25799,non-essential,1401
ELP3,21,-4.0438,essential,785
ELP3,13,-2.1999,essential,785
ELP3,5,0.10528,essential,785
ELP4,21,-2.9789,essential,785
ELP4,13,-1.8279,essential,785
ELP4,5,-0.037487,essential,785
ELP5,21,-4.0208,essential,785
ELP5,13,-2.1494,essential,785
ELP5,5,0.51612,essential,785
EMB,5,-0.28054,non-essential,1401
EMB,13,-0.27494,non-essential,1401
EMB,21,-0.093037,non-essential,1401
EMG1,5,-0.61473,non-essential,1401
EMG1,21,-4.5058,non-essential,1401
EMG1,13,-4.5753,non-essential,1401
EML4,5,0.092938,non-essential,1401
EML4,13,-0.17027,non-essential,1401
EML4,21,0.71064,non-essential,1401
ENDOG,5,-0.014627,non-essential,1401
ENDOG,13,1.0609,non-essential,1401
ENDOG,21,1.1594,non-essential,1401
ENDOU,21,0.92011,non-essential,1401
ENDOU,13,0.46528,non-essential,1401
ENDOU,5,0.10771,non-essential,1401
ENDOV,5,-0.14964,non-essential,1401
ENDOV,21,0.32498,non-essential,1401
ENDOV,13,0.46775,non-essential,1401
ENO1,13,-2.2502,non-essential,1401
ENO1,21,-2.6391,non-essential,1401
ENO1,5,0.12306,non-essential,1401
ENOX1,5,0.43318,non-essential,1401
ENOX1,13,0.66353,non-essential,1401
ENOX1,21,1.3747,non-essential,1401
ENOX2,21,1.9289,non-essential,1401
ENOX2,5,0.11109,non-essential,1401
ENOX2,13,1.1204,non-essential,1401
ENSA,13,0.79005,non-essential,1401
ENSA,21,1.3953,non-essential,1401
ENSA,5,-0.089727,non-essential,1401
EPB41,5,-0.049208,non-essential,1401
EPB41,21,0.90484,non-essential,1401
EPB41,13,0.60742,non-essential,1401
EPB41L2,5,0.10724,non-essential,1401
EPB41L2,13,1.3545,non-essential,1401
EPB41L2,21,2.2059,non-essential,1401
EPPK1,13,0.68446,non-essential,1401
EPPK1,5,-0.058202,non-essential,1401
EPPK1,21,1.6906,non-essential,1401
EPRS1,13,-3.8942,essential,785
EPRS1,5,-0.19872,essential,785
EPRS1,21,-3.9812,essential,785
EPS8L3,5,-0.14135,non-essential,1401
EPS8L3,13,0.29038,non-essential,1401
EPS8L3,21,0.71843,non-essential,1401
ERAL1,21,-0.69129,non-essential,1401
ERAL1,13,-0.33381,non-essential,1401
ERAL1,5,0.13862,non-essential,1401
ERF,5,-0.42426,non-essential,1401
ERF,13,0.38213,non-essential,1401
ERF,21,0.65888,non-essential,1401
ERH,13,-4.6931,essential,785
ERH,21,-4.5587,essential,785
ERH,5,0.095126,essential,785
ERI1,21,1.7902,non-essential,1401
ERI1,5,0.24087,non-essential,1401
ERI1,13,1.3467,non-essential,1401
ERI2,5,-0.056523,non-essential,1401
ERI2,13,1.2294,non-essential,1401
ERI2,21,2.2571,non-essential,1401
ERI3,13,1.2988,non-essential,1401
ERI3,21,2.1126,non-essential,1401
ERI3,5,0.33488,non-essential,1401
ERN1,21,2.4475,non-essential,1401
ERN1,13,1.606,non-essential,1401
ERN1,5,0.53531,non-essential,1401
ERN2,21,2.519,non-essential,1401
ERN2,13,1.6692,non-essential,1401
ERN2,5,0.30383,non-essential,1401
ERP29,5,0.18547,non-essential,1401
ERP29,13,1.1859,non-essential,1401
ERP29,21,1.547,non-essential,1401
ESF1,5,-0.85576,essential,785
ESF1,13,-2.5624,essential,785
ESF1,21,-2.4861,essential,785
ESRP1,5,0.19273,non-essential,1401
ESRP1,21,0.99475,non-essential,1401
ESRP1,13,0.79392,non-essential,1401
ESRP2,5,0.20466,non-essential,1401
ESRP2,13,1.2917,non-essential,1401
ESRP2,21,2.2628,non-essential,1401
ESS2,13,-0.98393,essential,785
ESS2,21,-0.86255,essential,785
ESS2,5,-0.10643,essential,785
ETF1,5,-1.2396,essential,785
ETF1,13,-3.2561,essential,785
ETF1,21,-4.2351,essential,785
EWSR1,13,-0.95203,essential,785
EWSR1,5,-0.14423,essential,785
EWSR1,21,-1.1778,essential,785
EXO1,5,0.17865,non-essential,1401
EXO1,21,1.1586,non-essential,1401
EXO1,13,0.8919,non-essential,1401
EXOG,5,0.035097,non-essential,1401
EXOG,13,0.85752,non-essential,1401
EXOG,21,1.5518,non-essential,1401
EXOSC1,5,0.39655,essential,785
EXOSC1,21,1.6149,essential,785
EXOSC1,13,1.1241,essential,785
EXOSC10,13,-2.8767,non-essential,1401
EXOSC10,21,-3.9515,non-essential,1401
EXOSC10,5,-0.20694,non-essential,1401
EXOSC2,13,-5.5627,essential,785
EXOSC2,21,-4.9258,essential,785
EXOSC2,5,-0.29008,essential,785
EXOSC3,21,-0.18512,essential,785
EXOSC3,13,-0.47993,essential,785
EXOSC3,5,0.17928,essential,785
EXOSC4,21,-4.4442,essential,785
EXOSC4,13,-5.0256,essential,785
EXOSC4,5,-0.23325,essential,785
EXOSC5,13,-2.6382,essential,785
EXOSC5,21,-3.5183,essential,785
EXOSC5,5,0.36157,essential,785
EXOSC6,5,-0.47945,essential,785
EXOSC6,13,-2.984,essential,785
EXOSC6,21,-2.8732,essential,785
EXOSC7,21,-3.9957,essential,785
EXOSC7,13,-2.8681,essential,785
EXOSC7,5,0.0051413,essential,785
EXOSC8,21,-5.3802,essential,785
EXOSC8,13,-5.0663,essential,785
EXOSC8,5,-0.47241,essential,785
EXOSC9,21,-5.5144,essential,785
EXOSC9,5,-0.55599,essential,785
EXOSC9,13,-5.2044,essential,785
EZH1,5,0.23597,non-essential,1401
EZH1,21,1.0129,non-essential,1401
EZH1,13,0.66801,non-essential,1401
EZH2,21,0.55572,non-essential,1401
EZH2,13,0.41513,non-essential,1401
EZH2,5,0.030944,non-essential,1401
EZR,5,0.20397,non-essential,1401
EZR,21,1.3966,non-essential,1401
EZR,13,0.89457,non-essential,1401
F11R,5,-0.10649,non-essential,1401
F11R,21,0.90766,non-essential,1401
F11R,13,0.46575,non-essential,1401
FADS2,5,0.20435,non-essential,1401
FADS2,13,0.89204,non-essential,1401
FADS2,21,1.7844,non-essential,1401
FAM120A,13,1.4054,non-essential,1401
FAM120A,21,2.2224,non-essential,1401
FAM120A,5,0.47695,non-essential,1401
FAM120B,5,0.32135,non-essential,1401
FAM120B,21,2.7413,non-essential,1401
FAM120B,13,1.7242,non-essential,1401
FAM120C,13,0.92482,non-essential,1401
FAM120C,5,0.24863,non-essential,1401
FAM120C,21,1.3381,non-essential,1401
FAM133B,5,0.061556,essential,785
FAM133B,21,0.97492,essential,785
FAM133B,13,0.64147,essential,785
FAM32A,5,-0.5137,essential,785
FAM32A,13,-0.37892,essential,785
FAM32A,21,0.10323,essential,785
FAM50A,21,0.26785,non-essential,1401
FAM50A,13,0.34725,non-essential,1401
FAM50A,5,0.16234,non-essential,1401
FAM98A,5,0.23362,non-essential,1401
FAM98A,21,1.9475,non-essential,1401
FAM98A,13,1.1262,non-essential,1401
FAM98B,21,-2.0989,non-essential,1401
FAM98B,13,-1.1239,non-essential,1401
FAM98B,5,0.0047659,non-essential,1401
FAM98C,5,0.23526,non-essential,1401
FAM98C,21,0.93098,non-essential,1401
FAM98C,13,0.40583,non-essential,1401
FARS2,21,-1.7404,non-essential,1401
FARS2,13,-0.91327,non-essential,1401
FARS2,5,0.17376,non-essential,1401
FARSA,13,-4.8996,essential,785
FARSA,5,-0.56687,essential,785
FARSA,21,-3.9159,essential,785
FARSB,13,-3.1983,essential,785
FARSB,21,-2.5615,essential,785
FARSB,5,0.041268,essential,785
FAS,5,0.24242,non-essential,1401
FAS,13,0.86425,non-essential,1401
FAS,21,1.1841,non-essential,1401
FASN,5,0.19382,non-essential,1401
FASN,21,1.501,non-essential,1401
FASN,13,0.89966,non-essential,1401
FASTK,13,0.51599,non-essential,1401
FASTK,5,0.0076928,non-essential,1401
FASTK,21,1.0162,non-essential,1401
FASTKD1,5,0.17176,non-essential,1401
FASTKD1,21,1.3024,non-essential,1401
FASTKD1,13,1.0814,non-essential,1401
FASTKD2,21,-1.0146,non-essential,1401
FASTKD2,13,-0.17223,non-essential,1401
FASTKD2,5,-0.065909,non-essential,1401
FASTKD3,5,0.47048,non-essential,1401
FASTKD3,21,2.5887,non-essential,1401
FASTKD3,13,1.9107,non-essential,1401
FASTKD5,21,-1.7658,non-essential,1401
FASTKD5,13,-0.79584,non-essential,1401
FASTKD5,5,0.31465,non-essential,1401
FAU,13,-6.6529,essential,785
FAU,5,-1.8259,essential,785
FAU,21,-5.7948,essential,785
FBL,13,-5.6389,essential,785
FBL,21,-4.6548,essential,785
FBL,5,-0.60233,essential,785
FBN1,5,-0.036795,non-essential,1401
FBN1,13,1.0751,non-essential,1401
FBN1,21,1.8142,non-essential,1401
FBP2,5,-0.088523,non-essential,1401
FBP2,21,0.36517,non-essential,1401
FBP2,13,0.41673,non-essential,1401
FBRSL1,13,1.3668,non-essential,1401
FBRSL1,5,0.14208,non-essential,1401
FBRSL1,21,2.0377,non-essential,1401
FBXO17,5,0.022909,non-essential,1401
FBXO17,13,0.74505999999999994,non-essential,1401
FBXO17,21,1.1296,non-essential,1401
FCF1,13,-4.5403,essential,785
FCF1,5,-0.52006,essential,785
FCF1,21,-4.7188,essential,785
FDPS,5,0.0058978,essential,785
FDPS,13,0.58688,essential,785
FDPS,21,0.61769,essential,785
FDXACB1,5,-0.28268,non-essential,1401
FDXACB1,13,0.17839,non-essential,1401
FDXACB1,21,0.68802,non-essential,1401
FEN1,21,-2.1845,essential,785
FEN1,13,-0.37414,essential,785
FEN1,5,-0.023067,essential,785
FIP1L1,5,-0.12818,essential,785
FIP1L1,13,-1.6122,essential,785
FIP1L1,21,-1.0812,essential,785
FKBP1A,5,-0.60641,non-essential,1401
FKBP1A,21,-0.096881,non-essential,1401
FKBP1A,13,-0.20302,non-essential,1401
FKBP2,5,0.21617,non-essential,1401
FKBP2,21,0.80204,non-essential,1401
FKBP2,13,0.58069,non-essential,1401
FKBP3,5,0.22359,non-essential,1401
FKBP3,13,0.91167,non-essential,1401
FKBP3,21,1.8231,non-essential,1401
FKBP4,5,0.34297,non-essential,1401
FKBP4,21,1.9109,non-essential,1401
FKBP4,13,1.3462,non-essential,1401
FLNA,5,-0.11546,non-essential,1401
FLNA,13,0.86108,non-essential,1401
FLNA,21,0.5209,non-essential,1401
FLNB,5,-0.38304,non-essential,1401
FLNB,13,0.25135,non-essential,1401
FLNB,21,0.82373,non-essential,1401
FLUC,5,0.097465,non-essential,1401
FLUC,13,1.0958,non-essential,1401
FLUC,21,1.5062,non-essential,1401
FLYWCH2,5,-0.0063029,non-essential,1401
FLYWCH2,13,1.0255,non-essential,1401
FLYWCH2,21,1.53,non-essential,1401
FMR1,5,0.029358,non-essential,1401
FMR1,21,1.2362,non-essential,1401
FMR1,13,0.88906,non-essential,1401
FN1,5,0.085705,non-essential,1401
FN1,21,1.2621,non-essential,1401
FN1,13,0.74258,non-essential,1401
FNDC3A,5,0.11264,non-essential,1401
FNDC3A,13,1.6371,non-essential,1401
FNDC3A,21,2.6068,non-essential,1401
FNDC3B,13,-0.047629,non-essential,1401
FNDC3B,5,0.013159,non-essential,1401
FNDC3B,21,0.25585,non-essential,1401
FRG1,5,0.020865,non-essential,1401
FRG1,21,-0.69438,non-essential,1401
FRG1,13,-0.40912,non-essential,1401
FSCN1,5,0.17443,non-essential,1401
FSCN1,13,1.1294,non-essential,1401
FSCN1,21,2.0063,non-essential,1401
FTO,13,-1.0625,non-essential,1401
FTO,21,-1.5646,non-essential,1401
FTO,5,-0.050906,non-essential,1401
FTSJ1,21,1.465,non-essential,1401
FTSJ1,5,0.16573,non-essential,1401
FTSJ1,13,0.8393,non-essential,1401
FTSJ3,21,-4.8761,essential,785
FTSJ3,5,-0.33342,essential,785
FTSJ3,13,-4.8755,essential,785
FUBP1,5,-0.26274,non-essential,1401
FUBP1,13,-0.18233,non-essential,1401
FUBP1,21,-0.23523,non-essential,1401
FUBP3,21,1.2349,non-essential,1401
FUBP3,13,0.9063,non-essential,1401
FUBP3,5,0.15437,non-essential,1401
FUS,5,-0.035367,non-essential,1401
FUS,13,0.37147,non-essential,1401
FUS,21,0.76495,non-essential,1401
FXR1,5,0.087277,non-essential,1401
FXR1,21,2.1076,non-essential,1401
FXR1,13,1.1482,non-essential,1401
FXR2,5,0.034933,non-essential,1401
FXR2,21,1.3485,non-essential,1401
FXR2,13,0.96974,non-essential,1401
FYTTD1,21,1.4948,non-essential,1401
FYTTD1,13,0.90618,non-essential,1401
FYTTD1,5,0.095655,non-essential,1401
G3BP1,5,-0.48216,non-essential,1401
G3BP1,13,-0.079108,non-essential,1401
G3BP1,21,-0.44098,non-essential,1401
G3BP2,5,0.055818,non-essential,1401
G3BP2,13,0.90415,non-essential,1401
G3BP2,21,1.5037,non-essential,1401
GANAB,5,-0.12422,non-essential,1401
GANAB,13,0.34266,non-essential,1401
GANAB,21,0.69508,non-essential,1401
GAPDH,21,-6.0179,essential,785
GAPDH,13,-3.4831,essential,785
GAPDH,5,0.079016,essential,785
GAR1,5,-0.29799,essential,785
GAR1,13,-0.85455,essential,785
GAR1,21,-0.34497,essential,785
GARS1,21,-4.812,essential,785
GARS1,13,-4.9507,essential,785
GARS1,5,-0.36467,essential,785
GAS2,5,0.011611,non-essential,1401
GAS2,13,1.0303,non-essential,1401
GAS2,21,1.4822,non-essential,1401
GATB,21,-4.6041,non-essential,1401
GATB,13,-1.2101,non-essential,1401
GATB,5,0.10138,non-essential,1401
GATC,5,-0.19311,non-essential,1401
GATC,21,-0.10569,non-essential,1401
GATC,13,-0.073208,non-essential,1401
GCFC2,5,0.11012,non-essential,1401
GCFC2,13,0.48334,non-essential,1401
GCFC2,21,1.0425,non-essential,1401
GCN1,5,-0.44601,non-essential,1401
GCN1,21,-1.6889,non-essential,1401
GCN1,13,-0.80782,non-essential,1401
GDI2,21,0.81558,non-essential,1401
GDI2,5,0.2057,non-essential,1401
GDI2,13,0.61764,non-essential,1401
GEMIN2,13,-1.6383,essential,785
GEMIN2,21,-1.7415,essential,785
GEMIN2,5,0.079809,essential,785
GEMIN4,13,-2.4828,essential,785
GEMIN4,21,-3.9124,essential,785
GEMIN4,5,0.26203,essential,785
GEMIN5,13,-1.5597,essential,785
GEMIN5,21,-2.8343,essential,785
GEMIN5,5,-0.034627,essential,785
GEMIN6,5,-0.21951,essential,785
GEMIN6,13,-2.6687,essential,785
GEMIN6,21,-3.2353,essential,785
GEMIN7,13,-2.3765,essential,785
GEMIN7,21,-2.9877,essential,785
GEMIN7,5,0.40218,essential,785
GEMIN8,21,-4.0131,essential,785
GEMIN8,13,-3.3006,essential,785
GEMIN8,5,0.13985,essential,785
GFM1,5,-0.47528,non-essential,1401
GFM1,13,-2.2461,non-essential,1401
GFM1,21,-3.1817,non-essential,1401
GFM2,21,-2.7068,non-essential,1401
GFM2,5,0.085274,non-essential,1401
GFM2,13,-0.21524,non-essential,1401
GGCT,21,1.424,non-essential,1401
GGCT,5,-0.045395,non-essential,1401
GGCT,13,0.95118,non-essential,1401
GIGYF2,21,0.23106,non-essential,1401
GIGYF2,13,0.37936,non-essential,1401
GIGYF2,5,0.18179,non-essential,1401
GLE1,21,-2.0708,essential,785
GLE1,13,-0.92753,essential,785
GLE1,5,0.14575,essential,785
GLRX3,21,0.86918,non-essential,1401
GLRX3,13,0.98366,non-essential,1401
GLRX3,5,0.21707,non-essential,1401
GMPR2,5,-0.15513,non-essential,1401
GMPR2,13,-0.014478,non-essential,1401
GMPR2,21,0.18726,non-essential,1401
GNE,21,2.5212,non-essential,1401
GNE,13,1.5113,non-essential,1401
GNE,5,0.40097,non-essential,1401
GNL1,5,-0.33327,non-essential,1401
GNL1,13,0.29677,non-essential,1401
GNL1,21,0.60011,non-essential,1401
GNL2,21,-3.9939,essential,785
GNL2,13,-2.4096,essential,785
GNL2,5,0.26183,essential,785
GNL3,21,-4.9231,essential,785
GNL3,13,-4.7902,essential,785
GNL3,5,-0.21208,essential,785
GNL3L,13,-2.7157,essential,785
GNL3L,21,-4.0028,essential,785
GNL3L,5,0.10891,essential,785
GOLGA4,5,-0.11159,non-essential,1401
GOLGA4,13,0.65824,non-essential,1401
GOLGA4,21,0.77286,non-essential,1401
GOLGB1,5,0.17727,non-essential,1401
GOLGB1,13,1.0157,non-essential,1401
GOLGB1,21,1.9584,non-essential,1401
GOT2,13,1.1085,non-essential,1401
GOT2,21,1.8234,non-essential,1401
GOT2,5,0.28763,non-essential,1401
GP2,5,-0.035147,non-essential,1401
GP2,13,0.72626,non-essential,1401
GP2,21,1.3126,non-essential,1401
GPATCH1,13,-1.6102,non-essential,1401
GPATCH1,21,-1.4335,non-essential,1401
GPATCH1,5,0.27465,non-essential,1401
GPATCH4,21,0.12642,non-essential,1401
GPATCH4,5,-0.0016425,non-essential,1401
GPATCH4,13,0.34422,non-essential,1401
GPATCH8,21,-0.81449,non-essential,1401
GPATCH8,13,-0.25249,non-essential,1401
GPATCH8,5,-0.022385,non-essential,1401
GPKOW,13,-1.716,essential,785
GPKOW,21,-1.8443,essential,785
GPKOW,5,0.045435,essential,785
GPR161,5,0.31959,non-essential,1401
GPR161,13,1.3188,non-essential,1401
GPR161,21,2.2449,non-essential,1401
GRB2,5,0.12346,non-essential,1401
GRB2,21,1.2728,non-essential,1401
GRB2,13,0.92902,non-essential,1401
GRN,21,1.1042,non-essential,1401
GRN,13,1.0795,non-essential,1401
GRN,5,0.16209,non-essential,1401
GRPEL2,5,-0.027351,non-essential,1401
GRPEL2,21,0.066677,non-essential,1401
GRPEL2,13,0.11409,non-essential,1401
GRSF1,13,-1.95,non-essential,1401
GRSF1,21,-2.8075,non-essential,1401
GRSF1,5,-0.2397,non-essential,1401
GRWD1,21,-1.2281,essential,785
GRWD1,13,-0.10217,essential,785
GRWD1,5,0.4735,essential,785
GSPT1,5,-0.41028,essential,785
GSPT1,13,-1.1031,essential,785
GSPT1,21,-1.4037,essential,785
GSPT2,5,0.34181,non-essential,1401
GSPT2,13,0.95325,non-essential,1401
GSPT2,21,1.3361,non-essential,1401
GSTP1,5,0.036001,non-essential,1401
GSTP1,13,0.7247,non-essential,1401
GSTP1,21,1.5635,non-essential,1401
GTF2E2,13,-4.5727,essential,785
GTF2E2,5,-0.72981,essential,785
GTF2E2,21,-3.5892,essential,785
GTF2F1,13,-1.124,essential,785
GTF2F1,5,-0.10838,essential,785
GTF2F1,21,-1.0725,essential,785
GTF3A,21,-3.2823,essential,785
GTF3A,13,-1.6261,essential,785
GTF3A,5,0.18735,essential,785
GTPBP1,21,-0.15709,non-essential,1401
GTPBP1,5,-0.15786,non-essential,1401
GTPBP1,13,0.25154,non-essential,1401
GTPBP10,21,-4.9551,non-essential,1401
GTPBP10,13,-1.3136,non-essential,1401
GTPBP10,5,0.54347,non-essential,1401
GTPBP2,5,0.057943,non-essential,1401
GTPBP2,13,0.77781,non-essential,1401
GTPBP2,21,1.283,non-essential,1401
GTPBP3,21,-0.45271,non-essential,1401
GTPBP3,5,0.032819,non-essential,1401
GTPBP3,13,0.26127,non-essential,1401
GTPBP4,13,-4.3837,essential,785
GTPBP4,21,-4.2065,essential,785
GTPBP4,5,-0.21358,essential,785
GUF1,21,1.245,non-essential,1401
GUF1,13,0.78712,non-essential,1401
GUF1,5,0.20499,non-essential,1401
H1-0,5,-0.0087455,non-essential,1401
H1-0,13,0.90324,non-essential,1401
H1-0,21,1.6726,non-essential,1401
H1-10,5,-0.20896,non-essential,1401
H1-10,13,0.40324,non-essential,1401
H1-10,21,1.2724,non-essential,1401
H1-2,5,0.11078,non-essential,1401
H1-2,21,1.211,non-essential,1401
H1-2,13,0.93275,non-essential,1401
H1-3,5,0.059008,non-essential,1401
H1-3,21,1.5864,non-essential,1401
H1-3,13,0.95085,non-essential,1401
H1-4,5,-0.10474,non-essential,1401
H1-4,21,-0.38131,non-essential,1401
H1-4,13,0.027575,non-essential,1401
H1-5,5,0.32039,non-essential,1401
H1-5,13,1.7608,non-essential,1401
H1-5,21,2.787,non-essential,1401
H4C1,5,0.076679,non-essential,1401
H4C1,21,1.581,non-essential,1401
H4C1,13,1.0804,non-essential,1401
H4C12,5,-0.21509,non-essential,1401
H4C12,13,0.17448,non-essential,1401
H4C12,21,0.74511,non-essential,1401
H4C13,5,0.25812,non-essential,1401
H4C13,21,1.0597,non-essential,1401
H4C13,13,1.0008,non-essential,1401
H4C15,5,-0.45345,non-essential,1401
H4C15,13,-0.75166,non-essential,1401
H4C15,21,-0.5872,non-essential,1401
H4C2,5,0.095108,non-essential,1401
H4C2,21,1.5705,non-essential,1401
H4C2,13,0.72354,non-essential,1401
H4C4,5,0.18367,non-essential,1401
H4C4,21,1.9916,non-essential,1401
H4C4,13,1.3511,non-essential,1401
H4C5,5,0.25029,non-essential,1401
H4C5,21,0.87997,non-essential,1401
H4C5,13,0.90662,non-essential,1401
H4C6,5,-0.10365,non-essential,1401
H4C6,13,0.60547,non-essential,1401
H4C6,21,1.0677,non-essential,1401
H4C8,13,0.90363,non-essential,1401
H4C8,21,1.6426,non-essential,1401
H4C8,5,0.33067,non-essential,1401
HABP4,13,0.48818,non-essential,1401
HABP4,21,0.81861,non-essential,1401
HABP4,5,0.014554,non-essential,1401
HADH,5,0.022092,non-essential,1401
HADH,13,0.77817,non-essential,1401
HADH,21,1.8091,non-essential,1401
HADHB,5,0.33192,non-essential,1401
HADHB,13,1.3795,non-essential,1401
HADHB,21,2.2462,non-essential,1401
HAP1,5,0.14244,essential,785
HAP1,21,1.7714,essential,785
HAP1,13,1.1599,essential,785
HARS1,13,-4.2605,essential,785
HARS1,21,-3.9041,essential,785
HARS1,5,-0.22632,essential,785
HARS2,13,-2.1626,non-essential,1401
HARS2,21,-4.0684,non-essential,1401
HARS2,5,0.10769,non-essential,1401
HAS1,5,0.39774,non-essential,1401
HAS1,21,2.2068,non-essential,1401
HAS1,13,1.5586,non-essential,1401
HBS1L,21,0.14982,non-essential,1401
HBS1L,5,0.21894,non-essential,1401
HBS1L,13,0.7414,non-essential,1401
HDAC2,5,0.17994,non-essential,1401
HDAC2,21,1.4037,non-essential,1401
HDAC2,13,0.90829,non-essential,1401
HDGF,5,-0.30489,non-essential,1401
HDGF,21,0.56152,non-essential,1401
HDGF,13,0.081022,non-essential,1401
HDLBP,5,-0.12439,non-essential,1401
HDLBP,13,0.51628,non-essential,1401
HDLBP,21,0.76755,non-essential,1401
HEATR1,21,-4.5952,essential,785
HEATR1,13,-4.0418,essential,785
HEATR1,5,0.10901,essential,785
HEATR6,5,-0.18772,non-essential,1401
HEATR6,13,0.23095,non-essential,1401
HEATR6,21,0.69535,non-essential,1401
HELZ,5,-0.19527,non-essential,1401
HELZ,13,-0.67499,non-essential,1401
HELZ,21,-0.67483,non-essential,1401
HELZ2,13,1.1336,non-essential,1401
HELZ2,21,1.7485,non-essential,1401
HELZ2,5,0.26745,non-essential,1401
HENMT1,13,0.52791,non-essential,1401
HENMT1,21,0.93984,non-essential,1401
HENMT1,5,0.28117,non-essential,1401
HERC5,5,0.16261,non-essential,1401
HERC5,13,0.35624,non-essential,1401
HERC5,21,1.6536,non-essential,1401
HEXIM1,5,-0.057463,non-essential,1401
HEXIM1,21,-1.1394,non-essential,1401
HEXIM1,13,-0.28322,non-essential,1401
HEXIM2,21,1.1323,non-essential,1401
HEXIM2,13,0.83403,non-essential,1401
HEXIM2,5,0.28555,non-essential,1401
HIBADH,5,0.22495,non-essential,1401
HIBADH,13,1.3743,non-essential,1401
HIBADH,21,2.2857,non-essential,1401
HINT3,5,0.27733,non-essential,1401
HINT3,13,1.3302,non-essential,1401
HINT3,21,1.9388,non-essential,1401
HLA-A,5,0.28692,non-essential,1401
HLA-A,21,2.205,non-essential,1401
HLA-A,13,1.4571,non-essential,1401
HLTF,5,0.053227,non-essential,1401
HLTF,13,1.3821,non-essential,1401
HLTF,21,2.4397,non-essential,1401
HMGA1,5,-0.51958,essential,785
HMGA1,21,-2.666,essential,785
HMGA1,13,-1.819,essential,785
HMGB1,5,-1.0477,non-essential,1401
HMGB1,21,-4.3256,non-essential,1401
HMGB1,13,-4.2104,non-essential,1401
HMGB2,5,-0.19978,non-essential,1401
HMGB2,13,1.0599,non-essential,1401
HMGB2,21,1.7527,non-essential,1401
HMGB3,21,-0.56799,non-essential,1401
HMGB3,5,-0.17915,non-essential,1401
HMGB3,13,-0.032812,non-essential,1401
HMGN2,13,0.65533,essential,785
HMGN2,21,1.5253,essential,785
HMGN2,5,0.13067,essential,785
HMGN5,21,0.0853,non-essential,1401
HMGN5,13,0.76028,non-essential,1401
HMGN5,5,0.14139,non-essential,1401
HNRNPA0,5,-0.23733,non-essential,1401
HNRNPA0,21,0.57327,non-essential,1401
HNRNPA0,13,0.66955,non-essential,1401
HNRNPA1,5,-0.5551,non-essential,1401
HNRNPA1,13,-1.4566,non-essential,1401
HNRNPA1,21,-2.5104,non-essential,1401
HNRNPA1L2,5,-0.55381,non-essential,1401
HNRNPA1L2,13,-1.6844,non-essential,1401
HNRNPA1L2,21,-2.2763,non-essential,1401
HNRNPA2B1,21,0.17015,non-essential,1401
HNRNPA2B1,13,0.47096,non-essential,1401
HNRNPA2B1,5,0.21174,non-essential,1401
HNRNPA3,5,-0.14172,non-essential,1401
HNRNPA3,21,-0.17579,non-essential,1401
HNRNPA3,13,-0.034088,non-essential,1401
HNRNPAB,5,0.13909,non-essential,1401
HNRNPAB,13,1.3755,non-essential,1401
HNRNPAB,21,1.9821,non-essential,1401
HNRNPC,5,-0.25023,essential,785
HNRNPC,13,-3.8607,essential,785
HNRNPC,21,-3.5055,essential,785
HNRNPCL1,5,0.20794,non-essential,1401
HNRNPCL1,21,1.3815,non-essential,1401
HNRNPCL1,13,0.66799,non-essential,1401
HNRNPD,5,-0.44518,non-essential,1401
HNRNPD,13,0.4843,non-essential,1401
HNRNPD,21,0.53824,non-essential,1401
HNRNPDL,5,-0.18496,non-essential,1401
HNRNPDL,13,-0.011273,non-essential,1401
HNRNPDL,21,0.037652,non-essential,1401
