sample_name,treatment,control,rep,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna,annotation,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL10A,4,0.012087,0.039575,0.077328,178,4,0.98791,0.98792,NA,2053,0,-0.48243,0.039575,0.077328,4,4 60S ribosome,notsig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,UTP3,4,0.001949,0.007154,0.024674,99,4,0.98854,0.98851,NA,2055,0,-1.0402,0.007154,0.024674,4,1 40S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,EBNA1BP2,4,0.011295,0.037287,0.074136,176,4,0.98871,0.98866,NA,2056,0,-0.40527,0.037287,0.074136,4,2 60S biogenesis,notsig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL13,4,1.6237e-4,6.4542e-4,0.003827,56,4,0.98888,0.98885,NA,2057,0,-1.2324,6.4542e-4,0.003827,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS5,2,0.010882,0.020044,NA,173,2,0.98889,0.9889,NA,2058,0,-1.7505,0.020044,1,2,3 40S ribosome,notsig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RCL1,4,0.010721,0.03558,0.072012,172,4,0.98928,0.98925,NA,2060,0,-0.34738,0.03558,0.072012,4,1 40S biogenesis,notsig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,KRI1,4,0.0085738,0.028813,0.062428,159,4,0.99143,0.99139,NA,2065,0,-0.32744,0.028813,0.062428,4,1 40S biogenesis,notsig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,LAS1L,4,0.0080318,0.027101,0.059481,156,4,0.99197,0.99189,NA,2067,0,-0.20116,0.027101,0.059481,4,2 60S biogenesis,notsig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS10,3,0.0076109,0.0209,0.051413,150,3,0.99239,0.99258,NA,2070,0,-0.75343,0.0209,0.051413,3,3 40S ribosome,notsig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPLP2,4,0.0064408,0.022005,0.052412,138,4,0.99356,0.99369,NA,2076,0,-0.64507,0.022005,0.052412,4,4 60S ribosome,notsig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,PWP2,4,0.0062613,0.021389,0.052012,136,4,0.99374,0.99388,NA,2077,0,-0.33464,0.021389,0.052012,4,1 40S biogenesis,notsig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL7,4,0.0036772,0.013124,0.037275,119,4,0.9947,0.99488,NA,2079,0,-1.3827,0.013124,0.037275,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RIOK2,4,0.0045576,0.015959,0.043275,125,4,0.99544,0.99561,NA,2084,0,-0.60167,0.015959,0.043275,4,1 40S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL18A,4,7.562e-4,0.0028693,0.012123,80,4,0.99549,0.99567,NA,2085,0,-1.1705,0.0028693,0.012123,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,DHX37,3,0.0044084,0.012476,0.037275,124,3,0.99559,0.99579,NA,2086,0,-0.7347,0.012476,0.037275,3,1 40S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,BYSL,4,0.0038898,0.013753,0.038738,120,4,0.99611,0.9962,NA,2088,0,-0.43081,0.013753,0.038738,4,1 40S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,UTP4,4,0.0036611,0.013069,0.037275,118,4,0.99634,0.99643,NA,2089,0,-0.35462,0.013069,0.037275,4,1 40S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,TBL3,4,0.003456,0.012403,0.037275,113,4,0.99654,0.99663,NA,2092,0,-0.57339,0.012403,0.037275,4,1 40S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL7A,4,0.0011963,0.0046131,0.017134,91,4,0.99656,0.99665,NA,2093,0,-1.3233,0.0046131,0.017134,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,NOP16,4,6.8167e-4,0.002593,0.011686,75,4,0.9966,0.9967,NA,2094,0,-0.53859,0.002593,0.011686,4,2 60S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS9,4,0.0031087,0.01123,0.035037,109,4,0.99689,0.99701,NA,2095,0,-1.3559,0.01123,0.035037,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPSA,4,0.0028572,0.010356,0.032943,107,4,0.99714,0.99723,NA,2096,0,-0.86636,0.010356,0.032943,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL17-C18ORF32,4,0.0028168,0.010175,0.032754,106,4,0.99718,0.99727,NA,2097,0,-0.58973,0.010175,0.032754,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,NOL10,4,0.002123,0.0077201,0.025836,102,4,0.99788,0.99797,NA,2102,0,-0.38361,0.0077201,0.025836,4,1 40S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS18,4,2.3464e-4,9.8512e-4,0.005203,61,4,0.998,0.99811,NA,2103,0,-1.4124,9.8512e-4,0.005203,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS21,4,7.8813e-4,0.0029916,0.012406,81,4,0.9981,0.99817,NA,2104,0,-0.78449,0.0029916,0.012406,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,WDR43,4,0.0017431,0.0064701,0.022545,98,4,0.99826,0.99831,NA,2105,0,-0.74451,0.0064701,0.022545,4,1 40S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS14,2,0.0014855,0.0029327,NA,94,2,0.99851,0.99848,NA,2107,0,-2.5437,0.0029327,1,2,3 40S ribosome,notsig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS28,3,1.8168e-4,6.3636e-4,0.003827,57,3,0.99876,0.99883,NA,2108,0,-1.3213,6.3636e-4,0.003827,3,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,NOP2,4,0.0011529,0.0044228,0.01661,90,4,0.99885,0.99904,NA,2110,0,-0.71301,0.0044228,0.01661,4,2 60S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPF1,4,0.0010236,0.0039744,0.015128,88,4,0.99898,0.99913,NA,2111,0,-0.36297,0.0039744,0.015128,4,2 60S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS15A,4,3.3802e-5,1.155e-4,0.001115,35,4,0.99913,0.99926,NA,2115,0,-1.3388,1.155e-4,0.001115,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,WDR46,4,7.5011e-4,0.0028421,0.012123,79,4,0.99925,0.99931,NA,2116,0,-0.69105,0.0028421,0.012123,4,1 40S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,MAK16,4,7.2077e-4,0.0027289,0.011825,78,4,0.99928,0.99933,NA,2117,0,-0.74244,0.0027289,0.011825,4,2 60S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL35,3,3.7384e-4,0.0011799,0.00578,71,3,0.99928,0.99931,NA,2118,0,-1.2251,0.0011799,0.00578,3,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,PES1,4,7.187e-4,0.0027198,0.011825,77,4,0.99928,0.99933,NA,2119,0,-0.49325,0.0027198,0.011825,4,2 60S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS4X,3,6.3222e-4,0.0020404,0.00932,74,3,0.99937,0.99941,NA,2121,0,-1.3097,0.0020404,0.00932,3,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,DDX18,4,4.2328e-4,0.0017007,0.007875,73,4,0.99958,0.99959,NA,2122,0,-0.78378,0.0017007,0.007875,4,2 60S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL36,4,2.5261e-4,0.0010531,0.005312,65,4,0.99975,0.99977,NA,2127,0,-1.017,0.0010531,0.005312,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS3A,3,2.4526e-4,8.3565e-4,0.004784,63,3,0.99975,0.99978,NA,2128,0,-1.5293,8.3565e-4,0.004784,3,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL34,4,2.1705e-4,8.6736e-4,0.004806,60,4,0.99978,0.9998,NA,2130,0,-1.0306,8.6736e-4,0.004806,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,UTP20,4,1.8612e-4,7.3601e-4,0.004289,58,4,0.99981,0.99982,NA,2132,0,-0.65747,7.3601e-4,0.004289,4,1 40S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,GTPBP4,4,7.6519e-5,2.6496e-4,0.001866,47,4,0.99982,0.99983,NA,2133,0,-0.79799,2.6496e-4,0.001866,4,2 60S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL27A,3,1.409e-4,5.4125e-4,0.003388,54,3,0.99986,0.9999,NA,2135,0,-1.9759,5.4125e-4,0.003388,3,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,BOP1,4,1.3665e-4,5.2766e-4,0.003365,53,4,0.99986,0.99987,NA,2136,0,-0.66611,5.2766e-4,0.003365,4,2 60S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS2,4,1.1917e-4,4.3255e-4,0.002812,52,4,0.99988,0.99988,NA,2137,0,-0.84252,4.3255e-4,0.002812,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS15,4,8.1554e-5,2.9214e-4,0.002015,49,4,0.99991,0.99993,NA,2138,0,-1.6231,2.9214e-4,0.002015,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL32,4,8.6731e-5,3.1026e-4,0.002056,51,4,0.99991,0.99993,NA,2139,0,-1.0273,3.1026e-4,0.002056,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL13A,4,8.3405e-5,3.012e-4,0.002036,50,4,0.99992,0.99993,NA,2140,0,-0.86053,3.012e-4,0.002036,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL37A,4,7.7429e-5,2.6496e-4,0.001866,48,4,0.99992,0.99994,NA,2141,0,-0.64985,2.6496e-4,0.001866,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL15,4,9.0914e-6,3.8499e-5,5.91e-4,21,4,0.99994,0.99995,NA,2144,0,-1.0301,3.8499e-5,5.91e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL11,4,5.4857e-5,1.8796e-4,0.001444,44,4,0.99995,0.99995,NA,2145,0,-1.8403,1.8796e-4,0.001444,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL23A,4,5.0787e-5,1.6532e-4,0.001299,43,4,0.99995,0.99995,NA,2146,0,-1.2332,1.6532e-4,0.001299,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS17,4,4.939e-5,1.6079e-4,0.001294,42,4,0.99995,0.99995,NA,2147,0,-1.1861,1.6079e-4,0.001294,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,BMS1,4,4.8022e-5,1.5173e-4,0.001251,41,4,0.99995,0.99996,NA,2148,0,-0.69866,1.5173e-4,0.001251,4,1 40S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS27A,4,4.1603e-5,1.3814e-4,0.001206,38,4,0.99996,0.99996,NA,2151,0,-1.0543,1.3814e-4,0.001206,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL5,4,3.695e-5,1.3361e-4,0.001206,37,4,0.99996,0.99996,NA,2152,0,-1.5374,1.3361e-4,0.001206,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS8,4,3.5202e-5,1.2455e-4,0.001169,36,4,0.99996,0.99997,NA,2153,0,-1.4298,1.2455e-4,0.001169,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL17,4,3.1105e-5,1.1097e-4,0.001103,34,4,0.99997,0.99997,NA,2154,0,-1.3304,1.1097e-4,0.001103,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS29,4,2.8457e-5,1.0191e-4,0.001044,33,4,0.99997,0.99997,NA,2155,0,-1.6086,1.0191e-4,0.001044,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RSL24D1,4,2.3992e-5,8.3792e-5,9.14e-4,31,4,0.99998,0.99998,NA,2157,0,-0.66771,8.3792e-5,9.14e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS11,4,1.8076e-5,6.5674e-5,7.65e-4,29,4,0.99998,0.99998,NA,2158,0,-2.0272,6.5674e-5,7.65e-4,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS20,3,1.978e-5,7.0204e-5,7.91e-4,30,3,0.99998,0.99998,NA,2159,0,-1.8729,7.0204e-5,7.91e-4,3,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS23,4,1.7278e-5,6.5674e-5,7.65e-4,28,4,0.99998,0.99999,NA,2160,0,-1.3608,6.5674e-5,7.65e-4,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL3,4,1.5584e-5,6.1145e-5,7.65e-4,27,4,0.99998,0.99999,NA,2161,0,-1.0329,6.1145e-5,7.65e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,BRIX1,4,1.5123e-5,6.1145e-5,7.65e-4,25,4,0.99998,0.99999,NA,2163,0,-0.80467,6.1145e-5,7.65e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,SDAD1,4,1.2472e-5,5.6616e-5,7.65e-4,24,4,0.99999,0.99999,NA,2164,0,-0.72033,5.6616e-5,7.65e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS12,4,9.4458e-6,3.8499e-5,5.91e-4,22,4,0.99999,0.99999,NA,2166,0,-1.1756,3.8499e-5,5.91e-4,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL4,4,7.5998e-6,3.397e-5,5.74e-4,20,4,0.99999,1,NA,2167,0,-1.2162,3.397e-5,5.74e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL18,4,6.389e-6,3.397e-5,5.74e-4,19,4,0.99999,1,NA,2168,0,-1.3353,3.397e-5,5.74e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPLP0,4,5.8132e-6,3.397e-5,5.74e-4,18,4,0.99999,1,NA,2169,0,-1.1696,3.397e-5,5.74e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL27,4,3.061e-6,1.5852e-5,3.15e-4,17,4,1,1,NA,2170,0,-1.5458,1.5852e-5,3.15e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,IMP3,4,1.9501e-6,6.7939e-6,1.53e-4,15,4,1,1,NA,2172,0,-1.0107,6.7939e-6,1.53e-4,4,1 40S biogenesis,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS19,4,1.7843e-6,6.7939e-6,1.53e-4,14,4,1,1,NA,2173,0,-1.4317,6.7939e-6,1.53e-4,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL37,4,1.3311e-6,6.7939e-6,1.53e-4,13,4,1,1,NA,2174,0,-1.6178,6.7939e-6,1.53e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL35A,4,7.582e-7,2.2646e-6,6.4e-5,12,4,1,1,NA,2175,0,-1.6943,2.2646e-6,6.4e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS13,4,6.9968e-7,2.2646e-6,6.4e-5,11,4,1,1,NA,2176,0,-1.9759,2.2646e-6,6.4e-5,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL19,4,6.5536e-7,2.2646e-6,6.4e-5,10,4,1,1,NA,2177,0,-1.6284,2.2646e-6,6.4e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS3,4,4.4799e-7,2.2646e-6,6.4e-5,7,4,1,1,NA,2180,0,-1.7251,2.2646e-6,6.4e-5,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS16,3,2.3372e-7,2.2646e-6,6.4e-5,6,3,1,1,NA,2181,0,-2.0379,2.2646e-6,6.4e-5,3,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL8,3,9.2173e-8,2.2646e-6,6.4e-5,5,3,1,1,NA,2182,0,-1.7639,2.2646e-6,6.4e-5,3,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL9,4,8.7293e-8,2.2646e-6,6.4e-5,4,4,1,1,NA,2183,0,-1.5194,2.2646e-6,6.4e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS6,4,3.6123e-8,2.2646e-6,6.4e-5,3,4,1,1,NA,2184,0,-1.6804,2.2646e-6,6.4e-5,4,3 40S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPL31,4,1.0609e-8,2.2646e-6,6.4e-5,2,4,1,1,NA,2185,0,-1.5949,2.2646e-6,6.4e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_light_rep1_vs_ntc_polysome_bc1_supernatant_rep1,light,supernatant,rep1,RPS24,4,2.2198e-11,2.2646e-6,6.4e-5,1,4,1,1,NA,2186,0,-1.6003,2.2646e-6,6.4e-5,4,3 40S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL21,4,1,1,NA,2185,0,1.1417e-6,6.7939e-6,9.61e-4,2,4,0.87458,6.7939e-6,9.61e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,EIF6,4,1,1,NA,2183,0,4.6433e-6,2.944e-5,0.001373,4,4,0.86044,2.944e-5,0.001373,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RSL1D1,4,1,1,NA,2182,0,4.834e-6,2.944e-5,0.001373,5,4,0.65052,2.944e-5,0.001373,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PES1,4,0.99999,1,NA,2181,0,5.8213e-6,3.397e-5,0.001373,7,4,0.68096,3.397e-5,0.001373,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL30,4,0.99998,0.99998,NA,2179,0,2.4677e-5,8.8321e-5,0.002499,10,4,0.59992,8.8321e-5,0.002499,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL37A,4,0.99997,0.99997,NA,2178,0,3.419e-5,1.155e-4,0.002971,11,4,0.48755,1.155e-4,0.002971,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL34,4,0.99995,0.99996,NA,2177,0,4.5435e-5,1.472e-4,0.003204,12,4,0.54619,1.472e-4,0.003204,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL10,4,0.99995,0.99996,NA,2176,0,4.5957e-5,1.472e-4,0.003204,13,4,0.66619,1.472e-4,0.003204,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,SDAD1,4,0.99993,0.99994,NA,2175,0,6.6886e-5,2.3326e-4,0.004715,14,4,0.46884,2.3326e-4,0.004715,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,URB1,4,0.9943,0.99442,NA,2118,0,1.0545e-4,3.6914e-4,0.006529,16,4,0.67662,3.6914e-4,0.006529,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PPAN,4,0.99989,0.99989,NA,2173,0,1.1407e-4,4.099e-4,0.006824,17,4,0.81978,4.099e-4,0.006824,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPLP0,4,0.99986,0.99987,NA,2172,0,1.3507e-4,5.2313e-4,0.007402,20,4,0.48003,5.2313e-4,0.007402,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL32,4,0.99919,0.99928,NA,2163,0,1.4219e-4,5.5937e-4,0.007538,21,4,0.66744,5.5937e-4,0.007538,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,WDR12,4,0.99985,0.99985,NA,2171,0,1.536e-4,6.1825e-4,0.007953,22,4,0.60993,6.1825e-4,0.007953,4,2 60S biogenesis,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL26,4,0.99799,0.9981,NA,2146,0,1.6418e-4,6.4995e-4,0.007997,23,4,0.75111000000000006,6.4995e-4,0.007997,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL24,4,0.99722,0.99731,NA,2138,0,1.7771e-4,6.9977e-4,0.008251,24,4,0.87793,6.9977e-4,0.008251,4,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL17-C18ORF32,4,0.89582,0.89607,NA,1876,0,2.2669e-4,9.3982e-4,0.010373,25,3,0.9332,9.3982e-4,0.010373,3,4 60S ribosome,sig
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NOC2L,4,0.98646,0.98652,NA,2099,0,2.3472e-4,9.8512e-4,0.010373,26,3,0.49922,9.8512e-4,0.010373,3,2 60S biogenesis,sig
