sample_name,treatment,control,rep,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna,annotation,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPF2,4,6.1264e-5,2.1061e-4,9.62e-4,95,4,0.99984,0.99984,NA,2068,0,-1.6042,2.1061e-4,9.62e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,EBNA1BP2,4,1.5583e-4,6.2277e-4,0.002197,123,4,0.99984,0.99984,NA,2069,0,-1.769,6.2277e-4,0.002197,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS11,4,1.4379e-4,5.6389e-4,0.002039,120,4,0.99986,0.99986,NA,2072,0,-2.085,5.6389e-4,0.002039,4,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS8,4,1.4014e-4,5.4578e-4,0.00199,119,4,0.99986,0.99987,NA,2073,0,-1.1054,5.4578e-4,0.00199,4,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL27A,3,1.1714e-4,4.6425e-4,0.001737,114,3,0.99988,0.99992,NA,2078,0,-4.1265,4.6425e-4,0.001737,3,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL13A,4,1.1543e-4,4.1443e-4,0.001592,113,4,0.99988,0.99989,NA,2079,0,-1.981,4.1443e-4,0.001592,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RCL1,4,1.1387e-4,4.099e-4,0.001588,112,4,0.99989,0.99989,NA,2080,0,-0.56732,4.099e-4,0.001588,4,1 40S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,IMP3,4,1.0633e-4,3.6914e-4,0.00147,109,4,0.99989,0.99992,NA,2082,0,-0.74499,3.6914e-4,0.00147,4,1 40S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NSA2,4,1.0198e-4,3.6461e-4,0.001465,107,4,0.9999,0.99992,NA,2084,0,-2.1281,3.6461e-4,0.001465,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS13,4,9.8233e-5,3.5555e-4,0.001456,106,4,0.9999,0.99992,NA,2085,0,-2.284,3.5555e-4,0.001456,4,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS12,4,7.331e-5,2.6043e-4,0.001142,101,4,0.99993,0.99994,NA,2090,0,-1.3989,2.6043e-4,0.001142,4,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS16,3,7.1453e-5,3.012e-4,0.001282,100,3,0.99993,0.99995,NA,2091,0,-2.0306,3.012e-4,0.001282,3,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,URB1,4,6.3796e-5,2.1967e-4,9.93e-4,96,4,0.99994,0.99995,NA,2095,0,-1.1241,2.1967e-4,9.93e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL10A,4,5.6755e-5,1.9249e-4,8.98e-4,93,4,0.99994,0.99995,NA,2097,0,-1.8668,1.9249e-4,8.98e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NIFK,4,5.2013e-5,1.6532e-4,7.88e-4,91,4,0.99995,0.99995,NA,2099,0,-1.6281,1.6532e-4,7.88e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,IMP4,4,5.0593e-5,1.6532e-4,7.88e-4,88,4,0.99995,0.99995,NA,2101,0,-0.86508,1.6532e-4,7.88e-4,4,1 40S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS19,4,5.0313e-5,1.6532e-4,7.88e-4,87,4,0.99995,0.99995,NA,2102,0,-1.5875,1.6532e-4,7.88e-4,4,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS15A,4,4.3176e-5,1.4267e-4,7.46e-4,83,4,0.99996,0.99996,NA,2106,0,-1.6725,1.4267e-4,7.46e-4,4,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL30,4,4.1456e-5,1.3814e-4,7.31e-4,82,4,0.99996,0.99996,NA,2107,0,-4.0293,1.3814e-4,7.31e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS15,4,3.9089e-5,1.3814e-4,7.31e-4,81,4,0.99996,0.99996,NA,2108,0,-1.827,1.3814e-4,7.31e-4,4,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS21,4,3.84e-5,1.3361e-4,7.25e-4,80,4,0.99996,0.99996,NA,2109,0,-1.0695,1.3361e-4,7.25e-4,4,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RRS1,4,3.0429e-5,1.1097e-4,6.25e-4,77,4,0.99997,0.99997,NA,2112,0,-1.2091,1.1097e-4,6.25e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS29,4,2.425e-5,8.3792e-5,4.98e-4,72,4,0.99998,0.99998,NA,2116,0,-1.7288,8.3792e-5,4.98e-4,4,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,FTSJ3,4,2.2672e-5,8.3792e-5,4.98e-4,69,4,0.99998,0.99998,NA,2119,0,-1.9894,8.3792e-5,4.98e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPLP1,4,2.2214e-5,7.9262e-5,4.98e-4,68,4,0.99998,0.99998,NA,2120,0,-1.9833,7.9262e-5,4.98e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,LAS1L,4,2.1172e-5,7.9262e-5,4.98e-4,67,4,0.99998,0.99998,NA,2121,0,-1.2185,7.9262e-5,4.98e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL23,4,9.5336e-6,3.8499e-5,3.04e-4,55,4,0.99998,0.99998,NA,2122,0,-3.1666,3.8499e-5,3.04e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NOP2,4,2.0737e-5,7.9262e-5,4.98e-4,66,4,0.99998,0.99998,NA,2123,0,-2.104,7.9262e-5,4.98e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,EIF6,4,1.7621e-5,6.5674e-5,4.39e-4,65,4,0.99998,0.99999,NA,2124,0,-2.9836,6.5674e-5,4.39e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RSL1D1,4,1.6993e-5,6.5674e-5,4.39e-4,64,4,0.99998,0.99999,NA,2125,0,-1.8656,6.5674e-5,4.39e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL11,4,1.5438e-5,6.1145e-5,4.21e-4,63,4,0.99998,0.99999,NA,2126,0,-3.8823,6.1145e-5,4.21e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL10,4,1.487e-5,6.1145e-5,4.21e-4,62,4,0.99999,0.99999,NA,2127,0,-3.19,6.1145e-5,4.21e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,UTP20,4,1.4647e-5,6.1145e-5,4.21e-4,61,4,0.99999,0.99999,NA,2128,0,-0.87912,6.1145e-5,4.21e-4,4,1 40S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPLP2,4,1.4536e-5,6.1145e-5,4.21e-4,60,4,0.99999,0.99999,NA,2129,0,-2.5005,6.1145e-5,4.21e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL5,4,1.3569e-5,6.1145e-5,4.21e-4,59,4,0.99999,0.99999,NA,2130,0,-3.4977,6.1145e-5,4.21e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,BOP1,4,8.8061e-6,3.8499e-5,3.04e-4,54,4,0.99999,0.99999,NA,2131,0,-2.0104,3.8499e-5,3.04e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL18A,4,1.0779e-5,4.7557e-5,3.62e-4,57,4,0.99999,0.99999,NA,2133,0,-3.4918,4.7557e-5,3.62e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS3,4,9.76e-6,4.3028e-5,3.33e-4,56,4,0.99999,0.99999,NA,2134,0,-1.9996,4.3028e-5,3.33e-4,4,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL24,4,8.5162e-6,3.8499e-5,3.04e-4,53,4,0.99999,0.99999,NA,2135,0,-3.781,3.8499e-5,3.04e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL23A,4,6.9412e-6,3.397e-5,2.84e-4,52,4,0.99999,1,NA,2136,0,-3.28,3.397e-5,2.84e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NOC2L,4,6.6914e-6,3.397e-5,2.84e-4,51,4,0.99999,1,NA,2137,0,-1.9786,3.397e-5,2.84e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL17,4,6.5691e-6,3.397e-5,2.84e-4,50,4,0.99999,1,NA,2138,0,-3.0704,3.397e-5,2.84e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL13,4,6.0963e-6,3.397e-5,2.84e-4,48,4,0.99999,1,NA,2140,0,-3.2033,3.397e-5,2.84e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL17-C18ORF32,4,5.7314e-6,3.397e-5,2.84e-4,47,4,0.99999,1,NA,2141,0,-2.8273,3.397e-5,2.84e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS6,4,5.331e-6,2.944e-5,2.78e-4,46,4,0.99999,1,NA,2142,0,-2.0345,2.944e-5,2.78e-4,4,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL26,4,5.2793e-6,2.944e-5,2.78e-4,45,4,0.99999,1,NA,2143,0,-2.2065,2.944e-5,2.78e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL6,4,3.9768e-6,2.0382e-5,2.16e-4,41,4,1,1,NA,2147,0,-2.8552,2.0382e-5,2.16e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL15,4,3.4699e-6,1.5852e-5,1.72e-4,40,4,1,1,NA,2148,0,-3.2233,1.5852e-5,1.72e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NOP53,4,3.3873e-6,1.5852e-5,1.72e-4,39,4,1,1,NA,2149,0,-1.9873,1.5852e-5,1.72e-4,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL36,4,3.3505e-6,1.5852e-5,1.72e-4,38,4,1,1,NA,2150,0,-2.4551,1.5852e-5,1.72e-4,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL31,4,1.6335e-6,6.7939e-6,8.2e-5,32,4,1,1,NA,2152,0,-3.6636,6.7939e-6,8.2e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,PPAN,4,2.1075e-6,6.7939e-6,8.2e-5,36,4,1,1,NA,2153,0,-2.3077,6.7939e-6,8.2e-5,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPF1,4,2.0562e-6,6.7939e-6,8.2e-5,35,4,1,1,NA,2154,0,-2.0421,6.7939e-6,8.2e-5,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL27,4,1.6353e-6,6.7939e-6,8.2e-5,33,4,1,1,NA,2155,0,-3.5642,6.7939e-6,8.2e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL7A,4,1.5309e-6,6.7939e-6,8.2e-5,31,4,1,1,NA,2156,0,-3.1748,6.7939e-6,8.2e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,MAK16,4,1.337e-6,6.7939e-6,8.2e-5,30,4,1,1,NA,2157,0,-2.8912,6.7939e-6,8.2e-5,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,GTPBP4,4,1.2127e-6,6.7939e-6,8.2e-5,29,4,1,1,NA,2158,0,-2.8772,6.7939e-6,8.2e-5,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NIP7,4,1.1622e-6,6.7939e-6,8.2e-5,28,4,1,1,NA,2159,0,-1.5436,6.7939e-6,8.2e-5,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL34,4,9.0507e-7,2.2646e-6,3.6e-5,26,4,1,1,NA,2161,0,-3.8548,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SURF6,4,8.5135e-7,2.2646e-6,3.6e-5,25,4,1,1,NA,2162,0,-1.7826,2.2646e-6,3.6e-5,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL37A,4,7.7473e-7,2.2646e-6,3.6e-5,23,4,1,1,NA,2163,0,-2.4321,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPS24,4,7.753e-7,2.2646e-6,3.6e-5,24,4,1,1,NA,2164,0,-1.7631,2.2646e-6,3.6e-5,4,3 40S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL28,4,7.6314e-7,2.2646e-6,3.6e-5,22,4,1,1,NA,2165,0,-1.4332,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL21,4,6.8197e-7,2.2646e-6,3.6e-5,20,4,1,1,NA,2167,0,-2.7343,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL19,4,6.4924e-7,2.2646e-6,3.6e-5,19,4,1,1,NA,2168,0,-4.3357,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,PES1,4,6.177e-7,2.2646e-6,3.6e-5,18,4,1,1,NA,2169,0,-2.4365,2.2646e-6,3.6e-5,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL18,4,5.8733e-7,2.2646e-6,3.6e-5,17,4,1,1,NA,2170,0,-3.0151,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL3,4,5.118e-7,2.2646e-6,3.6e-5,15,4,1,1,NA,2172,0,-2.7464,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL37,4,4.8545e-7,2.2646e-6,3.6e-5,14,4,1,1,NA,2173,0,-4.196,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL4,4,3.2835e-7,2.2646e-6,3.6e-5,13,4,1,1,NA,2174,0,-3.3926,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPLP0,4,3.2197e-7,2.2646e-6,3.6e-5,12,4,1,1,NA,2175,0,-4.0221,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL35A,4,2.1286e-7,2.2646e-6,3.6e-5,10,4,1,1,NA,2177,0,-3.6368,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL9,4,1.5134e-7,2.2646e-6,3.6e-5,8,4,1,1,NA,2179,0,-3.5667,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL38,4,8.6479e-8,2.2646e-6,3.6e-5,7,4,1,1,NA,2180,0,-2.3719,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,NOP16,4,6.7107e-8,2.2646e-6,3.6e-5,6,4,1,1,NA,2181,0,-2.31,2.2646e-6,3.6e-5,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RPL32,4,6.3287e-8,2.2646e-6,3.6e-5,5,4,1,1,NA,2182,0,-2.9738,2.2646e-6,3.6e-5,4,4 60S ribosome,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,SDAD1,4,4.3674e-8,2.2646e-6,3.6e-5,4,4,1,1,NA,2183,0,-2.2902,2.2646e-6,3.6e-5,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,RSL24D1,4,1.2594e-8,2.2646e-6,3.6e-5,3,4,1,1,NA,2184,0,-2.2487,2.2646e-6,3.6e-5,4,2 60S biogenesis,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,BRIX1,4,7.1291e-9,2.2646e-6,3.6e-5,1,4,1,1,NA,2186,0,-2.7593,2.2646e-6,3.6e-5,4,2 60S biogenesis,sig
