Distance (mm),Absorbance,sgRNA,Treatment,nuclease
69.45,0.021347999999999992,GCN1,DMSO,+ micrococcal nuclease
69.55,0.020874000000000004,GCN1,DMSO,+ micrococcal nuclease
69.65,0.020277000000000003,GCN1,DMSO,+ micrococcal nuclease
69.74,0.020140999999999992,GCN1,DMSO,+ micrococcal nuclease
69.85,0.020820999999999992,GCN1,DMSO,+ micrococcal nuclease
69.95,0.020292000000000004,GCN1,DMSO,+ micrococcal nuclease
70.04,0.020186999999999997,GCN1,DMSO,+ micrococcal nuclease
70.14,0.020555000000000004,GCN1,DMSO,+ micrococcal nuclease
70.25,0.020235000000000003,GCN1,DMSO,+ micrococcal nuclease
70.34,0.020417000000000005,GCN1,DMSO,+ micrococcal nuclease
70.44,0.02040399999999999,GCN1,DMSO,+ micrococcal nuclease
70.55,0.020124000000000003,GCN1,DMSO,+ micrococcal nuclease
70.64,0.020193000000000003,GCN1,DMSO,+ micrococcal nuclease
70.74,0.021037,GCN1,DMSO,+ micrococcal nuclease
70.84,0.020509,GCN1,DMSO,+ micrococcal nuclease
70.94,0.020728999999999997,GCN1,DMSO,+ micrococcal nuclease
71.04,0.020964999999999998,GCN1,DMSO,+ micrococcal nuclease
71.14,0.020839999999999997,GCN1,DMSO,+ micrococcal nuclease
71.24,0.020734000000000002,GCN1,DMSO,+ micrococcal nuclease
71.34,0.020939,GCN1,DMSO,+ micrococcal nuclease
71.44,0.021204,GCN1,DMSO,+ micrococcal nuclease
71.54,0.021091,GCN1,DMSO,+ micrococcal nuclease
71.64,0.021000999999999992,GCN1,DMSO,+ micrococcal nuclease
71.74,0.021200999999999998,GCN1,DMSO,+ micrococcal nuclease
71.84,0.021457000000000004,GCN1,DMSO,+ micrococcal nuclease
71.94,0.02234599999999999,GCN1,DMSO,+ micrococcal nuclease
72.04,0.02241599999999999,GCN1,DMSO,+ micrococcal nuclease
72.14,0.021835999999999994,GCN1,DMSO,+ micrococcal nuclease
72.24,0.022081000000000003,GCN1,DMSO,+ micrococcal nuclease
72.34,0.022448999999999997,GCN1,DMSO,+ micrococcal nuclease
72.44,0.022279999999999994,GCN1,DMSO,+ micrococcal nuclease
72.54,0.022234000000000004,GCN1,DMSO,+ micrococcal nuclease
72.64,0.022971999999999992,GCN1,DMSO,+ micrococcal nuclease
72.73,0.02269299999999999,GCN1,DMSO,+ micrococcal nuclease
72.84,0.02298,GCN1,DMSO,+ micrococcal nuclease
72.94,0.023326,GCN1,DMSO,+ micrococcal nuclease
73.03,0.023081000000000004,GCN1,DMSO,+ micrococcal nuclease
73.13,0.023015999999999995,GCN1,DMSO,+ micrococcal nuclease
73.24,0.02301199999999999,GCN1,DMSO,+ micrococcal nuclease
73.33,0.023054999999999992,GCN1,DMSO,+ micrococcal nuclease
73.43,0.023079000000000002,GCN1,DMSO,+ micrococcal nuclease
73.53,0.022995,GCN1,DMSO,+ micrococcal nuclease
73.63,0.023274000000000003,GCN1,DMSO,+ micrococcal nuclease
73.73,0.023236999999999994,GCN1,DMSO,+ micrococcal nuclease
73.83,0.023436,GCN1,DMSO,+ micrococcal nuclease
73.93,0.023618,GCN1,DMSO,+ micrococcal nuclease
74.03,0.023384000000000002,GCN1,DMSO,+ micrococcal nuclease
74.13,0.023595999999999992,GCN1,DMSO,+ micrococcal nuclease
74.23,0.023689,GCN1,DMSO,+ micrococcal nuclease
74.33,0.024005,GCN1,DMSO,+ micrococcal nuclease
74.43,0.023891999999999997,GCN1,DMSO,+ micrococcal nuclease
74.53,0.023957999999999993,GCN1,DMSO,+ micrococcal nuclease
74.63,0.02401199999999999,GCN1,DMSO,+ micrococcal nuclease
74.73,0.024346999999999994,GCN1,DMSO,+ micrococcal nuclease
74.83,0.024457999999999994,GCN1,DMSO,+ micrococcal nuclease
74.93,0.02471899999999999,GCN1,DMSO,+ micrococcal nuclease
8.07,0.711602,FLUC,HHT,+ micrococcal nuclease
8.17,0.671159,FLUC,HHT,+ micrococcal nuclease
8.27,0.644392,FLUC,HHT,+ micrococcal nuclease
8.36,0.604852,FLUC,HHT,+ micrococcal nuclease
8.47,0.579526,FLUC,HHT,+ micrococcal nuclease
8.56,0.549264,FLUC,HHT,+ micrococcal nuclease
8.67,0.529254,FLUC,HHT,+ micrococcal nuclease
8.76,0.504006,FLUC,HHT,+ micrococcal nuclease
8.87,0.48266200000000004,FLUC,HHT,+ micrococcal nuclease
8.96,0.45322299999999993,FLUC,HHT,+ micrococcal nuclease
9.07,0.437233,FLUC,HHT,+ micrococcal nuclease
9.16,0.41360399999999997,FLUC,HHT,+ micrococcal nuclease
9.26,0.397557,FLUC,HHT,+ micrococcal nuclease
9.36,0.37099299999999996,FLUC,HHT,+ micrococcal nuclease
9.46,0.36256,FLUC,HHT,+ micrococcal nuclease
9.56,0.34396299999999996,FLUC,HHT,+ micrococcal nuclease
9.66,0.332209,FLUC,HHT,+ micrococcal nuclease
9.76,0.317131,FLUC,HHT,+ micrococcal nuclease
9.86,0.30510499999999996,FLUC,HHT,+ micrococcal nuclease
9.96,0.28985299999999997,FLUC,HHT,+ micrococcal nuclease
10.06,0.277898,FLUC,HHT,+ micrococcal nuclease
10.16,0.261081,FLUC,HHT,+ micrococcal nuclease
10.26,0.247573,FLUC,HHT,+ micrococcal nuclease
10.36,0.235141,FLUC,HHT,+ micrococcal nuclease
10.46,0.228362,FLUC,HHT,+ micrococcal nuclease
10.56,0.21968899999999997,FLUC,HHT,+ micrococcal nuclease
10.66,0.21198299999999998,FLUC,HHT,+ micrococcal nuclease
10.76,0.20751799999999998,FLUC,HHT,+ micrococcal nuclease
10.86,0.198507,FLUC,HHT,+ micrococcal nuclease
10.95,0.19410499999999997,FLUC,HHT,+ micrococcal nuclease
11.06,0.185485,FLUC,HHT,+ micrococcal nuclease
11.16,0.18051899999999999,FLUC,HHT,+ micrococcal nuclease
11.26,0.17469800000000002,FLUC,HHT,+ micrococcal nuclease
11.35,0.17018499999999998,FLUC,HHT,+ micrococcal nuclease
11.46,0.16542099999999998,FLUC,HHT,+ micrococcal nuclease
11.55,0.16517300000000001,FLUC,HHT,+ micrococcal nuclease
11.65,0.15978799999999999,FLUC,HHT,+ micrococcal nuclease
11.76,0.153148,FLUC,HHT,+ micrococcal nuclease
11.85,0.14808899999999997,FLUC,HHT,+ micrococcal nuclease
11.96,0.14667399999999997,FLUC,HHT,+ micrococcal nuclease
12.06,0.14255800000000002,FLUC,HHT,+ micrococcal nuclease
12.15,0.13357000000000002,FLUC,HHT,+ micrococcal nuclease
12.25,0.129992,FLUC,HHT,+ micrococcal nuclease
12.35,0.12893899999999997,FLUC,HHT,+ micrococcal nuclease
12.45,0.126178,FLUC,HHT,+ micrococcal nuclease
12.55,0.12139199999999999,FLUC,HHT,+ micrococcal nuclease
12.65,0.11967399999999999,FLUC,HHT,+ micrococcal nuclease
12.75,0.113546,FLUC,HHT,+ micrococcal nuclease
12.85,0.11331499999999999,FLUC,HHT,+ micrococcal nuclease
12.95,0.10754000000000001,FLUC,HHT,+ micrococcal nuclease
13.05,0.10615999999999999,FLUC,HHT,+ micrococcal nuclease
13.15,0.10046799999999999,FLUC,HHT,+ micrococcal nuclease
13.25,0.10123900000000001,FLUC,HHT,+ micrococcal nuclease
13.35,0.100234,FLUC,HHT,+ micrococcal nuclease
13.45,0.09908099999999999,FLUC,HHT,+ micrococcal nuclease
13.55,0.098598,FLUC,HHT,+ micrococcal nuclease
13.65,0.09525399999999999,FLUC,HHT,+ micrococcal nuclease
13.75,0.092647,FLUC,HHT,+ micrococcal nuclease
13.85,0.092214,FLUC,HHT,+ micrococcal nuclease
13.95,0.08950299999999999,FLUC,HHT,+ micrococcal nuclease
14.05,0.08827600000000001,FLUC,HHT,+ micrococcal nuclease
14.15,0.08733,FLUC,HHT,+ micrococcal nuclease
14.25,0.08592999999999999,FLUC,HHT,+ micrococcal nuclease
14.35,0.086406,FLUC,HHT,+ micrococcal nuclease
14.45,0.086516,FLUC,HHT,+ micrococcal nuclease
14.54,0.086379,FLUC,HHT,+ micrococcal nuclease
14.64,0.08400200000000001,FLUC,HHT,+ micrococcal nuclease
14.74,0.083971,FLUC,HHT,+ micrococcal nuclease
14.84,0.08167400000000001,FLUC,HHT,+ micrococcal nuclease
14.94,0.081105,FLUC,HHT,+ micrococcal nuclease
15.04,0.077195,FLUC,HHT,+ micrococcal nuclease
15.14,0.07807599999999999,FLUC,HHT,+ micrococcal nuclease
15.24,0.077527,FLUC,HHT,+ micrococcal nuclease
15.34,0.076059,FLUC,HHT,+ micrococcal nuclease
15.44,0.074699,FLUC,HHT,+ micrococcal nuclease
15.54,0.07506900000000001,FLUC,HHT,+ micrococcal nuclease
15.64,0.07135099999999998,FLUC,HHT,+ micrococcal nuclease
15.74,0.07321899999999999,FLUC,HHT,+ micrococcal nuclease
15.84,0.070116,FLUC,HHT,+ micrococcal nuclease
15.94,0.07052599999999999,FLUC,HHT,+ micrococcal nuclease
16.04,0.067226,FLUC,HHT,+ micrococcal nuclease
16.14,0.06941299999999999,FLUC,HHT,+ micrococcal nuclease
16.24,0.068258,FLUC,HHT,+ micrococcal nuclease
16.34,0.06705199999999999,FLUC,HHT,+ micrococcal nuclease
16.44,0.06982100000000001,FLUC,HHT,+ micrococcal nuclease
16.54,0.06557700000000001,FLUC,HHT,+ micrococcal nuclease
16.64,0.06894199999999999,FLUC,HHT,+ micrococcal nuclease
16.74,0.066394,FLUC,HHT,+ micrococcal nuclease
16.84,0.06818400000000001,FLUC,HHT,+ micrococcal nuclease
16.94,0.06619399999999999,FLUC,HHT,+ micrococcal nuclease
17.04,0.06896799999999999,FLUC,HHT,+ micrococcal nuclease
17.13,0.06860300000000001,FLUC,HHT,+ micrococcal nuclease
17.24,0.072781,FLUC,HHT,+ micrococcal nuclease
17.34,0.074888,FLUC,HHT,+ micrococcal nuclease
17.44,0.07446399999999999,FLUC,HHT,+ micrococcal nuclease
17.54,0.076084,FLUC,HHT,+ micrococcal nuclease
17.64,0.079027,FLUC,HHT,+ micrococcal nuclease
17.73,0.08106999999999999,FLUC,HHT,+ micrococcal nuclease
17.83,0.079608,FLUC,HHT,+ micrococcal nuclease
17.94,0.080668,FLUC,HHT,+ micrococcal nuclease
18.04,0.083083,FLUC,HHT,+ micrococcal nuclease
18.13,0.08619899999999998,FLUC,HHT,+ micrococcal nuclease
18.24,0.087438,FLUC,HHT,+ micrococcal nuclease
18.33,0.08997599999999999,FLUC,HHT,+ micrococcal nuclease
18.43,0.087518,FLUC,HHT,+ micrococcal nuclease
18.53,0.09253499999999999,FLUC,HHT,+ micrococcal nuclease
18.63,0.091235,FLUC,HHT,+ micrococcal nuclease
18.73,0.093544,FLUC,HHT,+ micrococcal nuclease
18.83,0.09228199999999999,FLUC,HHT,+ micrococcal nuclease
18.93,0.096008,FLUC,HHT,+ micrococcal nuclease
19.03,0.09374899999999999,FLUC,HHT,+ micrococcal nuclease
19.13,0.09671,FLUC,HHT,+ micrococcal nuclease
19.23,0.09461699999999999,FLUC,HHT,+ micrococcal nuclease
19.33,0.097291,FLUC,HHT,+ micrococcal nuclease
19.43,0.09580799999999999,FLUC,HHT,+ micrococcal nuclease
19.53,0.09636199999999999,FLUC,HHT,+ micrococcal nuclease
19.63,0.09361799999999999,FLUC,HHT,+ micrococcal nuclease
19.73,0.09493800000000001,FLUC,HHT,+ micrococcal nuclease
19.83,0.092102,FLUC,HHT,+ micrococcal nuclease
19.93,0.095291,FLUC,HHT,+ micrococcal nuclease
20.03,0.09241400000000001,FLUC,HHT,+ micrococcal nuclease
20.13,0.094714,FLUC,HHT,+ micrococcal nuclease
20.23,0.093092,FLUC,HHT,+ micrococcal nuclease
20.33,0.08949,FLUC,HHT,+ micrococcal nuclease
20.43,0.08745099999999999,FLUC,HHT,+ micrococcal nuclease
20.53,0.086996,FLUC,HHT,+ micrococcal nuclease
20.63,0.08639599999999999,FLUC,HHT,+ micrococcal nuclease
20.73,0.08213,FLUC,HHT,+ micrococcal nuclease
20.83,0.080133,FLUC,HHT,+ micrococcal nuclease
20.93,0.07881899999999999,FLUC,HHT,+ micrococcal nuclease
21.03,0.07890599999999999,FLUC,HHT,+ micrococcal nuclease
21.12,0.076052,FLUC,HHT,+ micrococcal nuclease
21.23,0.07648899999999999,FLUC,HHT,+ micrococcal nuclease
21.33,0.069126,FLUC,HHT,+ micrococcal nuclease
21.42,0.069762,FLUC,HHT,+ micrococcal nuclease
21.52,0.067506,FLUC,HHT,+ micrococcal nuclease
21.62,0.066126,FLUC,HHT,+ micrococcal nuclease
21.72,0.062902,FLUC,HHT,+ micrococcal nuclease
21.82,0.0616,FLUC,HHT,+ micrococcal nuclease
21.92,0.061448,FLUC,HHT,+ micrococcal nuclease
22.02,0.059308,FLUC,HHT,+ micrococcal nuclease
22.12,0.05867699999999999,FLUC,HHT,+ micrococcal nuclease
22.22,0.057231000000000004,FLUC,HHT,+ micrococcal nuclease
22.32,0.055556999999999995,FLUC,HHT,+ micrococcal nuclease
22.42,0.054521,FLUC,HHT,+ micrococcal nuclease
22.52,0.053901000000000004,FLUC,HHT,+ micrococcal nuclease
22.62,0.052603,FLUC,HHT,+ micrococcal nuclease
22.72,0.05234699999999999,FLUC,HHT,+ micrococcal nuclease
22.82,0.050809999999999994,FLUC,HHT,+ micrococcal nuclease
22.92,0.051157999999999995,FLUC,HHT,+ micrococcal nuclease
23.02,0.05215299999999999,FLUC,HHT,+ micrococcal nuclease
23.12,0.052906999999999996,FLUC,HHT,+ micrococcal nuclease
23.22,0.048697000000000004,FLUC,HHT,+ micrococcal nuclease
23.32,0.04780999999999999,FLUC,HHT,+ micrococcal nuclease
23.42,0.04851799999999999,FLUC,HHT,+ micrococcal nuclease
23.52,0.0505,FLUC,HHT,+ micrococcal nuclease
23.61,0.047808,FLUC,HHT,+ micrococcal nuclease
23.72,0.047432,FLUC,HHT,+ micrococcal nuclease
23.81,0.049826999999999996,FLUC,HHT,+ micrococcal nuclease
23.92,0.049872,FLUC,HHT,+ micrococcal nuclease
24.02,0.049671999999999994,FLUC,HHT,+ micrococcal nuclease
24.12,0.049187999999999996,FLUC,HHT,+ micrococcal nuclease
24.22,0.047466999999999995,FLUC,HHT,+ micrococcal nuclease
24.31,0.048952999999999997,FLUC,HHT,+ micrococcal nuclease
24.42,0.047897999999999996,FLUC,HHT,+ micrococcal nuclease
24.51,0.04714499999999999,FLUC,HHT,+ micrococcal nuclease
24.61,0.046016,FLUC,HHT,+ micrococcal nuclease
24.71,0.047370999999999996,FLUC,HHT,+ micrococcal nuclease
24.81,0.046973,FLUC,HHT,+ micrococcal nuclease
24.91,0.04714399999999999,FLUC,HHT,+ micrococcal nuclease
25.01,0.048224,FLUC,HHT,+ micrococcal nuclease
25.11,0.046313999999999994,FLUC,HHT,+ micrococcal nuclease
25.21,0.047308,FLUC,HHT,+ micrococcal nuclease
25.31,0.046777,FLUC,HHT,+ micrococcal nuclease
25.41,0.04664599999999999,FLUC,HHT,+ micrococcal nuclease
25.51,0.04746,FLUC,HHT,+ micrococcal nuclease
25.61,0.049633,FLUC,HHT,+ micrococcal nuclease
25.71,0.050314,FLUC,HHT,+ micrococcal nuclease
25.81,0.051665,FLUC,HHT,+ micrococcal nuclease
25.91,0.053273,FLUC,HHT,+ micrococcal nuclease
26.01,0.055812,FLUC,HHT,+ micrococcal nuclease
26.11,0.05685699999999999,FLUC,HHT,+ micrococcal nuclease
26.21,0.057755,FLUC,HHT,+ micrococcal nuclease
26.31,0.06153399999999999,FLUC,HHT,+ micrococcal nuclease
26.41,0.06478199999999999,FLUC,HHT,+ micrococcal nuclease
26.51,0.067176,FLUC,HHT,+ micrococcal nuclease
26.61,0.06982000000000001,FLUC,HHT,+ micrococcal nuclease
26.7,0.07364,FLUC,HHT,+ micrococcal nuclease
26.8,0.07776000000000001,FLUC,HHT,+ micrococcal nuclease
26.91,0.08100900000000001,FLUC,HHT,+ micrococcal nuclease
27,0.08573599999999999,FLUC,HHT,+ micrococcal nuclease
27.11,0.08858300000000001,FLUC,HHT,+ micrococcal nuclease
27.2,0.094519,FLUC,HHT,+ micrococcal nuclease
27.3,0.09972199999999999,FLUC,HHT,+ micrococcal nuclease
27.41,0.10390799999999999,FLUC,HHT,+ micrococcal nuclease
27.5,0.106863,FLUC,HHT,+ micrococcal nuclease
27.6,0.1107,FLUC,HHT,+ micrococcal nuclease
27.7,0.11507099999999999,FLUC,HHT,+ micrococcal nuclease
27.8,0.118497,FLUC,HHT,+ micrococcal nuclease
27.9,0.12239499999999999,FLUC,HHT,+ micrococcal nuclease
28,0.123957,FLUC,HHT,+ micrococcal nuclease
28.1,0.125625,FLUC,HHT,+ micrococcal nuclease
28.2,0.12861299999999998,FLUC,HHT,+ micrococcal nuclease
28.3,0.12947199999999998,FLUC,HHT,+ micrococcal nuclease
28.4,0.13072499999999998,FLUC,HHT,+ micrococcal nuclease
28.5,0.13117299999999998,FLUC,HHT,+ micrococcal nuclease
28.6,0.13360699999999998,FLUC,HHT,+ micrococcal nuclease
28.7,0.132787,FLUC,HHT,+ micrococcal nuclease
28.8,0.13356,FLUC,HHT,+ micrococcal nuclease
28.9,0.132233,FLUC,HHT,+ micrococcal nuclease
29,0.13086799999999998,FLUC,HHT,+ micrococcal nuclease
29.1,0.129428,FLUC,HHT,+ micrococcal nuclease
29.2,0.129143,FLUC,HHT,+ micrococcal nuclease
29.3,0.12732899999999997,FLUC,HHT,+ micrococcal nuclease
29.4,0.123844,FLUC,HHT,+ micrococcal nuclease
29.5,0.121903,FLUC,HHT,+ micrococcal nuclease
29.6,0.12146,FLUC,HHT,+ micrococcal nuclease
29.7,0.118548,FLUC,HHT,+ micrococcal nuclease
29.8,0.11746,FLUC,HHT,+ micrococcal nuclease
29.9,0.11520499999999999,FLUC,HHT,+ micrococcal nuclease
29.99,0.11334499999999999,FLUC,HHT,+ micrococcal nuclease
30.09,0.111976,FLUC,HHT,+ micrococcal nuclease
30.19,0.11128600000000001,FLUC,HHT,+ micrococcal nuclease
30.29,0.108414,FLUC,HHT,+ micrococcal nuclease
30.39,0.107837,FLUC,HHT,+ micrococcal nuclease
30.49,0.106506,FLUC,HHT,+ micrococcal nuclease
30.59,0.106085,FLUC,HHT,+ micrococcal nuclease
30.69,0.106258,FLUC,HHT,+ micrococcal nuclease
30.79,0.10539,FLUC,HHT,+ micrococcal nuclease
30.89,0.106055,FLUC,HHT,+ micrococcal nuclease
30.99,0.106339,FLUC,HHT,+ micrococcal nuclease
31.09,0.10701300000000001,FLUC,HHT,+ micrococcal nuclease
31.19,0.108023,FLUC,HHT,+ micrococcal nuclease
31.29,0.10954499999999999,FLUC,HHT,+ micrococcal nuclease
31.39,0.110605,FLUC,HHT,+ micrococcal nuclease
31.49,0.11429399999999999,FLUC,HHT,+ micrococcal nuclease
31.59,0.116322,FLUC,HHT,+ micrococcal nuclease
31.69,0.11939799999999999,FLUC,HHT,+ micrococcal nuclease
31.79,0.12244400000000001,FLUC,HHT,+ micrococcal nuclease
31.89,0.12804,FLUC,HHT,+ micrococcal nuclease
31.99,0.13380599999999998,FLUC,HHT,+ micrococcal nuclease
32.09,0.141482,FLUC,HHT,+ micrococcal nuclease
32.19,0.15256399999999998,FLUC,HHT,+ micrococcal nuclease
32.29,0.166757,FLUC,HHT,+ micrococcal nuclease
32.39,0.183759,FLUC,HHT,+ micrococcal nuclease
32.49,0.20588499999999998,FLUC,HHT,+ micrococcal nuclease
32.59,0.236717,FLUC,HHT,+ micrococcal nuclease
32.69,0.27391899999999997,FLUC,HHT,+ micrococcal nuclease
32.78,0.324601,FLUC,HHT,+ micrococcal nuclease
32.88,0.381444,FLUC,HHT,+ micrococcal nuclease
32.99,0.445827,FLUC,HHT,+ micrococcal nuclease
33.09,0.518334,FLUC,HHT,+ micrococcal nuclease
33.18,0.603353,FLUC,HHT,+ micrococcal nuclease
33.28,0.67876,FLUC,HHT,+ micrococcal nuclease
33.39,0.764603,FLUC,HHT,+ micrococcal nuclease
33.48,0.8591409999999999,FLUC,HHT,+ micrococcal nuclease
33.58,0.932207,FLUC,HHT,+ micrococcal nuclease
33.68,1.024594,FLUC,HHT,+ micrococcal nuclease
33.78,1.0949929999999999,FLUC,HHT,+ micrococcal nuclease
33.88,1.174453,FLUC,HHT,+ micrococcal nuclease
33.98,1.241415,FLUC,HHT,+ micrococcal nuclease
34.08,1.306951,FLUC,HHT,+ micrococcal nuclease
34.18,1.35567,FLUC,HHT,+ micrococcal nuclease
34.28,1.4140409999999999,FLUC,HHT,+ micrococcal nuclease
34.38,1.436503,FLUC,HHT,+ micrococcal nuclease
34.48,1.472084,FLUC,HHT,+ micrococcal nuclease
34.58,1.488755,FLUC,HHT,+ micrococcal nuclease
34.68,1.515442,FLUC,HHT,+ micrococcal nuclease
34.78,1.515874,FLUC,HHT,+ micrococcal nuclease
34.88,1.508675,FLUC,HHT,+ micrococcal nuclease
34.98,1.497462,FLUC,HHT,+ micrococcal nuclease
35.08,1.488678,FLUC,HHT,+ micrococcal nuclease
35.18,1.458983,FLUC,HHT,+ micrococcal nuclease
35.28,1.429691,FLUC,HHT,+ micrococcal nuclease
35.38,1.394725,FLUC,HHT,+ micrococcal nuclease
35.48,1.360009,FLUC,HHT,+ micrococcal nuclease
35.58,1.32079,FLUC,HHT,+ micrococcal nuclease
35.68,1.28055,FLUC,HHT,+ micrococcal nuclease
35.78,1.236654,FLUC,HHT,+ micrococcal nuclease
35.88,1.194264,FLUC,HHT,+ micrococcal nuclease
35.97,1.147283,FLUC,HHT,+ micrococcal nuclease
36.08,1.106006,FLUC,HHT,+ micrococcal nuclease
36.18,1.066377,FLUC,HHT,+ micrococcal nuclease
36.27,1.022851,FLUC,HHT,+ micrococcal nuclease
36.37,0.9858480000000001,FLUC,HHT,+ micrococcal nuclease
36.48,0.9535640000000001,FLUC,HHT,+ micrococcal nuclease
36.57,0.913386,FLUC,HHT,+ micrococcal nuclease
36.67,0.881664,FLUC,HHT,+ micrococcal nuclease
36.77,0.847415,FLUC,HHT,+ micrococcal nuclease
36.87,0.817673,FLUC,HHT,+ micrococcal nuclease
36.97,0.784062,FLUC,HHT,+ micrococcal nuclease
37.07,0.757741,FLUC,HHT,+ micrococcal nuclease
37.17,0.728229,FLUC,HHT,+ micrococcal nuclease
37.27,0.70993,FLUC,HHT,+ micrococcal nuclease
37.37,0.685823,FLUC,HHT,+ micrococcal nuclease
37.47,0.657309,FLUC,HHT,+ micrococcal nuclease
37.57,0.633833,FLUC,HHT,+ micrococcal nuclease
37.67,0.618386,FLUC,HHT,+ micrococcal nuclease
37.77,0.5974929999999999,FLUC,HHT,+ micrococcal nuclease
37.87,0.568778,FLUC,HHT,+ micrococcal nuclease
37.97,0.548576,FLUC,HHT,+ micrococcal nuclease
38.07,0.535326,FLUC,HHT,+ micrococcal nuclease
38.17,0.518393,FLUC,HHT,+ micrococcal nuclease
38.27,0.49760899999999997,FLUC,HHT,+ micrococcal nuclease
38.37,0.484923,FLUC,HHT,+ micrococcal nuclease
38.47,0.465445,FLUC,HHT,+ micrococcal nuclease
38.57,0.453858,FLUC,HHT,+ micrococcal nuclease
38.66,0.43724399999999997,FLUC,HHT,+ micrococcal nuclease
38.77,0.424625,FLUC,HHT,+ micrococcal nuclease
38.87,0.40774699999999997,FLUC,HHT,+ micrococcal nuclease
38.96,0.398011,FLUC,HHT,+ micrococcal nuclease
39.06,0.385552,FLUC,HHT,+ micrococcal nuclease
39.17,0.37355,FLUC,HHT,+ micrococcal nuclease
39.26,0.36311299999999996,FLUC,HHT,+ micrococcal nuclease
39.36,0.352745,FLUC,HHT,+ micrococcal nuclease
39.46,0.340806,FLUC,HHT,+ micrococcal nuclease
39.56,0.333371,FLUC,HHT,+ micrococcal nuclease
39.66,0.321484,FLUC,HHT,+ micrococcal nuclease
39.76,0.313118,FLUC,HHT,+ micrococcal nuclease
39.86,0.302989,FLUC,HHT,+ micrococcal nuclease
39.96,0.295413,FLUC,HHT,+ micrococcal nuclease
40.06,0.288523,FLUC,HHT,+ micrococcal nuclease
40.16,0.28502,FLUC,HHT,+ micrococcal nuclease
40.26,0.278113,FLUC,HHT,+ micrococcal nuclease
40.36,0.264218,FLUC,HHT,+ micrococcal nuclease
40.46,0.25951799999999997,FLUC,HHT,+ micrococcal nuclease
40.56,0.25473799999999996,FLUC,HHT,+ micrococcal nuclease
40.66,0.25018199999999996,FLUC,HHT,+ micrococcal nuclease
40.76,0.236724,FLUC,HHT,+ micrococcal nuclease
40.86,0.233383,FLUC,HHT,+ micrococcal nuclease
40.96,0.23068899999999998,FLUC,HHT,+ micrococcal nuclease
41.06,0.221956,FLUC,HHT,+ micrococcal nuclease
41.16,0.21634399999999998,FLUC,HHT,+ micrococcal nuclease
41.26,0.212028,FLUC,HHT,+ micrococcal nuclease
41.36,0.20412999999999998,FLUC,HHT,+ micrococcal nuclease
41.46,0.20027,FLUC,HHT,+ micrococcal nuclease
41.56,0.194994,FLUC,HHT,+ micrococcal nuclease
41.66,0.19103599999999998,FLUC,HHT,+ micrococcal nuclease
41.76,0.18664599999999998,FLUC,HHT,+ micrococcal nuclease
41.86,0.184859,FLUC,HHT,+ micrococcal nuclease
41.96,0.182301,FLUC,HHT,+ micrococcal nuclease
42.05,0.17968099999999998,FLUC,HHT,+ micrococcal nuclease
42.16,0.177668,FLUC,HHT,+ micrococcal nuclease
42.26,0.173493,FLUC,HHT,+ micrococcal nuclease
42.35,0.17161500000000002,FLUC,HHT,+ micrococcal nuclease
42.45,0.169474,FLUC,HHT,+ micrococcal nuclease
42.55,0.16626600000000002,FLUC,HHT,+ micrococcal nuclease
42.65,0.163858,FLUC,HHT,+ micrococcal nuclease
42.75,0.16280499999999998,FLUC,HHT,+ micrococcal nuclease
42.85,0.15893200000000002,FLUC,HHT,+ micrococcal nuclease
42.95,0.15964299999999998,FLUC,HHT,+ micrococcal nuclease
43.05,0.15816399999999997,FLUC,HHT,+ micrococcal nuclease
43.15,0.15668700000000002,FLUC,HHT,+ micrococcal nuclease
43.25,0.15225899999999998,FLUC,HHT,+ micrococcal nuclease
43.35,0.152455,FLUC,HHT,+ micrococcal nuclease
43.45,0.15032600000000002,FLUC,HHT,+ micrococcal nuclease
43.55,0.14751599999999998,FLUC,HHT,+ micrococcal nuclease
43.65,0.14329599999999998,FLUC,HHT,+ micrococcal nuclease
43.75,0.14373599999999997,FLUC,HHT,+ micrococcal nuclease
43.85,0.14032299999999998,FLUC,HHT,+ micrococcal nuclease
43.95,0.13854499999999997,FLUC,HHT,+ micrococcal nuclease
44.05,0.137791,FLUC,HHT,+ micrococcal nuclease
44.15,0.13313199999999997,FLUC,HHT,+ micrococcal nuclease
44.25,0.131336,FLUC,HHT,+ micrococcal nuclease
44.35,0.12967,FLUC,HHT,+ micrococcal nuclease
44.45,0.127178,FLUC,HHT,+ micrococcal nuclease
44.55,0.124965,FLUC,HHT,+ micrococcal nuclease
44.65,0.12291,FLUC,HHT,+ micrococcal nuclease
44.75,0.12177400000000001,FLUC,HHT,+ micrococcal nuclease
44.85,0.12002800000000001,FLUC,HHT,+ micrococcal nuclease
