sample_name,relative_start,n
sgfluc_hht,102,0.011537136470963893
sgfluc_hht,103,0.013100069743796584
sgfluc_hht,104,0.02040216121740738
sgfluc_hht,105,0.012520271916778005
sgfluc_hht,106,0.015032729167191845
sgfluc_hht,107,0.018452696059895635
sgfluc_hht,108,0.012234574436797836
sgfluc_hht,109,0.012654717789709849
sgfluc_hht,110,0.01573857000008403
sgfluc_hht,111,0.013200904148495467
sgfluc_hht,112,0.012957221003806498
sgfluc_hht,113,0.015873015873015872
sgfluc_hht,114,0.012856386599107615
sgfluc_hht,115,0.012478257581486803
sgfluc_hht,116,0.01333535002142731
sgfluc_hht,117,0.015377246716579697
sgfluc_hht,118,0.012167351500331913
sgfluc_hht,119,0.012822775130874655
sgfluc_hht,120,0.011083381649818919
sgfluc_hht,121,0.012763955061466973
sgfluc_hht,122,0.01203290562740007
sgfluc_hht,123,0.00894905341702589
sgfluc_hht,124,0.011537136470963893
sgfluc_hht,125,0.010965741511003555
sgfluc_hht,126,0.009377599636996144
sgfluc_hht,127,0.0111422017192266
sgfluc_hht,128,0.01763761795524633
sgfluc_hht,129,0.011318661927449646
sgfluc_hht,130,0.013511810229650357
sgfluc_hht,131,0.013410975824951474
sgfluc_hht,132,0.01113379885216836
sgfluc_hht,133,0.011058173048644197
sgfluc_hht,134,0.011671582343895738
sgfluc_hht,135,0.011906862621526465
sgfluc_hht,136,0.011100187383935398
sgfluc_hht,137,0.00992378599578176
sgfluc_hht,138,0.008680161671162201
sgfluc_hht,139,0.010343929348693773
sgfluc_hht,140,0.01329333568613611
sgfluc_hht,141,0.009755728654616956
sgfluc_hht,142,0.011276647592158445
sgfluc_hht,143,0.010822892771013469
sgfluc_hht,144,0.00867175880410396
sgfluc_hht,145,0.00930197383347198
sgfluc_hht,146,0.012301797373263758
sgfluc_hht,147,0.008117169578260102
sgfluc_hht,148,0.010696849765139866
sgfluc_hht,149,0.011604359407429815
sgfluc_hht,150,0.011100187383935398
sgfluc_hht,151,0.010780878435722268
sgfluc_hht,152,0.00957086557933567
sgfluc_hht,153,0.008243212584133706
sgfluc_hht,154,0.008722176006453402
sgfluc_hht,155,0.009100305024074214
sgfluc_hht,156,0.0075877889535909656
sgfluc_hht,157,0.008444881393531473
sgfluc_hht,158,0.007932306502978817
sgfluc_hht,159,0.007453343080659121
sgfluc_hht,160,0.010285109279286093
sgfluc_hht,161,0.010066634735771846
sgfluc_hht,162,0.008218003982958985
sgfluc_hht,163,0.008898636214676448
sgfluc_hht,164,0.009671699984034552
sgfluc_hht,165,0.008251615451191947
sgfluc_hht,166,0.008999470619375331
sgfluc_hht,167,0.008554118665288596
sgfluc_hht,168,0.007612997554765686
sgfluc_hht,169,0.00802473804061946
sgfluc_hht,170,0.008369255590007311
sgfluc_hht,171,0.005537489391380339
sgfluc_hht,172,0.007621400421823926
sgfluc_hht,173,0.007579386086532725
sgfluc_hht,174,0.0058988126748846705
sgfluc_hht,175,0.00831883838765787
sgfluc_hht,176,0.007545774618299764
sgfluc_hht,177,0.00804154377473594
sgfluc_hht,178,0.00711722839832951
sgfluc_hht,179,0.007024796860688867
sgfluc_hht,180,0.005487072189030898
sgfluc_hht,181,0.006302150293680204
sgfluc_hht,182,0.006050064281932995
sgfluc_hht,183,0.005436654986681456
sgfluc_hht,184,0.0080751552429689
sgfluc_hht,185,0.008562521532346837
sgfluc_hht,186,0.00651222197013621
sgfluc_hht,187,0.006957573924222945
sgfluc_hht,188,0.008100363844143622
sgfluc_hht,189,0.0073861201441931985
sgfluc_hht,190,0.006755905114825178
sgfluc_hht,191,0.007848277832396413
sgfluc_hht,192,0.006680279311301016
sgfluc_hht,193,0.006730696513650458
sgfluc_hht,194,0.007335702941843757
sgfluc_hht,195,0.005470266454914417
sgfluc_hht,196,0.007680220491231608
sgfluc_hht,197,0.008083558110027141
sgfluc_hht,198,0.004520742477333266
sgfluc_hht,199,0.006318956027796684
sggcn1_dmso,-49,0.01854814518548145
sggcn1_dmso,-48,0.020197980201979802
sggcn1_dmso,-47,0.021397860213978603
sggcn1_dmso,-46,0.0217978202179782
sggcn1_dmso,-45,0.02014798520147985
sggcn1_dmso,-44,0.017298270172982702
sggcn1_dmso,-43,0.01714828517148285
sggcn1_dmso,-42,0.018698130186981302
sggcn1_dmso,-41,0.02574742525747425
sggcn1_dmso,-40,0.025347465253474654
sggcn1_dmso,-39,0.02384761523847615
sggcn1_dmso,-38,0.022797720227977204
sggcn1_dmso,-37,0.026097390260973904
sggcn1_dmso,-36,0.02624737526247375
sggcn1_dmso,-35,0.022897710228977103
sggcn1_dmso,-34,0.022897710228977103
sggcn1_dmso,-33,0.025197480251974803
sggcn1_dmso,-32,0.028747125287471254
sggcn1_dmso,-31,0.0216978302169783
sggcn1_dmso,-30,0.022997700229977002
sggcn1_dmso,-29,0.021747825217478253
sggcn1_dmso,-28,0.025597440255974404
sggcn1_dmso,-27,0.029997000299970003
sggcn1_dmso,-26,0.0231976802319768
sggcn1_dmso,-25,0.02474752524747525
sggcn1_dmso,-24,0.025897410258974102
sggcn1_dmso,-23,0.02244775522447755
sggcn1_dmso,-22,0.016798320167983202
sggcn1_dmso,-21,0.02624737526247375
sggcn1_dmso,-20,0.0170982901709829
sggcn1_dmso,-19,0.021847815218478152
sggcn1_dmso,-18,0.03224677532246775
sggcn1_dmso,-17,0.01674832516748325
sggcn1_dmso,-16,0.0326967303269673
sggcn1_dmso,-15,0.12283771622837716
sggcn1_dmso,-14,0.8948105189481051
sggcn1_dmso,-13,1
sggcn1_dmso,-12,0.577942205779422
sggcn1_dmso,-11,0.5396460353964604
sggcn1_dmso,-10,0.5102989701029897
sggcn1_dmso,-9,0.25552444755524445
sggcn1_dmso,-8,0.2605239476052395
sggcn1_dmso,-7,0.20267973202679732
sggcn1_dmso,-6,0.16733326667333268
sggcn1_dmso,-5,0.5074992500749925
sggcn1_dmso,-4,0.1877812218778122
sggcn1_dmso,-3,0.22982701729827018
sggcn1_dmso,-2,0.32571742825717426
sggcn1_dmso,-1,0.21462853714628538
sggcn1_dmso,0,0.44595540445955406
sggcn1_dmso,1,0.10663933606639336
sggcn1_dmso,2,0.09944005599440056
sggcn1_dmso,3,0.11848815118488151
sggcn1_dmso,4,0.22302769723027696
sggcn1_dmso,5,0.15993400659934007
sggcn1_dmso,6,0.08339166083391661
sggcn1_dmso,7,0.19483051694830517
sggcn1_dmso,8,0.2445755424457554
sggcn1_dmso,9,0.13653634636536346
sggcn1_dmso,10,0.21062893710628938
sggcn1_dmso,11,0.16378362163783622
sggcn1_dmso,12,0.11478852114788521
sggcn1_dmso,13,0.1591840815918408
sggcn1_dmso,14,0.15108489151084892
sggcn1_dmso,15,0.10068993100689931
sggcn1_dmso,16,0.1743825617438256
sggcn1_dmso,17,0.23527647235276472
sggcn1_dmso,18,0.12073792620737926
sggcn1_dmso,19,0.21442855714428558
sggcn1_dmso,20,0.18163183681631836
sggcn1_dmso,21,0.11303869613038696
sggcn1_dmso,22,0.20317968203179682
sggcn1_dmso,23,0.18423157684231578
sggcn1_dmso,24,0.11063893610638936
sggcn1_dmso,25,0.20352964703529647
sggcn1_dmso,26,0.18733126687331267
sggcn1_dmso,27,0.12298770122987701
sggcn1_dmso,28,0.20537946205379462
sggcn1_dmso,29,0.17418258174182583
sggcn1_dmso,30,0.10823917608239177
sggcn1_dmso,31,0.19018098190180982
sggcn1_dmso,32,0.18768123187681232
sggcn1_dmso,33,0.13603639636036396
sggcn1_dmso,34,0.2511748825117488
sggcn1_dmso,35,0.18588141185881413
sggcn1_dmso,36,0.13758624137586242
sggcn1_dmso,37,0.23722627737226276
sggcn1_dmso,38,0.19253074692530747
sggcn1_dmso,39,0.11053894610538946
sggcn1_dmso,40,0.24092590740925907
sggcn1_dmso,41,0.2024797520247975
sggcn1_dmso,42,0.13208679132086792
sggcn1_dmso,43,0.2916708329167083
sggcn1_dmso,44,0.21932806719328068
sggcn1_dmso,45,0.16423357664233576
sggcn1_dmso,46,0.22257774222577742
sggcn1_dmso,47,0.21982801719828018
sggcn1_dmso,48,0.1451854814518548
sggcn1_dmso,49,0.2757224277572243
sggcn1_dmso,50,0.23092690730926907
sggcn1_dmso,51,0.14053594640535946
sggcn1_dmso,52,0.24062593740625937
sggcn1_dmso,53,0.24547545245475452
sggcn1_dmso,54,0.13208679132086792
sggcn1_dmso,55,0.24947505249475052
sggcn1_dmso,56,0.2323767623237676
sggcn1_dmso,57,0.13503649635036497
sggcn1_dmso,58,0.24842515748425156
sggcn1_dmso,59,0.26162383761623836
sggcn1_dmso,60,0.15723427657234276
sggcn1_dmso,61,0.26137386261373863
sggcn1_dmso,62,0.24692530746925306
sggcn1_dmso,63,0.14093590640935907
sggcn1_dmso,64,0.2915208479152085
sggcn1_dmso,65,0.3193680631936806
sggcn1_dmso,66,0.1630836916308369
sggcn1_dmso,67,0.25722427757224275
sggcn1_dmso,68,0.21552844715528446
sggcn1_dmso,69,0.1376862313768623
sggcn1_dmso,70,0.24267573242675733
sggcn1_dmso,71,0.23702629737026298
sggcn1_dmso,72,0.14178582141785823
sggcn1_dmso,73,0.29987001299870014
sggcn1_dmso,74,0.2452254774522548
sggcn1_dmso,75,0.16243375662433757
sggcn1_dmso,76,0.36546345365463456
sggcn1_dmso,77,0.2941205879412059
sggcn1_dmso,78,0.1680831916808319
sggcn1_dmso,79,0.29817018298170184
sggcn1_dmso,80,0.28292170782921705
sggcn1_dmso,81,0.19088091190880913
sggcn1_dmso,82,0.24587541245875413
sggcn1_dmso,83,0.21672832716728327
sggcn1_dmso,84,0.13073692630736927
sggcn1_dmso,85,0.263973602639736
sggcn1_dmso,86,0.257974202579742
sggcn1_dmso,87,0.16128387161283872
sggcn1_dmso,88,0.2551244875512449
sggcn1_dmso,89,0.23887611238876114
sggcn1_dmso,90,0.14753524647535246
sggcn1_dmso,91,0.2872212778722128
sggcn1_dmso,92,0.26517348265173485
sggcn1_dmso,93,0.14058594140585942
sggcn1_dmso,94,0.2558244175582442
sggcn1_dmso,95,0.22852714728527146
sggcn1_dmso,96,0.15358464153584642
sggcn1_dmso,97,0.30026997300269975
sggcn1_dmso,98,0.22592740725927407
sggcn1_dmso,99,0.15778422157784222
sggcn1_dmso,100,0.35276472352764726
sggcn1_dmso,101,0.2395760423957604
sggcn1_dmso,102,0.14773522647735227
sggcn1_dmso,103,0.24352564743525648
sggcn1_dmso,104,0.29172082791720827
sggcn1_dmso,105,0.14493550644935507
sggcn1_dmso,106,0.29687031296870314
sggcn1_dmso,107,0.2728227177282272
sggcn1_dmso,108,0.13638636136386362
sggcn1_dmso,109,0.3193180681931807
sggcn1_dmso,110,0.27107289271072893
sggcn1_dmso,111,0.17098290170982902
sggcn1_dmso,112,0.2904209579042096
sggcn1_dmso,113,0.24217578242175783
sggcn1_dmso,114,0.15203479652034796
sggcn1_dmso,115,0.2738226177382262
sggcn1_dmso,116,0.2776722327767223
sggcn1_dmso,117,0.14303569643035696
sggcn1_dmso,118,0.267973202679732
sggcn1_dmso,119,0.2837216278372163
sggcn1_dmso,120,0.18198180181981802
sggcn1_dmso,121,0.3464653534646535
sggcn1_dmso,122,0.25352464753524645
