treatment,control,rep,gene,lfc,fdr,p_value,day,lfc.fitness,fdr.fitness,annotation
heavy,mono,rep1,NOP14,-0.49582,0.009342,0.004133,day13,-3.3874,0.06387,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,NOP14,-0.49582,0.009342,0.004133,day7,-0.93014,0.032458,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPL7L1,-1.2738,0.007169,0.0029735,day13,-2.4238,0.123192,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL7L1,-1.2738,0.007169,0.0029735,day7,-0.9852,0.189983,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,UTP4,-0.73491,0.008373,0.0036076,day13,-4.0116,0.024534,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,UTP4,-0.73491,0.008373,0.0036076,day7,-1.0371,NA,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,EIF3D,-0.71166,0.00688,0.0028285,day13,-4.5554,0.061486,5 EIF3
heavy,mono,rep1,EIF3D,-0.71166,0.00688,0.0028285,day7,-2.4219,0.006254,5 EIF3
heavy,mono,rep1,EMG1,-0.53408,0.008123,0.0034626,day13,-4.5753,0.079393,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,EMG1,-0.53408,0.008123,0.0034626,day7,-1.3081,0.066762,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,EIF3A,-0.98115,0.006351,0.0025024,day13,-2.2698,0.099386,5 EIF3
heavy,mono,rep1,EIF3A,-0.98115,0.006351,0.0025024,day7,-2.0502,0.018444,5 EIF3
heavy,mono,rep1,NOL10,-0.47475,0.006758,0.002747,day13,-5.555,0.018438,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,NOL10,-0.47475,0.006758,0.002747,day7,-1.1876,0.053083,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,NVL,-0.65168,0.006711,0.0027062,day13,-1.4149,0.297351,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NVL,-0.65168,0.006711,0.0027062,day7,0.20368,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RIOK3,-0.38065,0.00666,0.00267,day13,0.4667,NA,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RIOK3,-0.38065,0.00666,0.00267,day7,0.28444,NA,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,PSMA2,-0.58842,0.005752,0.0022397,day13,-3.4906,0.070028000000000007,6 Proteasome
heavy,mono,rep1,PSMA2,-0.58842,0.005752,0.0022397,day7,-2.6923,0.001091,6 Proteasome
heavy,mono,rep1,PSMB1,-0.60128,0.00534,0.0020178,day13,-3.8637,0.097749,6 Proteasome
heavy,mono,rep1,PSMB1,-0.60128,0.00534,0.0020178,day7,-1.6378,0.113758,6 Proteasome
heavy,mono,rep1,TMA16,-1.4912,0.004359,0.0015422,day13,-3.2016,0.050867,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,TMA16,-1.4912,0.004359,0.0015422,day7,-0.62581,0.245967,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS18,-2.0038,0.004276,0.0014879,day13,-3.2664,0.053152,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS18,-2.0038,0.004276,0.0014879,day7,-2.423,0.014494,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,PSMB2,-0.6491,0.004871,0.0017959,day13,-6.1234,0.006165,6 Proteasome
heavy,mono,rep1,PSMB2,-0.6491,0.004871,0.0017959,day7,-3.417,1.6e-4,6 Proteasome
heavy,mono,rep1,RPS25,-0.81544,0.004766,0.001746,day13,-3.4611,0.050217,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS25,-0.81544,0.004766,0.001746,day7,-1.8569,0.047971,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,PSMD6,-0.72739,0.004609,0.0016781,day13,-5.6259,0.009907,6 Proteasome
heavy,mono,rep1,PSMD6,-0.72739,0.004609,0.0016781,day7,-3.1479,0.002014,6 Proteasome
heavy,mono,rep1,UTP3,-1.2398,0.004517,0.0016237,day13,-4.7385,0.028331,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,UTP3,-1.2398,0.004517,0.0016237,day7,-1.7004,0.008073,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,DCAF13,-0.88129,0.004458,0.001592,day13,-3.1098,0.061873,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,DCAF13,-0.88129,0.004458,0.001592,day7,-1.5074,0.011556,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,WDR12,-1.6811,7.88e-4,1.6532e-4,day13,-3.5042,0.088266,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,WDR12,-1.6811,7.88e-4,1.6532e-4,day7,-0.82602,0.028325,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS27A,-1.4983,0.004148,0.0014335,day13,-5.9449,0.016007,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS27A,-1.4983,0.004148,0.0014335,day7,-3.7139,0.001217,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,PSMC2,-1.3279,0.003597,0.0011935,day13,-5.8217,0.009889,6 Proteasome
heavy,mono,rep1,PSMC2,-1.3279,0.003597,0.0011935,day7,-4.8556,1.6e-4,6 Proteasome
heavy,mono,rep1,WDR43,-0.92903,0.002934,9.3529e-4,day13,-3.7874,0.038687,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,WDR43,-0.92903,0.002934,9.3529e-4,day7,-1.0479,0.185032,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,NOL9,-0.78935,0.002912,9.1265e-4,day13,-2.662,0.214097,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOL9,-0.78935,0.002912,9.1265e-4,day7,-0.1497,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS23,-1.2539,0.002701,8.4018e-4,day13,-4.2255,0.046659,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS23,-1.2539,0.002701,8.4018e-4,day7,-2.9155,0.001214,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPL12,-1.2368,0.002701,8.3565e-4,day13,-4.427,0.086624,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL12,-1.2368,0.002701,8.3565e-4,day7,-2.4591,0.056454,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL7,-2.3355,0.002701,8.3112e-4,day13,-4.1349,0.088524,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL7,-2.3355,0.002701,8.3112e-4,day7,-2.3229,0.014808,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL35,-3.2314,0.001585,4.0537e-4,day13,-6.008,0.026378,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL35,-3.2314,0.001585,4.0537e-4,day7,-2.0753,0.003823,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,UTP6,-0.47956,0.002573,7.7224e-4,day13,-4.4455,0.05161,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,UTP6,-0.47956,0.002573,7.7224e-4,day7,-0.93673,0.032458,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS20,-2.5187,0.002364,6.8618e-4,day13,-6.1046,0.014489,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS20,-2.5187,0.002364,6.8618e-4,day7,-3.2629,0.00426,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,EIF3C,-1.7331,0.002407,7.043e-4,day13,-4.6771,0.014012,5 EIF3
heavy,mono,rep1,EIF3C,-1.7331,0.002407,7.043e-4,day7,-3.8483,0.01611,5 EIF3
heavy,mono,rep1,BMS1,-0.54952,0.002275,6.4995e-4,day13,-3.1941,0.049094,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,BMS1,-0.54952,0.002275,6.4995e-4,day7,-1.0324,0.080081,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPF2,-1.6042,9.62e-4,2.1061e-4,day13,-3.9003,0.06472,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPF2,-1.6042,9.62e-4,2.1061e-4,day7,-1.1934,0.123106,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,EBNA1BP2,-1.769,0.002197,6.2277e-4,day13,-1.0053,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,EBNA1BP2,-1.769,0.002197,6.2277e-4,day7,-0.74231,0.239444,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS11,-2.085,0.002039,5.6389e-4,day13,-4.9849,0.018438,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS11,-2.085,0.002039,5.6389e-4,day7,-2.7492,0.017427,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS8,-1.1054,0.00199,5.4578e-4,day13,-5.3915,0.02777,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS8,-1.1054,0.00199,5.4578e-4,day7,-2.5827,0.00122,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,EIF3E,-0.59538,0.001739,4.6878e-4,day13,-3.07,0.112554,5 EIF3
heavy,mono,rep1,EIF3E,-0.59538,0.001739,4.6878e-4,day7,-1.2259,0.022881,5 EIF3
heavy,mono,rep1,RPL27A,-4.1265,0.001737,4.6425e-4,day13,-4.828,0.039857,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL27A,-4.1265,0.001737,4.6425e-4,day7,-2.6049,0.009362,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL13A,-1.981,0.001592,4.1443e-4,day13,-3.0179,0.179571,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL13A,-1.981,0.001592,4.1443e-4,day7,-1.2726,0.012199,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RCL1,-0.56732,0.001588,4.099e-4,day13,-2.9023,0.138741,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RCL1,-0.56732,0.001588,4.099e-4,day7,-0.55499,0.04067,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,IMP3,-0.74499,0.00147,3.6914e-4,day13,-3.5992,0.072532,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,IMP3,-0.74499,0.00147,3.6914e-4,day7,-1.2325,0.096693,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,NSA2,-2.1281,0.001465,3.6461e-4,day13,-4.3828,0.067221,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NSA2,-2.1281,0.001465,3.6461e-4,day7,-1.4294,0.039363,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS13,-2.284,0.001456,3.5555e-4,day13,-5.4226,0.010618,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS13,-2.284,0.001456,3.5555e-4,day7,-2.9281,8.7e-4,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS12,-1.3989,0.001142,2.6043e-4,day13,-4.7793,0.07303,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS12,-1.3989,0.001142,2.6043e-4,day7,-2.5851,0.003806,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS16,-2.0306,0.001282,3.012e-4,day13,-6.5667,0.023206,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS16,-2.0306,0.001282,3.012e-4,day7,-2.7808,0.015843,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,URB1,-1.1241,9.93e-4,2.1967e-4,day13,-1.2942,0.345662,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,URB1,-1.1241,9.93e-4,2.1967e-4,day7,-0.26355,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL10A,-1.8668,8.98e-4,1.9249e-4,day13,-5.5411,0.02324,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL10A,-1.8668,8.98e-4,1.9249e-4,day7,-2.3848,0.008714,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NIFK,-1.6281,7.88e-4,1.6532e-4,day13,-2.7919,0.160793,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NIFK,-1.6281,7.88e-4,1.6532e-4,day7,-0.61585,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,IMP4,-0.86508,7.88e-4,1.6532e-4,day13,-4.6228,0.017111,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,IMP4,-0.86508,7.88e-4,1.6532e-4,day7,-1.1216,0.027159,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS19,-1.5875,7.88e-4,1.6532e-4,day13,-5.3529,0.018601,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS19,-1.5875,7.88e-4,1.6532e-4,day7,-2.2042,0.001206,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,EIF3I,-1.1663,7.88e-4,1.6079e-4,day13,-6.069,0.006022,5 EIF3
heavy,mono,rep1,EIF3I,-1.1663,7.88e-4,1.6079e-4,day7,-1.8533,0.004907,5 EIF3
heavy,mono,rep1,RPS15A,-1.6725,7.46e-4,1.4267e-4,day13,-4.0947,0.017878,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS15A,-1.6725,7.46e-4,1.4267e-4,day7,-2.0176,0.009362,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPL30,-4.0293,7.31e-4,1.3814e-4,day13,-5.7316,0.030156,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL30,-4.0293,7.31e-4,1.3814e-4,day7,-2.3955,0.029719,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS15,-1.827,7.31e-4,1.3814e-4,day13,-5.8391,0.006917,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS15,-1.827,7.31e-4,1.3814e-4,day7,-2.5529,0.004672,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS21,-1.0695,7.25e-4,1.3361e-4,day13,-4.4746,0.029702,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS21,-1.0695,7.25e-4,1.3361e-4,day7,-1.1185,0.038933,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RRS1,-1.2091,6.25e-4,1.1097e-4,day13,-1.9166,0.327644,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RRS1,-1.2091,6.25e-4,1.1097e-4,day7,-0.50601,NA,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS29,-1.7288,4.98e-4,8.3792e-5,day13,-5.6988,0.017246,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS29,-1.7288,4.98e-4,8.3792e-5,day7,-2.2528,0.00121,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,FTSJ3,-1.9894,4.98e-4,8.3792e-5,day13,-4.8755,0.061408,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,FTSJ3,-1.9894,4.98e-4,8.3792e-5,day7,-0.82314,0.067428,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPLP1,-1.9833,4.98e-4,7.9262e-5,day13,-4.5913,0.018438,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPLP1,-1.9833,4.98e-4,7.9262e-5,day7,-1.6086,0.058765,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,LAS1L,-1.2185,4.98e-4,7.9262e-5,day13,-3.2449,0.096465,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,LAS1L,-1.2185,4.98e-4,7.9262e-5,day7,-0.57085,0.286985,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL23,-3.1666,3.04e-4,3.8499e-5,day13,-5.5741,0.018,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL23,-3.1666,3.04e-4,3.8499e-5,day7,-1.6508,0.028781,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOP2,-2.104,4.98e-4,7.9262e-5,day13,-4.0315,0.062581,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOP2,-2.104,4.98e-4,7.9262e-5,day7,-0.96124,0.217091,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,EIF6,-2.9836,4.39e-4,6.5674e-5,day13,-4.5938,0.018,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,EIF6,-2.9836,4.39e-4,6.5674e-5,day7,-1.6468,0.018578,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RSL1D1,-1.8656,4.39e-4,6.5674e-5,day13,-3.4422,0.094576,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RSL1D1,-1.8656,4.39e-4,6.5674e-5,day7,-0.74868,0.077001,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL11,-3.8823,4.21e-4,6.1145e-5,day13,-5.2048,0.024345,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL11,-3.8823,4.21e-4,6.1145e-5,day7,-3.0749,0.005077,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL10,-3.19,4.21e-4,6.1145e-5,day13,-3.8446,0.050785,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL10,-3.19,4.21e-4,6.1145e-5,day7,-1.8224,0.034782,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,UTP20,-0.87912,4.21e-4,6.1145e-5,day13,-4.4532,0.021103,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,UTP20,-0.87912,4.21e-4,6.1145e-5,day7,-0.95192,0.017907,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPLP2,-2.5005,4.21e-4,6.1145e-5,day13,-4.5532,0.058835,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPLP2,-2.5005,4.21e-4,6.1145e-5,day7,-1.8367,0.008714,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL5,-3.4977,4.21e-4,6.1145e-5,day13,-5.1455,0.041463,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL5,-3.4977,4.21e-4,6.1145e-5,day7,-2.8708,0.006754,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,BOP1,-2.0104,3.04e-4,3.8499e-5,day13,-2.9378,0.069235,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,BOP1,-2.0104,3.04e-4,3.8499e-5,day7,-0.60251,0.068409,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL18A,-3.4918,3.62e-4,4.7557e-5,day13,-5.9543,0.018438,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL18A,-3.4918,3.62e-4,4.7557e-5,day7,-2.4432,0.011212,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS3,-1.9996,3.33e-4,4.3028e-5,day13,-5.7401,0.01192,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS3,-1.9996,3.33e-4,4.3028e-5,day7,-2.701,8.23e-4,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPL24,-3.781,3.04e-4,3.8499e-5,day13,-6.3408,0.012757,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL24,-3.781,3.04e-4,3.8499e-5,day7,-2.2709,0.009879,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL23A,-3.28,2.84e-4,3.397e-5,day13,-5.4728,0.019124,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL23A,-3.28,2.84e-4,3.397e-5,day7,-3.313,0.001715,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOC2L,-1.9786,2.84e-4,3.397e-5,day13,-3.5697,0.040167,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOC2L,-1.9786,2.84e-4,3.397e-5,day7,-0.85677,0.05446,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL17,-3.0704,2.84e-4,3.397e-5,day13,-5.3227,0.036582,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL17,-3.0704,2.84e-4,3.397e-5,day7,-2.622,0.001944,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL13,-3.2033,2.84e-4,3.397e-5,day13,-3.8472,0.025339,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL13,-3.2033,2.84e-4,3.397e-5,day7,-1.4033,0.018128,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL17-C18ORF32,-2.8273,2.84e-4,3.397e-5,day13,-4.9699,0.017107,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL17-C18ORF32,-2.8273,2.84e-4,3.397e-5,day7,-3.7787,0.008183,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS6,-2.0345,2.78e-4,2.944e-5,day13,-5.6124,0.030039,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS6,-2.0345,2.78e-4,2.944e-5,day7,-2.6638,8.7e-4,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPL26,-2.2065,2.78e-4,2.944e-5,day13,-3.3967,0.05334,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL26,-2.2065,2.78e-4,2.944e-5,day7,-1.1772,0.061516,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL6,-2.8552,2.16e-4,2.0382e-5,day13,-6.0633,0.006022,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL6,-2.8552,2.16e-4,2.0382e-5,day7,-2.9527,8.7e-4,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL15,-3.2233,1.72e-4,1.5852e-5,day13,-5.839,0.025029,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL15,-3.2233,1.72e-4,1.5852e-5,day7,-1.7913,0.015105,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOP53,-1.9873,1.72e-4,1.5852e-5,day13,-4.0578,0.028331,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NOP53,-1.9873,1.72e-4,1.5852e-5,day7,-1.6816,0.026195,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL36,-2.4551,1.72e-4,1.5852e-5,day13,-2.6385,0.070028000000000007,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL36,-2.4551,1.72e-4,1.5852e-5,day7,-1.1931,0.061094999999999997,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL31,-3.6636,8.2e-5,6.7939e-6,day13,-4.7656,0.011473,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL31,-3.6636,8.2e-5,6.7939e-6,day7,-1.7821,0.009362,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,PPAN,-2.3077,8.2e-5,6.7939e-6,day13,-5.986,0.014012,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,PPAN,-2.3077,8.2e-5,6.7939e-6,day7,-1.5965,0.01069,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPF1,-2.0421,8.2e-5,6.7939e-6,day13,-3.7645,0.076836,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPF1,-2.0421,8.2e-5,6.7939e-6,day7,-1.1702,0.03758,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL27,-3.5642,8.2e-5,6.7939e-6,day13,-5.7418,0.014489,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL27,-3.5642,8.2e-5,6.7939e-6,day7,-2.8162,0.001715,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL7A,-3.1748,8.2e-5,6.7939e-6,day13,-5.3705,0.041463,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL7A,-3.1748,8.2e-5,6.7939e-6,day7,-2.4735,0.028781,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,MAK16,-2.8912,8.2e-5,6.7939e-6,day13,-5.3902,0.024534,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,MAK16,-2.8912,8.2e-5,6.7939e-6,day7,-1.4814,0.041667,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,GTPBP4,-2.8772,8.2e-5,6.7939e-6,day13,-4.3837,0.045667,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,GTPBP4,-2.8772,8.2e-5,6.7939e-6,day7,-1.0057,0.057815,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NIP7,-1.5436,8.2e-5,6.7939e-6,day13,-3.9644,0.029702,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,NIP7,-1.5436,8.2e-5,6.7939e-6,day7,-0.67528,0.169635,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL34,-3.8548,3.6e-5,2.2646e-6,day13,-6.2505,0.020272,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL34,-3.8548,3.6e-5,2.2646e-6,day7,-2.5341,0.01611,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,SURF6,-1.7826,3.6e-5,2.2646e-6,day13,-2.1833,0.073884,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,SURF6,-1.7826,3.6e-5,2.2646e-6,day7,-0.83298,0.206787,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL37A,-2.4321,3.6e-5,2.2646e-6,day13,-3.5424,0.08341,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL37A,-2.4321,3.6e-5,2.2646e-6,day7,-0.86914,0.19259,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPS24,-1.7631,3.6e-5,2.2646e-6,day13,-6.692,0.006165,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPS24,-1.7631,3.6e-5,2.2646e-6,day7,-2.5809,1.6e-4,"2 40S ribosome 
& biogenesis"
heavy,mono,rep1,RPL28,-1.4332,3.6e-5,2.2646e-6,day13,-2.9949,0.036101,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL28,-1.4332,3.6e-5,2.2646e-6,day7,-0.87507,0.05773,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL21,-2.7343,3.6e-5,2.2646e-6,day13,-5.0029,0.017865,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL21,-2.7343,3.6e-5,2.2646e-6,day7,-2.2108,0.002452,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL19,-4.3357,3.6e-5,2.2646e-6,day13,-6.4772,0.006022,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL19,-4.3357,3.6e-5,2.2646e-6,day7,-3.5687,1.6e-4,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,PES1,-2.4365,3.6e-5,2.2646e-6,day13,-4.6987,0.059156,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,PES1,-2.4365,3.6e-5,2.2646e-6,day7,-1.51,0.061014,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL18,-3.0151,3.6e-5,2.2646e-6,day13,-4.6822,0.013314,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL18,-3.0151,3.6e-5,2.2646e-6,day7,-2.2022,0.003171,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL3,-2.7464,3.6e-5,2.2646e-6,day13,-4.388,0.060012,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL3,-2.7464,3.6e-5,2.2646e-6,day7,-1.4032,0.015248,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL37,-4.196,3.6e-5,2.2646e-6,day13,-6.1414,0.00706,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL37,-4.196,3.6e-5,2.2646e-6,day7,-3.483,0.001091,"1 60S ribosome 
& biogenesis"
heavy,mono,rep1,RPL4,-3.3926,3.6e-5,2.2646e-6,day13,-4.5932,0.018438,"1 60S ribosome 
& biogenesis"
