sample_name,treatment,control,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna,reporter,annotation,priority,x
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNN2,4,0.98448,0.9846,NA,2064,0,0.01552,0.050368,0.129398,195,4,0.57792,0.050368,0.129398,4,PTC,Other,10,251
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNN3,4,0.15086,0.30093,0.301996,652,3,0.66921,0.72751999999999994,NA,1484,1,-0.31897,0.30093,0.301996,3,NTC,Other,10,252
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNN3,4,0.85437,0.85493,NA,1744,0,0.78192,0.79646,NA,1576,1,-0.029154,0.85493,1,0,PTC,Other,10,252
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNOT1,4,3.0975e-4,0.0012705,0.026298,20,3,0.86233,0.86195,NA,1780,1,-2.5238,0.0012705,0.026298,3,NTC,Other,10,253
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNOT1,4,0.0014619,0.005528,0.066336,38,4,0.99854,0.99862,NA,2165,0,-1.0626,0.005528,0.066336,4,PTC,Other,10,253
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNOT10,4,0.092958,0.20318,0.264468,465,3,0.97221,0.97255,NA,2042,0,-0.72086,0.20318,0.264468,3,NTC,Other,10,254
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNOT10,4,0.44615,0.59677,NA,1183,2,0.89246,0.89361,NA,1823,0,-0.1467,0.59677,1,2,PTC,Other,10,254
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNOT11,4,0.02042,0.064526,0.146855,209,3,0.97189,0.97226,NA,2041,0,-1.1463,0.064526,0.146855,3,NTC,Other,10,255
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNOT11,4,0.060698,0.14391,0.232464,356,3,0.92941,0.93003,NA,1921,0,-0.76922,0.14391,0.232464,3,PTC,Other,10,255
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNOT2,3,0.11867,0.21155,NA,547,2,0.8396,0.84003,NA,1723,0,-0.68795,0.21155,1,2,NTC,Other,10,256
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNOT2,4,0.2514,0.40436,NA,828,2,0.97001,0.96999,NA,2042,0,-0.66013,0.40436,1,2,PTC,Other,10,256
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNOT3,4,0.1513,0.30171,NA,656,2,0.094422,0.20733,NA,503,2,0.27466,0.20733,1,2,NTC,Other,10,257
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNOT3,4,8.4513e-4,0.0032724,0.054976,25,4,0.99837,0.99847,NA,2163,0,-1.308,0.0032724,0.054976,4,PTC,Other,10,257
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNOT4,4,0.084321,0.18781,0.255342,432,3,0.89429,0.89474,NA,1853,0,-0.72638,0.18781,0.255342,3,NTC,Other,10,258
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNOT4,4,0.14817,0.29723,NA,651,2,0.49372,0.64318,NA,1219,2,-0.23346,0.29723,1,2,PTC,Other,10,258
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNOT6,4,0.98795,0.98794,NA,2138,0,0.012049,0.039466,0.192498,111,4,0.72182,0.039466,0.192498,4,NTC,Other,10,259
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNOT6,4,0.7623,0.77912,NA,1576,1,0.54321,0.67229,NA,1293,1,0.0090292,0.67229,1,1,PTC,Other,10,259
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNOT6L,4,0.88217,0.88201,NA,1845,0,0.13297,0.27182,0.30699,631,3,0.44994,0.27182,0.30699,3,NTC,Other,10,260
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNOT6L,4,0.37992,0.53205,NA,1054,1,0.21037,0.37096,NA,736,2,0.37916,0.37096,1,2,PTC,Other,10,260
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNOT7,3,0.50473,0.56235,NA,1261,1,0.058212,0.13724,NA,364,2,1.3165,0.13724,1,2,NTC,Other,10,261
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNOT7,4,0.15018,0.30051,NA,659,2,0.81903,0.82432,NA,1639,1,-0.23605,0.30051,1,2,PTC,Other,10,261
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNOT8,4,0.11652,0.24332,0.283283,540,3,0.94436,0.94447,NA,1974,0,-0.48415,0.24332,0.283283,3,NTC,Other,10,262
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNOT8,4,0.81399,0.81825,NA,1663,1,0.029391,0.085601,0.180929,248,3,0.60069,0.085601,0.180929,3,PTC,Other,10,262
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNOT9,4,0.075829,0.17274,0.244643,404,3,0.92673,0.92656,NA,1931,0,-0.58863,0.17274,0.244643,3,NTC,Other,10,263
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNOT9,4,0.011307,0.037627,0.131694,141,4,0.98869,0.9888,NA,2107,0,-0.84509,0.037627,0.131694,4,PTC,Other,10,263
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CNP,3,0.26558,0.39613,NA,863,1,0.15221,0.25888,NA,688,1,-0.0011358,0.39613,1,1,NTC,Other,10,264
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CNP,4,0.74834,0.76984,NA,1557,1,0.19882,0.35996,NA,711,2,0.34232,0.35996,1,2,PTC,Other,10,264
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,COA6,4,0.050146,0.12444,NA,316,1,0.38955,0.54164,NA,1147,2,0.23024,0.54164,1,2,NTC,Other,10,265
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,COA6,4,0.96119,0.9613,NA,1995,0,0.5427,0.67202,NA,1292,1,0.13832,0.67202,1,1,PTC,Other,10,265
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,COL14A1,4,0.047858,0.11979,0.215185,305,3,0.86195,0.86159,NA,1777,1,-1.3695,0.11979,0.215185,3,NTC,Other,10,266
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,COL14A1,4,0.58787,0.68115,NA,1340,1,0.43879,0.59066,NA,1126,2,-0.023835,0.68115,1,1,PTC,Other,10,266
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,COPB1,4,0.010684,0.035448,0.112584,142,4,0.98932,0.98929,NA,2103,0,-1.2641,0.035448,0.112584,4,NTC,Other,10,267
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,COPB1,4,0.0047428,0.016661,0.094151,77,4,0.99526,0.99534,NA,2145,0,-1.3408,0.016661,0.094151,4,PTC,Other,10,267
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,COPG1,3,0.18002,0.29012,NA,712,1,0.28229,0.41725,NA,950,2,0.33038,0.41725,1,2,NTC,Other,10,268
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,COPG1,4,0.084594,0.18782,0.258038,445,3,0.61584,0.7034,NA,1360,1,-0.58189,0.18782,0.258038,3,PTC,Other,10,268
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,COPS2,4,0.86757,0.86719,NA,1811,0,0.4274,0.57798,NA,1220,2,0.2279,0.57798,1,2,NTC,Other,10,269
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,COPS2,4,0.018538,0.059159,0.151667,198,4,0.98146,0.98155,NA,2076,0,-0.46658,0.059159,0.151667,4,PTC,Other,10,269
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,COPZ1,4,0.58332,0.67241,NA,1332,1,0.024265,0.075963,NA,202,2,0.58621,0.075963,1,2,NTC,Other,10,270
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,COPZ1,4,0.028732,0.082172,NA,246,2,0.4284,0.58106,NA,1110,2,-0.55478,0.082172,1,2,PTC,Other,10,270
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CORO1A,4,0.66983,0.71582,NA,1435,1,0.35185,0.50556,NA,1083,2,0.27565,0.50556,1,2,NTC,Other,10,271
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CORO1A,4,0.74587,0.76812,NA,1552,1,0.85042,0.85145,NA,1731,1,-0.131,0.76812,1,1,PTC,Other,10,271
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPEB1,3,0.71443,0.7187,NA,1495,1,0.27943,0.41394,NA,947,2,0.27108,0.41394,1,2,NTC,Other,10,272
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPEB1,4,0.077742,0.17567,0.252683,419,3,0.93932,0.9398,NA,1944,0,-0.56055,0.17567,0.252683,3,PTC,Other,10,272
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPEB2,4,0.053326,0.1308,0.224792,321,3,0.92333,0.9233,NA,1924,0,-0.5883,0.1308,0.224792,3,NTC,Other,10,273
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPEB2,4,0.2907,0.44348,NA,897,2,0.098757,0.21439,NA,466,2,0.019788,0.21439,1,2,PTC,Other,10,273
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPEB3,4,0.276,0.4255,NA,882,1,0.057195,0.14025,0.242832,359,3,0.82911,0.14025,0.242832,3,NTC,Other,10,274
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPEB3,4,0.85163,0.85214,NA,1737,1,0.95572,0.95602,NA,2000,0,-0.14642,0.85214,1,1,PTC,Other,10,274
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPEB4,4,0.24528,0.39497,NA,834,2,0.064416,0.15379,NA,387,2,0.42438,0.15379,1,2,NTC,Other,10,275
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPEB4,4,0.4864,0.63605,NA,1253,1,0.42609,0.57895,NA,1102,2,0.16838,0.57895,1,2,PTC,Other,10,275
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPLX2,4,0.19206,0.34251,NA,730,2,0.19373,0.35556,NA,783,2,-0.043085,0.34251,1,2,NTC,Other,10,276
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPLX2,3,0.42617,0.51645,NA,1135,1,0.05614,0.13279,NA,335,2,0.80306,0.13279,1,2,PTC,Other,10,276
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPNE3,4,0.23289,0.3824,NA,813,2,0.88845,0.88843,NA,1845,0,-0.26831,0.3824,1,2,NTC,Other,10,277
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPNE3,4,0.087874,0.19397,0.264508,455,3,0.78074,0.79574,NA,1574,1,-0.55903,0.19397,0.264508,3,PTC,Other,10,277
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPSF1,4,5.1203e-4,0.0020268,0.034277,25,3,0.93567,0.93574,NA,1951,0,-2.179,0.0020268,0.034277,3,NTC,Other,10,278
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPSF1,4,0.0057285,0.0198,0.102109,89,4,0.99427,0.99439,NA,2139,0,-0.84956,0.0198,0.102109,4,PTC,Other,10,278
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPSF2,4,0.0024291,0.0088479,0.066862,54,4,0.99757,0.99764,NA,2151,0,-1.6456,0.0088479,0.066862,4,NTC,Other,10,279
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPSF2,4,0.065725,0.15332,0.239381,372,3,0.93675,0.9372,NA,1939,0,-1.051,0.15332,0.239381,3,PTC,Other,10,279
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPSF3,4,0.09741,0.21069,0.264661,483,3,0.27226,0.4299,NA,931,1,-0.85139,0.21069,0.264661,3,NTC,Other,10,280
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPSF3,4,0.090497,0.1987,0.267251,461,3,0.28856,0.44652,NA,863,1,-0.58486,0.1987,0.267251,3,PTC,Other,10,280
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPSF4,4,0.0022575,0.0082772,0.066862,50,4,0.99361,0.99373,NA,2132,0,-1.8243,0.0082772,0.066862,4,NTC,Other,10,281
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPSF4,4,0.02014,0.064096,0.157696,206,4,0.97986,0.97999,NA,2072,0,-0.93848,0.064096,0.157696,4,PTC,Other,10,281
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPSF4L,4,0.70841,0.73848,NA,1492,1,0.16364,0.32218,0.326235,724,3,0.45263,0.32218,0.326235,3,NTC,Other,10,282
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPSF4L,4,0.47625,0.62635,NA,1228,1,0.06626,0.15584,0.244811,361,3,0.59742,0.15584,0.244811,3,PTC,Other,10,282
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPSF6,4,0.0028194,0.010184,0.067067,60,4,0.9881,0.98805,NA,2095,0,-1.586,0.010184,0.067067,4,NTC,Other,10,283
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPSF6,4,0.0013481,0.005143,0.065377,36,4,0.99865,0.99873,NA,2167,0,-0.87089,0.005143,0.065377,4,PTC,Other,10,283
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CPSF7,4,0.2564,0.40591,NA,852,1,0.16377,0.32234,0.326235,725,3,0.43276,0.32234,0.326235,3,NTC,Other,10,284
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CPSF7,4,0.21934,0.37267,NA,779,2,0.091492,0.20165,NA,431,2,0.1651,0.20165,1,2,PTC,Other,10,284
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CRKL,3,0.71551,0.71981,NA,1496,1,0.81264,0.81338,NA,1675,0,-0.23622,0.71981,1,1,NTC,Other,10,285
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CRKL,4,0.32466,0.47701,NA,951,1,0.063108,0.14992,0.238737,354,3,0.64334,0.14992,0.238737,3,PTC,Other,10,285
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CRNKL1,4,0.001791,0.006615,0.061073,44,4,0.99821,0.99827,NA,2159,0,-0.95221,0.006615,0.061073,4,NTC,Other,10,286
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CRNKL1,4,0.0032023,0.01167,0.088193,57,3,0.8713,0.8717,NA,1777,0,-1.0023,0.01167,0.088193,3,PTC,Other,10,286
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CRYAB,4,0.99441,0.99455,NA,2164,0,0.0055936,0.019351,0.192498,48,4,0.77218,0.019351,0.192498,4,NTC,Other,10,287
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CRYAB,4,0.067633,0.15681,0.241595,381,3,0.96451,0.96449,NA,2021,0,-0.8901,0.15681,0.241595,3,PTC,Other,10,287
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CRYZ,4,0.83411,0.8338,NA,1704,1,0.085773,0.19224,0.27305,471,3,0.54217,0.19224,0.27305,3,NTC,Other,10,288
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CRYZ,4,0.08363,0.18609,0.257949,440,3,0.96168,0.96179,NA,2016,0,-0.93661,0.18609,0.257949,3,PTC,Other,10,288
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CS,4,0.81045,0.81207,NA,1655,1,0.91719,0.91745,NA,1910,0,-0.15845,0.81207,1,1,NTC,Other,10,289
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CS,4,0.5881,0.68126,NA,1341,1,0.43444,0.5868,NA,1125,2,0.17883,0.5868,1,2,PTC,Other,10,289
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CSDC2,4,0.33906,0.48739,NA,989,2,0.50398,0.65093,NA,1343,1,-0.32166,0.48739,1,2,NTC,Other,10,290
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CSDC2,4,0.79388,0.80199,NA,1621,1,0.84479,0.84608,NA,1718,1,-0.10131,0.80199,1,1,PTC,Other,10,290
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CSDE1,2,0.77236,0.77069,NA,1585,0,0.70077,0.69988,NA,1518,0,0.083962,0.69988,1,0,NTC,Other,10,291
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CSDE1,4,0.7286,0.75674,NA,1528,1,0.047709,0.12119,0.209495,316,3,0.8631,0.12119,0.209495,3,PTC,Other,10,291
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CSE1L,4,0.016426,0.05299,0.134521,184,4,0.98357000000000006,0.98376,NA,2083,0,-0.71603000000000006,0.05299,0.134521,4,NTC,Other,10,292
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CSE1L,4,1.5583e-4,6.273e-4,0.021876,12,4,0.99941,0.99953,NA,2173,0,-1.8494,6.273e-4,0.021876,4,PTC,Other,10,292
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CSN2,4,0.0097084,0.032337,0.108764,130,4,0.99029,0.99032,NA,2110,0,-0.91933,0.032337,0.108764,4,NTC,Other,NA,293
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CSN2,4,0.72494,0.75452,NA,1525,1,1.8632e-4,7.6318e-4,0.008912,39,3,1.9394,7.6318e-4,0.008912,3,PTC,Other,NA,293
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CSNK1E,4,0.91959,0.91978,NA,1936,0,0.85064,0.85064,NA,1748,1,0.1181,0.85064,1,1,NTC,Other,10,294
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CSNK1E,4,0.36529,0.5173,NA,1028,1,0.7132,0.75362,NA,1482,1,0.086996,0.75362,1,1,PTC,Other,10,294
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CSRP1,4,0.15599,0.30655,NA,665,2,0.38048,0.53274,NA,1132,2,-0.17325,0.30655,1,2,NTC,Other,10,295
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CSRP1,4,0.22454,0.37778,NA,789,2,0.70033,0.74628,NA,1463,1,-0.2204,0.37778,1,2,PTC,Other,10,295
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CST6,4,0.55474,0.6593,NA,1299,1,0.69614,0.74165,NA,1510,1,0.13289,0.74165,1,1,NTC,Other,10,296
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CST6,4,0.25696,0.40983,NA,841,2,0.8634,0.86408,NA,1759,0,-0.11163,0.40983,1,2,PTC,Other,10,296
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CSTB,3,0.88443,0.88497,NA,1852,0,0.040962,0.099673,NA,286,2,0.94349,0.099673,1,2,NTC,Other,10,297
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CSTB,3,0.2878,0.4203,NA,891,1,0.62919,0.65197,NA,1378,1,-0.23853,0.4203,1,1,PTC,Other,10,297
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CSTF1,4,0.075509,0.17225,0.244643,403,3,0.95462,0.95492,NA,1998,0,-0.73539,0.17225,0.244643,3,NTC,Other,10,298
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CSTF1,4,0.0074856,0.025411,0.11117,103,4,0.99251,0.99256,NA,2132,0,-1.3563,0.025411,0.11117,4,PTC,Other,10,298
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CSTF2,4,0.84508,0.84453,NA,1735,1,0.84057,0.84118,NA,1726,1,0.16119,0.84118,1,1,NTC,Other,10,299
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CSTF2,4,0.71661,0.74961,NA,1509,1,0.36567,0.52095,NA,983,2,0.32531,0.52095,1,2,PTC,Other,10,299
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CSTF2T,4,0.81343,0.81475,NA,1669,1,0.12035,0.25076,0.300689,582,3,0.48164,0.25076,0.300689,3,NTC,Other,10,300
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CSTF2T,4,0.93622,0.93669,NA,1934,0,0.41974,0.57291,NA,1089,2,0.20061,0.57291,1,2,PTC,Other,10,300
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CSTF3,4,0.01401,0.045535,0.121904,172,3,0.71901,0.75451,NA,1535,1,-1.7732,0.045535,0.121904,3,NTC,Other,10,301
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CSTF3,4,0.023592,0.071683,0.165634,221,3,0.96668,0.96675,NA,2030,0,-1.1103,0.071683,0.165634,3,PTC,Other,10,301
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CTIF,4,0.88623,0.88608,NA,1855,0,0.28233,0.43969,NA,951,1,-0.023953,0.88608,1,0,NTC,Other,10,302
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CTIF,4,0.78918,0.79833,NA,1614,1,0.20668,0.36732,NA,725,2,0.1598,0.36732,1,2,PTC,Other,10,302
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CTNNA1,4,0.4054,0.55353,NA,1093,2,0.3615,0.51444,NA,1107,1,-0.26901,0.55353,1,2,NTC,Other,10,303
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CTNNA1,4,0.15621,0.31065,NA,674,2,0.62895,0.7096,NA,1377,1,-0.54646,0.31065,1,2,PTC,Other,10,303
ntc_bc1_total_vs_ntc_bc2_total,ntc_bc1_total,ntc_bc2_total,CTNND1,4,0.99186,0.99184,NA,2156,0,0.0081373,0.027427,0.192498,70,4,1.1044,0.027427,0.192498,4,NTC,Other,10,304
ptc_day7_dmso_bc1_total_vs_ptc_day7_dmso_bc2_total,ptc_day7_dmso_bc1_total,ptc_day7_dmso_bc2_total,CTNND1,4,0.97469,0.97469,NA,2035,0,0.063695,0.15108,0.239762,355,3,0.3887,0.15108,0.239762,3,PTC,Other,10,304
