FlowCell Text Data File: 227l16.csv
Software Version: 1.56A
Date: 2024-02-23
Time: 17:06:25
User: 

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2:30
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.1 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 12
Distance/fraction: 6.53 mm
Start Distance: 0.00 mm
Volume/fraction: 0.931 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: UV OD WITH SINGLE FLUORESCENCE SCAN
Channel A (LED1) Wavelength: 260 nm
Channel B (LED2) Fluor: EGFP
Excitation (LED2) Wavelength: 470 nm
Excitation filter A: 470/40 nm
Emission filter A: 525/50 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
PD2 (470 nm) On Time: 332 ms
Sample A Zero: 980673
Source A Zero: 330068.7
Fluorescence Zero: 1994

Data Columns:
SampleA, SourceA, SampleFluor, Position, AbsA, Fraction Number, Fraction Volume (ml)
277636, 344449, 17869, 5.63, 2.935856, , 
293043, 344060, 17056, 5.73, 2.811770, , 
310844, 344173, 16160, 5.83, 2.679797, , 
328523, 344195, 15345, 5.93, 2.555457, , 
346684, 344205, 14404, 6.03, 2.434433, , 
362979, 344144, 13599, 6.13, 2.330669, , 
381869, 344167, 12694, 6.23, 2.216649, , 
402244, 344264, 11893, 6.33, 2.100303, , 
422102, 344067, 10963, 6.43, 1.990570, , 
438534, 343876, 10277, 6.53, 1.903376, , 
458780, 343909, 9440, 6.63, 1.802022, 1, 0.939
477423, 344046, 8780, 6.73, 1.713278, , 
496144, 344123, 8098, 6.83, 1.627223, , 
514441, 344050, 7479, 6.93, 1.545247, , 
529595, 343959, 6891, 7.03, 1.479317, , 
547702, 344176, 6368, 7.13, 1.405080, , 
573803, 343995, 5759, 7.23, 1.299127, , 
583265, 344222, 5398, 7.32, 1.263805, , 
593617, 344026, 4968, 7.43, 1.222932, , 
611633, 343986, 4582, 7.53, 1.155387, , 
634740, 344140, 4161, 7.62, 1.072941, , 
642644, 344111, 3915, 7.73, 1.044901, , 
663847, 344098, 3610, 7.82, 0.971765, , 
676003, 344190, 3336, 7.92, 0.931531, , 
686815, 344116, 3168, 8.03, 0.895338, , 
696955, 344036, 2918, 8.12, 0.861833, , 
710699, 344084, 2770, 8.22, 0.818200, , 
720419, 344053, 2489, 8.32, 0.787427, , 
739137, 344185, 2353, 8.42, 0.730566, , 
742750, 344134, 2184, 8.52, 0.719259, , 
757993, 344203, 2094, 8.62, 0.673993, , 
764895, 344103, 1962, 8.72, 0.652941, , 
775020, 344047, 1837, 8.82, 0.622981, , 
782904, 343957, 1737, 8.92, 0.599615, , 
791388, 344168, 1646, 9.02, 0.576739, , 
799037, 344033, 1508, 9.12, 0.554209, , 
811411, 343878, 1433, 9.22, 0.518612, , 
814567, 343897, 1347, 9.32, 0.510000, , 
823574, 344041, 1293, 9.42, 0.486195, , 
828511, 344003, 1210, 9.52, 0.472496, , 
832419, 343759, 1176, 9.62, 0.460309, , 
843301, 344349, 1111, 9.72, 0.434939, , 
842368, 343873, 1064, 9.82, 0.434318, , 
849712, 344351, 997, 9.92, 0.417909, , 
859101, 343744, 927, 10.01, 0.389208, , 
860260, 343882, 896, 10.12, 0.387077, , 
868220, 344002, 849, 10.22, 0.367135, , 
872801, 344366, 832, 10.32, 0.357672, , 
871213, 343877, 786, 10.41, 0.358573, , 
875858, 343997, 758, 10.51, 0.347391, , 
881130, 344143, 702, 10.61, 0.334841, , 
883581, 343950, 697, 10.71, 0.327327, , 
887974, 344059, 669, 10.82, 0.316879, , 
887767, 344120, 667, 10.91, 0.317803, , 
893844, 344011, 639, 11.02, 0.301738, , 
897671, 344077, 604, 11.12, 0.292555, , 
897683, 344220, 607, 11.21, 0.293460, , 
898904, 344046, 577, 11.31, 0.289263, , 
903769, 344211, 563, 11.41, 0.278195, , 
902844, 344002, 560, 11.51, 0.279133, , 
907982, 344155, 548, 11.61, 0.267363, , 
906898, 343915, 541, 11.71, 0.268481, , 
913163, 344153, 521, 11.81, 0.254545, , 
914329, 344162, 505, 11.91, 0.251732, , 
916544, 344020, 500, 12.01, 0.245358, , 
918397, 343962, 491, 12.11, 0.240434, , 
918967, 343827, 493, 12.21, 0.238154, , 
922048, 344228, 457, 12.31, 0.233245, , 
921293, 343773, 482, 12.41, 0.232111, , 
923349, 344056, 450, 12.51, 0.228947, , 
923910, 343991, 442, 12.61, 0.227155, , 
923816, 344171, 430, 12.71, 0.228561, , 
930333, 344110, 400, 12.81, 0.212342, , 
928302, 343830, 414, 12.91, 0.215429, , 
931408, 344163, 386, 13.01, 0.210090, , 
932331, 343990, 378, 13.11, 0.206729, 2, 0.924
931502, 344083, 394, 13.20, 0.209340, , 
936091, 343999, 366, 13.31, 0.197731, , 
935457, 343999, 367, 13.41, 0.199255, , 
934075, 344042, 360, 13.50, 0.202864, , 
938759, 343734, 348, 13.61, 0.189591, , 
938777, 343988, 342, 13.70, 0.191211, , 
941710, 343890, 339, 13.81, 0.183549, , 
940779, 344082, 349, 13.90, 0.187031, , 
942289, 344049, 321, 14.00, 0.183206, , 
941419, 343866, 331, 14.11, 0.184088, , 
942505, 344053, 330, 14.20, 0.182717, , 
942854, 344101, 303, 14.30, 0.182198, , 
945741, 344023, 307, 14.40, 0.174807, , 
946503, 344215, 324, 14.50, 0.174250, , 
943270, 344094, 329, 14.60, 0.181159, , 
945692, 344125, 308, 14.70, 0.175591, , 
945881, 343985, 305, 14.80, 0.174225, , 
947961, 344049, 296, 14.90, 0.169701, , 
948558, 344015, 293, 15.00, 0.168062, , 
949748, 343741, 276, 15.10, 0.163447, , 
951259, 343972, 275, 15.20, 0.161381, , 
950253, 343907, 279, 15.30, 0.163337, , 
952999, 344145, 279, 15.40, 0.158400, , 
951395, 344075, 286, 15.50, 0.161733, , 
951856, 343884, 283, 15.60, 0.159394, , 
953004, 344172, 270, 15.70, 0.158565, , 
953866, 343951, 270, 15.80, 0.155085, , 
954494, 344120, 272, 15.90, 0.154709, , 
952784, 343943, 269, 16.00, 0.157587, , 
953910, 343727, 269, 16.10, 0.153515, , 
952744, 343907, 270, 16.20, 0.157446, , 
952383, 344177, 267, 16.29, 0.160065, , 
953797, 344127, 263, 16.40, 0.156399, , 
954177, 344241, 254, 16.50, 0.156248, , 
955152, 344151, 239, 16.59, 0.153361, , 
955733, 344169, 238, 16.70, 0.152110, , 
954692, 343888, 241, 16.80, 0.152725, , 
954792, 344178, 232, 16.90, 0.154386, , 
954708, 343883, 239, 16.99, 0.152654, , 
953713, 344084, 242, 17.09, 0.156316, , 
955334, 343967, 231, 17.19, 0.151729, , 
954441, 344054, 250, 17.29, 0.154402, , 
950086, 344116, 249, 17.39, 0.165100, , 
950394, 344152, 253, 17.49, 0.164606, , 
948372, 344020, 268, 17.59, 0.168536, , 
947564, 343985, 241, 17.69, 0.170225, , 
946206, 344023, 243, 17.79, 0.173701, , 
944560, 344028, 250, 17.89, 0.177652, , 
943454, 343880, 230, 17.99, 0.179320, , 
942215, 344014, 224, 18.09, 0.183154, , 
941345, 344083, 235, 18.19, 0.185684, , 
939334, 343875, 228, 18.29, 0.189136, , 
938730, 343982, 230, 18.39, 0.191284, , 
938277, 343952, 242, 18.49, 0.192174, , 
937093, 343973, 228, 18.59, 0.195153, , 
934069, 344042, 238, 18.69, 0.202878, , 
933941, 344176, 229, 18.79, 0.204063, , 
931704, 344073, 239, 18.89, 0.208786, , 
930427, 344018, 230, 18.99, 0.211513, , 
928905, 343999, 225, 19.09, 0.215073, , 
928457, 344044, 234, 19.19, 0.216453, , 
928054, 344001, 205, 19.29, 0.217149, , 
926599, 343887, 220, 19.39, 0.219934, , 
927789, 344345, 207, 19.48, 0.220041, , 
926641, 343977, 214, 19.58, 0.220421, , 
926743, 344043, 211, 19.69, 0.220605, 3, 0.938
927083, 343984, 196, 19.78, 0.219393, , 
927580, 344202, 207, 19.88, 0.219613, , 
927252, 344016, 213, 19.98, 0.219192, , 
927729, 343964, 202, 20.09, 0.217695, , 
928363, 344192, 195, 20.18, 0.217649, , 
930367, 344151, 196, 20.28, 0.212528, , 
931479, 343967, 189, 20.38, 0.208636, , 
933115, 344220, 186, 20.49, 0.206342, , 
933930, 344035, 183, 20.58, 0.203167, , 
935660, 344148, 189, 20.68, 0.199742, , 
936523, 343901, 220, 20.78, 0.196051, , 
937889, 344006, 179, 20.88, 0.193458, , 
938856, 344109, 185, 20.98, 0.191813, , 
940823, 344195, 181, 21.08, 0.187665, , 
942120, 344094, 187, 21.18, 0.183904, , 
944655, 344006, 181, 21.28, 0.177282, , 
945732, 343910, 173, 21.38, 0.174089, , 
947031, 343949, 170, 21.48, 0.171255, , 
948391, 344030, 170, 21.58, 0.168556, , 
951687, 344129, 167, 21.68, 0.161396, , 
951464, 343989, 170, 21.78, 0.161008, , 
953635, 344361, 170, 21.88, 0.158311, , 
954389, 343897, 167, 21.98, 0.153498, , 
955271, 343973, 160, 22.08, 0.151916, , 
957526, 344201, 162, 22.18, 0.148102, , 
958097, 344042, 161, 22.28, 0.145720, , 
959372, 344047, 157, 22.38, 0.142760, , 
960058, 344131, 160, 22.48, 0.141701, , 
962152, 344206, 158, 22.58, 0.137288, , 
963453, 344150, 151, 22.68, 0.133881, , 
961445, 343953, 164, 22.78, 0.137288, , 
962395, 344036, 154, 22.88, 0.135608, , 
964409, 344182, 171, 22.98, 0.131858, , 
964895, 344055, 168, 23.07, 0.129894, , 
968031, 343987, 173, 23.17, 0.122147, , 
968578, 343974, 188, 23.27, 0.120791, , 
968390, 344066, 181, 23.37, 0.121829, , 
968335, 344077, 181, 23.47, 0.122029, , 
970171, 343958, 175, 23.57, 0.116988, , 
970306, 344008, 181, 23.67, 0.117002, , 
969593, 344082, 171, 23.77, 0.119140, , 
970249, 344115, 178, 23.87, 0.117834, , 
970960, 344129, 164, 23.97, 0.116277, , 
970741, 343885, 174, 24.07, 0.115188, , 
972271, 344198, 159, 24.17, 0.113691, , 
971293, 344016, 165, 24.27, 0.114766, , 
972039, 344130, 158, 24.37, 0.113784, , 
971934, 344012, 164, 24.47, 0.113255, , 
972967, 344113, 155, 24.57, 0.111525, , 
973090, 344236, 155, 24.67, 0.112045, , 
972365, 344026, 152, 24.77, 0.112349, , 
973329, 344112, 158, 24.87, 0.110682, , 
973135, 344175, 160, 24.97, 0.111542, , 
973487, 344016, 154, 25.07, 0.109688, , 
973829, 344190, 145, 25.17, 0.110036, , 
973144, 343896, 143, 25.27, 0.109696, , 
973183, 343816, 149, 25.37, 0.109082, , 
974450, 344139, 137, 25.46, 0.108268, , 
974406, 344156, 143, 25.57, 0.108481, , 
974440, 344154, 144, 25.66, 0.108389, , 
974173, 344138, 134, 25.77, 0.108901, , 
973508, 344111, 141, 25.87, 0.110261, , 
973623, 344071, 139, 25.96, 0.109734, , 
974230, 344031, 138, 26.07, 0.108070, , 
974090, 344099, 145, 26.17, 0.108838, 4, 0.923
972807, 344088, 145, 26.27, 0.111732, , 
972678, 344310, 142, 26.37, 0.113482, , 
972846, 343921, 150, 26.46, 0.110549, , 
971351, 343932, 140, 26.56, 0.114082, , 
970161, 344124, 142, 26.66, 0.118097, , 
970101, 344155, 137, 26.76, 0.118439, , 
968877, 343983, 142, 26.86, 0.120155, , 
968895, 344018, 144, 26.96, 0.120342, , 
968038, 344129, 132, 27.06, 0.123059, , 
966755, 344046, 141, 27.16, 0.125501, , 
965828, 344134, 134, 27.26, 0.128236, , 
965136, 344142, 138, 27.36, 0.129901, , 
963443, 344050, 128, 27.46, 0.133250, , 
961497, 343870, 129, 27.56, 0.136623, , 
961427, 344212, 142, 27.66, 0.139024, , 
959965, 343926, 131, 27.76, 0.140578, , 
958418, 343976, 132, 27.86, 0.144534, , 
957874, 344002, 131, 27.96, 0.145982, , 
957335, 344233, 129, 28.06, 0.148760, , 
955790, 343999, 126, 28.16, 0.150864, , 
954965, 343999, 128, 28.26, 0.152807, , 
954661, 344171, 126, 28.36, 0.154649, , 
953929, 344376, 125, 28.46, 0.157715, , 
953221, 344304, 131, 28.55, 0.158916, , 
951505, 344086, 127, 28.66, 0.161545, , 
952272, 344325, 120, 28.76, 0.161294, , 
952586, 344073, 127, 28.86, 0.158905, , 
952913, 344136, 119, 28.95, 0.158544, , 
953639, 344535, 130, 29.05, 0.159438, , 
952164, 344179, 126, 29.16, 0.160595, , 
954274, 344379, 128, 29.25, 0.156921, , 
954240, 344113, 122, 29.36, 0.155262, , 
953460, 343956, 129, 29.45, 0.156076, , 
954077, 344002, 123, 29.55, 0.154921, , 
956135, 344269, 118, 29.66, 0.151818, , 
956509, 344237, 126, 29.75, 0.150728, , 
957440, 344055, 123, 29.85, 0.147349, , 
957801, 343997, 121, 29.95, 0.146121, , 
957719, 343943, 129, 30.05, 0.145960, , 
958993, 344130, 124, 30.15, 0.144192, , 
959005, 343847, 115, 30.25, 0.142312, , 
958733, 343805, 126, 30.35, 0.142676, , 
959703, 344193, 126, 30.45, 0.142938, , 
960668, 344089, 114, 30.55, 0.139997, , 
961082, 343941, 118, 30.65, 0.138059, , 
961437, 344040, 127, 30.75, 0.137875, , 
962505, 344019, 120, 30.85, 0.135240, , 
963161, 344330, 118, 30.95, 0.135740, , 
962628, 344194, 124, 31.05, 0.136097, , 
962563, 344094, 117, 31.15, 0.135595, , 
962720, 344082, 123, 31.25, 0.135149, , 
962686, 344069, 125, 31.35, 0.135144, , 
962903, 344171, 118, 31.45, 0.135303, , 
962576, 344144, 123, 31.55, 0.135891, , 
962855, 344163, 123, 31.65, 0.135363, , 
963485, 344311, 121, 31.75, 0.134859, , 
962974, 344286, 121, 31.85, 0.135889, , 
961066, 344112, 125, 31.95, 0.139215, , 
959943, 344128, 125, 32.04, 0.141951, , 
959222, 343994, 119, 32.15, 0.142765, , 
957540, 344066, 125, 32.25, 0.147186, , 
954776, 344179, 117, 32.34, 0.154430, , 
951324, 344079, 117, 32.44, 0.161927, , 
947254, 344023, 126, 32.54, 0.171210, , 
942143, 344249, 124, 32.64, 0.184863, , 
934223, 344072, 124, 32.74, 0.202703, 5, 0.939
924752, 344060, 123, 32.84, 0.225556, , 
913087, 344045, 116, 32.94, 0.254026, , 
899648, 344143, 128, 33.04, 0.288035, , 
882732, 344142, 122, 33.14, 0.330746, , 
866511, 344081, 133, 33.24, 0.372086, , 
844637, 343900, 126, 33.34, 0.428441, , 
822088, 344258, 125, 33.44, 0.491678, , 
800733, 344095, 131, 33.54, 0.549843, , 
773736, 343994, 127, 33.64, 0.626365, , 
748274, 344186, 127, 33.74, 0.702924, , 
722388, 343930, 125, 33.84, 0.780480, , 
697900, 344222, 134, 33.94, 0.860000, , 
671856, 343891, 127, 34.04, 0.943423, , 
651403, 344302, 130, 34.14, 1.015684, , 
626687, 344093, 135, 34.24, 1.101368, , 
609359, 344149, 127, 34.34, 1.164835, , 
591050, 344192, 134, 34.44, 1.233770, , 
575565, 344215, 143, 34.54, 1.293666, , 
559588, 343947, 130, 34.64, 1.355266, , 
551390, 344319, 136, 34.74, 1.390912, , 
543613, 344323, 132, 34.84, 1.422905, , 
537128, 344142, 139, 34.93, 1.448729, , 
530609, 344219, 142, 35.04, 1.476713, , 
531029, 344253, 137, 35.14, 1.475155, , 
530386, 344372, 144, 35.24, 1.478659, , 
530787, 343943, 142, 35.33, 1.474153, , 
533864, 344291, 144, 35.43, 1.463421, , 
537901, 344235, 140, 35.53, 1.446101, , 
542976, 344050, 146, 35.63, 1.423758, , 
549593, 344254, 137, 35.73, 1.397833, , 
555695, 343915, 135, 35.83, 1.370768, , 
564788, 344230, 145, 35.93, 1.336301, , 
573351, 344292, 137, 36.03, 1.302843, , 
582362, 344223, 142, 36.13, 1.267298, , 
593295, 344386, 143, 36.23, 1.226507, , 
605009, 344251, 146, 36.33, 1.181625, , 
613458, 344326, 142, 36.43, 1.150905, , 
624902, 344223, 143, 36.53, 1.108637, , 
634263, 344322, 144, 36.63, 1.075822, , 
643943, 344194, 136, 36.73, 1.040899, , 
654288, 344310, 149, 36.83, 1.005792, , 
664285, 344213, 144, 36.93, 0.971033, , 
672636, 344304, 146, 37.03, 0.943513, , 
683473, 344167, 141, 37.13, 0.906649, , 
690677, 344019, 144, 37.23, 0.882085, , 
701411, 344150, 147, 37.33, 0.848236, , 
711930, 344397, 150, 37.43, 0.816352, , 
719497, 344255, 143, 37.53, 0.791630, , 
724290, 344229, 154, 37.63, 0.776518, , 
731304, 344336, 140, 37.73, 0.755530, , 
741186, 344239, 152, 37.83, 0.724689, , 
749849, 344301, 145, 37.93, 0.698944, , 
753883, 344457, 140, 38.03, 0.687889, , 
759624, 344044, 146, 38.12, 0.668117, , 
770391, 344167, 149, 38.23, 0.637247, , 
775691, 344123, 143, 38.32, 0.621530, , 
782815, 344654, 147, 38.42, 0.604426, , 
786439, 344233, 146, 38.52, 0.591281, , 
791762, 344259, 144, 38.62, 0.576271, , 
797432, 344341, 145, 38.72, 0.560748, , 
804043, 344339, 142, 38.82, 0.542155, , 
808225, 344371, 147, 38.92, 0.530689, , 
813548, 344374, 147, 39.02, 0.515936, , 
820041, 344230, 138, 39.12, 0.497105, , 
825335, 344410, 153, 39.22, 0.483800, 6, 0.924
827008, 344133, 148, 39.32, 0.477432, , 
833874, 344279, 151, 39.42, 0.459780, , 
836052, 344280, 147, 39.52, 0.453917, , 
840230, 344283, 152, 39.62, 0.442718, , 
843730, 344141, 146, 39.72, 0.432435, , 
848212, 344284, 155, 39.82, 0.421447, , 
851015, 344184, 157, 39.92, 0.413369, , 
854887, 344186, 149, 40.02, 0.403166, , 
856691, 344265, 159, 40.12, 0.398938, , 
860009, 344270, 155, 40.22, 0.390272, , 
866573, 344260, 155, 40.32, 0.373095, , 
867117, 344249, 157, 40.42, 0.371611, , 
868849, 344409, 154, 40.52, 0.368166, , 
869569, 344130, 159, 40.62, 0.364478, , 
877419, 344472, 154, 40.72, 0.346489, , 
880018, 344395, 158, 40.82, 0.339330, , 
879532, 344029, 158, 40.92, 0.338180, , 
883217, 344386, 157, 41.01, 0.331105, , 
888051, 344169, 159, 41.12, 0.317403, , 
888307, 344364, 168, 41.22, 0.318029, , 
891593, 344065, 157, 41.31, 0.307765, , 
893738, 344101, 165, 41.42, 0.302593, , 
895880, 344133, 154, 41.51, 0.297415, , 
898610, 344335, 158, 41.61, 0.291889, , 
901946, 344231, 156, 41.71, 0.282870, , 
903094, 344399, 156, 41.81, 0.281105, , 
905123, 344409, 171, 41.91, 0.276120, , 
908071, 344508, 162, 42.01, 0.269449, , 
908334, 344007, 161, 42.11, 0.265522, , 
910203, 344353, 170, 42.21, 0.263159, , 
912382, 344326, 161, 42.31, 0.257601, , 
913216, 344265, 167, 42.41, 0.255147, , 
914323, 344240, 163, 42.51, 0.252257, , 
916586, 344258, 159, 42.61, 0.246811, , 
917578, 344331, 171, 42.71, 0.244854, , 
919548, 344432, 172, 42.81, 0.240688, , 
920296, 344451, 164, 42.91, 0.238982, , 
920657, 344263, 176, 43.01, 0.236871, , 
921810, 344310, 167, 43.11, 0.234362, , 
924924, 344359, 174, 43.21, 0.227092, , 
923559, 344125, 163, 43.31, 0.228886, , 
923974, 344358, 178, 43.41, 0.229398, , 
925617, 344384, 168, 43.51, 0.225570, , 
928161, 344331, 173, 43.61, 0.219047, , 
927121, 344201, 174, 43.71, 0.220720, , 
927194, 344267, 169, 43.81, 0.220975, , 
929242, 344351, 178, 43.91, 0.216558, , 
930101, 344292, 176, 44.01, 0.214093, , 
930369, 344290, 180, 44.11, 0.213432, , 
932410, 344301, 177, 44.21, 0.208572, , 
932618, 344450, 170, 44.31, 0.209044, , 
932899, 344188, 182, 44.41, 0.206654, , 
933706, 344035, 184, 44.50, 0.203707, , 
935722, 344405, 177, 44.60, 0.201272, , 
935409, 344384, 190, 44.71, 0.201888, , 
936395, 344199, 165, 44.80, 0.198308, , 
938424, 344466, 177, 44.90, 0.195182, , 
936701, 344168, 187, 45.01, 0.197370, , 
938629, 344379, 181, 45.10, 0.194122, , 
939019, 344232, 182, 45.20, 0.192226, , 
940313, 344617, 186, 45.30, 0.191643, , 
939939, 344347, 184, 45.40, 0.190774, , 
940604, 344240, 180, 45.50, 0.188483, , 
941456, 344491, 187, 45.60, 0.188086, , 
941646, 344288, 189, 45.70, 0.186305, , 
941267, 344350, 188, 45.80, 0.187617, 7, 0.938
942451, 344595, 189, 45.90, 0.186388, , 
942668, 344503, 189, 46.00, 0.185269, , 
942302, 344274, 184, 46.10, 0.184647, , 
942204, 344330, 191, 46.20, 0.185247, , 
941907, 344244, 194, 46.30, 0.185394, , 
942872, 344358, 191, 46.40, 0.183835, , 
944268, 344610, 188, 46.50, 0.182152, , 
943359, 344483, 191, 46.60, 0.183489, , 
942645, 344128, 200, 46.70, 0.182873, , 
944219, 344374, 198, 46.80, 0.180727, , 
943395, 344152, 192, 46.90, 0.181240, , 
944353, 344252, 207, 47.00, 0.179610, , 
945560, 344541, 197, 47.10, 0.178624, , 
945568, 344431, 194, 47.20, 0.177886, , 
946294, 344542, 201, 47.30, 0.176884, , 
946758, 344371, 192, 47.40, 0.174664, , 
946202, 344101, 199, 47.50, 0.174221, , 
947526, 344418, 202, 47.60, 0.173146, , 
947838, 344186, 209, 47.69, 0.170889, , 
949343, 344353, 195, 47.79, 0.168410, , 
949758, 344559, 194, 47.89, 0.168772, , 
951201, 344518, 204, 47.99, 0.165088, , 
951238, 344373, 204, 48.09, 0.164053, , 
952109, 344310, 209, 48.19, 0.161582, , 
953442, 344453, 213, 48.29, 0.159368, , 
954524, 344409, 200, 48.39, 0.156528, , 
955206, 344361, 225, 48.49, 0.154607, , 
956925, 344525, 190, 48.59, 0.151632, , 
956848, 344335, 216, 48.69, 0.150571, , 
958277, 344398, 206, 48.79, 0.147625, , 
959673, 344451, 211, 48.89, 0.144695, , 
959934, 344314, 211, 48.99, 0.143188, , 
960967, 344415, 211, 49.09, 0.141427, , 
961450, 344171, 210, 49.19, 0.138702, , 
962962, 344277, 210, 49.29, 0.135858, , 
963474, 344137, 211, 49.39, 0.133747, , 
964323, 344324, 208, 49.49, 0.132987, , 
965522, 344361, 220, 49.59, 0.130433, , 
966515, 344308, 209, 49.69, 0.127773, , 
967944, 344570, 217, 49.79, 0.126160, , 
968451, 344420, 222, 49.88, 0.124002, , 
968718, 344308, 210, 49.99, 0.122649, , 
969650, 344351, 215, 50.09, 0.120766, , 
971358, 344592, 225, 50.19, 0.118380, , 
972039, 344621, 216, 50.29, 0.116992, , 
972377, 344447, 220, 50.39, 0.115074, , 
973506, 344619, 226, 50.48, 0.113586, , 
974115, 344570, 214, 50.59, 0.111858, , 
974690, 344508, 223, 50.69, 0.110125, , 
974283, 344242, 225, 50.79, 0.109327, , 
975896, 344557, 215, 50.88, 0.107663, , 
975553, 344318, 222, 50.99, 0.106892, , 
976033, 344282, 221, 51.08, 0.105550, , 
976396, 344244, 215, 51.18, 0.104465, , 
977234, 344360, 233, 51.28, 0.103292, , 
