FlowCell Text Data File: 227l3.csv
Software Version: 1.56A
Date: 2024-02-19
Time: 16:52:43
User: 

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2:30
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.1 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 12
Distance/fraction: 6.53 mm
Start Distance: 0.00 mm
Volume/fraction: 0.931 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: UV OD WITH SINGLE FLUORESCENCE SCAN
Channel A (LED1) Wavelength: 260 nm
Channel B (LED2) Fluor: EGFP
Excitation (LED2) Wavelength: 470 nm
Excitation filter A: 470/40 nm
Emission filter A: 525/50 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
PD2 (470 nm) On Time: 332 ms
Sample A Zero: 980673
Source A Zero: 330068.7
Fluorescence Zero: 1994

Data Columns:
SampleA, SourceA, SampleFluor, Position, AbsA, Fraction Number, Fraction Volume (ml)
160517, 341588, 37810, 3.08, 4.150124, , 
163760, 341734, 38971, 3.17, 4.106072, , 
167808, 341680, 40212, 3.27, 4.050764, , 
172566, 341785, 41493, 3.37, 3.988535, , 
178662, 341665, 42501, 3.47, 3.909619, , 
186662, 341762, 43222, 3.57, 3.811680, , 
195826, 341878, 43420, 3.67, 3.704587, , 
206065, 341504, 43110, 3.77, 3.587430, , 
218759, 341680, 42400, 3.87, 3.454061, , 
232964, 341818, 41360, 3.97, 3.313387, , 
246986, 341648, 39964, 4.07, 3.180735, , 
262448, 341736, 38408, 4.17, 3.044665, , 
276125, 341816, 36730, 4.27, 2.930868, , 
296396, 341673, 34695, 4.37, 2.770500, , 
312535, 341478, 32711, 4.47, 2.649897, , 
328938, 341870, 30784, 4.57, 2.537363, , 
349611, 341765, 28720, 4.67, 2.399503, , 
368769, 341617, 26554, 4.77, 2.278469, , 
385641, 341595, 24725, 4.87, 2.177648, , 
403986, 341806, 22580, 4.96, 2.074452, , 
421150, 342008, 20705, 5.06, 1.982144, , 
436736, 341418, 19000, 5.17, 1.896478, , 
458003, 341553, 17100, 5.27, 1.790366, , 
478094, 341823, 15556, 5.37, 1.695530, , 
496630, 341885, 13923, 5.46, 1.610336, , 
512085, 341853, 12712, 5.57, 1.541160, , 
535077, 341579, 11282, 5.67, 1.440516, , 
552630, 341799, 10283, 5.76, 1.369326, , 
570785, 341803, 9206, 5.86, 1.296609, , 
592334, 341871, 8206, 5.97, 1.213660, , 
609970, 341694, 7296, 6.06, 1.146469, , 
622439, 341530, 6676, 6.17, 1.099849, , 
643560, 341577, 6005, 6.26, 1.025062, , 
663251, 341806, 5352, 6.36, 0.958746, , 
678400, 341927, 4860, 6.46, 0.908720, , 
693713, 341848, 4436, 6.56, 0.857967, 1, 0.924
708711, 341659, 4011, 6.66, 0.808587, , 
727252, 341777, 3723, 6.76, 0.751246, , 
739746, 341808, 3390, 6.86, 0.713117, , 
750518, 341549, 3124, 6.96, 0.678877, , 
760772, 341879, 2921, 7.06, 0.650512, , 
779674, 341843, 2613, 7.16, 0.595044, , 
786235, 341613, 2498, 7.26, 0.574671, , 
798989, 341731, 2263, 7.36, 0.539236, , 
804994, 341376, 2180, 7.46, 0.520046, , 
816582, 341715, 2046, 7.56, 0.490115, , 
820678, 341756, 1928, 7.66, 0.479125, , 
828020, 341685, 1812, 7.76, 0.458614, , 
837126, 341745, 1737, 7.86, 0.434396, , 
839924, 341282, 1625, 7.96, 0.423836, , 
848305, 341623, 1564, 8.06, 0.403739, , 
852681, 341572, 1493, 8.16, 0.391824, , 
860907, 341715, 1390, 8.26, 0.371159, , 
866075, 341403, 1347, 8.36, 0.355635, , 
871038, 341763, 1307, 8.46, 0.345147, , 
873621, 341837, 1233, 8.55, 0.338971, , 
876369, 341703, 1195, 8.66, 0.331021, , 
884541, 341840, 1133, 8.76, 0.311035, , 
888344, 341974, 1098, 8.86, 0.302263, , 
893787, 341875, 1040, 8.96, 0.287864, , 
891879, 341553, 1054, 9.06, 0.290553, , 
899136, 341807, 997, 9.15, 0.273989, , 
903580, 341542, 951, 9.25, 0.261148, , 
905651, 341521, 891, 9.35, 0.255857, , 
911190, 341862, 877, 9.45, 0.244381, , 
913252, 341762, 859, 9.55, 0.238636, , 
917404, 341882, 839, 9.65, 0.229218, , 
920002, 341828, 824, 9.75, 0.222498, , 
919885, 341362, 792, 9.85, 0.219715, , 
923761, 341742, 770, 9.95, 0.212756, , 
925939, 341742, 751, 10.05, 0.207456, , 
928677, 341739, 730, 10.15, 0.200792, , 
931067, 341849, 713, 10.25, 0.195732, , 
932212, 341557, 683, 10.35, 0.191043, , 
936250, 341970, 672, 10.45, 0.184035, , 
936334, 341699, 687, 10.55, 0.182049, , 
937994, 341570, 652, 10.65, 0.177214, , 
941055, 341861, 625, 10.75, 0.171798, , 
940884, 341775, 634, 10.85, 0.171641, , 
943255, 341865, 601, 10.95, 0.166569, , 
943147, 341756, 604, 11.05, 0.166109, , 
944736, 341649, 615, 11.15, 0.161616, , 
944697, 341606, 601, 11.25, 0.161426, , 
946268, 341773, 569, 11.35, 0.158787, , 
947043, 341567, 562, 11.45, 0.155587, , 
950685, 341823, 562, 11.55, 0.148636, , 
950674, 341597, 543, 11.64, 0.147173, , 
952326, 341933, 553, 11.75, 0.145479, , 
952728, 341652, 563, 11.85, 0.142679, , 
953410, 341895, 536, 11.94, 0.142668, , 
954124, 341784, 553, 12.05, 0.140253, , 
956043, 341744, 547, 12.15, 0.135468, , 
956022, 341781, 526, 12.24, 0.135761, , 
958030, 341826, 525, 12.34, 0.131335, , 
958111, 341583, 524, 12.44, 0.129545, , 
958139, 341673, 493, 12.54, 0.130072, , 
960218, 341890, 513, 12.64, 0.126623, , 
958769, 341772, 503, 12.74, 0.129245, , 
960156, 341760, 504, 12.84, 0.125912, , 
959794, 341718, 497, 12.94, 0.126484, , 
960507, 341578, 505, 13.04, 0.123891, , 
961725, 341409, 488, 13.14, 0.119925, 2, 0.938
961969, 341722, 475, 13.24, 0.121417, , 
964099, 341826, 493, 13.34, 0.117124, , 
961923, 341582, 462, 13.44, 0.120602, , 
961752, 341833, 486, 13.54, 0.122655, , 
964191, 341868, 481, 13.64, 0.117186, , 
962861, 341829, 489, 13.74, 0.120036, , 
964401, 341935, 465, 13.84, 0.117137, , 
962751, 341927, 488, 13.94, 0.120938, , 
960832, 341613, 481, 14.04, 0.123360, , 
963749, 341805, 437, 14.14, 0.117803, , 
962894, 341659, 463, 14.24, 0.118839, , 
963815, 341756, 447, 14.34, 0.117326, , 
964965, 341964, 464, 14.44, 0.116012, , 
964696, 341918, 458, 14.54, 0.116337, , 
963837, 341830, 452, 14.64, 0.117762, , 
966045, 341989, 471, 14.74, 0.113659, , 
965772, 341876, 371, 14.84, 0.113551, , 
965888, 341915, 415, 14.93, 0.113538, , 
966200, 341788, 332, 15.04, 0.111975, , 
967119, 341862, 517, 15.13, 0.110323, , 
967224, 341717, 701, 15.23, 0.109124, , 
967178, 341867, 611, 15.34, 0.110218, , 
967246, 341783, 669, 15.43, 0.109507, , 
968280, 341988, 462, 15.53, 0.108452, , 
966415, 341699, 55, 15.63, 0.110888, , 
968731, 341930, 126, 15.73, 0.107022, , 
966994, 341662, 411, 15.83, 0.109297, , 
966879, 341430, 262, 15.93, 0.108036, , 
965562, 341859, 424, 16.03, 0.113929, , 
966704, 341658, 466, 16.13, 0.109945, , 
964827, 341656, 170, 16.23, 0.114306, , 
962996, 341575, 441, 16.33, 0.118047, , 
961980, 341763, 131, 16.43, 0.121661, , 
960466, 341837, 574, 16.53, 0.125693, , 
957914, 341750, 619, 16.63, 0.131107, , 
955569, 341944, 877, 16.73, 0.137900, , 
951709, 341830, 844, 16.83, 0.146259, , 
948004, 341776, 572, 16.93, 0.154682, , 
945147, 341859, 593, 17.03, 0.162020, , 
941190, 341839, 371, 17.13, 0.171330, , 
935545, 341643, 41, 17.23, 0.183578, , 
932463, 341533, -191, 17.33, 0.190279, , 
930177, 341886, 388, 17.43, 0.198128, , 
926747, 341768, 452, 17.53, 0.205665, , 
923981, 341909, 419, 17.62, 0.213320, , 
921967, 341787, 406, 17.73, 0.217427, , 
919489, 341472, 384, 17.83, 0.221409, , 
918387, 341855, 410, 17.93, 0.226630, , 
917055, 341669, 331, 18.02, 0.228672, , 
916647, 341774, 175, 18.12, 0.230365, , 
917357, 341639, 536, 18.23, 0.227733, , 
918184, 342003, 423, 18.32, 0.228102, , 
918743, 342019, 516, 18.42, 0.226837, , 
919408, 341813, 515, 18.52, 0.223853, , 
922902, 341920, 507, 18.62, 0.216022, , 
924388, 341954, 481, 18.72, 0.212625, , 
927122, 341759, 411, 18.82, 0.204695, , 
930870, 341675, 349, 18.92, 0.195062, , 
931896, 341914, 246, 19.02, 0.194157, , 
932993, 341665, 260, 19.12, 0.189870, , 
937569, 341825, 416, 19.22, 0.179913, , 
941313, 341926, 346, 19.32, 0.171609, , 
942051, 341732, 447, 19.42, 0.168568, , 
946043, 341772, 368, 19.52, 0.159315, , 
949505, 341786, 383, 19.62, 0.151187, 3, 0.924
951678, 341983, 364, 19.72, 0.147339, , 
954921, 341939, 354, 19.82, 0.139394, , 
957115, 341914, 340, 19.92, 0.134065, , 
957296, 341690, 382, 20.02, 0.132165, , 
960765, 341576, 414, 20.12, 0.123273, , 
963041, 342099, 424, 20.22, 0.121392, , 
964533, 341882, 451, 20.32, 0.116480, , 
967621, 342034, 423, 20.42, 0.110287, , 
968048, 341897, 426, 20.52, 0.108392, , 
967280, 341641, 376, 20.62, 0.108493, , 
969285, 341756, 345, 20.72, 0.104590, , 
970857, 341748, 284, 20.82, 0.100891, , 
972743, 341630, 315, 20.91, 0.095746, , 
974451, 341850, 299, 21.02, 0.093247, , 
974340, 341796, 430, 21.12, 0.093148, , 
974277, 341698, 366, 21.21, 0.092648, , 
973786, 341517, 375, 21.32, 0.092590, , 
975520, 341822, 371, 21.41, 0.090595, , 
977297, 341965, 344, 21.51, 0.087441, , 
978441, 341723, 353, 21.61, 0.083215, , 
978056, 341864, 342, 21.71, 0.085029, , 
978676, 342003, 350, 21.81, 0.084518, , 
976792, 341654, 388, 21.91, 0.086556, , 
978697, 341791, 398, 22.01, 0.083074, , 
980276, 341862, 396, 22.11, 0.079913, , 
980148, 341403, 399, 22.21, 0.077184, , 
981831, 341948, 388, 22.31, 0.076913, , 
980482, 341810, 367, 22.41, 0.079098, , 
981855, 342105, 352, 22.51, 0.077891, , 
982353, 341891, 319, 22.61, 0.075341, , 
982876, 341875, 270, 22.71, 0.074038, , 
981047, 341735, 415, 22.81, 0.077308, , 
982341, 341841, 345, 22.91, 0.075040, , 
983240, 341942, 359, 23.01, 0.073646, , 
982610, 342011, 369, 23.11, 0.075542, , 
981620, 341640, 349, 23.21, 0.075368, , 
982614, 341820, 362, 23.31, 0.074276, , 
983632, 342047, 350, 23.41, 0.073440, , 
981569, 341722, 326, 23.51, 0.076025, , 
980756, 341948, 369, 23.61, 0.079378, , 
979345, 341926, 365, 23.71, 0.082473, , 
978309, 341823, 373, 23.81, 0.084177, , 
979243, 341737, 384, 23.90, 0.081463, , 
980240, 342041, 366, 24.00, 0.081174, , 
978775, 341712, 383, 24.10, 0.082374, , 
977043, 341966, 355, 24.20, 0.088032, , 
974541, 341725, 371, 24.30, 0.092216, , 
972086, 341704, 273, 24.40, 0.097754, , 
970788, 341963, 404, 24.51, 0.102466, , 
968296, 342049, 356, 24.60, 0.108816, , 
964696, 341909, 362, 24.70, 0.116277, , 
960265, 341610, 358, 24.80, 0.124669, , 
956867, 341864, 357, 24.90, 0.134319, , 
953020, 341775, 353, 25.00, 0.142799, , 
948761, 342123, 354, 25.10, 0.155169, , 
944141, 341970, 324, 25.20, 0.165148, , 
939317, 341889, 361, 25.30, 0.176142, , 
935019, 341922, 348, 25.40, 0.186680, , 
929993, 341821, 362, 25.50, 0.198145, , 
926678, 341973, 361, 25.60, 0.207182, , 
922304, 341907, 377, 25.70, 0.217395, , 
919228, 341891, 371, 25.80, 0.224807, , 
916034, 341820, 359, 25.90, 0.232173, , 
914851, 342209, 355, 26.00, 0.237641, , 
912384, 341912, 346, 26.10, 0.241764, , 
912356, 342119, 325, 26.20, 0.243195, 4, 0.938
911372, 341846, 285, 26.30, 0.243827, , 
912257, 342197, 418, 26.40, 0.243952, , 
911705, 341741, 338, 26.50, 0.242313, , 
913137, 341922, 352, 26.60, 0.239973, , 
915049, 341935, 343, 26.70, 0.235351, , 
916507, 341841, 345, 26.80, 0.231150, , 
919202, 342098, 333, 26.90, 0.226233, , 
921178, 341959, 375, 27.00, 0.220486, , 
923490, 342002, 325, 27.10, 0.215128, , 
925335, 341966, 367, 27.19, 0.210399, , 
927156, 341937, 372, 27.30, 0.205784, , 
929066, 341907, 372, 27.39, 0.200955, , 
931251, 341929, 355, 27.49, 0.195814, , 
933934, 342089, 368, 27.59, 0.190392, , 
935056, 341828, 338, 27.69, 0.185973, , 
937679, 341978, 311, 27.80, 0.180656, , 
938421, 341818, 351, 27.89, 0.177823, , 
940677, 341950, 274, 27.99, 0.173288, , 
941536, 341970, 442, 28.09, 0.171365, , 
941890, 341826, 347, 28.19, 0.169572, , 
942469, 341711, 343, 28.29, 0.167431, , 
943768, 341729, 354, 28.39, 0.164450, , 
943768, 341846, 352, 28.49, 0.165221, , 
944168, 341811, 307, 28.59, 0.164037, , 
945127, 342097, 372, 28.69, 0.163634, , 
944441, 341997, 351, 28.79, 0.164610, , 
944798, 341928, 367, 28.89, 0.163306, , 
944261, 341975, 364, 28.99, 0.164895, , 
944142, 342253, 363, 29.09, 0.167007, , 
941769, 341765, 362, 29.19, 0.169459, , 
942375, 342133, 364, 29.29, 0.170433, , 
940908, 341834, 328, 29.39, 0.171972, , 
940157, 341912, 316, 29.49, 0.174282, , 
938098, 341654, 348, 29.59, 0.177517, , 
937573, 341860, 270, 29.69, 0.180134, , 
936463, 341892, 437, 29.78, 0.183010, , 
934247, 341803, 345, 29.89, 0.187756, , 
932855, 341887, 354, 29.99, 0.191664, , 
931740, 342127, 349, 30.09, 0.195935, , 
928617, 341770, 314, 30.19, 0.201141, , 
927487, 341981, 347, 30.29, 0.205270, , 
925303, 341957, 365, 30.39, 0.210418, , 
922527, 341913, 357, 30.49, 0.216890, , 
919759, 341910, 368, 30.58, 0.223633, , 
916478, 341847, 373, 30.68, 0.231260, , 
913782, 342250, 354, 30.78, 0.240542, , 
908586, 341844, 345, 30.88, 0.250703, , 
903222, 341833, 299, 30.98, 0.263956, , 
897662, 342020, 355, 31.08, 0.279083, , 
889667, 342088, 346, 31.18, 0.299664, , 
880686, 342117, 350, 31.28, 0.322687, , 
869337, 342208, 355, 31.38, 0.352475, , 
857160, 342109, 342, 31.48, 0.383569, , 
843068, 341968, 277, 31.58, 0.419947, , 
830095, 342148, 391, 31.68, 0.456029, , 
815854, 342127, 350, 31.78, 0.494834, , 
803980, 342067, 372, 31.88, 0.527433, , 
793337, 341830, 368, 31.98, 0.555864, , 
784119, 342276, 368, 32.08, 0.585099, , 
772629, 341922, 373, 32.18, 0.615991, , 
769045, 342094, 352, 32.28, 0.627586, , 
766153, 342052, 340, 32.38, 0.635789, , 
763743, 341921, 323, 32.48, 0.642017, , 
763195, 341994, 348, 32.58, 0.644113, , 
766789, 341921, 361, 32.68, 0.633059, 5, 0.924
771785, 342107, 352, 32.78, 0.619668, , 
776895, 342292, 347, 32.88, 0.606034, , 
782898, 341869, 360, 32.98, 0.585929, , 
791255, 342397, 337, 33.08, 0.565507, , 
799053, 342309, 359, 33.18, 0.542859, , 
806350, 342077, 264, 33.28, 0.520875, , 
816141, 342392, 439, 33.38, 0.495785, , 
825425, 342330, 377, 33.48, 0.469922, , 
831546, 342088, 380, 33.57, 0.451704, , 
840905, 342163, 368, 33.68, 0.427011, , 
847954, 342216, 350, 33.78, 0.408573, , 
855121, 341955, 311, 33.87, 0.387915, , 
861587, 342011, 358, 33.97, 0.371331, , 
870036, 342058, 358, 34.07, 0.349679, , 
874562, 341967, 351, 34.17, 0.337404, , 
883518, 342359, 357, 34.27, 0.317054, , 
887116, 342134, 345, 34.37, 0.306428, , 
893629, 342250, 359, 34.47, 0.290729, , 
897955, 341852, 352, 34.57, 0.277243, , 
905557, 342389, 354, 34.67, 0.261803, , 
908764, 342258, 363, 34.77, 0.252986, , 
912032, 342214, 380, 34.87, 0.244619, , 
916955, 342205, 323, 34.97, 0.232445, , 
922462, 342134, 419, 35.07, 0.218503, , 
923853, 342052, 363, 35.17, 0.214572, , 
926682, 341966, 317, 35.27, 0.207126, , 
933013, 342160, 359, 35.37, 0.193080, , 
934479, 341918, 363, 35.47, 0.187954, , 
937885, 342218, 369, 35.57, 0.181740, , 
940502, 342123, 347, 35.67, 0.174845, , 
942386, 341870, 362, 35.77, 0.168677, , 
945192, 342022, 359, 35.87, 0.162986, , 
949520, 342133, 348, 35.97, 0.153435, , 
951067, 342067, 329, 36.07, 0.149337, , 
952918, 342000, 370, 36.17, 0.144521, , 
955635, 342068, 386, 36.27, 0.138561, , 
957908, 341947, 378, 36.36, 0.132418, , 
958056, 342288, 367, 36.46, 0.134314, , 
960544, 342011, 368, 36.57, 0.126655, , 
961202, 342215, 302, 36.66, 0.126456, , 
962301, 342203, 389, 36.76, 0.123806, , 
963673, 342220, 302, 36.86, 0.120711, , 
965144, 342093, 429, 36.96, 0.116443, , 
965686, 342262, 352, 37.06, 0.116291, , 
966717, 342188, 358, 37.16, 0.113403, , 
966289, 342165, 366, 37.26, 0.114249, , 
966993, 342134, 306, 37.36, 0.112406, , 
969561, 342205, 412, 37.46, 0.106904, , 
969163, 342155, 359, 37.56, 0.107499, , 
969301, 342441, 376, 37.66, 0.109059, , 
968959, 342258, 376, 37.76, 0.108651, , 
971891, 342338, 391, 37.86, 0.102377, , 
972244, 342153, 363, 37.96, 0.100343, , 
971584, 342164, 380, 38.06, 0.101944, , 
970231, 342114, 325, 38.16, 0.104751, , 
974973, 342375, 387, 38.26, 0.095495, , 
973544, 342065, 362, 38.36, 0.096757, , 
976242, 342600, 372, 38.46, 0.094046, , 
975099, 342221, 303, 38.56, 0.094192, , 
976769, 342499, 433, 38.66, 0.092168, , 
977138, 342369, 374, 38.75, 0.090464, , 
976866, 342253, 361, 38.86, 0.090328, , 
978517, 342484, 350, 38.96, 0.088046, , 
978634, 342274, 357, 39.06, 0.086397, , 
979871, 342323, 378, 39.15, 0.083876, , 
980380, 342353, 395, 39.26, 0.082905, 6, 0.938
979268, 342060, 390, 39.35, 0.083532, , 
980704, 342204, 381, 39.45, 0.081181, , 
980653, 342198, 369, 39.56, 0.081259, , 
982061, 342616, 354, 39.66, 0.080777, , 
981607, 342153, 346, 39.76, 0.078775, , 
982212, 342408, 362, 39.85, 0.079065, , 
982814, 342371, 386, 39.96, 0.077443, , 
981736, 342206, 363, 40.05, 0.078828, , 
982094, 342400, 387, 40.15, 0.079283, , 
981980, 342244, 311, 40.25, 0.078518, , 
983550, 342224, 430, 40.35, 0.074792, , 
982954, 342308, 335, 40.45, 0.076708, , 
982851, 342417, 390, 40.55, 0.077660, , 
982436, 342352, 374, 40.65, 0.078183, , 
985454, 342688, 383, 40.75, 0.073488, , 
983995, 342409, 392, 40.85, 0.074990, , 
983869, 342499, 392, 40.95, 0.075869, , 
984016, 342277, 401, 41.05, 0.074074, , 
984995, 342298, 373, 41.15, 0.071974, , 
984841, 342407, 347, 41.25, 0.073043, , 
985470, 342363, 371, 41.35, 0.071317, , 
985931, 342613, 358, 41.45, 0.071907, , 
985651, 342352, 378, 41.55, 0.070831, , 
986689, 342520, 388, 41.65, 0.069566, , 
986603, 342249, 371, 41.75, 0.067981, , 
986781, 342492, 390, 41.85, 0.069173, , 
986221, 342194, 313, 41.95, 0.068491, , 
987841, 342517, 432, 42.05, 0.066921, , 
986921, 342321, 338, 42.14, 0.067729, , 
987971, 342541, 421, 42.25, 0.066782, , 
987199, 342302, 386, 42.35, 0.066971, , 
987633, 342365, 421, 42.45, 0.066396, , 
986972, 342264, 381, 42.55, 0.067238, , 
988199, 342470, 402, 42.65, 0.065796, , 
987498, 342489, 381, 42.74, 0.067518, , 
987869, 342473, 363, 42.85, 0.066568, , 
987385, 342550, 386, 42.94, 0.068177, , 
987580, 342535, 380, 43.04, 0.067634, , 
987020, 342417, 401, 43.14, 0.068135, , 
986879, 342135, 380, 43.24, 0.066602, , 
986693, 342594, 387, 43.34, 0.070043, , 
985787, 342438, 377, 43.44, 0.071086, , 
986071, 342366, 404, 43.54, 0.069964, , 
986268, 342384, 340, 43.64, 0.069633, , 
985568, 342566, 400, 43.74, 0.072427, , 
984455, 342568, 317, 43.84, 0.074983, , 
984536, 342398, 482, 43.94, 0.073681, , 
983241, 342434, 411, 44.04, 0.076879, , 
982598, 342427, 411, 44.14, 0.078305, , 
981871, 342434, 399, 44.24, 0.080017, , 
980738, 342414, 398, 44.34, 0.082484, , 
980506, 342623, 389, 44.44, 0.084390, , 
980115, 342698, 364, 44.54, 0.085780, , 
977867, 342436, 376, 44.64, 0.089226, , 
976739, 342569, 397, 44.74, 0.092697, , 
975772, 342398, 388, 44.84, 0.093803, , 
974970, 342279, 406, 44.94, 0.094871, , 
973994, 342547, 394, 45.04, 0.098886, , 
974434, 342686, 394, 45.14, 0.098783, , 
972600, 342376, 400, 45.24, 0.100986, , 
971605, 342072, 351, 45.34, 0.101290, , 
972696, 342443, 418, 45.44, 0.101204, , 
972853, 342484, 330, 45.53, 0.101110, , 
973813, 342733, 486, 45.64, 0.100526, , 
973870, 342581, 394, 45.73, 0.099396, 7, 0.925
973326, 342571, 432, 45.84, 0.100588, , 
974103, 342539, 416, 45.94, 0.098582, , 
974958, 342542, 408, 46.04, 0.096627, , 
974205, 342334, 400, 46.13, 0.096999, , 
975188, 342529, 366, 46.23, 0.096011, , 
975499, 342443, 404, 46.33, 0.094728, , 
977613, 342726, 414, 46.43, 0.091716, , 
977172, 342462, 398, 46.53, 0.090997, , 
977854, 342672, 401, 46.63, 0.090806, , 
978182, 342513, 406, 46.73, 0.089007, , 
979643, 342596, 421, 46.83, 0.086194, , 
978262, 342313, 401, 46.93, 0.087509, , 
980209, 342664, 376, 47.03, 0.085341, , 
980533, 342744, 411, 47.13, 0.085122, , 
980250, 342572, 340, 47.23, 0.084642, , 
980005, 342262, 496, 47.33, 0.083167, , 
981030, 342491, 418, 47.43, 0.082320, , 
981136, 342502, 435, 47.53, 0.082149, , 
981994, 342782, 429, 47.63, 0.082021, , 
982077, 342606, 427, 47.73, 0.080675, , 
981487, 342470, 408, 47.83, 0.081134, , 
981641, 342522, 381, 47.93, 0.081123, , 
981245, 342223, 412, 48.03, 0.080065, , 
982079, 342488, 407, 48.13, 0.079895, , 
982244, 342583, 421, 48.23, 0.080141, , 
982817, 342592, 430, 48.33, 0.078888, , 
982226, 342450, 405, 48.43, 0.079309, , 
983596, 342579, 419, 48.52, 0.077020, , 
982952, 342397, 425, 48.63, 0.077298, , 
983141, 342445, 424, 48.72, 0.077180, , 
984060, 342659, 407, 48.82, 0.076484, , 
983872, 342524, 416, 48.92, 0.076027, , 
983647, 342585, 436, 49.03, 0.076942, , 
983932, 342637, 366, 49.12, 0.076632, , 
984761, 342583, 518, 49.22, 0.074382, , 
984659, 342567, 417, 49.32, 0.074510, , 
984269, 342397, 423, 49.42, 0.074284, , 
984522, 342455, 387, 49.52, 0.074087, , 
984822, 342330, 427, 49.62, 0.072580, , 
985508, 342588, 421, 49.72, 0.072708, , 
985490, 342595, 433, 49.82, 0.072795, , 
985452, 342446, 433, 49.92, 0.071903, , 
986324, 342714, 423, 50.02, 0.071673, , 
985893, 342616, 423, 50.12, 0.072013, , 
986595, 342638, 427, 50.22, 0.070556, , 
986588, 342656, 417, 50.32, 0.070690, , 
986813, 342682, 415, 50.42, 0.070348, , 
986710, 342583, 456, 50.52, 0.069932, , 
987407, 342711, 430, 50.62, 0.069184, , 
987146, 342651, 450, 50.72, 0.069385, , 
987131, 342567, 380, 50.82, 0.068867, , 
987422, 342657, 507, 50.92, 0.068795, , 
987842, 342803, 425, 51.02, 0.068797, , 
987843, 342832, 408, 51.11, 0.068985, , 
987221, 342605, 432, 51.22, 0.068912, , 
987689, 342864, 430, 51.32, 0.069546, , 
987712, 342805, 441, 51.42, 0.069106, , 
