FlowCell Text Data File: 227l12.csv
Software Version: 1.56A
Date: 2024-02-23
Time: 17:14:15
User: 

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2:30
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.1 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 12
Distance/fraction: 6.53 mm
Start Distance: 0.00 mm
Volume/fraction: 0.931 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: UV OD WITH SINGLE FLUORESCENCE SCAN
Channel A (LED1) Wavelength: 260 nm
Channel B (LED2) Fluor: EGFP
Excitation (LED2) Wavelength: 470 nm
Excitation filter A: 470/40 nm
Emission filter A: 525/50 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
PD2 (470 nm) On Time: 332 ms
Sample A Zero: 980673
Source A Zero: 330068.7
Fluorescence Zero: 1994

Data Columns:
SampleA, SourceA, SampleFluor, Position, AbsA, Fraction Number, Fraction Volume (ml)
173808, 344520, 21195, 3.66, 3.990333, , 
182121, 344328, 21243, 3.76, 3.883938, , 
190896, 344618, 21204, 3.86, 3.779933, , 
198718, 344388, 21075, 3.96, 3.688057, , 
207376, 344463, 20872, 4.05, 3.592573, , 
217333, 344645, 20629, 4.15, 3.488223, , 
227225, 344330, 20333, 4.26, 3.385998, , 
236996, 344580, 20009, 4.36, 3.292883, , 
250052, 344233, 19600, 4.45, 3.169934, , 
261861, 344374, 19138, 4.55, 3.067010, , 
275349, 344597, 18665, 4.65, 2.955437, , 
288303, 344772, 18153, 4.75, 2.853121, , 
301621, 344580, 17530, 4.85, 2.750240, , 
314393, 344609, 16985, 4.95, 2.657098, , 
330622, 344474, 16287, 5.05, 2.542947, , 
344237, 344404, 15632, 5.15, 2.451674, , 
359801, 344702, 14912, 5.25, 2.354105, , 
376712, 344585, 14150, 5.35, 2.249979, , 
391550, 344546, 13375, 5.45, 2.162785, , 
408084, 344429, 12603, 5.55, 2.068943, , 
426584, 344376, 11766, 5.65, 1.968820, , 
441409, 344465, 11038, 5.75, 1.892521, , 
458884, 344364, 10248, 5.85, 1.804487, , 
475333, 344607, 9563, 5.95, 1.726818, , 
494047, 344460, 8787, 6.05, 1.638957, , 
513485, 344326, 8170, 6.15, 1.551237, , 
529709, 344416, 7553, 6.25, 1.481821, , 
546863, 344200, 6928, 6.35, 1.408687, , 
568978, 344623, 6291, 6.45, 1.322236, , 
584709, 344742, 5813, 6.55, 1.261637, 1, 0.924
599635, 344192, 5286, 6.65, 1.201318, , 
616136, 344329, 4844, 6.75, 1.141122, , 
631824, 344743, 4736, 6.85, 1.087243, , 
648967, 344444, 4102, 6.94, 1.025044, , 
665737, 344626, 3738, 7.04, 0.968818, , 
680939, 344668, 3410, 7.14, 0.918282, , 
698130, 344488, 3092, 7.25, 0.860997, , 
712059, 344144, 2832, 7.35, 0.814290, , 
726482, 344491, 2582, 7.45, 0.771430, , 
738099, 344599, 2381, 7.54, 0.736434, , 
749471, 344407, 2204, 7.64, 0.700771, , 
760749, 344391, 2020, 7.74, 0.667055, , 
770746, 344383, 1895, 7.84, 0.637622, , 
784099, 344457, 1727, 7.94, 0.599451, , 
794519, 344167, 1643, 8.04, 0.567846, , 
800135, 344532, 1547, 8.14, 0.554381, , 
807660, 344427, 1415, 8.24, 0.532629, , 
820442, 344378, 1351, 8.34, 0.496972, , 
823683, 344513, 1262, 8.44, 0.488982, , 
831464, 344354, 1177, 8.54, 0.466784, , 
839350, 344523, 1099, 8.64, 0.446645, , 
849347, 344014, 1048, 8.74, 0.416672, , 
855198, 344375, 984, 8.84, 0.403583, , 
858652, 344555, 938, 8.94, 0.395688, , 
862297, 344467, 878, 9.04, 0.385580, , 
866796, 344431, 838, 9.14, 0.373634, , 
873073, 344481, 797, 9.24, 0.357722, , 
877131, 344378, 746, 9.34, 0.346614, , 
882051, 344422, 712, 9.44, 0.334313, , 
886437, 344182, 675, 9.54, 0.321582, , 
891867, 344465, 640, 9.64, 0.309689, , 
894714, 344229, 619, 9.74, 0.300974, , 
900022, 344660, 587, 9.83, 0.290478, , 
905248, 344406, 555, 9.94, 0.275790, , 
908304, 344508, 540, 10.04, 0.268872, , 
909386, 344380, 523, 10.13, 0.265356, , 
912662, 344665, 501, 10.23, 0.259125, , 
915157, 344593, 474, 10.34, 0.252511, , 
917947, 344391, 455, 10.44, 0.244342, , 
920288, 344179, 445, 10.53, 0.237224, , 
925120, 344431, 433, 10.64, 0.227086, , 
925331, 344631, 409, 10.74, 0.227879, , 
925069, 344164, 422, 10.84, 0.225465, , 
927117, 344247, 393, 10.93, 0.221031, , 
928776, 344098, 388, 11.03, 0.216033, , 
931047, 344412, 386, 11.13, 0.212590, , 
933295, 344462, 365, 11.23, 0.207489, , 
936335, 344454, 355, 11.33, 0.200119, , 
937146, 344542, 356, 11.43, 0.198745, , 
939702, 344866, 345, 11.53, 0.194731, , 
939578, 344507, 348, 11.63, 0.192684, , 
938018, 344299, 341, 11.73, 0.195065, , 
940264, 344286, 329, 11.83, 0.189598, , 
941662, 344531, 331, 11.93, 0.187855, , 
942463, 344269, 316, 12.03, 0.184229, , 
944953, 344295, 314, 12.13, 0.178462, , 
946414, 344487, 309, 12.23, 0.176239, , 
946238, 344387, 304, 12.33, 0.176005, , 
946739, 344301, 294, 12.43, 0.174251, , 
946935, 344152, 291, 12.53, 0.172811, , 
949132, 344385, 282, 12.63, 0.169119, , 
949931, 344508, 289, 12.73, 0.168029, , 
950878, 344107, 286, 12.83, 0.163166, , 
951252, 344188, 275, 12.93, 0.162811, , 
952083, 344198, 264, 13.03, 0.160911, , 
953761, 344285, 269, 13.13, 0.157517, 2, 0.938
954118, 344220, 257, 13.23, 0.156250, , 
954069, 344131, 257, 13.32, 0.155783, , 
954573, 344472, 264, 13.42, 0.156824, , 
954910, 344298, 245, 13.52, 0.154892, , 
955571, 344121, 248, 13.63, 0.152178, , 
954837, 344407, 249, 13.72, 0.155777, , 
955354, 344060, 240, 13.82, 0.152290, , 
957510, 344383, 231, 13.92, 0.149329, , 
956466, 344064, 236, 14.02, 0.149698, , 
958372, 344445, 238, 14.12, 0.147709, , 
960175, 344338, 224, 14.22, 0.142780, , 
958379, 344350, 233, 14.32, 0.147072, , 
960001, 344345, 228, 14.42, 0.143233, , 
959751, 344390, 222, 14.52, 0.144114, , 
960378, 344532, 234, 14.62, 0.143572, , 
960987, 344319, 223, 14.72, 0.140753, , 
961132, 344331, 214, 14.82, 0.140492, , 
962025, 344399, 212, 14.92, 0.138847, , 
963480, 344394, 211, 15.02, 0.135413, , 
962673, 344452, 206, 15.12, 0.137678, , 
962367, 344309, 204, 15.22, 0.137459, , 
962612, 344326, 197, 15.32, 0.136997, , 
963498, 344281, 192, 15.42, 0.134632, , 
962922, 344394, 203, 15.52, 0.136717, , 
963709, 344399, 191, 15.62, 0.134911, , 
964382, 344446, 186, 15.72, 0.133647, , 
965125, 344243, 182, 15.82, 0.130587, , 
964301, 344428, 182, 15.91, 0.133718, , 
963786, 344184, 176, 16.02, 0.133326, , 
963840, 344209, 176, 16.12, 0.133363, , 
964123, 344174, 179, 16.21, 0.132473, , 
965260, 344441, 181, 16.31, 0.131566, , 
963342, 344163, 171, 16.41, 0.134225, , 
964070, 344207, 169, 16.52, 0.132813, , 
962211, 344276, 169, 16.61, 0.137608, , 
962284, 344359, 170, 16.71, 0.137979, , 
961203, 344371, 172, 16.81, 0.140587, , 
960898, 344518, 175, 16.92, 0.142262, , 
958068, 344413, 163, 17.01, 0.148214, , 
956650, 344349, 170, 17.11, 0.151129, , 
955092, 344382, 166, 17.21, 0.155012, , 
953071, 344203, 176, 17.31, 0.158609, , 
951599, 344302, 168, 17.41, 0.162735, , 
949213, 344320, 163, 17.51, 0.168502, , 
946896, 344048, 167, 17.61, 0.172224, , 
945446, 344234, 162, 17.71, 0.176889, , 
943556, 344318, 166, 17.81, 0.181941, , 
940761, 344034, 162, 17.91, 0.186761, , 
939793, 344368, 160, 18.01, 0.191261, , 
938515, 344482, 159, 18.11, 0.195068, , 
936553, 344408, 158, 18.21, 0.199294, , 
935219, 344329, 149, 18.31, 0.201986, , 
933396, 344337, 164, 18.41, 0.206429, , 
932150, 344310, 152, 18.51, 0.209259, , 
930474, 344162, 157, 18.61, 0.212341, , 
930001, 344199, 158, 18.71, 0.213727, , 
929995, 344427, 154, 18.81, 0.215232, , 
930701, 344602, 157, 18.91, 0.214667, , 
929369, 344186, 152, 19.01, 0.215172, , 
927531, 343980, 158, 19.11, 0.218280, , 
929548, 344613, 145, 19.20, 0.217529, , 
929626, 344360, 146, 19.31, 0.215687, , 
929085, 344335, 150, 19.40, 0.216834, , 
929300, 344236, 148, 19.50, 0.215666, , 
931196, 344269, 140, 19.61, 0.211295, 3, 0.924
931565, 344260, 146, 19.70, 0.210345, , 
932883, 344292, 150, 19.80, 0.207372, , 
934313, 344294, 144, 19.91, 0.203938, , 
935581, 344253, 145, 20.00, 0.200618, , 
936131, 344226, 142, 20.10, 0.199119, , 
938644, 344465, 137, 20.20, 0.194648, , 
939420, 344244, 139, 20.30, 0.191344, , 
941982, 344360, 138, 20.40, 0.185973, , 
943552, 344345, 142, 20.50, 0.182127, , 
945204, 344395, 131, 20.60, 0.178517, , 
946968, 344430, 144, 20.70, 0.174550, , 
947455, 344369, 132, 20.80, 0.172994, , 
948086, 343843, 146, 20.90, 0.168056, , 
949818, 344090, 128, 21.00, 0.165565, , 
952658, 344214, 132, 21.10, 0.159657, , 
954820, 344136, 145, 21.20, 0.154045, , 
955294, 344149, 134, 21.30, 0.153013, , 
957710, 344142, 132, 21.40, 0.147283, , 
959968, 344196, 125, 21.50, 0.142337, , 
959464, 344213, 143, 21.60, 0.143630, , 
961310, 344079, 129, 21.70, 0.138428, , 
963364, 344396, 136, 21.80, 0.135697, , 
964960, 344410, 124, 21.90, 0.132063, , 
965482, 344195, 125, 22.00, 0.129441, , 
966166, 344315, 122, 22.10, 0.128632, , 
967159, 344114, 120, 22.20, 0.125006, , 
968105, 344222, 123, 22.30, 0.123512, , 
969366, 344365, 130, 22.40, 0.121517, , 
969852, 344412, 112, 22.50, 0.120696, , 
969644, 344372, 131, 22.59, 0.120918, , 
969780, 344252, 122, 22.70, 0.119818, , 
969237, 343922, 125, 22.79, 0.118920, , 
970485, 344247, 122, 22.90, 0.118149, , 
970166, 344311, 120, 23.00, 0.119308, , 
970555, 344181, 115, 23.10, 0.117556, , 
971757, 344223, 123, 23.19, 0.115045, , 
970660, 343814, 115, 23.29, 0.114911, , 
970809, 343881, 122, 23.39, 0.115004, , 
971266, 344261, 122, 23.49, 0.116431, , 
972687, 344436, 114, 23.59, 0.114284, , 
973082, 344621, 125, 23.69, 0.114579, , 
971881, 344173, 110, 23.79, 0.114431, , 
971718, 344193, 121, 23.89, 0.114939, , 
972014, 344174, 118, 23.99, 0.114129, , 
972438, 344167, 117, 24.09, 0.113102, , 
971960, 344022, 122, 24.19, 0.113260, , 
972419, 344210, 118, 24.29, 0.113427, , 
972738, 344189, 116, 24.39, 0.112552, , 
973273, 344383, 123, 24.49, 0.112583, , 
973558, 344247, 123, 24.59, 0.111035, , 
973146, 344211, 123, 24.69, 0.111752, , 
972669, 344135, 113, 24.79, 0.112358, , 
972059, 344095, 121, 24.89, 0.113509, , 
971591, 344194, 120, 24.99, 0.115240, , 
972940, 344322, 114, 25.09, 0.112954, , 
971806, 344226, 120, 25.19, 0.114951, , 
971178, 344104, 118, 25.28, 0.115608, , 
970344, 344179, 114, 25.39, 0.118032, , 
969654, 344214, 117, 25.49, 0.119862, , 
968760, 344352, 113, 25.58, 0.122839, , 
967234, 344190, 112, 25.69, 0.125328, , 
965261, 344189, 110, 25.79, 0.129917, , 
963645, 344191, 113, 25.88, 0.133701, , 
961315, 344174, 121, 25.99, 0.139037, , 
959767, 344042, 112, 26.08, 0.141801, , 
957594, 344153, 124, 26.18, 0.147628, 4, 0.938
955123, 344103, 98, 26.28, 0.153115, , 
952133, 344114, 119, 26.38, 0.160243, , 
950965, 344295, 117, 26.48, 0.164189, , 
947662, 344088, 108, 26.58, 0.170666, , 
945048, 344209, 118, 26.68, 0.177673, , 
941806, 344134, 112, 26.78, 0.184916, , 
940514, 344431, 113, 26.88, 0.189947, , 
938211, 344361, 112, 26.98, 0.195007, , 
934945, 343962, 117, 27.08, 0.200245, , 
933701, 344248, 120, 27.18, 0.205112, , 
932364, 344339, 107, 27.28, 0.208932, , 
929695, 344107, 113, 27.38, 0.213866, , 
929124, 344236, 115, 27.48, 0.216092, , 
926916, 344132, 115, 27.58, 0.220767, , 
927109, 344304, 114, 27.68, 0.221423, , 
925823, 344252, 107, 27.78, 0.224207, , 
925712, 344362, 117, 27.88, 0.225195, , 
925982, 344371, 110, 27.98, 0.224598, , 
926080, 344321, 104, 28.08, 0.224033, , 
926148, 344219, 108, 28.18, 0.223201, , 
925931, 344173, 116, 28.28, 0.223428, , 
926908, 344244, 112, 28.38, 0.221519, , 
927604, 344244, 100, 28.48, 0.219829, , 
928696, 344233, 125, 28.57, 0.217110, , 
929885, 344337, 99, 28.68, 0.214910, , 
930887, 344107, 117, 28.77, 0.210983, , 
932035, 344264, 111, 28.87, 0.209236, , 
935404, 344205, 108, 28.97, 0.200730, , 
935727, 344240, 112, 29.08, 0.200182, , 
935974, 344188, 120, 29.17, 0.199248, , 
939823, 344580, 115, 29.27, 0.192574, , 
940898, 344255, 112, 29.37, 0.187878, , 
941470, 344219, 111, 29.47, 0.186275, , 
942048, 344217, 116, 29.57, 0.184881, , 
943278, 344185, 113, 29.67, 0.181735, , 
944643, 344277, 114, 29.77, 0.179082, , 
946029, 344149, 111, 29.87, 0.174946, , 
946590, 344242, 115, 29.97, 0.174220, , 
946518, 344136, 110, 30.07, 0.173698, , 
946901, 344192, 116, 30.17, 0.173154, , 
946792, 344254, 116, 30.27, 0.173818, , 
947262, 344087, 118, 30.37, 0.171609, , 
946289, 344187, 106, 30.47, 0.174576, , 
948609, 344292, 115, 30.57, 0.169752, , 
947776, 344309, 117, 30.67, 0.171840, , 
949270, 344388, 115, 30.77, 0.168812, , 
946545, 344113, 112, 30.87, 0.173483, , 
947115, 344303, 110, 30.97, 0.173371, , 
945750, 344311, 116, 31.07, 0.176669, , 
943899, 344032, 118, 31.17, 0.179253, , 
944246, 344287, 111, 31.27, 0.180094, , 
942164, 344292, 107, 31.37, 0.185094, , 
942098, 344475, 110, 31.46, 0.186447, , 
938795, 344203, 116, 31.57, 0.192574, , 
936232, 344105, 114, 31.66, 0.198085, , 
933263, 344293, 119, 31.76, 0.206462, , 
928500, 344203, 113, 31.87, 0.217389, , 
921935, 344174, 121, 31.96, 0.233167, , 
914759, 344394, 111, 32.06, 0.252190, , 
902912, 344021, 124, 32.17, 0.279087, , 
887560, 344303, 115, 32.27, 0.319524, , 
870180, 344154, 124, 32.36, 0.363055, , 
848968, 344274, 116, 32.46, 0.419377, , 
821312, 344298, 124, 32.56, 0.494065, , 
794097, 344127, 132, 32.66, 0.568780, 5, 0.924
756059, 344229, 119, 32.76, 0.679913, , 
716992, 344433, 135, 32.86, 0.800642, , 
691611, 344186, 122, 32.96, 0.880136, , 
671584, 344213, 130, 33.06, 0.946440, , 
640477, 344277, 122, 33.16, 1.053588, , 
612114, 344294, 133, 33.26, 1.155632, , 
585997, 344387, 131, 33.36, 1.254367, , 
560349, 344136, 127, 33.46, 1.353444, , 
540761, 344147, 134, 33.56, 1.433592, , 
524056, 344274, 130, 33.66, 1.505038, , 
507797, 344257, 130, 33.76, 1.575854, , 
496381, 344238, 136, 33.86, 1.626900, , 
486904, 344353, 134, 33.96, 1.671033, , 
478866, 344591, 137, 34.06, 1.710049, , 
472904, 344280, 138, 34.15, 1.736211, , 
470787, 344455, 139, 34.26, 1.747452, , 
467796, 344276, 137, 34.35, 1.760625, , 
469411, 344361, 149, 34.46, 1.753425, , 
470436, 344303, 140, 34.56, 1.748137, , 
471579, 344320, 144, 34.66, 1.742787, , 
477936, 344207, 145, 34.76, 1.711914, , 
482270, 344205, 148, 34.86, 1.691586, , 
489858, 344249, 143, 34.95, 1.656741, , 
498907, 344181, 146, 35.05, 1.615104, , 
507608, 344106, 139, 35.15, 1.575704, , 
516906, 344204, 151, 35.25, 1.535496, , 
526729, 344152, 140, 35.35, 1.492791, , 
537490, 344346, 149, 35.45, 1.448547, , 
546346, 344301, 143, 35.55, 1.411475, , 
558237, 344420, 144, 35.65, 1.363799, , 
567570, 344311, 151, 35.75, 1.325773, , 
576929, 344274, 142, 35.85, 1.288725, , 
586446, 344247, 137, 35.95, 1.251728, , 
596475, 344281, 155, 36.05, 1.213791, , 
602729, 344148, 138, 36.15, 1.189448, , 
613567, 344033, 147, 36.25, 1.148589, , 
625227, 344268, 140, 36.35, 1.107761, , 
633592, 344093, 149, 36.45, 1.076707, , 
644266, 344177, 141, 36.55, 1.039660, , 
654404, 344233, 140, 36.65, 1.004889, , 
663248, 344319, 144, 36.75, 0.975242, , 
670342, 343935, 141, 36.85, 0.948788, , 
680722, 344213, 141, 36.95, 0.916026, , 
687438, 344292, 142, 37.05, 0.894448, , 
697058, 344481, 149, 37.15, 0.864409, , 
703968, 344312, 141, 37.25, 0.841106, , 
712544, 343937, 144, 37.35, 0.811404, , 
722171, 344314, 145, 37.45, 0.783668, , 
732571, 343983, 146, 37.55, 0.749326, , 
736930, 344163, 142, 37.65, 0.737152, , 
743040, 344386, 145, 37.75, 0.720028, , 
749316, 344143, 148, 37.85, 0.699511, , 
761438, 344356, 150, 37.95, 0.664789, , 
762731, 344150, 139, 38.04, 0.659624, , 
768496, 344349, 148, 38.15, 0.643979, , 
776933, 344113, 148, 38.25, 0.617864, , 
785997, 344317, 149, 38.35, 0.593096, , 
791146, 344360, 152, 38.45, 0.578682, , 
797271, 344468, 149, 38.54, 0.562032, , 
800412, 344336, 148, 38.64, 0.552321, , 
805633, 344375, 144, 38.74, 0.537944, , 
812815, 344447, 141, 38.84, 0.518442, , 
818350, 344364, 145, 38.94, 0.502627, , 
822380, 344446, 150, 39.04, 0.492107, , 
829362, 344320, 148, 39.14, 0.472258, , 
837819, 344495, 145, 39.24, 0.450570, 6, 0.938
839444, 344330, 148, 39.34, 0.445132, , 
845814, 344197, 146, 39.44, 0.427250, , 
849480, 344440, 150, 39.54, 0.419105, , 
854243, 344266, 145, 39.64, 0.405385, , 
857344, 344272, 150, 39.74, 0.397269, , 
862700, 344206, 153, 39.84, 0.382823, , 
864959, 344342, 152, 39.94, 0.377827, , 
870697, 344286, 145, 40.04, 0.362581, , 
871986, 344329, 158, 40.14, 0.359533, , 
876280, 344052, 145, 40.24, 0.346667, , 
880624, 344357, 160, 40.34, 0.337532, , 
885116, 344305, 150, 40.44, 0.325742, , 
883783, 344163, 152, 40.54, 0.328206, , 
886411, 344134, 161, 40.64, 0.321334, , 
890453, 344361, 151, 40.73, 0.312580, , 
895405, 344334, 156, 40.84, 0.299923, , 
895428, 344387, 157, 40.94, 0.300211, , 
897954, 344459, 156, 41.04, 0.294342, , 
900636, 344135, 151, 41.13, 0.285513, , 
903958, 344100, 152, 41.24, 0.276999, , 
906228, 344300, 163, 41.34, 0.272662, , 
907858, 344172, 156, 41.43, 0.267781, , 
909698, 344324, 158, 41.54, 0.264218, , 
913017, 344491, 158, 41.63, 0.257114, , 
913918, 343965, 157, 41.73, 0.251455, , 
917525, 344471, 160, 41.83, 0.245899, , 
917979, 344144, 161, 41.93, 0.242648, , 
920788, 344325, 161, 42.03, 0.236956, , 
922453, 344286, 159, 42.13, 0.232635, , 
922658, 344048, 166, 42.23, 0.230579, , 
924606, 344121, 159, 42.33, 0.226310, , 
925102, 343920, 172, 42.43, 0.223789, , 
926383, 344122, 164, 42.53, 0.221996, , 
927535, 343968, 166, 42.63, 0.218192, , 
928679, 343911, 159, 42.73, 0.215045, , 
929660, 344082, 172, 42.83, 0.213788, , 
931351, 344220, 168, 42.93, 0.210600, , 
931418, 344075, 171, 43.03, 0.209490, , 
932139, 344028, 172, 43.13, 0.207441, , 
934234, 344189, 170, 43.23, 0.203442, , 
934556, 344195, 172, 43.33, 0.202706, , 
933952, 344006, 163, 43.43, 0.202925, , 
933533, 343978, 167, 43.53, 0.203751, , 
936747, 344322, 174, 43.63, 0.198266, , 
937476, 344272, 167, 43.72, 0.196189, , 
936449, 344267, 168, 43.82, 0.198623, , 
936821, 343984, 174, 43.92, 0.195878, , 
938623, 344035, 171, 44.03, 0.191887, , 
938070, 343989, 171, 44.12, 0.192913, , 
939805, 344067, 171, 44.23, 0.189264, , 
939104, 343739, 170, 44.33, 0.188797, , 
940624, 344132, 168, 44.43, 0.187729, , 
941350, 344067, 175, 44.52, 0.185568, , 
942028, 343931, 174, 44.62, 0.183058, , 
942631, 344088, 179, 44.72, 0.182645, , 
943886, 344249, 178, 44.82, 0.180703, , 
945204, 344319, 174, 44.92, 0.178021, , 
945110, 344118, 180, 45.02, 0.176930, , 
944408, 343917, 181, 45.12, 0.177288, , 
946887, 344278, 180, 45.22, 0.173749, , 
946702, 344232, 184, 45.32, 0.173888, , 
947082, 344192, 179, 45.42, 0.172724, , 
947908, 344173, 180, 45.52, 0.170638, , 
948648, 344270, 180, 45.62, 0.169516, , 
949458, 344336, 187, 45.72, 0.168026, 7, 0.924
949297, 344118, 181, 45.82, 0.166983, , 
949917, 344164, 187, 45.92, 0.165814, , 
950056, 344065, 193, 46.02, 0.164837, , 
950818, 343948, 192, 46.12, 0.162268, , 
951344, 344061, 193, 46.22, 0.161762, , 
952202, 344188, 190, 46.32, 0.160564, , 
952784, 344184, 189, 46.42, 0.159163, , 
954021, 344074, 194, 46.52, 0.155524, , 
955116, 344285, 185, 46.61, 0.154322, , 
955515, 344180, 195, 46.71, 0.152696, , 
956698, 344174, 190, 46.82, 0.149872, , 
956704, 343865, 200, 46.92, 0.147836, , 
958124, 344194, 196, 47.02, 0.146651, , 
959384, 344171, 197, 47.11, 0.143543, , 
959922, 344159, 196, 47.22, 0.142203, , 
960975, 344228, 206, 47.32, 0.140187, , 
962819, 344403, 198, 47.41, 0.137016, , 
963527, 344255, 204, 47.52, 0.134395, , 
962800, 343848, 201, 47.61, 0.133431, , 
964982, 344370, 205, 47.72, 0.131751, , 
965629, 344153, 194, 47.81, 0.128824, , 
966765, 344312, 207, 47.91, 0.127217, , 
967044, 344108, 204, 48.01, 0.125234, , 
967662, 343974, 207, 48.11, 0.122920, , 
969175, 344242, 200, 48.21, 0.121157, , 
969214, 343949, 208, 48.31, 0.119150, , 
971090, 344310, 205, 48.41, 0.117159, , 
971567, 344280, 204, 48.51, 0.115858, , 
971920, 344000, 206, 48.61, 0.113209, , 
972736, 344215, 206, 48.71, 0.112727, , 
973700, 344244, 209, 48.81, 0.110687, , 
973448, 344016, 209, 48.91, 0.109778, , 
974543, 344124, 204, 49.01, 0.107955, , 
974350, 343951, 211, 49.11, 0.107269, , 
975358, 344112, 214, 49.21, 0.105995, , 
975903, 344202, 214, 49.31, 0.105327, , 
976531, 344123, 211, 49.41, 0.103362, , 
976561, 344034, 214, 49.51, 0.102711, , 
977161, 344110, 203, 49.61, 0.101826, , 
977658, 344060, 215, 49.71, 0.100355, , 
977754, 343967, 208, 49.80, 0.099525, , 
978716, 344248, 215, 49.91, 0.099150, , 
977997, 343766, 210, 50.01, 0.097651, , 
979552, 344222, 216, 50.10, 0.097058, , 
979253, 343934, 212, 50.21, 0.095862, , 
980514, 344301, 218, 50.30, 0.095366, , 
980801, 344181, 214, 50.40, 0.093923, , 
980213, 344005, 217, 50.50, 0.094121, , 
981841, 344426, 218, 50.61, 0.093139, , 
981589, 344167, 213, 50.70, 0.092024, , 
981887, 344306, 215, 50.80, 0.092249, , 
980927, 343790, 225, 50.90, 0.091076, , 
981905, 344089, 211, 51.00, 0.090789, , 
982217, 344116, 217, 51.10, 0.090251, , 
981936, 343905, 216, 51.20, 0.089515, , 
982487, 344017, 222, 51.30, 0.088985, , 
982400, 343959, 217, 51.40, 0.088805, , 
