FlowCell Text Data File: 227l13.csv
Software Version: 1.56A
Date: 2024-02-23
Time: 17:29:54
User: 

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2:30
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.1 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 12
Distance/fraction: 6.53 mm
Start Distance: 0.00 mm
Volume/fraction: 0.931 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: UV OD WITH SINGLE FLUORESCENCE SCAN
Channel A (LED1) Wavelength: 260 nm
Channel B (LED2) Fluor: EGFP
Excitation (LED2) Wavelength: 470 nm
Excitation filter A: 470/40 nm
Emission filter A: 525/50 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
PD2 (470 nm) On Time: 332 ms
Sample A Zero: 980673
Source A Zero: 330068.7
Fluorescence Zero: 1994

Data Columns:
SampleA, SourceA, SampleFluor, Position, AbsA, Fraction Number, Fraction Volume (ml)
968245, 342309, 187, 51.40, 0.110645, , 
967456, 341970, 180, 51.50, 0.110250, , 
967565, 341994, 183, 51.61, 0.110154, , 
967823, 342121, 184, 51.71, 0.110389, , 
968939, 342017, 192, 51.80, 0.107112, , 
968547, 341959, 183, 51.90, 0.107641, , 
969831, 342363, 182, 52.01, 0.107316, , 
968762, 342066, 182, 52.10, 0.107845, , 
969973, 341907, 187, 52.20, 0.103988, , 
969054, 341877, 188, 52.30, 0.105923, 8, 0.938
969537, 342069, 184, 52.40, 0.106065, , 
969892, 342068, 187, 52.50, 0.105235, , 
969927, 341967, 184, 52.60, 0.104489, , 
969533, 341882, 191, 52.70, 0.104844, , 
970311, 341863, 183, 52.80, 0.102914, , 
970459, 342023, 185, 52.90, 0.103624, , 
970503, 342019, 187, 53.00, 0.103495, , 
970645, 341906, 184, 53.10, 0.102422, , 
972006, 342202, 194, 53.20, 0.101217, , 
971354, 342102, 185, 53.30, 0.102069, , 
971139, 341905, 184, 53.40, 0.101271, , 
972586, 342160, 186, 53.50, 0.099598, , 
971227, 341836, 189, 53.60, 0.100613, , 
972287, 342028, 192, 53.70, 0.099422, , 
971967, 341934, 187, 53.80, 0.099544, , 
972340, 341975, 186, 53.90, 0.098950, , 
972379, 341952, 188, 54.00, 0.098709, , 
972588, 341885, 197, 54.10, 0.097784, , 
972546, 342056, 189, 54.19, 0.099006, , 
972951, 342132, 195, 54.30, 0.098569, , 
972349, 342048, 191, 54.40, 0.099410, , 
972508, 341979, 186, 54.49, 0.098588, , 
972271, 341823, 190, 54.59, 0.098109, , 
973381, 342129, 193, 54.70, 0.097555, , 
972623, 341998, 201, 54.80, 0.098447, , 
972152, 341841, 189, 54.89, 0.098503, , 
972874, 341928, 201, 54.99, 0.097405, , 
974797, 342389, 192, 55.09, 0.095993, , 
973852, 342157, 200, 55.19, 0.096651, , 
972844, 341799, 191, 55.29, 0.096625, , 
973686, 341951, 196, 55.39, 0.095679, , 
973185, 341883, 195, 55.49, 0.096390, , 
972805, 341645, 194, 55.59, 0.095702, , 
973698, 341970, 195, 55.69, 0.095776, , 
973148, 341793, 195, 55.79, 0.095883, , 
973682, 342050, 196, 55.89, 0.096340, , 
973595, 341687, 198, 55.99, 0.094151, , 
974954, 342144, 196, 56.09, 0.094020, , 
974237, 341893, 197, 56.19, 0.094024, , 
974564, 341849, 205, 56.29, 0.092979, , 
975016, 341821, 193, 56.39, 0.091752, , 
973856, 341598, 202, 56.49, 0.092962, , 
975498, 341885, 192, 56.59, 0.091061, , 
974756, 341705, 197, 56.69, 0.091588, , 
975722, 342029, 199, 56.79, 0.091492, , 
975925, 341967, 205, 56.89, 0.090615, , 
975940, 341970, 195, 56.99, 0.090601, , 
975148, 341678, 214, 57.09, 0.090505, , 
975448, 341883, 194, 57.19, 0.091163, , 
975396, 341850, 212, 57.28, 0.091066, , 
976071, 342078, 205, 57.39, 0.091009, , 
976239, 342029, 203, 57.49, 0.090299, , 
976014, 341951, 204, 57.58, 0.090305, , 
976189, 341880, 204, 57.68, 0.089434, , 
975934, 341938, 207, 57.79, 0.090404, , 
976672, 342034, 210, 57.88, 0.089334, , 
977621, 342028, 205, 57.98, 0.087109, , 
977870, 342117, 212, 58.08, 0.087122, , 
977750, 341930, 207, 58.18, 0.086168, , 
978042, 341860, 204, 58.28, 0.085035, , 
977407, 341984, 205, 58.38, 0.087313, , 
977960, 341933, 216, 58.48, 0.085704, , 
977492, 341878, 211, 58.58, 0.086419, , 
977989, 342132, 210, 58.68, 0.086947, , 
978618, 342032, 212, 58.78, 0.084842, 9, 0.924
978958, 342030, 211, 58.88, 0.084047, , 
978573, 342009, 207, 58.98, 0.084794, , 
978442, 341876, 209, 59.08, 0.084220, , 
979564, 341896, 215, 59.18, 0.081772, , 
979669, 342045, 205, 59.28, 0.082512, , 
978987, 341707, 215, 59.38, 0.081854, , 
980526, 342106, 212, 59.48, 0.080945, , 
980682, 342121, 215, 59.58, 0.080686, , 
979355, 341801, 223, 59.68, 0.081627, , 
980768, 341949, 210, 59.78, 0.079357, , 
980427, 341948, 222, 59.88, 0.080133, , 
981451, 342076, 216, 59.98, 0.078626, , 
980419, 341894, 214, 60.08, 0.079796, , 
981098, 341998, 215, 60.18, 0.078922, , 
981363, 342087, 218, 60.28, 0.078900, , 
982049, 342145, 217, 60.38, 0.077709, , 
980958, 341933, 221, 60.48, 0.078816, , 
981580, 342016, 218, 60.58, 0.077935, , 
982192, 342035, 222, 60.67, 0.076658, , 
981884, 341972, 214, 60.78, 0.076949, , 
982127, 342173, 227, 60.88, 0.077714, , 
982104, 341990, 219, 60.97, 0.076563, , 
982580, 342021, 227, 61.07, 0.075677, , 
982476, 341987, 221, 61.18, 0.075691, , 
982407, 342130, 232, 61.27, 0.076790, , 
981562, 341684, 220, 61.37, 0.075791, , 
982488, 342046, 221, 61.47, 0.076052, , 
982790, 342290, 228, 61.57, 0.076965, , 
982687, 342060, 223, 61.67, 0.075688, , 
983365, 342142, 229, 61.77, 0.074676, , 
982421, 341871, 224, 61.87, 0.075054, , 
982865, 341929, 234, 61.97, 0.074419, , 
981704, 341645, 230, 62.07, 0.075209, , 
981996, 342037, 232, 62.17, 0.077120, , 
982617, 342096, 227, 62.27, 0.076085, , 
982014, 341876, 231, 62.37, 0.076019, , 
981861, 341770, 232, 62.47, 0.075672, , 
982660, 342046, 226, 62.57, 0.075658, , 
982761, 342136, 234, 62.67, 0.076019, , 
982375, 341990, 229, 62.77, 0.075942, , 
982987, 342052, 235, 62.87, 0.074949, , 
982104, 342040, 241, 62.97, 0.076892, , 
981635, 341924, 239, 63.07, 0.077204, , 
982912, 341970, 235, 63.17, 0.074581, , 
982205, 342117, 238, 63.27, 0.077167, , 
981513, 341905, 237, 63.37, 0.077359, , 
979517, 341970, 244, 63.47, 0.082367, , 
980387, 342138, 238, 63.57, 0.081475, , 
978971, 341926, 237, 63.67, 0.083333, , 
978816, 341923, 241, 63.76, 0.083669, , 
979116, 341982, 239, 63.87, 0.083368, , 
980362, 342062, 240, 63.97, 0.081032, , 
979239, 342132, 238, 64.06, 0.084072, , 
978725, 341943, 247, 64.16, 0.084010, , 
979086, 342080, 240, 64.27, 0.084082, , 
979227, 342087, 249, 64.36, 0.083804, , 
979211, 342093, 245, 64.46, 0.083880, , 
980168, 342194, 247, 64.57, 0.082346, , 
979487, 342022, 247, 64.66, 0.082779, , 
979735, 341983, 244, 64.76, 0.081952, , 
981278, 342150, 246, 64.86, 0.079509, , 
981040, 342040, 247, 64.96, 0.079332, , 
979765, 341854, 250, 65.06, 0.081034, , 
980941, 342063, 257, 65.16, 0.079710, , 
980427, 342144, 245, 65.26, 0.081422, , 
979768, 341847, 259, 65.36, 0.080981, 10, 0.938
980423, 341925, 250, 65.46, 0.079991, , 
980539, 341949, 256, 65.56, 0.079882, , 
980454, 342013, 257, 65.66, 0.080499, , 
980018, 342038, 262, 65.76, 0.081664, , 
980104, 342045, 262, 65.86, 0.081513, , 
980093, 342066, 259, 65.96, 0.081676, , 
980336, 341922, 257, 66.06, 0.080171, , 
979823, 342132, 258, 66.16, 0.082730, , 
979507, 341993, 265, 66.26, 0.082542, , 
979659, 342041, 266, 66.36, 0.082508, , 
980579, 342162, 268, 66.45, 0.081192, , 
980330, 342266, 262, 66.56, 0.082447, , 
979845, 342126, 272, 66.65, 0.082640, , 
979670, 341865, 271, 66.76, 0.081325, , 
981304, 342202, 268, 66.86, 0.079792, , 
980131, 342041, 263, 66.95, 0.081424, , 
980528, 342068, 271, 67.05, 0.080691, , 
979184, 341911, 277, 67.16, 0.082744, , 
978918, 341876, 273, 67.25, 0.083125, , 
979972, 342220, 271, 67.35, 0.082967, , 
979728, 341897, 283, 67.45, 0.081402, , 
979269, 341910, 282, 67.55, 0.082542, , 
979486, 342011, 274, 67.65, 0.082708, , 
979978, 342021, 273, 67.75, 0.081644, , 
979714, 342000, 277, 67.85, 0.082112, , 
978774, 341730, 283, 67.95, 0.082495, , 
979258, 341924, 279, 68.05, 0.082660, , 
979966, 342155, 275, 68.15, 0.082553, , 
979245, 341970, 286, 68.25, 0.082992, , 
979972, 342045, 274, 68.35, 0.081816, , 
979710, 342044, 288, 68.45, 0.082411, , 
979390, 341836, 281, 68.55, 0.081777, , 
979947, 342149, 287, 68.65, 0.082557, , 
980173, 342142, 276, 68.75, 0.081992, , 
979499, 341899, 294, 68.85, 0.081942, , 
979547, 341971, 289, 68.95, 0.082305, , 
978908, 342037, 291, 69.05, 0.084208, , 
979119, 342070, 290, 69.15, 0.083940, , 
979460, 342044, 292, 69.25, 0.082985, , 
979630, 342122, 286, 69.35, 0.083108, , 
978578, 341958, 288, 69.45, 0.084447, , 
978186, 341749, 290, 69.55, 0.083973, , 
979313, 342052, 292, 69.65, 0.083376, , 
978725, 341826, 293, 69.74, 0.083240, , 
978309, 341784, 293, 69.85, 0.083920, , 
978711, 341844, 292, 69.95, 0.083391, , 
979080, 341957, 287, 70.04, 0.083286, , 
979066, 342008, 295, 70.14, 0.083654, , 
979586, 342141, 293, 70.25, 0.083334, , 
978728, 341869, 295, 70.34, 0.083516, , 
979080, 341990, 287, 70.44, 0.083503, , 
979156, 341974, 289, 70.55, 0.083223, , 
978834, 341872, 294, 70.64, 0.083292, , 
978487, 341879, 291, 70.74, 0.084136, , 
978900, 341943, 298, 70.84, 0.083608, , 
978996, 342010, 289, 70.94, 0.083828, , 
978072, 341723, 296, 71.04, 0.084064, , 
979855, 342327, 299, 71.14, 0.083939, , 
978450, 341820, 292, 71.24, 0.083833, , 
978627, 341913, 297, 71.34, 0.084038, , 
979170, 342143, 299, 71.44, 0.084303, , 
978561, 341913, 294, 71.54, 0.084190, , 
978992, 342050, 298, 71.64, 0.084100, , 
979054, 342102, 299, 71.74, 0.084300, , 
978050, 341790, 299, 71.84, 0.084556, 11, 0.924
977735, 341815, 302, 71.94, 0.085445, , 
978268, 342012, 305, 72.04, 0.085515, , 
977244, 341566, 300, 72.14, 0.084935, , 
978700, 342112, 301, 72.24, 0.085180, , 
978168, 341982, 303, 72.34, 0.085548, , 
978167, 341956, 302, 72.44, 0.085379, , 
978782, 342164, 302, 72.54, 0.085333, , 
977935, 341980, 304, 72.64, 0.086071, , 
978714, 342210, 301, 72.73, 0.085792, , 
978366, 342132, 315, 72.84, 0.086079, , 
978084, 342086, 300, 72.94, 0.086425, , 
977822, 341957, 300, 73.03, 0.086180, , 
977916, 341980, 305, 73.13, 0.086115, , 
978069, 342033, 295, 73.24, 0.086111, , 
978179, 342078, 308, 73.33, 0.086154, , 
978103, 342055, 313, 73.43, 0.086178, , 
977373, 341787, 302, 73.53, 0.086094, , 
977695, 341942, 301, 73.63, 0.086373, , 
978020, 342050, 308, 73.73, 0.086336, , 
978311, 342182, 303, 73.83, 0.086535, , 
977660, 341982, 304, 73.93, 0.086717, , 
977793, 341993, 308, 74.03, 0.086483, , 
977555, 341942, 300, 74.13, 0.086695, , 
978175, 342173, 302, 74.23, 0.086788, , 
977263, 341902, 306, 74.33, 0.087104, , 
978007, 342145, 302, 74.43, 0.086991, , 
976669, 341687, 311, 74.53, 0.087057, , 
977906, 342128, 303, 74.63, 0.087111, , 
977709, 342110, 302, 74.73, 0.087446, , 
977375, 342010, 301, 74.83, 0.087557, , 
977416, 342064, 307, 74.93, 0.087818, , 
977585, 342070, 316, 75.03, 0.087469, , 
977710, 342146, 304, 75.13, 0.087681, , 
977284, 342012, 305, 75.23, 0.087780, , 
977447, 342043, 306, 75.33, 0.087609, , 
977521, 342107, 303, 75.43, 0.087859, , 
977008, 341942, 308, 75.52, 0.087955, , 
976853, 341880, 308, 75.63, 0.087904, , 
977273, 342061, 312, 75.73, 0.088128, , 
977427, 342130, 305, 75.83, 0.088227, , 
978068, 342362, 301, 75.92, 0.088277, , 
977245, 342074, 311, 76.03, 0.088278, , 
977372, 342139, 300, 76.13, 0.088413, , 
976950, 341968, 310, 76.22, 0.088260, 12, 0.639
976491, 341793, 301, 76.33, 0.088165, , 
977198, 342079, 306, 76.42, 0.088419, , 
977639, 342214, 305, 76.52, 0.088291, , 
977036, 342005, 300, 76.62, 0.088305, , 
977058, 342041, 307, 76.72, 0.088491, , 
976846, 341990, 305, 76.82, 0.088644, , 
976855, 341998, 304, 76.92, 0.088676, , 
977416, 342220, 314, 77.02, 0.088844, , 
976912, 342053, 299, 77.12, 0.088907, , 
977230, 342169, 304, 77.22, 0.088937, , 
977001, 342086, 305, 77.32, 0.088919, , 
976687, 342015, 297, 77.42, 0.089175, , 
976224, 341881, 302, 77.52, 0.089360, , 
975881, 341778, 299, 77.62, 0.089473, , 
976048, 341857, 302, 77.72, 0.089608, , 
975881, 341778, 299, 79.82, 0.089473, A, 0.299
