FlowCell Text Data File: 227l2.csv
Software Version: 1.56A
Date: 2024-02-19
Time: 17:35:49
User: 

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2:30
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.1 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 12
Distance/fraction: 6.53 mm
Start Distance: 0.00 mm
Volume/fraction: 0.931 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: UV OD WITH SINGLE FLUORESCENCE SCAN
Channel A (LED1) Wavelength: 260 nm
Channel B (LED2) Fluor: EGFP
Excitation (LED2) Wavelength: 470 nm
Excitation filter A: 470/40 nm
Emission filter A: 525/50 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
PD2 (470 nm) On Time: 332 ms
Sample A Zero: 980673
Source A Zero: 330068.7
Fluorescence Zero: 1994

Data Columns:
SampleA, SourceA, SampleFluor, Position, AbsA, Fraction Number, Fraction Volume (ml)
849992, 342452, 2332, 7.74, 0.404722, , 
853933, 342512, 2297, 7.84, 0.394707, , 
860620, 342564, 2143, 7.94, 0.377494, , 
864261, 342506, 2132, 8.04, 0.367612, , 
871218, 342546, 2029, 8.14, 0.349832, , 
874353, 342500, 1994, 8.24, 0.341447, , 
877492, 342582, 1911, 8.34, 0.333921, , 
879723, 342135, 1882, 8.44, 0.325268, , 
884175, 342531, 1819, 8.54, 0.316511, , 
883809, 342618, 1842, 8.64, 0.318014, , 
888504, 342681, 1786, 8.74, 0.306505, , 
893052, 342499, 1686, 8.84, 0.293819, , 
899349, 342713, 1644, 8.94, 0.279413, , 
900179, 342416, 1600, 9.04, 0.275386, , 
903497, 342492, 1573, 9.13, 0.267605, , 
905857, 342686, 1495, 9.24, 0.263009, , 
908913, 342480, 1451, 9.34, 0.254077, , 
909446, 342500, 1451, 9.43, 0.252889, , 
913972, 342506, 1418, 9.53, 0.241756, , 
916399, 342455, 1370, 9.63, 0.235453, , 
919653, 342590, 1364, 9.74, 0.228363, , 
921458, 342475, 1275, 9.84, 0.223195, , 
920916, 342217, 1296, 9.93, 0.222823, , 
923804, 342202, 1228, 10.04, 0.215678, , 
925798, 342381, 1232, 10.14, 0.212003, , 
926522, 342348, 1191, 10.24, 0.210027, , 
928577, 342557, 1183, 10.34, 0.206414, , 
926746, 342443, 1206, 10.44, 0.210107, , 
929164, 342422, 1177, 10.53, 0.204105, , 
932579, 342449, 1154, 10.63, 0.196027, , 
935328, 342529, 1113, 10.73, 0.189928, , 
938033, 342221, 1224, 10.83, 0.181405, , 
925931, 342410, 1311, 10.93, 0.211870, , 
924920, 342444, 1259, 11.03, 0.214552, , 
928385, 342643, 1215, 11.13, 0.207445, , 
929583, 342484, 1180, 11.23, 0.203498, , 
931450, 342431, 1149, 11.33, 0.198634, , 
932916, 342351, 1123, 11.43, 0.194570, , 
934464, 342338, 1079, 11.53, 0.190753, , 
936976, 342721, 1054, 11.63, 0.187228, , 
936114, 342499, 1002, 11.73, 0.187841, , 
937593, 342500, 988, 11.83, 0.184295, , 
938325, 342403, 953, 11.93, 0.181901, , 
940178, 342274, 920, 12.03, 0.176613, , 
942406, 342097, 868, 12.13, 0.170123, , 
942395, 342486, 858, 12.23, 0.172706, , 
944299, 342370, 819, 12.33, 0.167402, , 
946301, 342559, 798, 12.43, 0.163878, , 
947230, 342410, 765, 12.53, 0.160690, , 
948181, 342303, 749, 12.63, 0.157729, , 
948862, 342418, 728, 12.72, 0.156869, , 
948828, 342439, 715, 12.82, 0.157088, , 
950132, 342633, 704, 12.93, 0.155272, , 
950198, 342402, 703, 13.02, 0.153597, , 
949379, 342119, 685, 13.13, 0.153677, 2, 0.938
950434, 342394, 678, 13.23, 0.152986, , 
951941, 342509, 648, 13.32, 0.150176, , 
952389, 342392, 657, 13.42, 0.148349, , 
953281, 342616, 628, 13.52, 0.147714, , 
954185, 342511, 624, 13.62, 0.144891, , 
953560, 342396, 627, 13.72, 0.145610, , 
954368, 342589, 599, 13.82, 0.144972, , 
955191, 342553, 580, 13.92, 0.142795, , 
954824, 342232, 583, 14.02, 0.141550, , 
956000, 342484, 571, 14.12, 0.140437, , 
956558, 342641, 560, 14.22, 0.140155, , 
956850, 342451, 554, 14.32, 0.138220, , 
958484, 342654, 531, 14.42, 0.135714, , 
958615, 342398, 522, 14.52, 0.133724, , 
958871, 342562, 497, 14.62, 0.134201, , 
958911, 342492, 493, 14.72, 0.133647, , 
958925, 342438, 484, 14.82, 0.133260, , 
959539, 342537, 480, 14.92, 0.132470, , 
958639, 342300, 469, 15.02, 0.133024, , 
958400, 342483, 461, 15.12, 0.134788, , 
958765, 342595, 457, 15.22, 0.134667, , 
958785, 342450, 444, 15.32, 0.133667, , 
958671, 342536, 432, 15.42, 0.134500, , 
957786, 342488, 448, 15.52, 0.136263, , 
955004, 342315, 436, 15.62, 0.141672, , 
953448, 342485, 432, 15.72, 0.146459, , 
950738, 342352, 418, 15.81, 0.151990, , 
948971, 342410, 407, 15.92, 0.156558, , 
946187, 342305, 410, 16.02, 0.162480, , 
942492, 342393, 421, 16.11, 0.171864, , 
939799, 342399, 401, 16.21, 0.178342, , 
936298, 342384, 402, 16.31, 0.186643, , 
932572, 342452, 411, 16.42, 0.196063, , 
927921, 342182, 399, 16.51, 0.205540, , 
926210, 342645, 404, 16.61, 0.212736, , 
922931, 342584, 390, 16.71, 0.220317, , 
919394, 342204, 395, 16.81, 0.226460, , 
918443, 342754, 381, 16.91, 0.232403, , 
916535, 342624, 384, 17.01, 0.236230, , 
915299, 342601, 375, 17.11, 0.239115, , 
914897, 342652, 371, 17.21, 0.240439, , 
914491, 342435, 376, 17.31, 0.240012, , 
915243, 342465, 371, 17.41, 0.238360, , 
915942, 342334, 370, 17.51, 0.235781, , 
917306, 342347, 373, 17.61, 0.232517, , 
919523, 342412, 367, 17.71, 0.227512, , 
919717, 342055, 377, 17.81, 0.224690, , 
921933, 342367, 377, 17.91, 0.221326, , 
925005, 342351, 364, 18.01, 0.213734, , 
929466, 342537, 361, 18.11, 0.204130, , 
931140, 342210, 367, 18.21, 0.197931, , 
933374, 342401, 370, 18.31, 0.193794, , 
936155, 342387, 363, 18.41, 0.187006, , 
940281, 342430, 367, 18.51, 0.177392, , 
942776, 342330, 365, 18.61, 0.170771, , 
945531, 342252, 352, 18.70, 0.163692, , 
949373, 342435, 358, 18.81, 0.155769, , 
951530, 342506, 349, 18.91, 0.151128, , 
954223, 342485, 354, 19.00, 0.144630, , 
954680, 342243, 360, 19.10, 0.141962, , 
957211, 342303, 350, 19.21, 0.136398, , 
958995, 342388, 358, 19.31, 0.132767, , 
960571, 342392, 351, 19.40, 0.129098, , 
961794, 342328, 346, 19.50, 0.125814, , 
964735, 342510, 344, 19.60, 0.120139, 3, 0.924
964528, 342133, 336, 19.70, 0.118143, , 
966632, 342334, 336, 19.80, 0.114561, , 
967745, 342223, 334, 19.90, 0.111242, , 
968500, 342149, 340, 20.00, 0.109000, , 
969366, 342247, 329, 20.10, 0.107633, , 
970623, 342303, 337, 20.20, 0.105085, , 
970964, 342407, 334, 20.30, 0.104978, , 
972481, 342465, 332, 20.40, 0.101846, , 
972676, 342535, 330, 20.50, 0.101855, , 
972473, 342505, 336, 20.60, 0.102127, , 
973610, 342268, 327, 20.70, 0.097940, , 
973603, 342475, 329, 20.80, 0.099317, , 
974747, 342498, 328, 20.90, 0.096825, , 
974466, 342411, 319, 21.00, 0.096902, , 
975303, 342461, 328, 21.10, 0.095299, , 
975543, 342361, 321, 21.20, 0.094088, , 
975166, 342170, 326, 21.30, 0.093702, , 
975516, 342415, 324, 21.40, 0.094505, , 
976788, 342448, 316, 21.50, 0.091789, , 
975090, 342117, 320, 21.60, 0.093529, , 
977505, 342438, 311, 21.70, 0.090072, , 
976710, 342537, 324, 21.80, 0.092554, , 
975818, 342130, 319, 21.90, 0.091935, , 
976853, 342335, 317, 22.00, 0.090897, , 
977297, 342395, 324, 22.10, 0.090269, , 
977050, 342357, 315, 22.20, 0.090588, , 
976438, 342339, 327, 22.30, 0.091880, , 
977349, 342412, 305, 22.39, 0.090261, , 
977292, 342281, 309, 22.49, 0.089531, , 
977188, 342296, 315, 22.59, 0.089869, , 
976136, 342181, 301, 22.69, 0.091537, , 
976822, 342407, 313, 22.79, 0.091442, , 
976240, 342639, 306, 22.89, 0.094307, , 
975508, 342529, 311, 22.99, 0.095273, , 
973901, 342292, 310, 23.09, 0.097425, , 
972528, 342329, 307, 23.19, 0.100843, , 
971002, 342549, 303, 23.29, 0.105823, , 
968500, 342513, 306, 23.39, 0.111393, , 
965680, 342325, 306, 23.49, 0.116720, , 
961870, 342251, 302, 23.59, 0.125129, , 
957634, 342436, 301, 23.69, 0.136278, , 
953098, 342445, 299, 23.79, 0.147022, , 
946746, 342358, 302, 23.89, 0.161499, , 
940434, 342483, 306, 23.99, 0.177374, , 
933812, 342283, 299, 24.09, 0.191962, , 
927206, 342305, 299, 24.19, 0.208083, , 
921045, 342434, 300, 24.29, 0.223935, , 
914098, 342566, 301, 24.39, 0.241840, , 
907713, 342422, 305, 24.49, 0.256669, , 
902828, 342396, 302, 24.59, 0.268642, , 
899113, 342388, 301, 24.69, 0.277868, , 
894849, 342332, 308, 24.79, 0.288198, , 
891349, 342477, 299, 24.88, 0.297970, , 
889158, 342453, 304, 24.99, 0.303351, , 
887810, 342475, 307, 25.08, 0.306910, , 
888354, 342590, 297, 25.18, 0.306287, , 
886981, 342442, 307, 25.29, 0.308796, , 
887949, 342547, 292, 25.39, 0.307031, , 
888110, 342225, 301, 25.48, 0.304507, , 
889171, 342340, 304, 25.58, 0.302576, , 
890752, 342500, 302, 25.68, 0.299629, , 
891918, 342242, 300, 25.78, 0.294990, , 
894208, 342579, 300, 25.88, 0.291434, , 
896447, 342664, 307, 25.98, 0.286364, , 
897642, 342518, 301, 26.08, 0.282407, , 
899280, 342467, 299, 26.18, 0.277970, 4, 0.938
901476, 342558, 299, 26.28, 0.273079, , 
902736, 342426, 299, 26.38, 0.269068, , 
904368, 342364, 305, 26.48, 0.264596, , 
906858, 342548, 296, 26.58, 0.259617, , 
908386, 342487, 300, 26.68, 0.255428, , 
909416, 342464, 302, 26.78, 0.252726, , 
911556, 342675, 297, 26.88, 0.248823, , 
911466, 342355, 300, 26.98, 0.246943, , 
913063, 342660, 298, 27.08, 0.245007, , 
913897, 342506, 293, 27.18, 0.241941, , 
913895, 342509, 304, 27.28, 0.241966, , 
915247, 342894, 303, 27.38, 0.241167, , 
914677, 342576, 299, 27.48, 0.240481, , 
914660, 342562, 296, 27.58, 0.240431, , 
914063, 342542, 304, 27.68, 0.241769, , 
912703, 342421, 301, 27.77, 0.244325, , 
911919, 342429, 304, 27.88, 0.246311, , 
911006, 342626, 294, 27.97, 0.249860, , 
909966, 342600, 298, 28.08, 0.252259, , 
907911, 342506, 298, 28.18, 0.256730, , 
905308, 342444, 297, 28.28, 0.262784, , 
902555, 342249, 296, 28.38, 0.268356, , 
900219, 342356, 304, 28.48, 0.274891, , 
897396, 342492, 294, 28.57, 0.282853, , 
893848, 342426, 297, 28.67, 0.291335, , 
889623, 342332, 295, 28.77, 0.301379, , 
886205, 342393, 301, 28.87, 0.310443, , 
880949, 342332, 299, 28.97, 0.323429, , 
877071, 342381, 302, 29.07, 0.333680, , 
872683, 342540, 302, 29.17, 0.346012, , 
866787, 342446, 304, 29.27, 0.360650, , 
859312, 342024, 296, 29.37, 0.377367, , 
852975, 342549, 301, 29.47, 0.397476, , 
845981, 342636, 295, 29.57, 0.416576, , 
837490, 342572, 304, 29.67, 0.438857, , 
828127, 342444, 300, 29.77, 0.463317, , 
817356, 342410, 299, 29.87, 0.492556, , 
807278, 342372, 297, 29.97, 0.520226, , 
794017, 342227, 302, 30.07, 0.556548, , 
780568, 342610, 302, 30.17, 0.597509, , 
766788, 342436, 303, 30.27, 0.636449, , 
750821, 342464, 297, 30.37, 0.683989, , 
732596, 342532, 293, 30.47, 0.739736, , 
715129, 342579, 304, 30.57, 0.794351, , 
695807, 342625, 304, 30.66, 0.856294, , 
678611, 342285, 301, 30.77, 0.910375, , 
663874, 342254, 299, 30.87, 0.959581, , 
643383, 342190, 302, 30.97, 1.029716, , 
631119, 342509, 301, 31.07, 1.075125, , 
618572, 342563, 303, 31.16, 1.120670, , 
606260, 342400, 297, 31.27, 1.164843, , 
599193, 342251, 302, 31.37, 1.190251, , 
593121, 342324, 296, 31.46, 1.213652, , 
589700, 342323, 298, 31.56, 1.226663, , 
588342, 342581, 301, 31.67, 1.233547, , 
589588, 342551, 301, 31.76, 1.228589, , 
593228, 342341, 310, 31.86, 1.213358, , 
597982, 342375, 303, 31.96, 1.195619, , 
605407, 342190, 294, 32.06, 1.166631, , 
614965, 342210, 298, 32.16, 1.131511, , 
620286, 342132, 304, 32.26, 1.111610, , 
634025, 342274, 300, 32.36, 1.063242, , 
646301, 342143, 295, 32.46, 1.019224, , 
657236, 342195, 312, 32.56, 0.981808, , 
666672, 342489, 305, 32.66, 0.951661, 5, 0.924
679161, 342304, 310, 32.76, 0.908677, , 
692965, 342402, 296, 32.86, 0.864039, , 
707384, 342307, 302, 32.96, 0.817069, , 
721550, 342367, 310, 33.06, 0.772842, , 
737937, 342410, 302, 33.16, 0.722587, , 
747026, 342432, 305, 33.26, 0.695183, , 
757731, 342365, 299, 33.36, 0.662722, , 
771023, 342604, 311, 33.46, 0.625158, , 
780511, 342608, 299, 33.56, 0.597660, , 
788200, 342465, 304, 33.66, 0.574660, , 
795941, 342493, 307, 33.76, 0.552850, , 
805449, 342292, 311, 33.86, 0.524805, , 
815679, 342333, 300, 33.96, 0.496672, , 
825546, 342501, 306, 34.06, 0.470716, , 
835654, 342512, 307, 34.16, 0.443402, , 
839436, 342732, 303, 34.26, 0.434685, , 
846333, 342599, 309, 34.36, 0.415397, , 
852512, 342433, 308, 34.46, 0.397935, , 
860969, 342438, 307, 34.56, 0.375754, , 
868701, 342263, 306, 34.66, 0.354483, , 
872870, 342348, 308, 34.76, 0.344268, , 
878599, 342436, 320, 34.85, 0.330124, , 
875825, 342255, 310, 34.95, 0.336051, , 
891568, 342234, 311, 35.05, 0.295820, , 
893945, 342397, 309, 35.15, 0.290900, , 
897453, 342493, 303, 35.25, 0.282717, , 
902598, 342385, 309, 35.35, 0.269143, , 
906043, 342293, 311, 35.45, 0.259965, , 
910879, 342732, 304, 35.55, 0.250869, , 
914825, 342691, 309, 35.65, 0.240872, , 
916563, 342570, 309, 35.75, 0.235806, , 
918759, 342530, 307, 35.85, 0.230158, , 
922401, 342331, 310, 35.95, 0.219947, , 
924794, 342418, 309, 36.05, 0.214688, , 
926068, 342288, 304, 36.15, 0.210735, , 
929303, 342288, 306, 36.25, 0.202888, , 
931800, 342248, 304, 36.35, 0.196586, , 
933130, 342446, 311, 36.45, 0.194678, , 
935441, 342399, 300, 36.55, 0.188802, , 
936837, 342269, 312, 36.65, 0.184592, , 
938229, 342470, 308, 36.75, 0.182572, , 
940344, 342403, 314, 36.85, 0.177064, , 
941633, 342320, 306, 36.94, 0.173436, , 
942039, 342237, 310, 37.04, 0.171920, , 
942942, 342253, 307, 37.15, 0.169869, , 
944008, 342194, 305, 37.25, 0.166938, , 
945514, 342455, 308, 37.34, 0.165067, , 
947912, 342389, 311, 37.45, 0.158933, , 
948849, 342360, 309, 37.54, 0.156519, , 
948636, 342305, 304, 37.64, 0.156662, , 
948345, 342303, 311, 37.75, 0.157340, , 
951437, 342236, 310, 37.84, 0.149574, , 
952324, 342238, 309, 37.95, 0.147490, , 
951799, 342183, 308, 38.05, 0.148369, , 
952684, 342360, 314, 38.14, 0.147441, , 
954204, 342124, 309, 38.24, 0.142302, , 
955382, 342446, 307, 38.34, 0.141642, , 
955849, 342208, 306, 38.44, 0.138978, , 
955634, 342402, 316, 38.54, 0.140760, , 
956683, 342445, 319, 38.64, 0.138573, , 
957532, 342359, 307, 38.74, 0.136012, , 
960110, 342775, 311, 38.84, 0.132694, , 
958498, 342403, 308, 38.94, 0.134032, , 
958340, 342260, 304, 39.04, 0.133463, , 
959871, 342364, 317, 39.14, 0.130554, , 
959902, 342349, 311, 39.24, 0.130383, 6, 0.938
960871, 342574, 307, 39.34, 0.129591, , 
960351, 342251, 315, 39.44, 0.128686, , 
961387, 342457, 313, 39.54, 0.127614, , 
961739, 342480, 310, 39.64, 0.126941, , 
962586, 342539, 319, 39.74, 0.125348, , 
961582, 342272, 305, 39.84, 0.125941, , 
962869, 342389, 307, 39.94, 0.123701, , 
962122, 342327, 301, 40.04, 0.125040, , 
962269, 342362, 318, 40.14, 0.124926, , 
962115, 342209, 306, 40.23, 0.124280, , 
964780, 342519, 314, 40.33, 0.120093, , 
963330, 342376, 303, 40.44, 0.122538, , 
963014, 342323, 315, 40.53, 0.122928, , 
963474, 342472, 313, 40.63, 0.122832, , 
965257, 342378, 314, 40.74, 0.118054, , 
964457, 342391, 310, 40.83, 0.120005, , 
963996, 342399, 311, 40.94, 0.121134, , 
964590, 342375, 313, 41.03, 0.119590, , 
965023, 342449, 314, 41.13, 0.119066, , 
965145, 342431, 310, 41.23, 0.118663, , 
966042, 342339, 314, 41.33, 0.115968, , 
965730, 342256, 307, 41.43, 0.116149, , 
966696, 342547, 319, 41.53, 0.115812, , 
966238, 342416, 315, 41.63, 0.116018, , 
966426, 342361, 311, 41.73, 0.115218, , 
965207, 342214, 310, 41.83, 0.117092, , 
966364, 342497, 318, 41.93, 0.116257, , 
966812, 342513, 317, 42.03, 0.115319, , 
966576, 342687, 315, 42.13, 0.117011, , 
966522, 342469, 324, 42.23, 0.115705, , 
965946, 342337, 314, 42.33, 0.116179, , 
966015, 342549, 310, 42.43, 0.117411, , 
965928, 342474, 321, 42.53, 0.117121, , 
965711, 342276, 320, 42.63, 0.116325, , 
965650, 342573, 321, 42.73, 0.118419, , 
965765, 342466, 320, 42.83, 0.117448, , 
964726, 342426, 322, 42.93, 0.119608, , 
964738, 342551, 324, 43.03, 0.120401, , 
964524, 342544, 324, 43.13, 0.120854, , 
964762, 342425, 320, 43.23, 0.119517, , 
963313, 342450, 314, 43.33, 0.123064, , 
962651, 342510, 322, 43.43, 0.125005, , 
962395, 342275, 323, 43.53, 0.124059, , 
962872, 342400, 330, 43.62, 0.123766, , 
961267, 342419, 314, 43.72, 0.127645, , 
960710, 342427, 324, 43.83, 0.129002, , 
961030, 342354, 327, 43.92, 0.127773, , 
959975, 342288, 323, 44.03, 0.129811, , 
960031, 342391, 328, 44.12, 0.130357, , 
959943, 342507, 322, 44.22, 0.131325, , 
958575, 342271, 324, 44.32, 0.132983, , 
959230, 342449, 322, 44.42, 0.132616, , 
959033, 342519, 323, 44.52, 0.133538, , 
959264, 342673, 321, 44.62, 0.134008, , 
957900, 342458, 325, 44.72, 0.135798, , 
958124, 342479, 335, 44.82, 0.135410, , 
958133, 342501, 326, 44.92, 0.135533, , 
957087, 342411, 331, 45.02, 0.137400, , 
958277, 342594, 322, 45.12, 0.135806, , 
957903, 342582, 331, 45.22, 0.136605, , 
957464, 342370, 328, 45.32, 0.136244, , 
957682, 342387, 331, 45.42, 0.135843, , 
958076, 342271, 326, 45.52, 0.134155, , 
958121, 342380, 326, 45.62, 0.134766, , 
959170, 342474, 326, 45.72, 0.132921, 7, 0.924
958489, 342484, 331, 45.82, 0.134585, , 
958192, 342160, 337, 45.92, 0.133153, , 
959982, 342379, 338, 46.02, 0.130393, , 
959997, 342400, 334, 46.12, 0.130495, , 
959378, 342369, 332, 46.22, 0.131743, , 
960040, 342353, 334, 46.32, 0.130086, , 
962033, 342548, 338, 46.42, 0.126700, , 
962267, 342269, 340, 46.52, 0.124319, , 
962287, 342496, 342, 46.61, 0.125764, , 
963542, 342591, 338, 46.72, 0.123455, , 
964875, 342694, 341, 46.82, 0.121021, , 
965045, 342880, 340, 46.91, 0.121845, , 
965206, 342478, 339, 47.01, 0.118830, , 
965541, 342440, 340, 47.11, 0.117799, , 
966030, 342524, 341, 47.21, 0.117212, , 
966714, 342581, 338, 47.31, 0.115993, , 
967258, 342331, 339, 47.41, 0.113085, , 
967399, 342371, 344, 47.51, 0.113019, , 
967592, 342359, 338, 47.61, 0.112492, , 
968611, 342399, 338, 47.71, 0.110386, , 
969330, 342425, 349, 47.81, 0.108887, , 
968966, 342393, 339, 47.91, 0.109522, , 
970541, 342647, 344, 48.01, 0.107536, , 
970337, 342549, 348, 48.11, 0.107365, , 
970667, 342561, 340, 48.21, 0.106679, , 
971032, 342450, 351, 48.31, 0.105103, , 
971175, 342434, 353, 48.41, 0.104667, , 
971782, 342417, 346, 48.51, 0.103149, , 
971413, 342321, 341, 48.61, 0.103372, , 
971903, 342522, 348, 48.71, 0.103559, , 
971435, 342223, 355, 48.81, 0.102677, , 
972641, 342433, 352, 48.91, 0.101266, , 
972426, 342360, 350, 49.01, 0.101283, , 
972534, 342449, 342, 49.11, 0.101618, , 
972909, 342511, 361, 49.21, 0.101158, , 
973573, 342449, 353, 49.31, 0.099215, , 
973371, 342390, 346, 49.41, 0.099295, , 
973094, 342405, 352, 49.51, 0.100034, , 
973009, 342275, 357, 49.61, 0.099376, , 
973818, 342348, 357, 49.71, 0.097985, , 
972465, 341966, 349, 49.80, 0.098602, , 
974102, 342309, 361, 49.91, 0.097073, , 
974648, 342382, 347, 50.01, 0.096291, , 
974041, 342372, 349, 50.11, 0.097628, , 
974979, 342522, 361, 50.20, 0.096447, , 
974341, 342056, 355, 50.31, 0.094857, , 
974659, 342402, 365, 50.40, 0.096398, , 
974779, 342375, 361, 50.50, 0.095943, , 
974782, 342282, 359, 50.60, 0.095325, , 
975110, 342437, 364, 50.70, 0.095586, , 
975312, 342397, 359, 50.80, 0.094857, , 
974989, 342284, 356, 50.90, 0.094860, , 
975748, 342460, 366, 51.00, 0.094266, , 
975526, 342428, 368, 51.10, 0.094567, , 
975736, 342449, 370, 51.20, 0.094221, , 
975263, 342342, 364, 51.30, 0.094609, , 
