FlowCell Text Data File: 227l6.csv
Software Version: 1.56A
Date: 2024-02-19
Time: 17:02:43
User: 

Experiment name: 

*** CENTRIFUGE SETTINGS ***
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% v/v
Time: 2:30
w2t:  x 10^0
Number of Tubes: 2
Sample Volume: 0.1 ml
Temperature: 4.0 deg C

*** FRACTIONATION SETTINGS ***
Volume displaced/mm: 0.143 ml/mm
Tubing length: 290 mm
Total Dead Volume (= last fraction): 0.299 ml
Scan Speed: 0.30 mm/sec
Total Distance: 78.3 mm
Upper Limit to Slow-down Distance: 43.90 mm
Start mode: Slow-down distance
Fail-safe Distance (M): 0 mm
Number of fractions: 12
Distance/fraction: 6.53 mm
Start Distance: 0.00 mm
Volume/fraction: 0.931 ml
Data Samples/mm: 10.04

*** SCANNING SETTINGS ***
Scanning mode: UV OD WITH SINGLE FLUORESCENCE SCAN
Channel A (LED1) Wavelength: 260 nm
Channel B (LED2) Fluor: EGFP
Excitation (LED2) Wavelength: 470 nm
Excitation filter A: 470/40 nm
Emission filter A: 525/50 nm
Sensitivity: 1
Integration time: 332 ms
Averaging: 1 samples
LED1 (260 nm) On Time: 8 ms
PD2 (470 nm) On Time: 332 ms
Sample A Zero: 980673
Source A Zero: 330068.7
Fluorescence Zero: 1994

Data Columns:
SampleA, SourceA, SampleFluor, Position, AbsA, Fraction Number, Fraction Volume (ml)
796080, 342837, 2701, 7.45, 0.554716, , 
802229, 342817, 2652, 7.55, 0.537269, , 
806688, 342877, 2540, 7.65, 0.525189, , 
814634, 343178, 2413, 7.75, 0.505105, , 
817428, 342910, 2388, 7.85, 0.495641, , 
829544, 342952, 2203, 7.95, 0.462806, , 
835340, 342750, 2156, 8.05, 0.445811, , 
842519, 342964, 2050, 8.15, 0.427957, , 
847244, 342820, 1999, 8.25, 0.414427, , 
854034, 342778, 1864, 8.35, 0.396187, , 
857030, 342734, 1836, 8.45, 0.388018, , 
862237, 342885, 1758, 8.55, 0.375378, , 
865656, 342743, 1776, 8.65, 0.365539, , 
867538, 343003, 1742, 8.75, 0.362359, , 
871293, 342973, 1681, 8.85, 0.352442, , 
875595, 342794, 1644, 8.95, 0.340183, , 
881677, 342782, 1593, 9.05, 0.324527, , 
884510, 342732, 1566, 9.15, 0.316979, , 
889934, 342946, 1457, 9.25, 0.304626, , 
893100, 342840, 1410, 9.35, 0.295938, , 
897970, 342934, 1386, 9.45, 0.284317, , 
897849, 342783, 1371, 9.54, 0.283629, , 
900635, 342797, 1333, 9.65, 0.276749, , 
901542, 342945, 1333, 9.75, 0.275455, , 
904951, 342680, 1252, 9.85, 0.265222, , 
906698, 342659, 1227, 9.95, 0.260744, , 
910467, 342786, 1188, 10.05, 0.252242, , 
911760, 342772, 1156, 10.14, 0.248957, , 
914816, 342757, 1101, 10.24, 0.241328, , 
916002, 342590, 1096, 10.35, 0.237315, , 
919177, 342950, 1062, 10.44, 0.231892, , 
921643, 342811, 1041, 10.55, 0.224950, , 
924836, 342726, 1013, 10.65, 0.216609, , 
926172, 342720, 1013, 10.75, 0.213321, , 
929523, 343003, 967, 10.84, 0.207051, , 
930488, 342756, 942, 10.94, 0.203095, , 
932480, 342510, 917, 11.04, 0.196666, , 
935395, 342975, 892, 11.14, 0.192696, , 
937051, 343048, 882, 11.24, 0.189194, , 
938455, 342926, 874, 11.34, 0.185024, , 
939112, 342741, 869, 11.44, 0.182235, , 
940026, 342679, 875, 11.54, 0.179638, , 
940671, 342831, 866, 11.64, 0.179093, , 
943288, 342896, 827, 11.74, 0.173267, , 
943619, 342871, 825, 11.84, 0.172314, , 
944235, 342428, 809, 11.94, 0.167936, , 
946100, 342652, 792, 12.04, 0.164967, , 
948793, 342842, 762, 12.14, 0.159818, , 
947730, 342767, 792, 12.24, 0.161848, , 
947411, 342804, 787, 12.34, 0.162848, , 
949096, 342781, 783, 12.44, 0.158699, , 
948197, 342903, 784, 12.54, 0.161632, , 
949593, 342875, 775, 12.64, 0.158137, , 
951018, 342943, 733, 12.73, 0.155209, , 
950858, 342770, 729, 12.84, 0.154452, , 
952515, 342806, 721, 12.94, 0.150770, , 
953409, 342660, 710, 13.04, 0.147700, , 
953486, 342686, 714, 13.13, 0.147689, 2, 0.939
952360, 342629, 713, 13.23, 0.149974, , 
953028, 342772, 701, 13.33, 0.149335, , 
953494, 342849, 677, 13.44, 0.148741, , 
953187, 342731, 665, 13.53, 0.148691, , 
955132, 342775, 646, 13.63, 0.144392, , 
953174, 342641, 683, 13.73, 0.148130, , 
954565, 342799, 686, 13.83, 0.145886, , 
954636, 342478, 653, 13.93, 0.143611, , 
955629, 342679, 640, 14.03, 0.142591, , 
955883, 342721, 625, 14.13, 0.142269, , 
958425, 342968, 601, 14.23, 0.137914, , 
956646, 342864, 610, 14.33, 0.141412, , 
955929, 342639, 606, 14.43, 0.141622, , 
956338, 342904, 615, 14.53, 0.142399, , 
955965, 342903, 602, 14.63, 0.143271, , 
955511, 342868, 596, 14.73, 0.144110, , 
955031, 342770, 557, 14.83, 0.144597, , 
956362, 343123, 546, 14.93, 0.143780, , 
954311, 342826, 523, 15.03, 0.146662, , 
953369, 342863, 530, 15.13, 0.149128, , 
951479, 342921, 571, 15.23, 0.153974, , 
949663, 342727, 593, 15.33, 0.157000, , 
948906, 342625, 589, 15.43, 0.158125, , 
950416, 342973, 570, 15.53, 0.156831, , 
948324, 342620, 559, 15.63, 0.159473, , 
947635, 342736, 543, 15.73, 0.161870, , 
946301, 342876, 529, 15.83, 0.165959, , 
943902, 342768, 511, 15.93, 0.170963, , 
940863, 342702, 489, 16.03, 0.177787, , 
939723, 342923, 497, 16.13, 0.181966, , 
935499, 342701, 477, 16.22, 0.190647, , 
932997, 342530, 485, 16.33, 0.195550, , 
929786, 342567, 486, 16.43, 0.203552, , 
928000, 342848, 477, 16.53, 0.209724, , 
924605, 342354, 475, 16.62, 0.214727, , 
924742, 342817, 462, 16.72, 0.217435, , 
923164, 342958, 464, 16.82, 0.222204, , 
922756, 342864, 457, 16.92, 0.222582, , 
920148, 342632, 451, 17.03, 0.227428, , 
921217, 342811, 439, 17.12, 0.225991, , 
920047, 342620, 446, 17.22, 0.227597, , 
921105, 342588, 434, 17.32, 0.224800, , 
923449, 342833, 435, 17.42, 0.220689, , 
925923, 343184, 448, 17.52, 0.216971, , 
926421, 342832, 443, 17.62, 0.213452, , 
928768, 342887, 435, 17.72, 0.208118, , 
931678, 342741, 442, 17.82, 0.200120, , 
934374, 342767, 440, 17.92, 0.193788, , 
936322, 342717, 444, 18.02, 0.188773, , 
938893, 342704, 449, 18.12, 0.182517, , 
941438, 342803, 430, 18.22, 0.177075, , 
942762, 342651, 451, 18.32, 0.172914, , 
947466, 342782, 459, 18.42, 0.162573, , 
950053, 342812, 445, 18.52, 0.156634, , 
952191, 342646, 431, 18.62, 0.150485, , 
954170, 342702, 427, 18.72, 0.146181, , 
957769, 342720, 421, 18.82, 0.137827, , 
960038, 342808, 414, 18.91, 0.133079, , 
961024, 342740, 412, 19.02, 0.130323, , 
964006, 342772, 410, 19.12, 0.123561, , 
965350, 342848, 395, 19.22, 0.120924, , 
966879, 342864, 407, 19.32, 0.117468, , 
969281, 342825, 412, 19.42, 0.111628, , 
969214, 342706, 406, 19.51, 0.111002, , 
972048, 342974, 405, 19.61, 0.106191, 3, 0.924
972174, 342749, 400, 19.71, 0.104422, , 
973924, 342827, 399, 19.81, 0.100887, , 
974160, 342941, 396, 19.91, 0.101090, , 
973933, 342823, 385, 20.01, 0.100840, , 
973609, 342721, 387, 20.11, 0.100919, , 
974306, 342859, 385, 20.21, 0.100214, , 
975868, 342660, 378, 20.31, 0.095303, , 
975701, 342642, 390, 20.41, 0.095570, , 
976546, 342682, 386, 20.51, 0.093884, , 
976527, 342751, 385, 20.61, 0.094381, , 
978418, 342776, 371, 20.71, 0.090192, , 
979100, 342883, 371, 20.81, 0.089326, , 
979088, 342722, 367, 20.91, 0.088297, , 
978698, 342548, 367, 21.01, 0.088050, , 
979518, 342523, 359, 21.11, 0.086001, , 
980040, 342778, 357, 21.21, 0.086477, , 
981293, 342795, 367, 21.31, 0.083713, , 
981808, 342877, 365, 21.41, 0.083071, , 
981506, 342874, 362, 21.51, 0.083744, , 
981937, 343019, 364, 21.61, 0.083707, , 
982488, 342671, 355, 21.71, 0.080160, , 
981726, 342775, 342, 21.81, 0.082589, , 
982885, 343062, 350, 21.90, 0.081818, , 
982709, 342708, 329, 22.00, 0.079897, , 
982618, 342883, 334, 22.11, 0.081254, , 
982238, 342734, 333, 22.20, 0.081147, , 
982321, 342735, 312, 22.31, 0.080963, , 
982369, 342879, 342, 22.40, 0.081799, , 
982380, 342853, 343, 22.51, 0.081603, , 
982361, 342904, 340, 22.61, 0.081981, , 
982390, 342804, 374, 22.71, 0.081258, , 
981689, 342745, 392, 22.81, 0.082477, , 
980991, 342838, 383, 22.90, 0.084688, , 
980818, 342877, 367, 23.00, 0.085341, , 
978423, 342577, 353, 23.10, 0.088873, , 
978638, 342739, 341, 23.20, 0.089443, , 
977160, 342872, 247, 23.30, 0.093717, , 
975608, 342751, 342, 23.40, 0.096500, , 
972742, 342593, 345, 23.50, 0.102083, , 
972481, 342740, 330, 23.60, 0.103652, , 
968636, 342849, 331, 23.70, 0.113283, , 
965534, 342797, 333, 23.80, 0.120161, , 
960614, 342705, 341, 23.90, 0.131053, , 
956154, 342643, 330, 24.00, 0.141119, , 
950246, 342581, 245, 24.10, 0.154660, , 
945957, 342577, 408, 24.20, 0.164814, , 
940302, 342747, 317, 24.30, 0.179424, , 
935014, 342546, 361, 24.40, 0.190796, , 
930183, 342738, 324, 24.50, 0.203714, , 
925444, 342598, 401, 24.60, 0.214290, , 
921451, 342871, 353, 24.70, 0.225813, , 
917504, 342741, 362, 24.80, 0.234620, , 
914085, 342659, 321, 24.90, 0.242483, , 
910901, 342790, 296, 25.00, 0.251196, , 
909180, 342556, 291, 25.10, 0.253915, , 
908519, 342769, 332, 25.19, 0.256951, , 
908854, 342862, 341, 25.30, 0.256731, , 
909228, 342964, 328, 25.40, 0.256475, , 
910514, 342896, 327, 25.49, 0.252848, , 
910539, 342620, 321, 25.59, 0.250974, , 
913531, 342699, 316, 25.70, 0.244110, , 
914463, 342433, 293, 25.80, 0.240068, , 
918841, 342973, 320, 25.89, 0.232866, , 
920030, 342556, 302, 26.00, 0.227218, , 
924215, 342738, 334, 26.09, 0.218200, , 
926819, 342677, 334, 26.20, 0.211467, 4, 0.938
929783, 342798, 359, 26.29, 0.205076, , 
932994, 342896, 348, 26.39, 0.197961, , 
936169, 342802, 322, 26.49, 0.189699, , 
937643, 342814, 327, 26.59, 0.186237, , 
940847, 342971, 285, 26.69, 0.179591, , 
942213, 342817, 291, 26.79, 0.175315, , 
943176, 342756, 321, 26.89, 0.172616, , 
945590, 342757, 305, 26.99, 0.166870, , 
946842, 342930, 322, 27.09, 0.165027, , 
947365, 342821, 326, 27.19, 0.163069, , 
948347, 342790, 315, 27.29, 0.160534, , 
950037, 342999, 306, 27.39, 0.157899, , 
950300, 342913, 261, 27.49, 0.156712, , 
950678, 342837, 347, 27.59, 0.155318, , 
950619, 342869, 300, 27.69, 0.155668, , 
951206, 342902, 325, 27.79, 0.154495, , 
950505, 342999, 331, 27.89, 0.156791, , 
950088, 342686, 322, 27.99, 0.155724, , 
949827, 342831, 341, 28.09, 0.157294, , 
949957, 342902, 318, 28.19, 0.157452, , 
949133, 342955, 324, 28.29, 0.159753, , 
948213, 342821, 244, 28.39, 0.161056, , 
946281, 342697, 312, 28.49, 0.164832, , 
945997, 342860, 310, 28.58, 0.166577, , 
944489, 342758, 321, 28.69, 0.169498, , 
943849, 342914, 309, 28.78, 0.172047, , 
941956, 342953, 309, 28.89, 0.176821, , 
940118, 342850, 306, 28.99, 0.180541, , 
938053, 342798, 311, 29.08, 0.185148, , 
936992, 342810, 298, 29.19, 0.187774, , 
934128, 342728, 292, 29.29, 0.194125, , 
931929, 342715, 321, 29.38, 0.199343, , 
931029, 342811, 313, 29.48, 0.202148, , 
928633, 342954, 347, 29.58, 0.208885, , 
925146, 342718, 331, 29.68, 0.215802, , 
921074, 342756, 361, 29.78, 0.225979, , 
917153, 342690, 293, 29.88, 0.235146, , 
912616, 342596, 268, 29.98, 0.245689, , 
907460, 342778, 309, 30.08, 0.259634, , 
901108, 342881, 305, 30.18, 0.276118, , 
892224, 342442, 312, 30.28, 0.295532, , 
884162, 342542, 325, 30.38, 0.316616, , 
873497, 342729, 310, 30.48, 0.345155, , 
860575, 342857, 308, 30.58, 0.379536, , 
848402, 342877, 296, 30.68, 0.411727, , 
831039, 342875, 329, 30.78, 0.458248, , 
817209, 342888, 312, 30.88, 0.496100, , 
802113, 342927, 326, 30.98, 0.538316, , 
791077, 342912, 329, 31.08, 0.569396, , 
778076, 342840, 339, 31.18, 0.606215, , 
770823, 342651, 340, 31.27, 0.626051, , 
762913, 342754, 296, 31.38, 0.649940, , 
761783, 342907, 334, 31.48, 0.654280, , 
759394, 343119, 273, 31.58, 0.662739, , 
761096, 342844, 329, 31.68, 0.655897, , 
762463, 342728, 304, 31.78, 0.651097, , 
767004, 342669, 332, 31.88, 0.637346, , 
773319, 342934, 330, 31.97, 0.620633, , 
781135, 342971, 317, 32.07, 0.598245, , 
788703, 342783, 317, 32.17, 0.575313, , 
797888, 342983, 281, 32.27, 0.550569, , 
807219, 343118, 341, 32.38, 0.525289, , 
816811, 342956, 309, 32.47, 0.497643, , 
826640, 343162, 335, 32.57, 0.472075, , 
835177, 342990, 330, 32.67, 0.447825, 5, 0.924
843374, 342785, 321, 32.77, 0.424500, , 
850584, 342648, 341, 32.87, 0.404443, , 
858954, 342955, 309, 32.97, 0.384422, , 
866134, 342919, 311, 33.07, 0.365452, , 
872624, 342839, 278, 33.17, 0.348128, , 
878541, 342826, 335, 33.27, 0.332834, , 
884224, 342703, 303, 33.37, 0.317516, , 
889511, 342804, 335, 33.47, 0.304763, , 
895004, 342920, 309, 33.57, 0.291670, , 
899068, 342644, 323, 33.67, 0.279663, , 
904362, 342945, 299, 33.77, 0.268427, , 
908570, 342954, 316, 33.87, 0.258039, , 
912193, 342793, 316, 33.97, 0.248026, , 
917608, 343103, 308, 34.07, 0.236741, , 
919901, 342745, 321, 34.17, 0.228775, , 
923627, 342968, 346, 34.27, 0.221141, , 
926461, 342774, 327, 34.37, 0.212974, , 
929664, 343014, 329, 34.47, 0.206782, , 
931448, 342581, 320, 34.56, 0.199625, , 
934469, 342772, 259, 34.67, 0.193592, , 
937993, 342974, 314, 34.77, 0.186447, , 
939470, 342857, 304, 34.86, 0.182139, , 
940617, 342569, 316, 34.97, 0.177502, , 
945029, 342945, 321, 35.06, 0.169439, , 
945606, 342546, 316, 35.16, 0.165446, , 
947956, 342860, 320, 35.27, 0.161922, , 
950545, 342936, 283, 35.37, 0.156283, , 
950838, 342608, 333, 35.46, 0.153436, , 
951601, 342534, 325, 35.56, 0.151145, , 
952456, 342776, 335, 35.66, 0.150713, , 
954984, 342839, 342, 35.76, 0.145161, , 
956252, 342881, 345, 35.86, 0.142451, , 
957329, 342787, 343, 35.96, 0.139301, , 
958469, 342729, 345, 36.06, 0.136242, , 
959687, 342698, 311, 36.16, 0.133180, , 
961382, 342991, 298, 36.26, 0.131132, , 
961922, 342578, 341, 36.36, 0.127157, , 
962495, 342800, 333, 36.46, 0.127275, , 
963445, 342879, 327, 36.56, 0.125573, , 
963868, 342670, 330, 36.66, 0.123213, , 
964710, 342816, 327, 36.76, 0.122207, , 
965501, 342851, 343, 36.86, 0.120592, , 
966893, 342924, 313, 36.96, 0.117829, , 
966027, 342744, 342, 37.06, 0.118664, , 
967831, 343002, 336, 37.16, 0.116159, , 
968004, 342927, 337, 37.26, 0.115264, , 
968482, 342865, 364, 37.35, 0.113746, , 
967884, 342718, 341, 37.46, 0.114171, , 
969663, 342978, 352, 37.56, 0.111745, , 
969209, 342794, 335, 37.65, 0.111592, , 
970299, 342836, 328, 37.76, 0.109338, , 
970808, 342912, 313, 37.86, 0.108656, , 
972069, 342899, 340, 37.95, 0.105650, , 
972823, 342854, 336, 38.05, 0.103610, , 
973504, 342935, 341, 38.15, 0.102566, , 
974200, 342847, 337, 38.25, 0.100380, , 
973033, 342772, 349, 38.36, 0.102586, , 
972630, 342456, 342, 38.45, 0.101442, , 
973468, 342715, 304, 38.56, 0.101205, , 
974643, 343049, 366, 38.65, 0.100683, , 
974450, 342785, 382, 38.75, 0.099396, , 
975805, 343012, 363, 38.85, 0.097759, , 
976198, 342974, 385, 38.95, 0.096603, , 
975961, 342914, 363, 39.05, 0.096756, , 
976216, 342868, 379, 39.15, 0.095866, , 
976302, 342774, 361, 39.25, 0.095051, 6, 0.938
976463, 343001, 358, 39.35, 0.096170, , 
976265, 342836, 323, 39.45, 0.095543, , 
976526, 342804, 366, 39.55, 0.094731, , 
976773, 343041, 363, 39.65, 0.095718, , 
977112, 342984, 370, 39.75, 0.094563, , 
977492, 342941, 370, 39.85, 0.093406, , 
976740, 342715, 361, 39.95, 0.093654, , 
978088, 342903, 377, 40.05, 0.091784, , 
978429, 343065, 358, 40.15, 0.092063, , 
979328, 343092, 370, 40.25, 0.090173, , 
977363, 342687, 355, 40.35, 0.092035, , 
977198, 342628, 373, 40.45, 0.092028, , 
978155, 342942, 384, 40.54, 0.091886, , 
979322, 342930, 406, 40.65, 0.089124, , 
977401, 342590, 385, 40.75, 0.091311, , 
979109, 342955, 367, 40.85, 0.089778, , 
979045, 343091, 395, 40.95, 0.090817, , 
978503, 342869, 364, 41.04, 0.090607, , 
979439, 342993, 351, 41.14, 0.089269, , 
979831, 343059, 379, 41.25, 0.088801, , 
978901, 342835, 378, 41.34, 0.089468, , 
979942, 342949, 374, 41.45, 0.087825, , 
980549, 343172, 390, 41.55, 0.087894, , 
980151, 343029, 373, 41.64, 0.087870, , 
979015, 342574, 388, 41.74, 0.087492, , 
980237, 342892, 339, 41.84, 0.086773, , 
979922, 342928, 399, 41.94, 0.087733, , 
979291, 342657, 258, 42.04, 0.087403, , 
979813, 342577, 521, 42.14, 0.085678, , 
980356, 343023, 398, 42.24, 0.087360, , 
980418, 342916, 405, 42.34, 0.086515, , 
980498, 342975, 408, 42.44, 0.086719, , 
980663, 342986, 390, 42.54, 0.086412, , 
981166, 343120, 398, 42.64, 0.086137, , 
980526, 342747, 344, 42.74, 0.085158, , 
979791, 342901, 391, 42.84, 0.087856, , 
980687, 342975, 386, 42.94, 0.086285, , 
980771, 343151, 388, 43.04, 0.087247, , 
979730, 342963, 395, 43.14, 0.088403, , 
980576, 343132, 400, 43.24, 0.087570, , 
979056, 342818, 388, 43.34, 0.089000, , 
978215, 342640, 391, 43.44, 0.089766, , 
978575, 343099, 405, 43.53, 0.091950, , 
976280, 342816, 365, 43.64, 0.095377, , 
975803, 342930, 410, 43.73, 0.097225, , 
975307, 343128, 403, 43.83, 0.099668, , 
974319, 343044, 417, 43.94, 0.101398, , 
972878, 342895, 416, 44.03, 0.103751, , 
970712, 342906, 396, 44.13, 0.108840, , 
971260, 343269, 403, 44.24, 0.109951, , 
968981, 342702, 362, 44.33, 0.111517, , 
969591, 343104, 404, 44.43, 0.112739, , 
968460, 342853, 394, 44.54, 0.113719, , 
968600, 342964, 397, 44.63, 0.114122, , 
967622, 342593, 389, 44.73, 0.113960, , 
968246, 342924, 410, 44.83, 0.114682, , 
969367, 343151, 398, 44.93, 0.113567, , 
969070, 342931, 396, 45.03, 0.112814, , 
969255, 342998, 410, 45.13, 0.112824, , 
970330, 343033, 378, 45.23, 0.110559, , 
970276, 342885, 428, 45.33, 0.109713, , 
970779, 342879, 402, 45.43, 0.108507, , 
971645, 342981, 416, 45.53, 0.107170, , 
971792, 342924, 434, 45.63, 0.106455, , 
973638, 343218, 406, 45.73, 0.104113, 7, 0.923
973545, 342983, 412, 45.83, 0.102787, , 
974175, 342932, 357, 45.93, 0.100996, , 
974392, 343083, 409, 46.03, 0.101486, , 
974384, 342898, 420, 46.13, 0.100290, , 
975041, 343066, 403, 46.23, 0.099876, , 
975050, 342819, 425, 46.33, 0.098234, , 
976169, 343246, 415, 46.43, 0.098454, , 
975312, 342949, 399, 46.53, 0.098483, , 
975033, 342874, 374, 46.63, 0.098634, , 
975347, 343041, 420, 46.73, 0.099005, , 
975433, 342956, 421, 46.83, 0.098249, , 
975740, 342915, 424, 46.93, 0.097272, , 
975485, 342989, 446, 47.02, 0.098346, , 
976221, 343083, 413, 47.12, 0.097265, , 
976390, 343148, 434, 47.22, 0.097302, , 
975816, 342854, 396, 47.33, 0.096696, , 
976221, 343015, 390, 47.42, 0.096819, , 
976257, 342983, 407, 47.52, 0.096526, , 
976278, 343021, 414, 47.63, 0.096727, , 
975464, 342747, 414, 47.72, 0.096806, , 
975777, 342853, 409, 47.82, 0.096780, , 
976113, 342918, 414, 47.92, 0.096432, , 
976506, 343105, 406, 48.02, 0.096753, , 
976109, 342807, 378, 48.12, 0.095712, , 
976916, 343068, 418, 48.22, 0.095565, , 
978019, 343360, 408, 48.32, 0.094940, , 
976908, 342960, 421, 48.42, 0.094875, , 
977183, 342914, 426, 48.52, 0.093940, , 
977351, 342894, 428, 48.62, 0.093422, , 
977472, 342972, 424, 48.72, 0.093655, , 
977867, 343071, 421, 48.82, 0.093395, , 
977309, 342799, 366, 48.92, 0.092895, , 
978303, 343038, 411, 49.02, 0.092176, , 
978181, 342897, 414, 49.12, 0.091531, , 
978062, 342863, 422, 49.22, 0.091582, , 
978654, 343107, 417, 49.32, 0.091821, , 
978986, 343119, 418, 49.42, 0.091136, , 
978687, 342989, 407, 49.52, 0.090971, , 
978030, 342845, 366, 49.62, 0.091537, , 
977856, 342719, 421, 49.72, 0.091110, , 
978761, 343004, 431, 49.82, 0.090899, , 
978611, 342975, 441, 49.92, 0.091054, , 
979187, 343079, 427, 50.02, 0.090412, , 
977891, 342628, 441, 50.12, 0.090432, , 
978601, 342929, 412, 50.22, 0.090775, , 
978388, 342785, 407, 50.32, 0.090320, , 
978579, 342872, 361, 50.41, 0.090452, , 
978821, 343017, 412, 50.52, 0.090847, , 
979679, 343306, 415, 50.61, 0.090770, , 
978559, 342962, 412, 50.71, 0.091088, , 
978811, 343028, 398, 50.81, 0.090942, , 
977773, 342699, 402, 50.91, 0.091170, , 
978590, 342969, 406, 51.01, 0.091063, , 
978787, 343109, 375, 51.11, 0.091528, , 
978444, 342879, 424, 51.21, 0.090808, , 
978028, 342791, 393, 51.31, 0.091187, , 
